Año	Residencia provincia código	Residencia provincia nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2012	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	58206
2012	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	14825
2012	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	45469
2012	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	57780
2012	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	32997
2012	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	19216
2012	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8407
2012	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	17695
2012	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1452
2012	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	40486
2012	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	28685
2012	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12053
2012	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	25122
2012	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2003
2013	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11544
2013	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1713
2013	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	536
2013	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1184
2013	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1579
2013	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11012
2013	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1691
2013	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	579
2013	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1122
2013	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1530
2013	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25661
2013	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	18257
2013	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4952
2013	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13387
2013	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	13996
2013	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22455
2013	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	17403
2013	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4625
2013	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12315
2013	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	12001
2013	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10958
2013	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5721
2013	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1581
2013	22	Huesca	65 y más	Hombres	4 - Distinta CA	3336
2013	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	376
2013	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11210
2013	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8884
2013	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1907
2013	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4348
2013	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	466
2013	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6865
2013	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1027
2013	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	424
2013	44	Teruel	0 a 15	Hombres	4 - Distinta CA	635
2013	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1098
2013	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6595
2013	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	971
2013	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	389
2013	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	602
2013	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1097
2013	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	17636
2013	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11221
2013	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3697
2013	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6487
2013	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	8297
2013	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15168
2013	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10299
2013	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3428
2013	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5996
2013	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6940
2013	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9665
2013	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3062
2013	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	407
2013	44	Teruel	65 y más	Hombres	4 - Distinta CA	1861
2013	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	147
2013	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10838
2013	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4239
2013	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	591
2013	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2286
2013	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	215
2013	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	58945
2013	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7072
2013	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	418
2013	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2760
2013	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	6537
2013	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	55221
2013	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6566
2013	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	412
2013	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2650
2013	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	6289
2013	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145613
2013	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	58749
2013	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	12470
2013	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	43993
2013	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	65241
2013	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139740
2013	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	57277
2013	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	14383
2013	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	44581
2013	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	59389
2013	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	33322
2013	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	19391
2013	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8507
2013	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	18070
2013	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1589
2013	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	40789
2013	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	28735
2013	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12216
2013	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	25513
2013	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2200
2014	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11657
2014	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1707
2014	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	562
2014	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1194
2014	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1422
2014	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11154
2014	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1708
2014	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	572
2014	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1107
2014	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1399
2014	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25446
2014	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	17971
2014	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4921
2014	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13222
2014	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	13611
2014	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22374
2014	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	17061
2014	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4600
2014	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12246
2014	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11887
2014	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10963
2014	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5803
2014	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1585
2014	22	Huesca	65 y más	Hombres	4 - Distinta CA	3413
2014	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	363
2014	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11197
2014	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8934
2014	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1925
2014	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4453
2014	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	452
2014	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6953
2014	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	993
2014	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	405
2014	44	Teruel	0 a 15	Hombres	4 - Distinta CA	640
2014	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	970
2014	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6583
2014	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	948
2014	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	383
2014	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	631
2014	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	941
2014	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	17452
2014	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11112
2014	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3691
2014	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6461
2014	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	7643
2014	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15133
2014	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10164
2014	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3407
2014	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5949
2014	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6748
2014	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9616
2014	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3046
2014	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	407
2014	44	Teruel	65 y más	Hombres	4 - Distinta CA	1892
2014	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	168
2014	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10639
2014	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4256
2014	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	585
2014	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2329
2014	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	220
2014	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	59201
2014	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7081
2014	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	429
2014	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2830
2014	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	5326
2014	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	55431
2014	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6592
2014	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	419
2014	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2647
2014	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	5095
2014	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145477
2014	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	57854
2014	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	12064
2014	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	43211
2014	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	56196
2014	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139594
2014	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	56148
2014	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	13972
2014	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	43754
2014	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	53909
2014	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	33664
2014	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	19759
2014	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8620
2014	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	18510
2014	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1453
2014	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	41389
2014	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	29109
2014	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12364
2014	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	25944
2014	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2069
2015	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11590
2015	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1728
2015	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	558
2015	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1157
2015	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1293
2015	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11203
2015	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1710
2015	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	588
2015	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1125
2015	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1272
2015	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25290
2015	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	17684
2015	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4889
2015	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13074
2015	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	13151
2015	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22284
2015	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	16702
2015	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4567
2015	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12060
2015	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11740
2015	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10934
2015	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5818
2015	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1614
2015	22	Huesca	65 y más	Hombres	4 - Distinta CA	3469
2015	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	377
2015	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11173
2015	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8935
2015	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1936
2015	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4534
2015	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	454
2015	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	7010
2015	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	953
2015	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	387
2015	44	Teruel	0 a 15	Hombres	4 - Distinta CA	675
2015	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	839
2015	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6654
2015	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	922
2015	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	360
2015	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	648
2015	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	819
2015	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	17228
2015	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11013
2015	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3663
2015	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6414
2015	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	7360
2015	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15060
2015	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9990
2015	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3370
2015	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5878
2015	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6741
2015	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9502
2015	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3042
2015	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	415
2015	44	Teruel	65 y más	Hombres	4 - Distinta CA	1935
2015	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	169
2015	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10443
2015	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4279
2015	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	598
2015	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2336
2015	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	229
2015	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	59773
2015	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7245
2015	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	442
2015	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2897
2015	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	4664
2015	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	55895
2015	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6796
2015	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	428
2015	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2680
2015	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	4572
2015	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145455
2015	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	56844
2015	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	11600
2015	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	42609
2015	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	54862
2015	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139414
2015	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	54901
2015	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	13508
2015	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	42970
2015	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	53346
2015	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	34025
2015	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	19964
2015	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8700
2015	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	18838
2015	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1538
2015	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	41871
2015	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	29243
2015	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12459
2015	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	26272
2015	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2195
2016	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11630
2016	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1728
2016	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	555
2016	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1151
2016	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1192
2016	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11242
2016	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1716
2016	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	568
2016	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1110
2016	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1150
2016	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25202
2016	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	17353
2016	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4839
2016	22	Huesca	16 a 64	Hombres	4 - Distinta CA	12879
2016	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	12941
2016	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22274
2016	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	16372
2016	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4582
2016	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	11954
2016	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11702
2016	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10800
2016	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5776
2016	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1612
2016	22	Huesca	65 y más	Hombres	4 - Distinta CA	3529
2016	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	410
2016	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11012
2016	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8846
2016	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1920
2016	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4548
2016	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	486
2016	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	7009
2016	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	919
2016	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	375
2016	44	Teruel	0 a 15	Hombres	4 - Distinta CA	653
2016	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	741
2016	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6656
2016	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	903
2016	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	363
2016	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	641
2016	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	725
2016	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	17063
2016	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	10852
2016	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3643
2016	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6311
2016	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	7017
2016	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	14909
2016	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9787
2016	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3330
2016	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5850
2016	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6566
2016	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9325
