Año	Provincia	Municipio	Entidad singular	Núcleo/diseminado	Personas
2019	22-Huesca	22099-Esplús	220990001 - Esplús	22099000199 - *Diseminado*	12
2019	22-Huesca	22099-Esplús	220990002 - Pueblas (Las)	22099000201 - Pueblas (Las)	3
2019	22-Huesca	22099-Esplús	220990004 - Santa María del Pilar	22099000401 - Santa María del Pilar	24
2019	22-Huesca	22099-Esplús	220990005 - Torregrosa	22099000599 - *Diseminado*	1
2019	22-Huesca	22099-Esplús	220990008 - Mapsa	22099000801 - Mapsa	2
2019	22-Huesca	22099-Esplús	220990009 - Moncasi	22099000901 - Moncasi	6
2019	22-Huesca	22099-Esplús	220990010 - Rolzasa	22099001001 - Rolzasa	3
2019	22-Huesca	22099-Esplús	220990011 - Clamor de Rafales (La)	22099001199 - *Diseminado*	4
2019	22-Huesca	22099-Esplús	220990012 - Espartal (El)	22099001299 - *Diseminado*	3
2019	22-Huesca	22102-Estada	221020001 - Estada	22102000101 - Estada	208
2019	22-Huesca	22103-Estadilla	221030001 - Estadilla	22103000101 - Estadilla	779
2019	22-Huesca	22103-Estadilla	221030001 - Estadilla	22103000199 - *Diseminado*	21
2019	22-Huesca	22105-Estopiñán del Castillo	221050001 - Caserras del Castillo	22105000101 - Caserras del Castillo	5
2019	22-Huesca	22105-Estopiñán del Castillo	221050002 - Estopiñán	22105000201 - Estopiñán	98
2019	22-Huesca	22105-Estopiñán del Castillo	221050003 - Saganta	22105000399 - *Diseminado*	17
2019	22-Huesca	22106-Fago	221060001 - Fago	22106000101 - Fago	22
2019	22-Huesca	22107-Fanlo	221070001 - Buerba	22107000101 - Buerba	31
2019	22-Huesca	22107-Fanlo	221070002 - Buisán	22107000299 - *Diseminado*	10
2019	22-Huesca	22107-Fanlo	221070003 - Fanlo	22107000301 - Fanlo	28
2019	22-Huesca	22107-Fanlo	221070004 - Nerín	22107000401 - Nerín	15
2019	22-Huesca	22107-Fanlo	221070005 - Vio	22107000501 - Vio	5
2019	22-Huesca	22107-Fanlo	221070006 - Yeba	22107000601 - Yeba	12
2019	22-Huesca	22109-Fiscal	221090001 - Albella	22109000101 - Albella	16
2019	22-Huesca	22109-Fiscal	221090002 - Arresa	22109000201 - Arresa	9
2019	22-Huesca	22109-Fiscal	221090003 - Borrastre	22109000301 - Borrastre	26
2019	22-Huesca	22109-Fiscal	221090004 - Fiscal	22109000401 - Fiscal	188
2019	22-Huesca	22109-Fiscal	221090005 - Jánovas	22109000599 - *Diseminado*	3
2019	22-Huesca	22109-Fiscal	221090006 - Javierre de Ara	22109000601 - Javierre de Ara	13
2019	22-Huesca	22109-Fiscal	221090008 - Lardiés	22109000801 - Lardiés	9
2019	22-Huesca	22109-Fiscal	221090009 - Ligüerre de Ara	22109000901 - Ligüerre de Ara	39
2019	22-Huesca	22109-Fiscal	221090010 - Planillo	22109001001 - Planillo	7
2019	22-Huesca	22109-Fiscal	221090011 - San Felices de Ara	22109001101 - San Felices de Ara	11
2019	22-Huesca	22109-Fiscal	221090012 - San Juste	22109001201 - San Juste	7
2019	22-Huesca	22109-Fiscal	221090013 - San Martín de Solana	22109001301 - San Martín de Solana	1
2019	22-Huesca	22109-Fiscal	221090014 - Santa Olaria de Ara	22109001401 - Santa Olaria de Ara	1
2019	22-Huesca	22110-Fonz	221100001 - Cofita	22110000101 - Cofita	103
2019	22-Huesca	22110-Fonz	221100001 - Cofita	22110000199 - *Diseminado*	7
2019	22-Huesca	22110-Fonz	221100002 - Fonz	22110000201 - Fonz	733
2019	22-Huesca	22110-Fonz	221100002 - Fonz	22110000299 - *Diseminado*	16
2019	22-Huesca	22111-Foradada del Toscar	221110001 - Bacamorta	22111000199 - *Diseminado*	6
2019	22-Huesca	22111-Foradada del Toscar	221110002 - Colladas (Las)	22111000299 - *Diseminado*	8
2019	22-Huesca	22111-Foradada del Toscar	221110003 - Espluga	22111000399 - *Diseminado*	27
2019	22-Huesca	22111-Foradada del Toscar	221110004 - Foradada del Toscar	22111000401 - Foradada del Toscar	30
2019	22-Huesca	22111-Foradada del Toscar	221110005 - Lacort	22111000599 - *Diseminado*	4
2019	22-Huesca	22111-Foradada del Toscar	221110006 - Lascorz	22111000699 - *Diseminado*	4
2019	22-Huesca	22111-Foradada del Toscar	221110007 - Morillo de Liena	22111000701 - Morillo de Liena	34
2019	22-Huesca	22111-Foradada del Toscar	221110008 - Navarri	22111000899 - *Diseminado*	17
2019	22-Huesca	22111-Foradada del Toscar	221110009 - Senz	22111000999 - *Diseminado*	18
2019	22-Huesca	22111-Foradada del Toscar	221110010 - Viu	22111001001 - Viu	24
2019	22-Huesca	22112-Fraga	221120001 - Fraga	22112000101 - Fraga	14213
2019	22-Huesca	22112-Fraga	221120001 - Fraga	22112000199 - *Diseminado*	441
2019	22-Huesca	22112-Fraga	221120002 - Miralsot	22112000201 - Miralsot	244
2019	22-Huesca	22112-Fraga	221120003 - Litera	22112000301 - Litera	9
2019	22-Huesca	22112-Fraga	221120003 - Litera	22112000399 - *Diseminado*	126
2019	22-Huesca	22113-Fueva (La)	221130001 - Alueza	22113000199 - *Diseminado*	10
2019	22-Huesca	22113-Fueva (La)	221130003 - Buetas	22113000399 - *Diseminado*	29
2019	22-Huesca	22113-Fueva (La)	221130004 - Cabezonada (La)	22113000499 - *Diseminado*	45
2019	22-Huesca	22113-Fueva (La)	221130005 - Charo	22113000501 - Charo	26
2019	22-Huesca	22113-Fueva (La)	221130005 - Charo	22113000599 - *Diseminado*	6
2019	22-Huesca	22113-Fueva (La)	221130006 - Formigales	22113000601 - Formigales	23
2019	22-Huesca	22113-Fueva (La)	221130007 - Fosado	22113000799 - *Diseminado*	22
2019	22-Huesca	22113-Fueva (La)	221130008 - Fuendecampo	22113000899 - *Diseminado*	27
2019	22-Huesca	22113-Fueva (La)	221130009 - Humo de Muro (El)	22113000999 - *Diseminado*	11
2019	22-Huesca	22113-Fueva (La)	221130010 - Humo de Rañín (El)	22113001099 - *Diseminado*	13
2019	22-Huesca	22113-Fueva (La)	221130011 - Aluján	22113001199 - *Diseminado*	25
2019	22-Huesca	22113-Fueva (La)	221130012 - Mediano	22113001201 - Mediano	18
2019	22-Huesca	22113-Fueva (La)	221130013 - Morillo de Monclús	22113001399 - *Diseminado*	40
2019	22-Huesca	22113-Fueva (La)	221130014 - Pocino (El)	22113001499 - *Diseminado*	7
2019	22-Huesca	22113-Fueva (La)	221130015 - Rañín	22113001501 - Rañín	32
2019	22-Huesca	22113-Fueva (La)	221130016 - Salinas de Trillo	22113001699 - *Diseminado*	8
2019	22-Huesca	22113-Fueva (La)	221130017 - Samitier	22113001701 - Samitier	16
2019	22-Huesca	22113-Fueva (La)	221130018 - Samper	22113001801 - Samper	18
2019	22-Huesca	22113-Fueva (La)	221130019 - San Juan	22113001999 - *Diseminado*	10
2019	22-Huesca	22113-Fueva (La)	221130020 - Solipueyo	22113002001 - Solipueyo	32
2019	22-Huesca	22113-Fueva (La)	221130021 - Tierrantona	22113002101 - Tierrantona	110
2019	22-Huesca	22113-Fueva (La)	221130022 - Troncedo	22113002201 - Troncedo	24
2019	22-Huesca	22113-Fueva (La)	221130023 - Caneto	22113002399 - *Diseminado*	24
2019	22-Huesca	22113-Fueva (La)	221130024 - Clamosa	22113002401 - Clamosa	8
2019	22-Huesca	22113-Fueva (La)	221130026 - Trillo	22113002699 - *Diseminado*	3
2019	22-Huesca	22114-Gistaín	221140001 - Gistaín	22114000101 - Gistaín	141
2019	22-Huesca	22114-Gistaín	221140001 - Gistaín	22114000199 - *Diseminado*	1
2019	22-Huesca	22115-Grado (El)	221150001 - Artasona	22115000101 - Artasona	48
2019	22-Huesca	22115-Grado (El)	221150002 - Coscojuela de Fantova	22115000201 - Coscojuela de Fantova	28
2019	22-Huesca	22115-Grado (El)	221150003 - Enate	22115000301 - Enate	56
2019	22-Huesca	22115-Grado (El)	221150003 - Enate	22115000399 - *Diseminado*	13
2019	22-Huesca	22115-Grado (El)	221150004 - Grado (El)	22115000401 - Grado (El)	234
2019	22-Huesca	22115-Grado (El)	221150004 - Grado (El)	22115000402 - Poblado (El)	10
2019	22-Huesca	22115-Grado (El)	221150004 - Grado (El)	22115000499 - *Diseminado*	5
2019	22-Huesca	22115-Grado (El)	221150005 - El Tozal	22115000501 - Urbanización El Tozal	6
2019	22-Huesca	22116-Grañén	221160001 - Callén	22116000101 - Callén	48
2019	22-Huesca	22116-Grañén	221160002 - Curbé	22116000201 - Curbé	194
2019	22-Huesca	22116-Grañén	221160003 - Fraella	22116000301 - Fraella	34
2019	22-Huesca	22116-Grañén	221160004 - Grañén	22116000401 - Grañén	1227
2019	22-Huesca	22116-Grañén	221160004 - Grañén	22116000499 - *Diseminado*	32
2019	22-Huesca	22116-Grañén	221160005 - Montesusín	22116000501 - Montesusín	223
2019	22-Huesca	22116-Grañén	221160005 - Montesusín	22116000599 - *Diseminado*	4
2019	22-Huesca	22117-Graus	221170001 - Abenozas	22117000199 - *Diseminado*	1
2019	22-Huesca	22117-Graus	221170003 - Aguinaliu	22117000301 - Aguinaliu	19
2019	22-Huesca	22117-Graus	221170004 - Bellestar	22117000401 - Bellestar	28
2019	22-Huesca	22117-Graus	221170004 - Bellestar	22117000499 - *Diseminado*	1
2019	22-Huesca	22117-Graus	221170005 - Benavente de Aragón	22117000501 - Benavente de Aragón	27
2019	22-Huesca	22117-Graus	221170006 - Centenera	22117000601 - Centenera	15
2019	22-Huesca	22117-Graus	221170007 - Ejep	22117000701 - Ejep	14
2019	22-Huesca	22117-Graus	221170008 - Graus	22117000801 - Graus	2733
2019	22-Huesca	22117-Graus	221170008 - Graus	22117000899 - *Diseminado*	20
2019	22-Huesca	22117-Graus	221170009 - Güel	22117000999 - *Diseminado*	14
2019	22-Huesca	22117-Graus	221170010 - Juseu	22117001001 - Juseu	18
2019	22-Huesca	22117-Graus	221170011 - Panillo	22117001101 - Panillo	35
2019	22-Huesca	22117-Graus	221170011 - Panillo	22117001199 - *Diseminado*	42
2019	22-Huesca	22117-Graus	221170012 - Pano	22117001201 - Pano	3
2019	22-Huesca	22117-Graus	221170013 - Puebla de Fantova (La)	22117001301 - Puebla de Fantova (La)	68
2019	22-Huesca	22117-Graus	221170013 - Puebla de Fantova (La)	22117001399 - *Diseminado*	42
2019	22-Huesca	22117-Graus	221170014 - Puebla del Mon (La)	22117001499 - *Diseminado*	2
2019	22-Huesca	22117-Graus	221170015 - Pueyo de Marguillén	22117001501 - Pueyo de Marguillén	26
2019	22-Huesca	22117-Graus	221170016 - Soler (El)	22117001699 - *Diseminado*	19
2019	22-Huesca	22117-Graus	221170017 - Torre de Ésera	22117001701 - Torre de Ésera	36
2019	22-Huesca	22117-Graus	221170017 - Torre de Ésera	22117001799 - *Diseminado*	18
2019	22-Huesca	22117-Graus	221170018 - Torre de Obato	22117001801 - Torre de Obato	18
2019	22-Huesca	22117-Graus	221170019 - Torrelabad	22117001901 - Torrelabad	18
2019	22-Huesca	22117-Graus	221170020 - Torres del Obispo	22117002001 - Torres del Obispo	129
2019	22-Huesca	22117-Graus	221170020 - Torres del Obispo	22117002099 - *Diseminado*	12
2019	22-Huesca	22117-Graus	221170021 - Ventas de Santa Lucía (Las)	22117002101 - Ventas de Santa Lucía (Las)	21
2019	22-Huesca	22117-Graus	221170021 - Ventas de Santa Lucía (Las)	22117002199 - *Diseminado*	10
2019	22-Huesca	22117-Graus	221170022 - Tosquilla (La)	22117002299 - *Diseminado*	6
2019	22-Huesca	22119-Gurrea de Gállego	221190003 - Gurrea de Gállego	22119000301 - Gurrea de Gállego	910
2019	22-Huesca	22119-Gurrea de Gállego	221190003 - Gurrea de Gállego	22119000399 - *Diseminado*	4
2019	22-Huesca	22119-Gurrea de Gállego	221190004 - Paúl (La)	22119000401 - Paúl (La)	125
2019	22-Huesca	22119-Gurrea de Gállego	221190004 - Paúl (La)	22119000499 - *Diseminado*	1
2019	22-Huesca	22119-Gurrea de Gállego	221190005 - Temple (El)	22119000501 - Temple (El)	400
2019	22-Huesca	22119-Gurrea de Gállego	221190005 - Temple (El)	22119000599 - *Diseminado*	27
2019	22-Huesca	22122-Hoz de Jaca	221220001 - Hoz de Jaca	22122000101 - Hoz de Jaca	70
2019	22-Huesca	22124-Huerto	221240001 - Huerto	22124000101 - Huerto	169
2019	22-Huesca	22124-Huerto	221240002 - Usón	22124000201 - Usón	26
2019	22-Huesca	22124-Huerto	221240003 - Venta de Ballerías	22124000301 - Venta de Ballerías	11
2019	22-Huesca	22125-Huesca	221250001 - Apiés	22125000101 - Apiés	79
2019	22-Huesca	22125-Huesca	221250002 - Banariés	22125000201 - Banariés	39
2019	22-Huesca	22125-Huesca	221250003 - Bellestar del Flumen	22125000301 - Bellestar del Flumen	34
2019	22-Huesca	22125-Huesca	221250004 - Buñales	22125000401 - Buñales	35
2019	22-Huesca	22125-Huesca	221250005 - Cuarte	22125000501 - Cuarte	78
2019	22-Huesca	22125-Huesca	221250006 - Fornillos de Apiés	22125000601 - Fornillos de Apiés	29
2019	22-Huesca	22125-Huesca	221250007 - Huerrios	22125000701 - Huerrios	64
2019	22-Huesca	22125-Huesca	221250008 - Huesca	22125000801 - Huesca	52367
2019	22-Huesca	22125-Huesca	221250008 - Huesca	22125000899 - *Diseminado*	369
2019	22-Huesca	22125-Huesca	221250009 - Tabernas del Isuela	22125000901 - Tabernas del Isuela	38
2019	22-Huesca	22126-Ibieca	221260001 - Ibieca	22126000101 - Ibieca	93
2019	22-Huesca	22126-Ibieca	221260001 - Ibieca	22126000199 - *Diseminado*	3
2019	22-Huesca	22127-Igriés	221270001 - Igriés	22127000101 - Igriés	126
2019	22-Huesca	22127-Igriés	221270001 - Igriés	22127000199 - *Diseminado*	35
2019	22-Huesca	22127-Igriés	221270002 - Yéqueda	22127000201 - Yéqueda	111
2019	22-Huesca	22127-Igriés	221270002 - Yéqueda	22127000299 - *Diseminado*	451
2019	22-Huesca	22128-Ilche	221280001 - Fornillos	22128000101 - Fornillos	58
2019	22-Huesca	22128-Ilche	221280002 - Ilche	22128000201 - Ilche	29
2019	22-Huesca	22128-Ilche	221280003 - Monesma	22128000301 - Monesma	42
2019	22-Huesca	22128-Ilche	221280003 - Monesma	22128000399 - *Diseminado*	1
2019	22-Huesca	22128-Ilche	221280004 - Morilla	22128000401 - Morilla	62
2019	22-Huesca	22128-Ilche	221280005 - Odina	22128000599 - *Diseminado*	5
2019	22-Huesca	22128-Ilche	221280006 - Permisán	22128000601 - Permisán	14
2019	22-Huesca	22129-Isábena	221290001 - Esdolomada	22129000199 - *Diseminado*	10
2019	22-Huesca	22129-Isábena	221290002 - Merli	22129000201 - Merli	10
2019	22-Huesca	22129-Isábena	221290003 - Mont de Roda	22129000399 - *Diseminado*	6
2019	22-Huesca	22129-Isábena	221290004 - Puebla de Roda (La)	22129000401 - Puebla de Roda (La)	85
2019	22-Huesca	22129-Isábena	221290004 - Puebla de Roda (La)	22129000499 - *Diseminado*	11
2019	22-Huesca	22129-Isábena	221290005 - Riguala de Serraduy	22129000501 - Riguala de Serraduy	3
2019	22-Huesca	22129-Isábena	221290006 - Roda de Isábena	22129000601 - Roda de Isábena	46
2019	22-Huesca	22129-Isábena	221290006 - Roda de Isábena	22129000699 - *Diseminado*	3
2019	22-Huesca	22129-Isábena	221290007 - San Esteban de Mall	22129000799 - *Diseminado*	3
2019	22-Huesca	22129-Isábena	221290008 - Serraduy	22129000801 - Serraduy	46
2019	22-Huesca	22129-Isábena	221290008 - Serraduy	22129000899 - *Diseminado*	4
2019	22-Huesca	22129-Isábena	221290009 - Vileta de Serraduy (La)	22129000901 - Vileta de Serraduy (La)	8
2019	22-Huesca	22130-Jaca	221300001 - Abay	22130000101 - Abay	45
2019	22-Huesca	22130-Jaca	221300002 - Abena	22130000201 - Abena	16
2019	22-Huesca	22130-Jaca	221300003 - Ara	22130000301 - Ara	55
2019	22-Huesca	22130-Jaca	221300004 - Araguás del Solano	22130000401 - Araguás del Solano	34
2019	22-Huesca	22130-Jaca	221300005 - Ascara	22130000501 - Ascara	44
2019	22-Huesca	22130-Jaca	221300005 - Ascara	22130000599 - *Diseminado*	7
2019	22-Huesca	22130-Jaca	221300006 - Asieso	22130000601 - Asieso	20
2019	22-Huesca	22130-Jaca	221300007 - Atarés	22130000701 - Atarés	34
2019	22-Huesca	22130-Jaca	221300008 - Banaguás	22130000801 - Banaguás	29
2019	22-Huesca	22130-Jaca	221300009 - Baraguás	22130000901 - Baraguás	31
2019	22-Huesca	22130-Jaca	221300010 - Barós	22130001001 - Barós	83
2019	22-Huesca	22130-Jaca	221300011 - Bernués	22130001101 - Bernués	23
2019	22-Huesca	22130-Jaca	221300011 - Bernués	22130001199 - *Diseminado*	4
2019	22-Huesca	22130-Jaca	221300012 - Bescós de Garcipollera	22130001201 - Bescós de Garcipollera	5
2019	22-Huesca	22130-Jaca	221300013 - Binué	22130001301 - Binué	4
2019	22-Huesca	22130-Jaca	221300014 - Botaya	22130001401 - Botaya	24
2019	22-Huesca	22130-Jaca	221300015 - Caniás	22130001501 - Caniás	36
2019	22-Huesca	22130-Jaca	221300016 - Espuéndolas	22130001601 - Espuéndolas	19
2019	22-Huesca	22130-Jaca	221300017 - Gracionépel	22130001701 - Gracionépel	11
2019	22-Huesca	22130-Jaca	221300018 - Guasa	22130001801 - Guasa	62
2019	22-Huesca	22130-Jaca	221300018 - Guasa	22130001899 - *Diseminado*	2
2019	22-Huesca	22130-Jaca	221300019 - Guasillo	22130001901 - Guasillo	64
2019	22-Huesca	22130-Jaca	221300020 - Ipas	22130002001 - Ipas	11
2019	22-Huesca	22130-Jaca	221300021 - Jaca	22130002101 - Jaca	11941
2019	22-Huesca	22130-Jaca	221300021 - Jaca	22130002199 - *Diseminado*	82
2019	22-Huesca	22130-Jaca	221300022 - Jarlata	22130002201 - Jarlata	5
2019	22-Huesca	22130-Jaca	221300023 - Lerés	22130002301 - Lerés	14
2019	22-Huesca	22130-Jaca	221300024 - Martillué	22130002401 - Martillué	18
2019	22-Huesca	22130-Jaca	221300025 - Navasa	22130002501 - Navasa	45
2019	22-Huesca	22130-Jaca	221300025 - Navasa	22130002599 - *Diseminado*	2
2019	22-Huesca	22130-Jaca	221300026 - Navasilla	22130002601 - Navasilla	13
2019	22-Huesca	22130-Jaca	221300027 - Novés	22130002701 - Novés	33
2019	22-Huesca	22130-Jaca	221300028 - Orante	22130002801 - Orante	5
2019	22-Huesca	22130-Jaca	221300029 - Osia	22130002901 - Osia	20
2019	22-Huesca	22130-Jaca	221300030 - Ulle	22130003001 - Ulle	39
2019	22-Huesca	22130-Jaca	221300031 - Villanovilla	22130003101 - Villanovilla	12
2019	22-Huesca	22130-Jaca	221300032 - Puerto Astún	22130003201 - Puerto Astún	5
2019	22-Huesca	22130-Jaca	221300033 - Badaguás	22130003301 - Badaguás	66
2019	22-Huesca	22130-Jaca	221300034 - Fraginal	22130003499 - *Diseminado*	9
2019	22-Huesca	22130-Jaca	221300035 - Lastiesas Altas	22130003599 - *Diseminado*	7
2019	22-Huesca	22130-Jaca	221300036 - Lastiesas Bajas	22130003699 - *Diseminado*	9
2019	22-Huesca	22131-Jasa	221310001 - Jasa	22131000101 - Jasa	92
2019	22-Huesca	22133-Labuerda	221330001 - Labuerda	22133000101 - Labuerda	149
2019	22-Huesca	22133-Labuerda	221330001 - Labuerda	22133000199 - *Diseminado*	3
2019	22-Huesca	22133-Labuerda	221330002 - San Vicente	22133000201 - San Vicente	10
2019	22-Huesca	22135-Laluenga	221350001 - Laluenga	22135000101 - Laluenga	197
2019	22-Huesca	22136-Lalueza	221360001 - Lalueza	22136000101 - Lalueza	523
2019	22-Huesca	22136-Lalueza	221360002 - Marcén	22136000201 - Marcén	52
2019	22-Huesca	22136-Lalueza	221360003 - San Lorenzo del Flumen	22136000301 - San Lorenzo del Flumen	317
2019	22-Huesca	22137-Lanaja	221370001 - Cantalobos	22137000101 - Cantalobos	96
2019	22-Huesca	22137-Lanaja	221370002 - Lanaja	22137000201 - Lanaja	876
2019	22-Huesca	22137-Lanaja	221370002 - Lanaja	22137000299 - *Diseminado*	2
2019	22-Huesca	22137-Lanaja	221370003 - Orillena	22137000301 - Orillena	200
2019	22-Huesca	22139-Laperdiguera	221390001 - Laperdiguera	22139000101 - Laperdiguera	91
2019	22-Huesca	22141-Lascellas-Ponzano	221410001 - Lascellas	22141000101 - Lascellas	41
2019	22-Huesca	22141-Lascellas-Ponzano	221410002 - Ponzano	22141000201 - Ponzano	85
2019	22-Huesca	22141-Lascellas-Ponzano	221410002 - Ponzano	22141000299 - *Diseminado*	3
2019	22-Huesca	22142-Lascuarre	221420001 - Lascuarre	22142000101 - Lascuarre	117
2019	22-Huesca	22142-Lascuarre	221420001 - Lascuarre	22142000199 - *Diseminado*	7
2019	22-Huesca	22142-Lascuarre	221420002 - Poblado el Aguilar	22142000299 - *Diseminado*	7
2019	22-Huesca	22142-Lascuarre	221420003 - Sagarras Altas	22142000399 - *Diseminado*	1
2019	22-Huesca	22143-Laspaúles	221430001 - Abella	22143000101 - Abella	20
2019	22-Huesca	22143-Laspaúles	221430002 - Alins	22143000201 - Alins	11
2019	22-Huesca	22143-Laspaúles	221430003 - Ardanué	22143000399 - *Diseminado*	3
2019	22-Huesca	22143-Laspaúles	221430004 - Denuy	22143000401 - Denuy	10
2019	22-Huesca	22143-Laspaúles	221430005 - Espés	22143000501 - Espés	7
2019	22-Huesca	22143-Laspaúles	221430006 - Espés Alto	22143000601 - Espés Alto	6
2019	22-Huesca	22143-Laspaúles	221430007 - Laspaúles	22143000701 - Laspaúles	95
2019	22-Huesca	22143-Laspaúles	221430008 - Llagunas	22143000899 - *Diseminado*	2
2019	22-Huesca	22143-Laspaúles	221430009 - Neril	22143000901 - Neril	15
2019	22-Huesca	22143-Laspaúles	221430010 - Suils	22143001001 - Suils	41
2019	22-Huesca	22143-Laspaúles	221430011 - Villaplana	22143001199 - *Diseminado*	6
