Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Personas
2002	24	Campo de Daroca	65 y más	Mujeres	1158
2002	25	Jiloca	0 a 15	Mujeres	766
2002	25	Jiloca	16 a 64	Mujeres	3565
2002	25	Jiloca	65 y más	Mujeres	2515
2002	26	Cuencas Mineras	0 a 15	Mujeres	596
2002	26	Cuencas Mineras	16 a 64	Mujeres	2577
2002	26	Cuencas Mineras	65 y más	Mujeres	1371
2002	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	824
2002	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3252
2002	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1332
2002	28	Bajo Aragón	0 a 15	Mujeres	1931
2002	28	Bajo Aragón	16 a 64	Mujeres	7851
2002	28	Bajo Aragón	65 y más	Mujeres	3514
2002	29	Comunidad de Teruel	0 a 15	Mujeres	3167
2002	29	Comunidad de Teruel	16 a 64	Mujeres	13033
2002	29	Comunidad de Teruel	65 y más	Mujeres	5716
2002	30	Maestrazgo	0 a 15	Mujeres	191
2002	30	Maestrazgo	16 a 64	Mujeres	898
2002	30	Maestrazgo	65 y más	Mujeres	638
2002	31	Sierra de Albarracín	0 a 15	Mujeres	253
2002	31	Sierra de Albarracín	16 a 64	Mujeres	1171
2002	31	Sierra de Albarracín	65 y más	Mujeres	943
2002	32	Gúdar-Javalambre	0 a 15	Mujeres	507
2002	32	Gúdar-Javalambre	16 a 64	Mujeres	1970
2002	32	Gúdar-Javalambre	65 y más	Mujeres	1228
2002	33	Matarraña / Matarranya	0 a 15	Mujeres	465
2002	33	Matarraña / Matarranya	16 a 64	Mujeres	2211
2002	33	Matarraña / Matarranya	65 y más	Mujeres	1505
2003	01	La Jacetania	0 a 15	Mujeres	1082
2003	01	La Jacetania	16 a 64	Mujeres	5267
2003	01	La Jacetania	65 y más	Mujeres	2168
2003	02	Alto Gállego	0 a 15	Mujeres	802
2003	02	Alto Gállego	16 a 64	Mujeres	3911
2003	02	Alto Gállego	65 y más	Mujeres	1476
2003	03	Sobrarbe	0 a 15	Mujeres	371
2003	03	Sobrarbe	16 a 64	Mujeres	1886
2003	03	Sobrarbe	65 y más	Mujeres	980
2003	04	La Ribagorza	0 a 15	Mujeres	639
2003	04	La Ribagorza	16 a 64	Mujeres	3408
2003	04	La Ribagorza	65 y más	Mujeres	1837
2003	05	Cinco Villas	0 a 15	Mujeres	2088
2003	05	Cinco Villas	16 a 64	Mujeres	9449
2003	05	Cinco Villas	65 y más	Mujeres	4192
2003	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4175
2003	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	19527
2003	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7590
2003	07	Somontano de Barbastro	0 a 15	Mujeres	1571
2003	07	Somontano de Barbastro	16 a 64	Mujeres	6875
2003	07	Somontano de Barbastro	65 y más	Mujeres	3213
2003	08	Cinca Medio	0 a 15	Mujeres	1530
2003	08	Cinca Medio	16 a 64	Mujeres	6643
2003	08	Cinca Medio	65 y más	Mujeres	2806
2003	09	La Litera / La Llitera	0 a 15	Mujeres	1075
2003	09	La Litera / La Llitera	16 a 64	Mujeres	5353
2003	09	La Litera / La Llitera	65 y más	Mujeres	2740
2003	10	Los Monegros	0 a 15	Mujeres	1075
2003	10	Los Monegros	16 a 64	Mujeres	5892
2003	10	Los Monegros	65 y más	Mujeres	3206
2003	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1547
2003	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	6774
2003	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2770
2003	12	Tarazona y el Moncayo	0 a 15	Mujeres	896
2003	12	Tarazona y el Moncayo	16 a 64	Mujeres	4204
2003	12	Tarazona y el Moncayo	65 y más	Mujeres	2150
2003	13	Campo de Borja	0 a 15	Mujeres	848
2003	13	Campo de Borja	16 a 64	Mujeres	3998
2003	13	Campo de Borja	65 y más	Mujeres	2067
2003	14	Aranda	0 a 15	Mujeres	581
2003	14	Aranda	16 a 64	Mujeres	2395
2003	14	Aranda	65 y más	Mujeres	964
2003	15	Ribera Alta del Ebro	0 a 15	Mujeres	1503
2003	15	Ribera Alta del Ebro	16 a 64	Mujeres	6885
2003	15	Ribera Alta del Ebro	65 y más	Mujeres	2960
2003	16	Valdejalón	0 a 15	Mujeres	1500
2003	16	Valdejalón	16 a 64	Mujeres	7013
2003	16	Valdejalón	65 y más	Mujeres	3050
2003	17	Central	0 a 15	Mujeres	46103
2003	17	Central	16 a 64	Mujeres	228697
2003	17	Central	65 y más	Mujeres	70712
2003	18	Ribera Baja del Ebro	0 a 15	Mujeres	580
2003	18	Ribera Baja del Ebro	16 a 64	Mujeres	2680
2003	18	Ribera Baja del Ebro	65 y más	Mujeres	1366
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	687
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	3680
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1875
2003	20	Comunidad de Calatayud	0 a 15	Mujeres	2100
2003	20	Comunidad de Calatayud	16 a 64	Mujeres	11192
2003	20	Comunidad de Calatayud	65 y más	Mujeres	6686
2003	21	Campo de Cariñena	0 a 15	Mujeres	538
2003	21	Campo de Cariñena	16 a 64	Mujeres	2871
2003	21	Campo de Cariñena	65 y más	Mujeres	1520
2003	22	Campo de Belchite	0 a 15	Mujeres	199
2003	22	Campo de Belchite	16 a 64	Mujeres	1300
2003	22	Campo de Belchite	65 y más	Mujeres	1059
2003	23	Bajo Martín	0 a 15	Mujeres	368
2003	23	Bajo Martín	16 a 64	Mujeres	1966
2003	23	Bajo Martín	65 y más	Mujeres	1294
2003	24	Campo de Daroca	0 a 15	Mujeres	223
2003	24	Campo de Daroca	16 a 64	Mujeres	1575
2003	24	Campo de Daroca	65 y más	Mujeres	1260
2003	25	Jiloca	0 a 15	Mujeres	767
2003	25	Jiloca	16 a 64	Mujeres	3512
2003	25	Jiloca	65 y más	Mujeres	2479
2003	26	Cuencas Mineras	0 a 15	Mujeres	571
2003	26	Cuencas Mineras	16 a 64	Mujeres	2565
2003	26	Cuencas Mineras	65 y más	Mujeres	1325
2003	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	824
2003	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3224
2003	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1333
2003	28	Bajo Aragón	0 a 15	Mujeres	2008
2003	28	Bajo Aragón	16 a 64	Mujeres	8080
2003	28	Bajo Aragón	65 y más	Mujeres	3553
2003	29	Comunidad de Teruel	0 a 15	Mujeres	3141
2003	29	Comunidad de Teruel	16 a 64	Mujeres	13219
2003	29	Comunidad de Teruel	65 y más	Mujeres	5830
2003	30	Maestrazgo	0 a 15	Mujeres	184
2003	30	Maestrazgo	16 a 64	Mujeres	896
2003	30	Maestrazgo	65 y más	Mujeres	634
2003	31	Sierra de Albarracín	0 a 15	Mujeres	256
2003	31	Sierra de Albarracín	16 a 64	Mujeres	1166
2003	31	Sierra de Albarracín	65 y más	Mujeres	915
2003	32	Gúdar-Javalambre	0 a 15	Mujeres	520
2003	32	Gúdar-Javalambre	16 a 64	Mujeres	2018
2003	32	Gúdar-Javalambre	65 y más	Mujeres	1215
2003	33	Matarraña / Matarranya	0 a 15	Mujeres	469
2003	33	Matarraña / Matarranya	16 a 64	Mujeres	2228
2003	33	Matarraña / Matarranya	65 y más	Mujeres	1485
2004	01	La Jacetania	0 a 15	Mujeres	1114
2004	01	La Jacetania	16 a 64	Mujeres	5374
2004	01	La Jacetania	65 y más	Mujeres	2157
2004	02	Alto Gállego	0 a 15	Mujeres	826
2004	02	Alto Gállego	16 a 64	Mujeres	3986
2004	02	Alto Gállego	65 y más	Mujeres	1454
2004	03	Sobrarbe	0 a 15	Mujeres	340
2004	03	Sobrarbe	16 a 64	Mujeres	1948
2004	03	Sobrarbe	65 y más	Mujeres	971
2004	04	La Ribagorza	0 a 15	Mujeres	645
2004	04	La Ribagorza	16 a 64	Mujeres	3544
2004	04	La Ribagorza	65 y más	Mujeres	1794
2004	05	Cinco Villas	0 a 15	Mujeres	2102
2004	05	Cinco Villas	16 a 64	Mujeres	9632
2004	05	Cinco Villas	65 y más	Mujeres	4205
2004	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4270
2004	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	19818
2004	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7516
2004	07	Somontano de Barbastro	0 a 15	Mujeres	1523
2004	07	Somontano de Barbastro	16 a 64	Mujeres	6965
2004	07	Somontano de Barbastro	65 y más	Mujeres	3153
2004	08	Cinca Medio	0 a 15	Mujeres	1533
2004	08	Cinca Medio	16 a 64	Mujeres	6641
2004	08	Cinca Medio	65 y más	Mujeres	2812
2004	09	La Litera / La Llitera	0 a 15	Mujeres	1082
2004	09	La Litera / La Llitera	16 a 64	Mujeres	5369
2004	09	La Litera / La Llitera	65 y más	Mujeres	2696
2004	10	Los Monegros	0 a 15	Mujeres	1003
2004	10	Los Monegros	16 a 64	Mujeres	5918
2004	10	Los Monegros	65 y más	Mujeres	3182
2004	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1536
2004	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	6846
2004	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2763
2004	12	Tarazona y el Moncayo	0 a 15	Mujeres	920
2004	12	Tarazona y el Moncayo	16 a 64	Mujeres	4205
2004	12	Tarazona y el Moncayo	65 y más	Mujeres	2117
2004	13	Campo de Borja	0 a 15	Mujeres	854
2004	13	Campo de Borja	16 a 64	Mujeres	4055
2004	13	Campo de Borja	65 y más	Mujeres	2016
2004	14	Aranda	0 a 15	Mujeres	572
2004	14	Aranda	16 a 64	Mujeres	2378
2004	14	Aranda	65 y más	Mujeres	966
2004	15	Ribera Alta del Ebro	0 a 15	Mujeres	1547
2004	15	Ribera Alta del Ebro	16 a 64	Mujeres	7088
2004	15	Ribera Alta del Ebro	65 y más	Mujeres	2891
2004	16	Valdejalón	0 a 15	Mujeres	1562
2004	16	Valdejalón	16 a 64	Mujeres	7310
2004	16	Valdejalón	65 y más	Mujeres	3042
2004	17	Central	0 a 15	Mujeres	47216
2004	17	Central	16 a 64	Mujeres	233995
2004	17	Central	65 y más	Mujeres	71499
2004	18	Ribera Baja del Ebro	0 a 15	Mujeres	553
2004	18	Ribera Baja del Ebro	16 a 64	Mujeres	2690
2004	18	Ribera Baja del Ebro	65 y más	Mujeres	1360
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	732
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	3773
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1878
2004	20	Comunidad de Calatayud	0 a 15	Mujeres	2145
2004	20	Comunidad de Calatayud	16 a 64	Mujeres	11277
2004	20	Comunidad de Calatayud	65 y más	Mujeres	6595
2004	21	Campo de Cariñena	0 a 15	Mujeres	529
2004	21	Campo de Cariñena	16 a 64	Mujeres	2889
2004	21	Campo de Cariñena	65 y más	Mujeres	1509
2004	22	Campo de Belchite	0 a 15	Mujeres	207
2004	22	Campo de Belchite	16 a 64	Mujeres	1283
2004	22	Campo de Belchite	65 y más	Mujeres	1038
2004	23	Bajo Martín	0 a 15	Mujeres	372
2004	23	Bajo Martín	16 a 64	Mujeres	1967
2004	23	Bajo Martín	65 y más	Mujeres	1279
2004	24	Campo de Daroca	0 a 15	Mujeres	229
2004	24	Campo de Daroca	16 a 64	Mujeres	1596
2004	24	Campo de Daroca	65 y más	Mujeres	1216
2004	25	Jiloca	0 a 15	Mujeres	755
2004	25	Jiloca	16 a 64	Mujeres	3519
2004	25	Jiloca	65 y más	Mujeres	2441
2004	26	Cuencas Mineras	0 a 15	Mujeres	563
2004	26	Cuencas Mineras	16 a 64	Mujeres	2564
2004	26	Cuencas Mineras	65 y más	Mujeres	1302
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	806
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3253
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1337
2004	28	Bajo Aragón	0 a 15	Mujeres	2037
2004	28	Bajo Aragón	16 a 64	Mujeres	8239
2004	28	Bajo Aragón	65 y más	Mujeres	3546
2004	29	Comunidad de Teruel	0 a 15	Mujeres	3122
2004	29	Comunidad de Teruel	16 a 64	Mujeres	13456
2004	29	Comunidad de Teruel	65 y más	Mujeres	5734
2004	30	Maestrazgo	0 a 15	Mujeres	189
2004	30	Maestrazgo	16 a 64	Mujeres	922
2004	30	Maestrazgo	65 y más	Mujeres	614
2004	31	Sierra de Albarracín	0 a 15	Mujeres	250
2004	31	Sierra de Albarracín	16 a 64	Mujeres	1162
2004	31	Sierra de Albarracín	65 y más	Mujeres	911
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	532
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	2075
2004	32	Gúdar-Javalambre	65 y más	Mujeres	1172
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	454
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	2251
2004	33	Matarraña / Matarranya	65 y más	Mujeres	1436
2005	01	La Jacetania	0 a 15	Mujeres	1151
2005	01	La Jacetania	16 a 64	Mujeres	5463
2005	01	La Jacetania	65 y más	Mujeres	2134
2005	02	Alto Gállego	0 a 15	Mujeres	839
2005	02	Alto Gállego	16 a 64	Mujeres	4090
2005	02	Alto Gállego	65 y más	Mujeres	1470
2005	03	Sobrarbe	0 a 15	Mujeres	362
2005	03	Sobrarbe	16 a 64	Mujeres	2034
2005	03	Sobrarbe	65 y más	Mujeres	961
2005	04	La Ribagorza	0 a 15	Mujeres	655
2005	04	La Ribagorza	16 a 64	Mujeres	3636
2005	04	La Ribagorza	65 y más	Mujeres	1739
2005	05	Cinco Villas	0 a 15	Mujeres	2135
2005	05	Cinco Villas	16 a 64	Mujeres	9777
2005	05	Cinco Villas	65 y más	Mujeres	4173
2005	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4310
2005	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	20261
2005	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7493
2005	07	Somontano de Barbastro	0 a 15	Mujeres	1558
2005	07	Somontano de Barbastro	16 a 64	Mujeres	6997
2005	07	Somontano de Barbastro	65 y más	Mujeres	3159
2005	08	Cinca Medio	0 a 15	Mujeres	1554
2005	08	Cinca Medio	16 a 64	Mujeres	6775
2005	08	Cinca Medio	65 y más	Mujeres	2795
2005	09	La Litera / La Llitera	0 a 15	Mujeres	1085
2005	09	La Litera / La Llitera	16 a 64	Mujeres	5370
2005	09	La Litera / La Llitera	65 y más	Mujeres	2641
2005	10	Los Monegros	0 a 15	Mujeres	993
2005	10	Los Monegros	16 a 64	Mujeres	5953
2005	10	Los Monegros	65 y más	Mujeres	3126
2005	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1544
2005	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	6972
2005	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2720
2005	12	Tarazona y el Moncayo	0 a 15	Mujeres	947
2005	12	Tarazona y el Moncayo	16 a 64	Mujeres	4254
2005	12	Tarazona y el Moncayo	65 y más	Mujeres	2085
2005	13	Campo de Borja	0 a 15	Mujeres	867
2005	13	Campo de Borja	16 a 64	Mujeres	4120
2005	13	Campo de Borja	65 y más	Mujeres	1995
2005	14	Aranda	0 a 15	Mujeres	537
2005	14	Aranda	16 a 64	Mujeres	2333
2005	14	Aranda	65 y más	Mujeres	953
2005	15	Ribera Alta del Ebro	0 a 15	Mujeres	1612
2005	15	Ribera Alta del Ebro	16 a 64	Mujeres	7396
2005	15	Ribera Alta del Ebro	65 y más	Mujeres	2923
2005	16	Valdejalón	0 a 15	Mujeres	1629
2005	16	Valdejalón	16 a 64	Mujeres	7660
2005	16	Valdejalón	65 y más	Mujeres	3020
2005	17	Central	0 a 15	Mujeres	48326
2005	17	Central	16 a 64	Mujeres	238100
2005	17	Central	65 y más	Mujeres	71658
2005	18	Ribera Baja del Ebro	0 a 15	Mujeres	562
2005	18	Ribera Baja del Ebro	16 a 64	Mujeres	2689
2005	18	Ribera Baja del Ebro	65 y más	Mujeres	1329
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	759
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	3865
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1844
2005	20	Comunidad de Calatayud	0 a 15	Mujeres	2194
2005	20	Comunidad de Calatayud	16 a 64	Mujeres	11483
2005	20	Comunidad de Calatayud	65 y más	Mujeres	6525
2005	21	Campo de Cariñena	0 a 15	Mujeres	541
2005	21	Campo de Cariñena	16 a 64	Mujeres	2913
2005	21	Campo de Cariñena	65 y más	Mujeres	1489
2005	22	Campo de Belchite	0 a 15	Mujeres	201
2005	22	Campo de Belchite	16 a 64	Mujeres	1273
2005	22	Campo de Belchite	65 y más	Mujeres	1011
2005	23	Bajo Martín	0 a 15	Mujeres	376
2005	23	Bajo Martín	16 a 64	Mujeres	1975
2005	23	Bajo Martín	65 y más	Mujeres	1260
2005	24	Campo de Daroca	0 a 15	Mujeres	243
2005	24	Campo de Daroca	16 a 64	Mujeres	1595
2005	24	Campo de Daroca	65 y más	Mujeres	1205
2005	25	Jiloca	0 a 15	Mujeres	753
2005	25	Jiloca	16 a 64	Mujeres	3542
2005	25	Jiloca	65 y más	Mujeres	2414
2005	26	Cuencas Mineras	0 a 15	Mujeres	570
2005	26	Cuencas Mineras	16 a 64	Mujeres	2578
2005	26	Cuencas Mineras	65 y más	Mujeres	1280
2005	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	775
2005	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3311
2005	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1326
2005	28	Bajo Aragón	0 a 15	Mujeres	2057
2005	28	Bajo Aragón	16 a 64	Mujeres	8544
2005	28	Bajo Aragón	65 y más	Mujeres	3492
2005	29	Comunidad de Teruel	0 a 15	Mujeres	3111
2005	29	Comunidad de Teruel	16 a 64	Mujeres	13818
2005	29	Comunidad de Teruel	65 y más	Mujeres	5671
2005	30	Maestrazgo	0 a 15	Mujeres	184
2005	30	Maestrazgo	16 a 64	Mujeres	927
2005	30	Maestrazgo	65 y más	Mujeres	595
2005	31	Sierra de Albarracín	0 a 15	Mujeres	238
2005	31	Sierra de Albarracín	16 a 64	Mujeres	1138
2005	31	Sierra de Albarracín	65 y más	Mujeres	910
2005	32	Gúdar-Javalambre	0 a 15	Mujeres	542
2005	32	Gúdar-Javalambre	16 a 64	Mujeres	2138
2005	32	Gúdar-Javalambre	65 y más	Mujeres	1148
2005	33	Matarraña / Matarranya	0 a 15	Mujeres	452
2005	33	Matarraña / Matarranya	16 a 64	Mujeres	2299
2005	33	Matarraña / Matarranya	65 y más	Mujeres	1394
2006	01	La Jacetania	0 a 15	Mujeres	1188
2006	01	La Jacetania	16 a 64	Mujeres	5502
2006	01	La Jacetania	65 y más	Mujeres	2121
2006	02	Alto Gállego	0 a 15	Mujeres	860
2006	02	Alto Gállego	16 a 64	Mujeres	4202
2006	02	Alto Gállego	65 y más	Mujeres	1475
2006	03	Sobrarbe	0 a 15	Mujeres	380
2006	03	Sobrarbe	16 a 64	Mujeres	2106
2006	03	Sobrarbe	65 y más	Mujeres	940
2006	04	La Ribagorza	0 a 15	Mujeres	696
2006	04	La Ribagorza	16 a 64	Mujeres	3659
2006	04	La Ribagorza	65 y más	Mujeres	1731
2006	05	Cinco Villas	0 a 15	Mujeres	2142
2006	05	Cinco Villas	16 a 64	Mujeres	9808
2006	05	Cinco Villas	65 y más	Mujeres	4104
2006	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4511
2006	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	20614
2006	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7444
2006	07	Somontano de Barbastro	0 a 15	Mujeres	1573
2006	07	Somontano de Barbastro	16 a 64	Mujeres	7046
2006	07	Somontano de Barbastro	65 y más	Mujeres	3137
2006	08	Cinca Medio	0 a 15	Mujeres	1586
2006	08	Cinca Medio	16 a 64	Mujeres	6805
2006	08	Cinca Medio	65 y más	Mujeres	2793
2006	09	La Litera / La Llitera	0 a 15	Mujeres	1085
2006	09	La Litera / La Llitera	16 a 64	Mujeres	5385
2006	09	La Litera / La Llitera	65 y más	Mujeres	2628
2006	10	Los Monegros	0 a 15	Mujeres	1016
2006	10	Los Monegros	16 a 64	Mujeres	5959
2006	10	Los Monegros	65 y más	Mujeres	3111
2006	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1572
2006	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7013
2006	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2731
2006	12	Tarazona y el Moncayo	0 a 15	Mujeres	949
2006	12	Tarazona y el Moncayo	16 a 64	Mujeres	4302
2006	12	Tarazona y el Moncayo	65 y más	Mujeres	2060
2006	13	Campo de Borja	0 a 15	Mujeres	888
2006	13	Campo de Borja	16 a 64	Mujeres	4127
2006	13	Campo de Borja	65 y más	Mujeres	1978
2006	14	Aranda	0 a 15	Mujeres	506
2006	14	Aranda	16 a 64	Mujeres	2277
2006	14	Aranda	65 y más	Mujeres	964
2006	15	Ribera Alta del Ebro	0 a 15	Mujeres	1682
2006	15	Ribera Alta del Ebro	16 a 64	Mujeres	7611
2006	15	Ribera Alta del Ebro	65 y más	Mujeres	2897
2006	16	Valdejalón	0 a 15	Mujeres	1701
2006	16	Valdejalón	16 a 64	Mujeres	7828
2006	16	Valdejalón	65 y más	Mujeres	3054
2006	17	Central	0 a 15	Mujeres	48769
2006	17	Central	16 a 64	Mujeres	239334
2006	17	Central	65 y más	Mujeres	72483
2006	18	Ribera Baja del Ebro	0 a 15	Mujeres	550
2006	18	Ribera Baja del Ebro	16 a 64	Mujeres	2665
2006	18	Ribera Baja del Ebro	65 y más	Mujeres	1330
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	797
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	3875
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1832
2006	20	Comunidad de Calatayud	0 a 15	Mujeres	2210
2006	20	Comunidad de Calatayud	16 a 64	Mujeres	11260
2006	20	Comunidad de Calatayud	65 y más	Mujeres	6438
2006	21	Campo de Cariñena	0 a 15	Mujeres	550
2006	21	Campo de Cariñena	16 a 64	Mujeres	2860
2006	21	Campo de Cariñena	65 y más	Mujeres	1481
2006	22	Campo de Belchite	0 a 15	Mujeres	196
2006	22	Campo de Belchite	16 a 64	Mujeres	1259
2006	22	Campo de Belchite	65 y más	Mujeres	997
2006	23	Bajo Martín	0 a 15	Mujeres	370
2006	23	Bajo Martín	16 a 64	Mujeres	1992
2006	23	Bajo Martín	65 y más	Mujeres	1239
2006	24	Campo de Daroca	0 a 15	Mujeres	268
2006	24	Campo de Daroca	16 a 64	Mujeres	1610
2006	24	Campo de Daroca	65 y más	Mujeres	1210
2006	25	Jiloca	0 a 15	Mujeres	763
2006	25	Jiloca	16 a 64	Mujeres	3536
2006	25	Jiloca	65 y más	Mujeres	2392
2006	26	Cuencas Mineras	0 a 15	Mujeres	545
2006	26	Cuencas Mineras	16 a 64	Mujeres	2569
2006	26	Cuencas Mineras	65 y más	Mujeres	1287
2006	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	750
2006	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3300
2006	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1336
2006	28	Bajo Aragón	0 a 15	Mujeres	2113
2006	28	Bajo Aragón	16 a 64	Mujeres	8661
2006	28	Bajo Aragón	65 y más	Mujeres	3518
2006	29	Comunidad de Teruel	0 a 15	Mujeres	3139
2006	29	Comunidad de Teruel	16 a 64	Mujeres	13963
2006	29	Comunidad de Teruel	65 y más	Mujeres	5666
2006	30	Maestrazgo	0 a 15	Mujeres	186
2006	30	Maestrazgo	16 a 64	Mujeres	916
2006	30	Maestrazgo	65 y más	Mujeres	602
2006	31	Sierra de Albarracín	0 a 15	Mujeres	236
2006	31	Sierra de Albarracín	16 a 64	Mujeres	1152
2006	31	Sierra de Albarracín	65 y más	Mujeres	906
2006	32	Gúdar-Javalambre	0 a 15	Mujeres	524
2006	32	Gúdar-Javalambre	16 a 64	Mujeres	2205
2006	32	Gúdar-Javalambre	65 y más	Mujeres	1123
2006	33	Matarraña / Matarranya	0 a 15	Mujeres	429
2006	33	Matarraña / Matarranya	16 a 64	Mujeres	2280
2006	33	Matarraña / Matarranya	65 y más	Mujeres	1393
2007	01	La Jacetania	0 a 15	Mujeres	1213
2007	01	La Jacetania	16 a 64	Mujeres	5519
2007	01	La Jacetania	65 y más	Mujeres	2088
2007	02	Alto Gállego	0 a 15	Mujeres	916
2007	02	Alto Gállego	16 a 64	Mujeres	4395
2007	02	Alto Gállego	65 y más	Mujeres	1484
2007	03	Sobrarbe	0 a 15	Mujeres	403
2007	03	Sobrarbe	16 a 64	Mujeres	2181
2007	03	Sobrarbe	65 y más	Mujeres	921
2007	04	La Ribagorza	0 a 15	Mujeres	712
2007	04	La Ribagorza	16 a 64	Mujeres	3770
2007	04	La Ribagorza	65 y más	Mujeres	1694
2007	05	Cinco Villas	0 a 15	Mujeres	2170
2007	05	Cinco Villas	16 a 64	Mujeres	9812
2007	05	Cinco Villas	65 y más	Mujeres	4063
2007	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4619
2007	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	20906
2007	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7384
2007	07	Somontano de Barbastro	0 a 15	Mujeres	1580
2007	07	Somontano de Barbastro	16 a 64	Mujeres	7163
2007	07	Somontano de Barbastro	65 y más	Mujeres	3105
2007	08	Cinca Medio	0 a 15	Mujeres	1611
2007	08	Cinca Medio	16 a 64	Mujeres	6821
2007	08	Cinca Medio	65 y más	Mujeres	2793
2007	09	La Litera / La Llitera	0 a 15	Mujeres	1100
2007	09	La Litera / La Llitera	16 a 64	Mujeres	5371
2007	09	La Litera / La Llitera	65 y más	Mujeres	2616
2007	10	Los Monegros	0 a 15	Mujeres	1021
2007	10	Los Monegros	16 a 64	Mujeres	6014
2007	10	Los Monegros	65 y más	Mujeres	3094
2007	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1611
2007	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7112
2007	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2727
2007	12	Tarazona y el Moncayo	0 a 15	Mujeres	978
2007	12	Tarazona y el Moncayo	16 a 64	Mujeres	4338
2007	12	Tarazona y el Moncayo	65 y más	Mujeres	2024
2007	13	Campo de Borja	0 a 15	Mujeres	931
2007	13	Campo de Borja	16 a 64	Mujeres	4240
2007	13	Campo de Borja	65 y más	Mujeres	1967
2007	14	Aranda	0 a 15	Mujeres	488
2007	14	Aranda	16 a 64	Mujeres	2252
2007	14	Aranda	65 y más	Mujeres	950
2007	15	Ribera Alta del Ebro	0 a 15	Mujeres	1777
2007	15	Ribera Alta del Ebro	16 a 64	Mujeres	7903
2007	15	Ribera Alta del Ebro	65 y más	Mujeres	2885
