Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Personas
1998	24	Campo de Daroca	35 a 39	Mujeres	164
1998	24	Campo de Daroca	40 a 44	Mujeres	116
1998	24	Campo de Daroca	45 a 49	Mujeres	129
1998	24	Campo de Daroca	50 a 54	Mujeres	156
1998	24	Campo de Daroca	55 a 59	Mujeres	174
1998	24	Campo de Daroca	60 a 64	Mujeres	256
1998	24	Campo de Daroca	65 a 69	Mujeres	302
1998	24	Campo de Daroca	70 a 74	Mujeres	267
1998	24	Campo de Daroca	75 a 79	Mujeres	197
1998	24	Campo de Daroca	80 a 84	Mujeres	167
1998	24	Campo de Daroca	85 a 89	Mujeres	115
1998	24	Campo de Daroca	90 a 94	Mujeres	44
1998	24	Campo de Daroca	95 y más	Mujeres	14
1998	25	Jiloca	00 a 04	Mujeres	244
1998	25	Jiloca	05 a 09	Mujeres	231
1998	25	Jiloca	10 a 14	Mujeres	256
1998	25	Jiloca	15 a 19	Mujeres	340
1998	25	Jiloca	20 a 24	Mujeres	381
1998	25	Jiloca	25 a 29	Mujeres	416
1998	25	Jiloca	30 a 34	Mujeres	414
1998	25	Jiloca	35 a 39	Mujeres	361
1998	25	Jiloca	40 a 44	Mujeres	310
1998	25	Jiloca	45 a 49	Mujeres	287
1998	25	Jiloca	50 a 54	Mujeres	352
1998	25	Jiloca	55 a 59	Mujeres	379
1998	25	Jiloca	60 a 64	Mujeres	562
1998	25	Jiloca	65 a 69	Mujeres	684
1998	25	Jiloca	70 a 74	Mujeres	618
1998	25	Jiloca	75 a 79	Mujeres	470
1998	25	Jiloca	80 a 84	Mujeres	331
1998	25	Jiloca	85 a 89	Mujeres	213
1998	25	Jiloca	90 a 94	Mujeres	103
1998	25	Jiloca	95 y más	Mujeres	29
1998	26	Cuencas Mineras	00 a 04	Mujeres	173
1998	26	Cuencas Mineras	05 a 09	Mujeres	235
1998	26	Cuencas Mineras	10 a 14	Mujeres	286
1998	26	Cuencas Mineras	15 a 19	Mujeres	274
1998	26	Cuencas Mineras	20 a 24	Mujeres	304
1998	26	Cuencas Mineras	25 a 29	Mujeres	287
1998	26	Cuencas Mineras	30 a 34	Mujeres	329
1998	26	Cuencas Mineras	35 a 39	Mujeres	303
1998	26	Cuencas Mineras	40 a 44	Mujeres	271
1998	26	Cuencas Mineras	45 a 49	Mujeres	238
1998	26	Cuencas Mineras	50 a 54	Mujeres	227
1998	26	Cuencas Mineras	55 a 59	Mujeres	219
1998	26	Cuencas Mineras	60 a 64	Mujeres	351
1998	26	Cuencas Mineras	65 a 69	Mujeres	356
1998	26	Cuencas Mineras	70 a 74	Mujeres	324
1998	26	Cuencas Mineras	75 a 79	Mujeres	249
1998	26	Cuencas Mineras	80 a 84	Mujeres	177
1998	26	Cuencas Mineras	85 a 89	Mujeres	118
1998	26	Cuencas Mineras	90 a 94	Mujeres	37
1998	26	Cuencas Mineras	95 y más	Mujeres	9
1998	27	Andorra-Sierra de Arcos	00 a 04	Mujeres	237
1998	27	Andorra-Sierra de Arcos	05 a 09	Mujeres	312
1998	27	Andorra-Sierra de Arcos	10 a 14	Mujeres	369
1998	27	Andorra-Sierra de Arcos	15 a 19	Mujeres	403
1998	27	Andorra-Sierra de Arcos	20 a 24	Mujeres	344
1998	27	Andorra-Sierra de Arcos	25 a 29	Mujeres	361
1998	27	Andorra-Sierra de Arcos	30 a 34	Mujeres	479
1998	27	Andorra-Sierra de Arcos	35 a 39	Mujeres	489
1998	27	Andorra-Sierra de Arcos	40 a 44	Mujeres	400
1998	27	Andorra-Sierra de Arcos	45 a 49	Mujeres	274
1998	27	Andorra-Sierra de Arcos	50 a 54	Mujeres	252
1998	27	Andorra-Sierra de Arcos	55 a 59	Mujeres	209
1998	27	Andorra-Sierra de Arcos	60 a 64	Mujeres	365
1998	27	Andorra-Sierra de Arcos	65 a 69	Mujeres	368
1998	27	Andorra-Sierra de Arcos	70 a 74	Mujeres	294
1998	27	Andorra-Sierra de Arcos	75 a 79	Mujeres	242
1998	27	Andorra-Sierra de Arcos	80 a 84	Mujeres	156
1998	27	Andorra-Sierra de Arcos	85 a 89	Mujeres	109
1998	27	Andorra-Sierra de Arcos	90 a 94	Mujeres	43
1998	27	Andorra-Sierra de Arcos	95 y más	Mujeres	11
1998	28	Bajo Aragón	00 a 04	Mujeres	517
1998	28	Bajo Aragón	05 a 09	Mujeres	645
1998	28	Bajo Aragón	10 a 14	Mujeres	659
1998	28	Bajo Aragón	15 a 19	Mujeres	776
1998	28	Bajo Aragón	20 a 24	Mujeres	810
1998	28	Bajo Aragón	25 a 29	Mujeres	854
1998	28	Bajo Aragón	30 a 34	Mujeres	932
1998	28	Bajo Aragón	35 a 39	Mujeres	917
1998	28	Bajo Aragón	40 a 44	Mujeres	776
1998	28	Bajo Aragón	45 a 49	Mujeres	727
1998	28	Bajo Aragón	50 a 54	Mujeres	648
1998	28	Bajo Aragón	55 a 59	Mujeres	564
1998	28	Bajo Aragón	60 a 64	Mujeres	822
1998	28	Bajo Aragón	65 a 69	Mujeres	878
1998	28	Bajo Aragón	70 a 74	Mujeres	842
1998	28	Bajo Aragón	75 a 79	Mujeres	682
1998	28	Bajo Aragón	80 a 84	Mujeres	479
1998	28	Bajo Aragón	85 a 89	Mujeres	308
1998	28	Bajo Aragón	90 a 94	Mujeres	124
1998	28	Bajo Aragón	95 y más	Mujeres	24
1998	29	Comunidad de Teruel	00 a 04	Mujeres	878
1998	29	Comunidad de Teruel	05 a 09	Mujeres	1003
1998	29	Comunidad de Teruel	10 a 14	Mujeres	1109
1998	29	Comunidad de Teruel	15 a 19	Mujeres	1171
1998	29	Comunidad de Teruel	20 a 24	Mujeres	1297
1998	29	Comunidad de Teruel	25 a 29	Mujeres	1372
1998	29	Comunidad de Teruel	30 a 34	Mujeres	1575
1998	29	Comunidad de Teruel	35 a 39	Mujeres	1537
1998	29	Comunidad de Teruel	40 a 44	Mujeres	1349
1998	29	Comunidad de Teruel	45 a 49	Mujeres	1116
1998	29	Comunidad de Teruel	50 a 54	Mujeres	1095
1998	29	Comunidad de Teruel	55 a 59	Mujeres	893
1998	29	Comunidad de Teruel	60 a 64	Mujeres	1356
1998	29	Comunidad de Teruel	65 a 69	Mujeres	1458
1998	29	Comunidad de Teruel	70 a 74	Mujeres	1306
1998	29	Comunidad de Teruel	75 a 79	Mujeres	1080
1998	29	Comunidad de Teruel	80 a 84	Mujeres	760
1998	29	Comunidad de Teruel	85 a 89	Mujeres	521
1998	29	Comunidad de Teruel	90 a 94	Mujeres	245
1998	29	Comunidad de Teruel	95 y más	Mujeres	52
1998	30	Maestrazgo	00 a 04	Mujeres	46
1998	30	Maestrazgo	05 a 09	Mujeres	74
1998	30	Maestrazgo	10 a 14	Mujeres	77
1998	30	Maestrazgo	15 a 19	Mujeres	79
1998	30	Maestrazgo	20 a 24	Mujeres	86
1998	30	Maestrazgo	25 a 29	Mujeres	87
1998	30	Maestrazgo	30 a 34	Mujeres	114
1998	30	Maestrazgo	35 a 39	Mujeres	110
1998	30	Maestrazgo	40 a 44	Mujeres	89
1998	30	Maestrazgo	45 a 49	Mujeres	86
1998	30	Maestrazgo	50 a 54	Mujeres	76
1998	30	Maestrazgo	55 a 59	Mujeres	81
1998	30	Maestrazgo	60 a 64	Mujeres	167
1998	30	Maestrazgo	65 a 69	Mujeres	159
1998	30	Maestrazgo	70 a 74	Mujeres	168
1998	30	Maestrazgo	75 a 79	Mujeres	108
1998	30	Maestrazgo	80 a 84	Mujeres	89
1998	30	Maestrazgo	85 a 89	Mujeres	66
1998	30	Maestrazgo	90 a 94	Mujeres	18
1998	30	Maestrazgo	95 y más	Mujeres	5
1998	31	Sierra de Albarracín	00 a 04	Mujeres	89
1998	31	Sierra de Albarracín	05 a 09	Mujeres	95
1998	31	Sierra de Albarracín	10 a 14	Mujeres	73
1998	31	Sierra de Albarracín	15 a 19	Mujeres	101
1998	31	Sierra de Albarracín	20 a 24	Mujeres	109
1998	31	Sierra de Albarracín	25 a 29	Mujeres	140
1998	31	Sierra de Albarracín	30 a 34	Mujeres	163
1998	31	Sierra de Albarracín	35 a 39	Mujeres	144
1998	31	Sierra de Albarracín	40 a 44	Mujeres	97
1998	31	Sierra de Albarracín	45 a 49	Mujeres	91
1998	31	Sierra de Albarracín	50 a 54	Mujeres	106
1998	31	Sierra de Albarracín	55 a 59	Mujeres	118
1998	31	Sierra de Albarracín	60 a 64	Mujeres	198
1998	31	Sierra de Albarracín	65 a 69	Mujeres	245
1998	31	Sierra de Albarracín	70 a 74	Mujeres	234
1998	31	Sierra de Albarracín	75 a 79	Mujeres	173
1998	31	Sierra de Albarracín	80 a 84	Mujeres	127
1998	31	Sierra de Albarracín	85 a 89	Mujeres	97
1998	31	Sierra de Albarracín	90 a 94	Mujeres	34
1998	31	Sierra de Albarracín	95 y más	Mujeres	11
1998	32	Gúdar-Javalambre	00 a 04	Mujeres	173
1998	32	Gúdar-Javalambre	05 a 09	Mujeres	164
1998	32	Gúdar-Javalambre	10 a 14	Mujeres	156
1998	32	Gúdar-Javalambre	15 a 19	Mujeres	160
1998	32	Gúdar-Javalambre	20 a 24	Mujeres	154
1998	32	Gúdar-Javalambre	25 a 29	Mujeres	221
1998	32	Gúdar-Javalambre	30 a 34	Mujeres	252
1998	32	Gúdar-Javalambre	35 a 39	Mujeres	226
1998	32	Gúdar-Javalambre	40 a 44	Mujeres	180
1998	32	Gúdar-Javalambre	45 a 49	Mujeres	143
1998	32	Gúdar-Javalambre	50 a 54	Mujeres	172
1998	32	Gúdar-Javalambre	55 a 59	Mujeres	170
1998	32	Gúdar-Javalambre	60 a 64	Mujeres	262
1998	32	Gúdar-Javalambre	65 a 69	Mujeres	285
1998	32	Gúdar-Javalambre	70 a 74	Mujeres	296
1998	32	Gúdar-Javalambre	75 a 79	Mujeres	272
1998	32	Gúdar-Javalambre	80 a 84	Mujeres	190
1998	32	Gúdar-Javalambre	85 a 89	Mujeres	132
1998	32	Gúdar-Javalambre	90 a 94	Mujeres	60
1998	32	Gúdar-Javalambre	95 y más	Mujeres	17
1998	33	Matarraña / Matarranya	00 a 04	Mujeres	133
1998	33	Matarraña / Matarranya	05 a 09	Mujeres	160
1998	33	Matarraña / Matarranya	10 a 14	Mujeres	201
1998	33	Matarraña / Matarranya	15 a 19	Mujeres	218
1998	33	Matarraña / Matarranya	20 a 24	Mujeres	209
1998	33	Matarraña / Matarranya	25 a 29	Mujeres	203
1998	33	Matarraña / Matarranya	30 a 34	Mujeres	276
1998	33	Matarraña / Matarranya	35 a 39	Mujeres	256
1998	33	Matarraña / Matarranya	40 a 44	Mujeres	227
1998	33	Matarraña / Matarranya	45 a 49	Mujeres	236
1998	33	Matarraña / Matarranya	50 a 54	Mujeres	209
1998	33	Matarraña / Matarranya	55 a 59	Mujeres	212
1998	33	Matarraña / Matarranya	60 a 64	Mujeres	296
1998	33	Matarraña / Matarranya	65 a 69	Mujeres	395
1998	33	Matarraña / Matarranya	70 a 74	Mujeres	352
1998	33	Matarraña / Matarranya	75 a 79	Mujeres	325
1998	33	Matarraña / Matarranya	80 a 84	Mujeres	244
1998	33	Matarraña / Matarranya	85 a 89	Mujeres	147
1998	33	Matarraña / Matarranya	90 a 94	Mujeres	63
1998	33	Matarraña / Matarranya	95 y más	Mujeres	27
1999	01	La Jacetania	00 a 04	Mujeres	286
1999	01	La Jacetania	05 a 09	Mujeres	315
1999	01	La Jacetania	10 a 14	Mujeres	357
1999	01	La Jacetania	15 a 19	Mujeres	420
1999	01	La Jacetania	20 a 24	Mujeres	529
1999	01	La Jacetania	25 a 29	Mujeres	512
1999	01	La Jacetania	30 a 34	Mujeres	636
1999	01	La Jacetania	35 a 39	Mujeres	647
1999	01	La Jacetania	40 a 44	Mujeres	535
1999	01	La Jacetania	45 a 49	Mujeres	392
1999	01	La Jacetania	50 a 54	Mujeres	432
1999	01	La Jacetania	55 a 59	Mujeres	361
1999	01	La Jacetania	60 a 64	Mujeres	401
1999	01	La Jacetania	65 a 69	Mujeres	578
1999	01	La Jacetania	70 a 74	Mujeres	485
1999	01	La Jacetania	75 a 79	Mujeres	430
1999	01	La Jacetania	80 a 84	Mujeres	296
1999	01	La Jacetania	85 a 89	Mujeres	185
1999	01	La Jacetania	90 a 94	Mujeres	86
1999	01	La Jacetania	95 y más	Mujeres	28
1999	02	Alto Gállego	00 a 04	Mujeres	228
1999	02	Alto Gállego	05 a 09	Mujeres	215
1999	02	Alto Gállego	10 a 14	Mujeres	271
1999	02	Alto Gállego	15 a 19	Mujeres	345
1999	02	Alto Gállego	20 a 24	Mujeres	401
1999	02	Alto Gállego	25 a 29	Mujeres	426
1999	02	Alto Gállego	30 a 34	Mujeres	463
1999	02	Alto Gállego	35 a 39	Mujeres	481
1999	02	Alto Gállego	40 a 44	Mujeres	437
1999	02	Alto Gállego	45 a 49	Mujeres	328
1999	02	Alto Gállego	50 a 54	Mujeres	307
1999	02	Alto Gállego	55 a 59	Mujeres	303
1999	02	Alto Gállego	60 a 64	Mujeres	326
1999	02	Alto Gállego	65 a 69	Mujeres	443
1999	02	Alto Gállego	70 a 74	Mujeres	358
1999	02	Alto Gállego	75 a 79	Mujeres	224
1999	02	Alto Gállego	80 a 84	Mujeres	166
1999	02	Alto Gállego	85 a 89	Mujeres	89
1999	02	Alto Gállego	90 a 94	Mujeres	49
1999	02	Alto Gállego	95 y más	Mujeres	7
1999	03	Sobrarbe	00 a 04	Mujeres	119
1999	03	Sobrarbe	05 a 09	Mujeres	113
1999	03	Sobrarbe	10 a 14	Mujeres	122
1999	03	Sobrarbe	15 a 19	Mujeres	150
1999	03	Sobrarbe	20 a 24	Mujeres	149
1999	03	Sobrarbe	25 a 29	Mujeres	210
1999	03	Sobrarbe	30 a 34	Mujeres	216
1999	03	Sobrarbe	35 a 39	Mujeres	232
1999	03	Sobrarbe	40 a 44	Mujeres	201
1999	03	Sobrarbe	45 a 49	Mujeres	186
1999	03	Sobrarbe	50 a 54	Mujeres	145
1999	03	Sobrarbe	55 a 59	Mujeres	132
1999	03	Sobrarbe	60 a 64	Mujeres	205
1999	03	Sobrarbe	65 a 69	Mujeres	233
1999	03	Sobrarbe	70 a 74	Mujeres	227
1999	03	Sobrarbe	75 a 79	Mujeres	192
1999	03	Sobrarbe	80 a 84	Mujeres	145
1999	03	Sobrarbe	85 a 89	Mujeres	108
1999	03	Sobrarbe	90 a 94	Mujeres	39
1999	03	Sobrarbe	95 y más	Mujeres	8
1999	04	La Ribagorza	00 a 04	Mujeres	134
1999	04	La Ribagorza	05 a 09	Mujeres	192
1999	04	La Ribagorza	10 a 14	Mujeres	226
1999	04	La Ribagorza	15 a 19	Mujeres	255
1999	04	La Ribagorza	20 a 24	Mujeres	303
1999	04	La Ribagorza	25 a 29	Mujeres	356
1999	04	La Ribagorza	30 a 34	Mujeres	360
1999	04	La Ribagorza	35 a 39	Mujeres	403
1999	04	La Ribagorza	40 a 44	Mujeres	332
1999	04	La Ribagorza	45 a 49	Mujeres	279
1999	04	La Ribagorza	50 a 54	Mujeres	279
1999	04	La Ribagorza	55 a 59	Mujeres	246
1999	04	La Ribagorza	60 a 64	Mujeres	354
1999	04	La Ribagorza	65 a 69	Mujeres	416
1999	04	La Ribagorza	70 a 74	Mujeres	412
1999	04	La Ribagorza	75 a 79	Mujeres	386
1999	04	La Ribagorza	80 a 84	Mujeres	285
1999	04	La Ribagorza	85 a 89	Mujeres	199
1999	04	La Ribagorza	90 a 94	Mujeres	75
1999	04	La Ribagorza	95 y más	Mujeres	13
1999	05	Cinco Villas	00 a 04	Mujeres	545
1999	05	Cinco Villas	05 a 09	Mujeres	618
1999	05	Cinco Villas	10 a 14	Mujeres	705
1999	05	Cinco Villas	15 a 19	Mujeres	854
1999	05	Cinco Villas	20 a 24	Mujeres	995
1999	05	Cinco Villas	25 a 29	Mujeres	1033
1999	05	Cinco Villas	30 a 34	Mujeres	1086
1999	05	Cinco Villas	35 a 39	Mujeres	1101
1999	05	Cinco Villas	40 a 44	Mujeres	895
1999	05	Cinco Villas	45 a 49	Mujeres	768
1999	05	Cinco Villas	50 a 54	Mujeres	790
1999	05	Cinco Villas	55 a 59	Mujeres	732
1999	05	Cinco Villas	60 a 64	Mujeres	878
1999	05	Cinco Villas	65 a 69	Mujeres	1060
1999	05	Cinco Villas	70 a 74	Mujeres	969
1999	05	Cinco Villas	75 a 79	Mujeres	818
1999	05	Cinco Villas	80 a 84	Mujeres	565
1999	05	Cinco Villas	85 a 89	Mujeres	305
1999	05	Cinco Villas	90 a 94	Mujeres	135
1999	05	Cinco Villas	95 y más	Mujeres	37
1999	06	Hoya de Huesca / Plana de Uesca	00 a 04	Mujeres	1088
1999	06	Hoya de Huesca / Plana de Uesca	05 a 09	Mujeres	1232
1999	06	Hoya de Huesca / Plana de Uesca	10 a 14	Mujeres	1371
1999	06	Hoya de Huesca / Plana de Uesca	15 a 19	Mujeres	1705
1999	06	Hoya de Huesca / Plana de Uesca	20 a 24	Mujeres	2017
1999	06	Hoya de Huesca / Plana de Uesca	25 a 29	Mujeres	2089
1999	06	Hoya de Huesca / Plana de Uesca	30 a 34	Mujeres	2095
1999	06	Hoya de Huesca / Plana de Uesca	35 a 39	Mujeres	2242
1999	06	Hoya de Huesca / Plana de Uesca	40 a 44	Mujeres	2180
1999	06	Hoya de Huesca / Plana de Uesca	45 a 49	Mujeres	1901
1999	06	Hoya de Huesca / Plana de Uesca	50 a 54	Mujeres	1855
1999	06	Hoya de Huesca / Plana de Uesca	55 a 59	Mujeres	1367
1999	06	Hoya de Huesca / Plana de Uesca	60 a 64	Mujeres	1537
1999	06	Hoya de Huesca / Plana de Uesca	65 a 69	Mujeres	1775
1999	06	Hoya de Huesca / Plana de Uesca	70 a 74	Mujeres	1808
1999	06	Hoya de Huesca / Plana de Uesca	75 a 79	Mujeres	1570
1999	06	Hoya de Huesca / Plana de Uesca	80 a 84	Mujeres	1110
1999	06	Hoya de Huesca / Plana de Uesca	85 a 89	Mujeres	662
1999	06	Hoya de Huesca / Plana de Uesca	90 a 94	Mujeres	257
1999	06	Hoya de Huesca / Plana de Uesca	95 y más	Mujeres	65
1999	07	Somontano de Barbastro	00 a 04	Mujeres	404
1999	07	Somontano de Barbastro	05 a 09	Mujeres	463
1999	07	Somontano de Barbastro	10 a 14	Mujeres	549
1999	07	Somontano de Barbastro	15 a 19	Mujeres	589
1999	07	Somontano de Barbastro	20 a 24	Mujeres	687
1999	07	Somontano de Barbastro	25 a 29	Mujeres	679
1999	07	Somontano de Barbastro	30 a 34	Mujeres	751
1999	07	Somontano de Barbastro	35 a 39	Mujeres	825
1999	07	Somontano de Barbastro	40 a 44	Mujeres	724
1999	07	Somontano de Barbastro	45 a 49	Mujeres	582
1999	07	Somontano de Barbastro	50 a 54	Mujeres	578
1999	07	Somontano de Barbastro	55 a 59	Mujeres	537
1999	07	Somontano de Barbastro	60 a 64	Mujeres	628
1999	07	Somontano de Barbastro	65 a 69	Mujeres	741
1999	07	Somontano de Barbastro	70 a 74	Mujeres	752
1999	07	Somontano de Barbastro	75 a 79	Mujeres	646
1999	07	Somontano de Barbastro	80 a 84	Mujeres	445
1999	07	Somontano de Barbastro	85 a 89	Mujeres	294
1999	07	Somontano de Barbastro	90 a 94	Mujeres	100
1999	07	Somontano de Barbastro	95 y más	Mujeres	13
1999	08	Cinca Medio	00 a 04	Mujeres	442
1999	08	Cinca Medio	05 a 09	Mujeres	420
1999	08	Cinca Medio	10 a 14	Mujeres	489
1999	08	Cinca Medio	15 a 19	Mujeres	613
1999	08	Cinca Medio	20 a 24	Mujeres	721
1999	08	Cinca Medio	25 a 29	Mujeres	733
1999	08	Cinca Medio	30 a 34	Mujeres	795
1999	08	Cinca Medio	35 a 39	Mujeres	766
1999	08	Cinca Medio	40 a 44	Mujeres	653
1999	08	Cinca Medio	45 a 49	Mujeres	602
1999	08	Cinca Medio	50 a 54	Mujeres	593
1999	08	Cinca Medio	55 a 59	Mujeres	541
1999	08	Cinca Medio	60 a 64	Mujeres	642
1999	08	Cinca Medio	65 a 69	Mujeres	735
1999	08	Cinca Medio	70 a 74	Mujeres	684
1999	08	Cinca Medio	75 a 79	Mujeres	574
1999	08	Cinca Medio	80 a 84	Mujeres	401
1999	08	Cinca Medio	85 a 89	Mujeres	221
1999	08	Cinca Medio	90 a 94	Mujeres	77
1999	08	Cinca Medio	95 y más	Mujeres	16
1999	09	La Litera / La Llitera	00 a 04	Mujeres	329
1999	09	La Litera / La Llitera	05 a 09	Mujeres	324
1999	09	La Litera / La Llitera	10 a 14	Mujeres	340
1999	09	La Litera / La Llitera	15 a 19	Mujeres	494
1999	09	La Litera / La Llitera	20 a 24	Mujeres	608
1999	09	La Litera / La Llitera	25 a 29	Mujeres	597
1999	09	La Litera / La Llitera	30 a 34	Mujeres	614
1999	09	La Litera / La Llitera	35 a 39	Mujeres	597
1999	09	La Litera / La Llitera	40 a 44	Mujeres	527
1999	09	La Litera / La Llitera	45 a 49	Mujeres	520
1999	09	La Litera / La Llitera	50 a 54	Mujeres	543
1999	09	La Litera / La Llitera	55 a 59	Mujeres	488
1999	09	La Litera / La Llitera	60 a 64	Mujeres	551
1999	09	La Litera / La Llitera	65 a 69	Mujeres	683
1999	09	La Litera / La Llitera	70 a 74	Mujeres	632
1999	09	La Litera / La Llitera	75 a 79	Mujeres	582
1999	09	La Litera / La Llitera	80 a 84	Mujeres	386
1999	09	La Litera / La Llitera	85 a 89	Mujeres	259
1999	09	La Litera / La Llitera	90 a 94	Mujeres	93
1999	09	La Litera / La Llitera	95 y más	Mujeres	29
1999	10	Los Monegros	00 a 04	Mujeres	277
1999	10	Los Monegros	05 a 09	Mujeres	357
1999	10	Los Monegros	10 a 14	Mujeres	464
1999	10	Los Monegros	15 a 19	Mujeres	564
1999	10	Los Monegros	20 a 24	Mujeres	663
1999	10	Los Monegros	25 a 29	Mujeres	644
1999	10	Los Monegros	30 a 34	Mujeres	709
1999	10	Los Monegros	35 a 39	Mujeres	688
1999	10	Los Monegros	40 a 44	Mujeres	622
1999	10	Los Monegros	45 a 49	Mujeres	520
1999	10	Los Monegros	50 a 54	Mujeres	582
1999	10	Los Monegros	55 a 59	Mujeres	546
1999	10	Los Monegros	60 a 64	Mujeres	709
1999	10	Los Monegros	65 a 69	Mujeres	799
1999	10	Los Monegros	70 a 74	Mujeres	787
1999	10	Los Monegros	75 a 79	Mujeres	647
1999	10	Los Monegros	80 a 84	Mujeres	432
1999	10	Los Monegros	85 a 89	Mujeres	268
1999	10	Los Monegros	90 a 94	Mujeres	87
1999	10	Los Monegros	95 y más	Mujeres	19
1999	11	Bajo Cinca / Baix Cinca	00 a 04	Mujeres	457
1999	11	Bajo Cinca / Baix Cinca	05 a 09	Mujeres	489
1999	11	Bajo Cinca / Baix Cinca	10 a 14	Mujeres	562
1999	11	Bajo Cinca / Baix Cinca	15 a 19	Mujeres	677
1999	11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	727
1999	11	Bajo Cinca / Baix Cinca	25 a 29	Mujeres	738
1999	11	Bajo Cinca / Baix Cinca	30 a 34	Mujeres	808
1999	11	Bajo Cinca / Baix Cinca	35 a 39	Mujeres	744
1999	11	Bajo Cinca / Baix Cinca	40 a 44	Mujeres	669
1999	11	Bajo Cinca / Baix Cinca	45 a 49	Mujeres	610
1999	11	Bajo Cinca / Baix Cinca	50 a 54	Mujeres	639
1999	11	Bajo Cinca / Baix Cinca	55 a 59	Mujeres	527
1999	11	Bajo Cinca / Baix Cinca	60 a 64	Mujeres	663
1999	11	Bajo Cinca / Baix Cinca	65 a 69	Mujeres	729
1999	11	Bajo Cinca / Baix Cinca	70 a 74	Mujeres	646
1999	11	Bajo Cinca / Baix Cinca	75 a 79	Mujeres	553
1999	11	Bajo Cinca / Baix Cinca	80 a 84	Mujeres	400
1999	11	Bajo Cinca / Baix Cinca	85 a 89	Mujeres	229
1999	11	Bajo Cinca / Baix Cinca	90 a 94	Mujeres	81
1999	11	Bajo Cinca / Baix Cinca	95 y más	Mujeres	29
1999	12	Tarazona y el Moncayo	00 a 04	Mujeres	177
1999	12	Tarazona y el Moncayo	05 a 09	Mujeres	283
1999	12	Tarazona y el Moncayo	10 a 14	Mujeres	299
1999	12	Tarazona y el Moncayo	15 a 19	Mujeres	368
1999	12	Tarazona y el Moncayo	20 a 24	Mujeres	469
1999	12	Tarazona y el Moncayo	25 a 29	Mujeres	483
1999	12	Tarazona y el Moncayo	30 a 34	Mujeres	456
1999	12	Tarazona y el Moncayo	35 a 39	Mujeres	442
1999	12	Tarazona y el Moncayo	40 a 44	Mujeres	399
1999	12	Tarazona y el Moncayo	45 a 49	Mujeres	359
1999	12	Tarazona y el Moncayo	50 a 54	Mujeres	427
1999	12	Tarazona y el Moncayo	55 a 59	Mujeres	343
1999	12	Tarazona y el Moncayo	60 a 64	Mujeres	434
1999	12	Tarazona y el Moncayo	65 a 69	Mujeres	510
1999	12	Tarazona y el Moncayo	70 a 74	Mujeres	482
1999	12	Tarazona y el Moncayo	75 a 79	Mujeres	472
1999	12	Tarazona y el Moncayo	80 a 84	Mujeres	314
1999	12	Tarazona y el Moncayo	85 a 89	Mujeres	209
1999	12	Tarazona y el Moncayo	90 a 94	Mujeres	88
1999	12	Tarazona y el Moncayo	95 y más	Mujeres	20
1999	13	Campo de Borja	00 a 04	Mujeres	246
1999	13	Campo de Borja	05 a 09	Mujeres	236
1999	13	Campo de Borja	10 a 14	Mujeres	322
1999	13	Campo de Borja	15 a 19	Mujeres	353
1999	13	Campo de Borja	20 a 24	Mujeres	404
1999	13	Campo de Borja	25 a 29	Mujeres	412
1999	13	Campo de Borja	30 a 34	Mujeres	484
1999	13	Campo de Borja	35 a 39	Mujeres	484
1999	13	Campo de Borja	40 a 44	Mujeres	362
1999	13	Campo de Borja	45 a 49	Mujeres	317
1999	13	Campo de Borja	50 a 54	Mujeres	380
1999	13	Campo de Borja	55 a 59	Mujeres	385
1999	13	Campo de Borja	60 a 64	Mujeres	399
1999	13	Campo de Borja	65 a 69	Mujeres	545
1999	13	Campo de Borja	70 a 74	Mujeres	470
1999	13	Campo de Borja	75 a 79	Mujeres	446
1999	13	Campo de Borja	80 a 84	Mujeres	319
1999	13	Campo de Borja	85 a 89	Mujeres	179
1999	13	Campo de Borja	90 a 94	Mujeres	75
1999	13	Campo de Borja	95 y más	Mujeres	27
1999	14	Aranda	00 a 04	Mujeres	165
1999	14	Aranda	05 a 09	Mujeres	176
1999	14	Aranda	10 a 14	Mujeres	194
1999	14	Aranda	15 a 19	Mujeres	225
1999	14	Aranda	20 a 24	Mujeres	285
1999	14	Aranda	25 a 29	Mujeres	323
1999	14	Aranda	30 a 34	Mujeres	309
1999	14	Aranda	35 a 39	Mujeres	275
1999	14	Aranda	40 a 44	Mujeres	232
1999	14	Aranda	45 a 49	Mujeres	190
1999	14	Aranda	50 a 54	Mujeres	209
1999	14	Aranda	55 a 59	Mujeres	202
1999	14	Aranda	60 a 64	Mujeres	232
1999	14	Aranda	65 a 69	Mujeres	261
1999	14	Aranda	70 a 74	Mujeres	237
1999	14	Aranda	75 a 79	Mujeres	176
1999	14	Aranda	80 a 84	Mujeres	146
1999	14	Aranda	85 a 89	Mujeres	88
1999	14	Aranda	90 a 94	Mujeres	41
1999	14	Aranda	95 y más	Mujeres	16
1999	15	Ribera Alta del Ebro	00 a 04	Mujeres	344
1999	15	Ribera Alta del Ebro	05 a 09	Mujeres	480
1999	15	Ribera Alta del Ebro	10 a 14	Mujeres	531
1999	15	Ribera Alta del Ebro	15 a 19	Mujeres	603
1999	15	Ribera Alta del Ebro	20 a 24	Mujeres	723
1999	15	Ribera Alta del Ebro	25 a 29	Mujeres	637
