Año	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
2019	Teruel	45 a 49	Hombres	658
2019	Teruel	45 a 49	Mujeres	586
2019	Teruel	50 a 54	Hombres	500
2019	Teruel	50 a 54	Mujeres	375
2019	Teruel	55 a 59	Hombres	322
2019	Teruel	55 a 59	Mujeres	277
2019	Teruel	60 a 64	Hombres	158
2019	Teruel	60 a 64	Mujeres	175
2019	Teruel	65 a 69	Hombres	84
2019	Teruel	65 a 69	Mujeres	95
2019	Teruel	70 a 74	Hombres	48
2019	Teruel	70 a 74	Mujeres	54
2019	Teruel	75 a 79	Hombres	17
2019	Teruel	75 a 79	Mujeres	31
2019	Teruel	80 a 84	Hombres	7
2019	Teruel	80 a 84	Mujeres	21
2019	Teruel	85 a 89	Hombres	3
2019	Teruel	85 a 89	Mujeres	8
2019	Teruel	90 a 94	Hombres	2
2019	Teruel	95 y más	Mujeres	1
2019	Zaragoza	00 a 04	Hombres	3478
2019	Zaragoza	00 a 04	Mujeres	3296
2019	Zaragoza	05 a 09	Hombres	2987
2019	Zaragoza	05 a 09	Mujeres	2871
2019	Zaragoza	10 a 14	Hombres	2667
2019	Zaragoza	10 a 14	Mujeres	2448
2019	Zaragoza	15 a 19	Hombres	3122
2019	Zaragoza	15 a 19	Mujeres	2727
2019	Zaragoza	20 a 24	Hombres	4089
2019	Zaragoza	20 a 24	Mujeres	4144
2019	Zaragoza	25 a 29	Hombres	4854
2019	Zaragoza	25 a 29	Mujeres	5569
2019	Zaragoza	30 a 34	Hombres	5993
2019	Zaragoza	30 a 34	Mujeres	6949
2019	Zaragoza	35 a 39	Hombres	6833
2019	Zaragoza	35 a 39	Mujeres	7114
2019	Zaragoza	40 a 44	Hombres	6943
2019	Zaragoza	40 a 44	Mujeres	6379
2019	Zaragoza	45 a 49	Hombres	5491
2019	Zaragoza	45 a 49	Mujeres	4736
2019	Zaragoza	50 a 54	Hombres	3723
2019	Zaragoza	50 a 54	Mujeres	3512
2019	Zaragoza	55 a 59	Hombres	2309
2019	Zaragoza	55 a 59	Mujeres	2269
2019	Zaragoza	60 a 64	Hombres	1349
2019	Zaragoza	60 a 64	Mujeres	1545
2019	Zaragoza	65 a 69	Hombres	610
2019	Zaragoza	65 a 69	Mujeres	890
2019	Zaragoza	70 a 74	Hombres	287
2019	Zaragoza	70 a 74	Mujeres	459
2019	Zaragoza	75 a 79	Hombres	152
2019	Zaragoza	75 a 79	Mujeres	248
2019	Zaragoza	80 a 84	Hombres	83
2019	Zaragoza	80 a 84	Mujeres	120
2019	Zaragoza	85 a 89	Hombres	36
2019	Zaragoza	85 a 89	Mujeres	61
2019	Zaragoza	90 a 94	Hombres	5
2019	Zaragoza	90 a 94	Mujeres	23
2019	Zaragoza	95 y más	Hombres	1
2019	Zaragoza	95 y más	Mujeres	6
2020	Huesca	00 a 04	Hombres	924
2020	Huesca	00 a 04	Mujeres	787
2020	Huesca	05 a 09	Hombres	767
2020	Huesca	05 a 09	Mujeres	668
2020	Huesca	10 a 14	Hombres	658
2020	Huesca	10 a 14	Mujeres	547
2020	Huesca	15 a 19	Hombres	795
2020	Huesca	15 a 19	Mujeres	628
2020	Huesca	20 a 24	Hombres	1166
2020	Huesca	20 a 24	Mujeres	1008
2020	Huesca	25 a 29	Hombres	1324
2020	Huesca	25 a 29	Mujeres	1278
2020	Huesca	30 a 34	Hombres	1549
2020	Huesca	30 a 34	Mujeres	1656
2020	Huesca	35 a 39	Hombres	1839
2020	Huesca	35 a 39	Mujeres	1618
2020	Huesca	40 a 44	Hombres	1886
2020	Huesca	40 a 44	Mujeres	1525
2020	Huesca	45 a 49	Hombres	1455
2020	Huesca	45 a 49	Mujeres	1167
2020	Huesca	50 a 54	Hombres	1082
2020	Huesca	50 a 54	Mujeres	899
2020	Huesca	55 a 59	Hombres	584
2020	Huesca	55 a 59	Mujeres	555
2020	Huesca	60 a 64	Hombres	341
2020	Huesca	60 a 64	Mujeres	325
2020	Huesca	65 a 69	Hombres	178
2020	Huesca	65 a 69	Mujeres	210
2020	Huesca	70 a 74	Hombres	85
2020	Huesca	70 a 74	Mujeres	103
2020	Huesca	75 a 79	Hombres	54
2020	Huesca	75 a 79	Mujeres	58
2020	Huesca	80 a 84	Hombres	17
2020	Huesca	80 a 84	Mujeres	38
2020	Huesca	85 a 89	Hombres	11
2020	Huesca	85 a 89	Mujeres	23
2020	Huesca	90 a 94	Hombres	3
2020	Huesca	90 a 94	Mujeres	11
2020	Huesca	95 y más	Hombres	1
2020	Huesca	95 y más	Mujeres	2
2020	Teruel	00 a 04	Hombres	494
2020	Teruel	00 a 04	Mujeres	486
2020	Teruel	05 a 09	Hombres	508
2020	Teruel	05 a 09	Mujeres	497
2020	Teruel	10 a 14	Hombres	387
2020	Teruel	10 a 14	Mujeres	388
2020	Teruel	15 a 19	Hombres	507
2020	Teruel	15 a 19	Mujeres	385
2020	Teruel	20 a 24	Hombres	562
2020	Teruel	20 a 24	Mujeres	559
2020	Teruel	25 a 29	Hombres	591
2020	Teruel	25 a 29	Mujeres	687
2020	Teruel	30 a 34	Hombres	685
2020	Teruel	30 a 34	Mujeres	734
2020	Teruel	35 a 39	Hombres	890
2020	Teruel	35 a 39	Mujeres	789
2020	Teruel	40 a 44	Hombres	974
2020	Teruel	40 a 44	Mujeres	776
2020	Teruel	45 a 49	Hombres	757
2020	Teruel	45 a 49	Mujeres	638
2020	Teruel	50 a 54	Hombres	516
2020	Teruel	50 a 54	Mujeres	453
2020	Teruel	55 a 59	Hombres	346
2020	Teruel	55 a 59	Mujeres	300
2020	Teruel	60 a 64	Hombres	204
2020	Teruel	60 a 64	Mujeres	215
2020	Teruel	65 a 69	Hombres	99
2020	Teruel	65 a 69	Mujeres	108
2020	Teruel	70 a 74	Hombres	49
2020	Teruel	70 a 74	Mujeres	63
2020	Teruel	75 a 79	Hombres	21
2020	Teruel	75 a 79	Mujeres	32
2020	Teruel	80 a 84	Hombres	10
2020	Teruel	80 a 84	Mujeres	28
2020	Teruel	85 a 89	Hombres	7
2020	Teruel	85 a 89	Mujeres	8
2020	Teruel	90 a 94	Hombres	2
2020	Teruel	95 y más	Mujeres	1
2020	Zaragoza	00 a 04	Hombres	3504
2020	Zaragoza	00 a 04	Mujeres	3335
2020	Zaragoza	05 a 09	Hombres	3288
2020	Zaragoza	05 a 09	Mujeres	3148
2020	Zaragoza	10 a 14	Hombres	2918
2020	Zaragoza	10 a 14	Mujeres	2724
2020	Zaragoza	15 a 19	Hombres	3469
2020	Zaragoza	15 a 19	Mujeres	2935
2020	Zaragoza	20 a 24	Hombres	4621
2020	Zaragoza	20 a 24	Mujeres	4535
2020	Zaragoza	25 a 29	Hombres	5466
2020	Zaragoza	25 a 29	Mujeres	5939
2020	Zaragoza	30 a 34	Hombres	6401
2020	Zaragoza	30 a 34	Mujeres	7239
2020	Zaragoza	35 a 39	Hombres	7033
2020	Zaragoza	35 a 39	Mujeres	7447
2020	Zaragoza	40 a 44	Hombres	7395
2020	Zaragoza	40 a 44	Mujeres	6904
2020	Zaragoza	45 a 49	Hombres	5913
2020	Zaragoza	45 a 49	Mujeres	5223
2020	Zaragoza	50 a 54	Hombres	4271
2020	Zaragoza	50 a 54	Mujeres	3897
2020	Zaragoza	55 a 59	Hombres	2593
2020	Zaragoza	55 a 59	Mujeres	2531
2020	Zaragoza	60 a 64	Hombres	1489
2020	Zaragoza	60 a 64	Mujeres	1718
2020	Zaragoza	65 a 69	Hombres	761
2020	Zaragoza	65 a 69	Mujeres	1045
2020	Zaragoza	70 a 74	Hombres	337
2020	Zaragoza	70 a 74	Mujeres	538
2020	Zaragoza	75 a 79	Hombres	174
2020	Zaragoza	75 a 79	Mujeres	300
2020	Zaragoza	80 a 84	Hombres	92
2020	Zaragoza	80 a 84	Mujeres	135
2020	Zaragoza	85 a 89	Hombres	39
2020	Zaragoza	85 a 89	Mujeres	69
2020	Zaragoza	90 a 94	Hombres	5
2020	Zaragoza	90 a 94	Mujeres	28
2020	Zaragoza	95 y más	Hombres	2
2020	Zaragoza	95 y más	Mujeres	6
