Municipio código	Municipio nombre	Número de personas en el hogar	Número hogares
50295	Vistabella	03	3
50295	Vistabella	04	1
50295	Vistabella	05	1
50296	Zaida (La)	01	42
50296	Zaida (La)	02	52
50296	Zaida (La)	03	45
50296	Zaida (La)	04	49
50296	Zaida (La)	05	17
50296	Zaida (La)	07	1
50297	Zaragoza	01	47747
50297	Zaragoza	02	62793
50297	Zaragoza	03	52327
50297	Zaragoza	04	47003
50297	Zaragoza	05	11943
50297	Zaragoza	06	2947
50297	Zaragoza	07	931
50297	Zaragoza	08	332
50297	Zaragoza	09	187
50297	Zaragoza	10 o más	264
50298	Zuera	01	396
50298	Zuera	02	582
50298	Zuera	03	463
50298	Zuera	04	428
50298	Zuera	05	107
50298	Zuera	06	49
50298	Zuera	07	7
50298	Zuera	08	1
50298	Zuera	09	3
50298	Zuera	10 o más	2
50901	Biel	01	54
50901	Biel	02	34
50901	Biel	03	9
50901	Biel	04	9
50901	Biel	05	5
50901	Biel	06	2
50901	Biel	08	1
50902	Marracos	01	13
50902	Marracos	02	10
50902	Marracos	03	6
50902	Marracos	04	9
50902	Marracos	05	5
