Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
22080	Capella	Pensionistas de invalidez	12
22080	Capella	Pensionistas de viudedad u orfandad	38
22080	Capella	Pensionistas de jubilación	87
22080	Capella	Realizando o compartiendo las labores del hogar	45
22080	Capella	Otra situación	12
22081	Casbas de Huesca	Estudiantes	32
22081	Casbas de Huesca	Ocupados	114
22081	Casbas de Huesca	Parados buscando el primer empleo	3
22081	Casbas de Huesca	Parados que han trabajado antes	3
22081	Casbas de Huesca	Pensionistas de invalidez	5
22081	Casbas de Huesca	Pensionistas de viudedad u orfandad	31
22081	Casbas de Huesca	Pensionistas de jubilación	59
22081	Casbas de Huesca	Dependientes	2
22081	Casbas de Huesca	Realizando o compartiendo las labores del hogar	48
22081	Casbas de Huesca	Otra situación	1
22082	Castejón del Puente	Estudiantes	79
22082	Castejón del Puente	Ocupados	161
22082	Castejón del Puente	Parados buscando el primer empleo	1
22082	Castejón del Puente	Parados que han trabajado antes	11
22082	Castejón del Puente	Pensionistas de invalidez	5
22082	Castejón del Puente	Pensionistas de viudedad u orfandad	23
22082	Castejón del Puente	Pensionistas de jubilación	56
22082	Castejón del Puente	Dependientes	1
22082	Castejón del Puente	Realizando o compartiendo las labores del hogar	70
22082	Castejón del Puente	Otra situación	11
22083	Castejón de Monegros	Estudiantes	78
22083	Castejón de Monegros	Ocupados	233
22083	Castejón de Monegros	Parados buscando el primer empleo	8
22083	Castejón de Monegros	Parados que han trabajado antes	16
22083	Castejón de Monegros	Pensionistas de invalidez	11
22083	Castejón de Monegros	Pensionistas de viudedad u orfandad	39
22083	Castejón de Monegros	Pensionistas de jubilación	136
22083	Castejón de Monegros	Dependientes	2
22083	Castejón de Monegros	Realizando o compartiendo las labores del hogar	134
22083	Castejón de Monegros	Otra situación	8
22084	Castejón de Sos	Estudiantes	93
22084	Castejón de Sos	Ocupados	272
22084	Castejón de Sos	Parados buscando el primer empleo	2
22084	Castejón de Sos	Parados que han trabajado antes	27
22084	Castejón de Sos	Pensionistas de invalidez	5
22084	Castejón de Sos	Pensionistas de viudedad u orfandad	22
22084	Castejón de Sos	Pensionistas de jubilación	74
22084	Castejón de Sos	Realizando tareas de voluntariado	1
22084	Castejón de Sos	Realizando o compartiendo las labores del hogar	54
22084	Castejón de Sos	Otra situación	34
22085	Castelflorite	Estudiantes	18
22085	Castelflorite	Ocupados	55
22085	Castelflorite	Parados buscando el primer empleo	1
22085	Castelflorite	Parados que han trabajado antes	2
22085	Castelflorite	Pensionistas de invalidez	3
22085	Castelflorite	Pensionistas de viudedad u orfandad	15
22085	Castelflorite	Pensionistas de jubilación	21
22085	Castelflorite	Dependientes	2
22085	Castelflorite	Realizando o compartiendo las labores del hogar	20
22086	Castiello de Jaca	Estudiantes	26
22086	Castiello de Jaca	Ocupados	73
22086	Castiello de Jaca	Parados buscando el primer empleo	3
22086	Castiello de Jaca	Parados que han trabajado antes	11
22086	Castiello de Jaca	Pensionistas de invalidez	8
22086	Castiello de Jaca	Pensionistas de viudedad u orfandad	9
22086	Castiello de Jaca	Pensionistas de jubilación	27
22086	Castiello de Jaca	Dependientes	1
22086	Castiello de Jaca	Realizando o compartiendo las labores del hogar	25
22086	Castiello de Jaca	Otra situación	5
22087	Castigaleu	Estudiantes	14
22087	Castigaleu	Ocupados	44
22087	Castigaleu	Parados buscando el primer empleo	1
22087	Castigaleu	Parados que han trabajado antes	2
22087	Castigaleu	Pensionistas de viudedad u orfandad	8
22087	Castigaleu	Pensionistas de jubilación	14
22087	Castigaleu	Realizando o compartiendo las labores del hogar	17
22087	Castigaleu	Otra situación	2
22088	Castillazuelo	Estudiantes	10
22088	Castillazuelo	Ocupados	72
22088	Castillazuelo	Parados que han trabajado antes	6
22088	Castillazuelo	Pensionistas de invalidez	7
22088	Castillazuelo	Pensionistas de viudedad u orfandad	40
22088	Castillazuelo	Pensionistas de jubilación	52
22088	Castillazuelo	Dependientes	1
22088	Castillazuelo	Realizando o compartiendo las labores del hogar	29
22088	Castillazuelo	Otra situación	3
22089	Castillonroy	Estudiantes	71
22089	Castillonroy	Ocupados	152
22089	Castillonroy	Parados buscando el primer empleo	2
22089	Castillonroy	Parados que han trabajado antes	12
22089	Castillonroy	Pensionistas de invalidez	7
22089	Castillonroy	Pensionistas de viudedad u orfandad	33
22089	Castillonroy	Pensionistas de jubilación	71
22089	Castillonroy	Dependientes	3
22089	Castillonroy	Realizando o compartiendo las labores del hogar	69
22089	Castillonroy	Otra situación	7
22090	Colungo	Estudiantes	5
22090	Colungo	Ocupados	45
22090	Colungo	Parados que han trabajado antes	3
22090	Colungo	Pensionistas de invalidez	1
22090	Colungo	Pensionistas de viudedad u orfandad	10
22090	Colungo	Pensionistas de jubilación	35
22090	Colungo	Realizando o compartiendo las labores del hogar	31
22090	Colungo	Otra situación	3
22094	Chalamera	Estudiantes	19
22094	Chalamera	Ocupados	52
22094	Chalamera	Pensionistas de invalidez	5
22094	Chalamera	Pensionistas de viudedad u orfandad	15
22094	Chalamera	Pensionistas de jubilación	32
22094	Chalamera	Realizando o compartiendo las labores del hogar	26
22094	Chalamera	Otra situación	7
22095	Chía	Estudiantes	7
22095	Chía	Ocupados	41
22095	Chía	Parados que han trabajado antes	3
22095	Chía	Pensionistas de invalidez	4
22095	Chía	Pensionistas de viudedad u orfandad	9
22095	Chía	Pensionistas de jubilación	30
22095	Chía	Realizando o compartiendo las labores del hogar	16
22095	Chía	Otra situación	1
22096	Chimillas	Estudiantes	52
22096	Chimillas	Ocupados	105
22096	Chimillas	Parados buscando el primer empleo	1
22096	Chimillas	Parados que han trabajado antes	3
22096	Chimillas	Pensionistas de invalidez	3
22096	Chimillas	Pensionistas de viudedad u orfandad	6
22096	Chimillas	Pensionistas de jubilación	29
22096	Chimillas	Realizando o compartiendo las labores del hogar	23
22096	Chimillas	Otra situación	5
22099	Esplús	Estudiantes	96
22099	Esplús	Ocupados	271
22099	Esplús	Parados buscando el primer empleo	14
22099	Esplús	Parados que han trabajado antes	15
22099	Esplús	Pensionistas de invalidez	5
22099	Esplús	Pensionistas de viudedad u orfandad	54
22099	Esplús	Pensionistas de jubilación	122
22099	Esplús	Realizando o compartiendo las labores del hogar	120
22099	Esplús	Otra situación	7
22102	Estada	Estudiantes	33
22102	Estada	Ocupados	67
22102	Estada	Parados buscando el primer empleo	2
22102	Estada	Parados que han trabajado antes	9
22102	Estada	Pensionistas de invalidez	4
22102	Estada	Pensionistas de viudedad u orfandad	22
22102	Estada	Pensionistas de jubilación	28
22102	Estada	Realizando o compartiendo las labores del hogar	26
22102	Estada	Otra situación	1
22103	Estadilla	Estudiantes	157
22103	Estadilla	Ocupados	341
22103	Estadilla	Parados buscando el primer empleo	6
22103	Estadilla	Parados que han trabajado antes	10
22103	Estadilla	Pensionistas de invalidez	27
22103	Estadilla	Pensionistas de viudedad u orfandad	73
22103	Estadilla	Pensionistas de jubilación	158
22103	Estadilla	Realizando tareas de voluntariado	2
22103	Estadilla	Dependientes	4
22103	Estadilla	Realizando o compartiendo las labores del hogar	131
22103	Estadilla	Otra situación	3
22105	Estopiñán del Castillo	Estudiantes	16
22105	Estopiñán del Castillo	Ocupados	84
22105	Estopiñán del Castillo	Parados buscando el primer empleo	3
22105	Estopiñán del Castillo	Parados que han trabajado antes	8
22105	Estopiñán del Castillo	Pensionistas de invalidez	5
22105	Estopiñán del Castillo	Pensionistas de viudedad u orfandad	21
22105	Estopiñán del Castillo	Pensionistas de jubilación	49
22105	Estopiñán del Castillo	Realizando o compartiendo las labores del hogar	24
22105	Estopiñán del Castillo	Otra situación	7
22106	Fago	Estudiantes	3
22106	Fago	Ocupados	16
22106	Fago	Pensionistas de viudedad u orfandad	1
22106	Fago	Pensionistas de jubilación	10
22106	Fago	Realizando o compartiendo las labores del hogar	4
22106	Fago	Otra situación	3
22107	Fanlo	Estudiantes	7
22107	Fanlo	Ocupados	102
22107	Fanlo	Parados que han trabajado antes	7
22107	Fanlo	Pensionistas de jubilación	28
22107	Fanlo	Realizando o compartiendo las labores del hogar	25
22107	Fanlo	Otra situación	1
22109	Fiscal	Estudiantes	38
22109	Fiscal	Ocupados	106
22109	Fiscal	Parados buscando el primer empleo	5
22109	Fiscal	Pensionistas de invalidez	1
22109	Fiscal	Pensionistas de viudedad u orfandad	5
22109	Fiscal	Pensionistas de jubilación	45
22109	Fiscal	Realizando o compartiendo las labores del hogar	48
22109	Fiscal	Otra situación	6
22110	Fonz	Estudiantes	130
22110	Fonz	Ocupados	360
22110	Fonz	Parados buscando el primer empleo	3
22110	Fonz	Parados que han trabajado antes	30
22110	Fonz	Pensionistas de invalidez	20
22110	Fonz	Pensionistas de viudedad u orfandad	87
22110	Fonz	Pensionistas de jubilación	218
22110	Fonz	Dependientes	2
22110	Fonz	Realizando o compartiendo las labores del hogar	199
22110	Fonz	Otra situación	20
22111	Foradada del Toscar	Estudiantes	35
22111	Foradada del Toscar	Ocupados	107
22111	Foradada del Toscar	Parados buscando el primer empleo	1
22111	Foradada del Toscar	Parados que han trabajado antes	2
22111	Foradada del Toscar	Pensionistas de invalidez	5
22111	Foradada del Toscar	Pensionistas de viudedad u orfandad	26
22111	Foradada del Toscar	Pensionistas de jubilación	45
22111	Foradada del Toscar	Realizando o compartiendo las labores del hogar	36
22111	Foradada del Toscar	Otra situación	2
22112	Fraga	Estudiantes	2377
22112	Fraga	Ocupados	5240
22112	Fraga	Parados buscando el primer empleo	70
22112	Fraga	Parados que han trabajado antes	278
22112	Fraga	Pensionistas de invalidez	142
22112	Fraga	Pensionistas de viudedad u orfandad	491
22112	Fraga	Pensionistas de jubilación	1431
22112	Fraga	Realizando tareas de voluntariado	4
22112	Fraga	Dependientes	26
22112	Fraga	Realizando o compartiendo las labores del hogar	1737
22112	Fraga	Otra situación	222
22113	Fueva (La)	Estudiantes	92
22113	Fueva (La)	Ocupados	235
22113	Fueva (La)	Parados buscando el primer empleo	4
22113	Fueva (La)	Parados que han trabajado antes	13
22113	Fueva (La)	Pensionistas de invalidez	7
22113	Fueva (La)	Pensionistas de viudedad u orfandad	40
22113	Fueva (La)	Pensionistas de jubilación	108
22113	Fueva (La)	Dependientes	4
22113	Fueva (La)	Realizando o compartiendo las labores del hogar	94
22113	Fueva (La)	Otra situación	10
22114	Gistaín	Estudiantes	10
22114	Gistaín	Ocupados	71
22114	Gistaín	Parados buscando el primer empleo	1
22114	Gistaín	Parados que han trabajado antes	6
22114	Gistaín	Pensionistas de invalidez	2
22114	Gistaín	Pensionistas de viudedad u orfandad	17
22114	Gistaín	Pensionistas de jubilación	34
22114	Gistaín	Realizando o compartiendo las labores del hogar	25
22114	Gistaín	Otra situación	2
22115	Grado (El)	Estudiantes	76
22115	Grado (El)	Ocupados	196
22115	Grado (El)	Parados buscando el primer empleo	2
22115	Grado (El)	Parados que han trabajado antes	11
22115	Grado (El)	Pensionistas de invalidez	12
22115	Grado (El)	Pensionistas de viudedad u orfandad	44
22115	Grado (El)	Pensionistas de jubilación	101
22115	Grado (El)	Realizando o compartiendo las labores del hogar	72
22115	Grado (El)	Otra situación	4
22116	Grañén	Estudiantes	341
22116	Grañén	Ocupados	705
22116	Grañén	Parados buscando el primer empleo	23
22116	Grañén	Parados que han trabajado antes	55
22116	Grañén	Pensionistas de invalidez	42
22116	Grañén	Pensionistas de viudedad u orfandad	96
22116	Grañén	Pensionistas de jubilación	316
22116	Grañén	Realizando tareas de voluntariado	3
22116	Grañén	Dependientes	4
22116	Grañén	Realizando o compartiendo las labores del hogar	298
22116	Grañén	Otra situación	38
22117	Graus	Estudiantes	484
22117	Graus	Ocupados	1183
22117	Graus	Parados buscando el primer empleo	13
22117	Graus	Parados que han trabajado antes	54
22117	Graus	Pensionistas de invalidez	48
22117	Graus	Pensionistas de viudedad u orfandad	218
22117	Graus	Pensionistas de jubilación	543
22117	Graus	Realizando tareas de voluntariado	1
22117	Graus	Dependientes	4
22117	Graus	Realizando o compartiendo las labores del hogar	426
22117	Graus	Otra situación	65
22119	Gurrea de Gállego	Estudiantes	259
22119	Gurrea de Gállego	Ocupados	686
22119	Gurrea de Gállego	Parados buscando el primer empleo	9
22119	Gurrea de Gállego	Parados que han trabajado antes	24
22119	Gurrea de Gállego	Pensionistas de invalidez	19
22119	Gurrea de Gállego	Pensionistas de viudedad u orfandad	111
22119	Gurrea de Gállego	Pensionistas de jubilación	272
22119	Gurrea de Gállego	Dependientes	1
22119	Gurrea de Gállego	Realizando o compartiendo las labores del hogar	377
22119	Gurrea de Gállego	Otra situación	14
22122	Hoz de Jaca	Estudiantes	3
22122	Hoz de Jaca	Ocupados	44
22122	Hoz de Jaca	Parados que han trabajado antes	2
22122	Hoz de Jaca	Pensionistas de invalidez	1
22122	Hoz de Jaca	Pensionistas de viudedad u orfandad	6
22122	Hoz de Jaca	Pensionistas de jubilación	14
22122	Hoz de Jaca	Realizando o compartiendo las labores del hogar	6
22122	Hoz de Jaca	Otra situación	1
22124	Huerto	Estudiantes	25
22124	Huerto	Ocupados	82
22124	Huerto	Parados buscando el primer empleo	3
22124	Huerto	Parados que han trabajado antes	15
22124	Huerto	Pensionistas de invalidez	3
22124	Huerto	Pensionistas de viudedad u orfandad	13
22124	Huerto	Pensionistas de jubilación	58
22124	Huerto	Realizando o compartiendo las labores del hogar	49
22124	Huerto	Otra situación	9
22125	Huesca	Estudiantes	9696
22125	Huesca	Ocupados	20110
22125	Huesca	Parados buscando el primer empleo	418
22125	Huesca	Parados que han trabajado antes	1485
22125	Huesca	Pensionistas de invalidez	871
22125	Huesca	Pensionistas de viudedad u orfandad	1905
22125	Huesca	Pensionistas de jubilación	4900
22125	Huesca	Realizando tareas de voluntariado	38
22125	Huesca	Dependientes	85
22125	Huesca	Realizando o compartiendo las labores del hogar	4660
22125	Huesca	Otra situación	1084
22126	Ibieca	Estudiantes	6
22126	Ibieca	Ocupados	45
22126	Ibieca	Parados que han trabajado antes	1
22126	Ibieca	Pensionistas de invalidez	1
22126	Ibieca	Pensionistas de viudedad u orfandad	10
22126	Ibieca	Pensionistas de jubilación	25
22126	Ibieca	Dependientes	1
22126	Ibieca	Realizando o compartiendo las labores del hogar	19
22126	Ibieca	Otra situación	3
22127	Igriés	Estudiantes	51
22127	Igriés	Ocupados	118
22127	Igriés	Parados buscando el primer empleo	2
22127	Igriés	Parados que han trabajado antes	7
22127	Igriés	Pensionistas de invalidez	1
22127	Igriés	Pensionistas de viudedad u orfandad	15
22127	Igriés	Pensionistas de jubilación	31
22127	Igriés	Realizando o compartiendo las labores del hogar	26
22127	Igriés	Otra situación	6
22128	Ilche	Estudiantes	32
22128	Ilche	Ocupados	106
22128	Ilche	Parados buscando el primer empleo	1
22128	Ilche	Parados que han trabajado antes	9
22128	Ilche	Pensionistas de invalidez	6
22128	Ilche	Pensionistas de viudedad u orfandad	15
22128	Ilche	Pensionistas de jubilación	54
22128	Ilche	Dependientes	1
22128	Ilche	Realizando o compartiendo las labores del hogar	44
22128	Ilche	Otra situación	5
22129	Isábena	Estudiantes	36
22129	Isábena	Ocupados	89
22129	Isábena	Parados buscando el primer empleo	3
22129	Isábena	Parados que han trabajado antes	6
22129	Isábena	Pensionistas de invalidez	5
22129	Isábena	Pensionistas de viudedad u orfandad	25
22129	Isábena	Pensionistas de jubilación	59
22129	Isábena	Dependientes	3
22129	Isábena	Realizando o compartiendo las labores del hogar	40
22129	Isábena	Otra situación	7
22130	Jaca	Estudiantes	2243
22130	Jaca	Ocupados	4856
22130	Jaca	Parados buscando el primer empleo	96
22130	Jaca	Parados que han trabajado antes	357
22130	Jaca	Pensionistas de invalidez	206
22130	Jaca	Pensionistas de viudedad u orfandad	485
22130	Jaca	Pensionistas de jubilación	1368
22130	Jaca	Realizando tareas de voluntariado	9
22130	Jaca	Dependientes	20
22130	Jaca	Realizando o compartiendo las labores del hogar	1261
22130	Jaca	Otra situación	293
22131	Jasa	Estudiantes	19
22131	Jasa	Ocupados	45
22131	Jasa	Parados que han trabajado antes	5
22131	Jasa	Pensionistas de invalidez	4
22131	Jasa	Pensionistas de viudedad u orfandad	3
