Municipio código	Municipio nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
22019	Alerre	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
22019	Alerre	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22019	Alerre	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	14
22019	Alerre	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	13
22019	Alerre	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
22019	Alerre	13	Resto del personal administrativo y comercial	Hombres	7
22019	Alerre	13	Resto del personal administrativo y comercial	Mujeres	8
22019	Alerre	14	Resto del personal de los servicios	Mujeres	2
22019	Alerre	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	10
22019	Alerre	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
22020	Alfántega	1	Empresarios agrarios con asalariados	Hombres	2
22020	Alfántega	2	Empresarios agrarios sin asalariados	Hombres	9
22020	Alfántega	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
22020	Alfántega	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
22020	Alfántega	7	Empresarios no agrarios con asalariados	Mujeres	1
22020	Alfántega	8	Empresarios no agrarios sin asalariados	Mujeres	2
22020	Alfántega	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
22020	Alfántega	13	Resto del personal administrativo y comercial	Hombres	3
22020	Alfántega	13	Resto del personal administrativo y comercial	Mujeres	2
22020	Alfántega	14	Resto del personal de los servicios	Hombres	1
22020	Alfántega	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	12
22020	Alfántega	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
22021	Almudévar	1	Empresarios agrarios con asalariados	Hombres	6
22021	Almudévar	1	Empresarios agrarios con asalariados	Mujeres	1
22021	Almudévar	2	Empresarios agrarios sin asalariados	Hombres	107
22021	Almudévar	2	Empresarios agrarios sin asalariados	Mujeres	7
22021	Almudévar	4	Directores y jefes de explotaciones agrarias	Hombres	1
22021	Almudévar	5	Resto de trabajadores de explotaciones agrarias	Hombres	32
22021	Almudévar	5	Resto de trabajadores de explotaciones agrarias	Mujeres	2
22021	Almudévar	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	10
22021	Almudévar	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	7
22021	Almudévar	7	Empresarios no agrarios con asalariados	Hombres	32
22021	Almudévar	7	Empresarios no agrarios con asalariados	Mujeres	9
22021	Almudévar	8	Empresarios no agrarios sin asalariados	Hombres	48
22021	Almudévar	8	Empresarios no agrarios sin asalariados	Mujeres	21
22021	Almudévar	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	12
22021	Almudévar	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22021	Almudévar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	46
22021	Almudévar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	44
22021	Almudévar	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
22021	Almudévar	13	Resto del personal administrativo y comercial	Hombres	49
22021	Almudévar	13	Resto del personal administrativo y comercial	Mujeres	90
22021	Almudévar	14	Resto del personal de los servicios	Hombres	33
22021	Almudévar	14	Resto del personal de los servicios	Mujeres	78
22021	Almudévar	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	15
22021	Almudévar	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	185
22021	Almudévar	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	12
22021	Almudévar	17	Operarios sin especialización de establecimientos no agrarios	Hombres	35
22021	Almudévar	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	4
22021	Almudévar	18	Profesionales de las fuerzas armadas	Hombres	3
22021	Almudévar	19	No clasificables por condicion socioeconómica	Hombres	2
22021	Almudévar	19	No clasificables por condicion socioeconómica	Mujeres	1
22022	Almunia de San Juan	1	Empresarios agrarios con asalariados	Hombres	2
22022	Almunia de San Juan	2	Empresarios agrarios sin asalariados	Hombres	22
22022	Almunia de San Juan	2	Empresarios agrarios sin asalariados	Mujeres	2
22022	Almunia de San Juan	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
22022	Almunia de San Juan	5	Resto de trabajadores de explotaciones agrarias	Mujeres	2
22022	Almunia de San Juan	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
22022	Almunia de San Juan	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	3
22022	Almunia de San Juan	7	Empresarios no agrarios con asalariados	Hombres	6
22022	Almunia de San Juan	8	Empresarios no agrarios sin asalariados	Hombres	10
22022	Almunia de San Juan	8	Empresarios no agrarios sin asalariados	Mujeres	7
22022	Almunia de San Juan	9	Miembros de cooperativas no agrarias	Mujeres	2
22022	Almunia de San Juan	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	4
22022	Almunia de San Juan	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	12
22022	Almunia de San Juan	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	13
22022	Almunia de San Juan	13	Resto del personal administrativo y comercial	Hombres	5
22022	Almunia de San Juan	13	Resto del personal administrativo y comercial	Mujeres	19
22022	Almunia de San Juan	14	Resto del personal de los servicios	Hombres	7
22022	Almunia de San Juan	14	Resto del personal de los servicios	Mujeres	9
22022	Almunia de San Juan	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	5
22022	Almunia de San Juan	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	91
22022	Almunia de San Juan	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
22022	Almunia de San Juan	17	Operarios sin especialización de establecimientos no agrarios	Hombres	8
22022	Almunia de San Juan	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
22023	Almuniente	1	Empresarios agrarios con asalariados	Hombres	5
22023	Almuniente	2	Empresarios agrarios sin asalariados	Hombres	45
22023	Almuniente	2	Empresarios agrarios sin asalariados	Mujeres	2
22023	Almuniente	5	Resto de trabajadores de explotaciones agrarias	Hombres	11
22023	Almuniente	5	Resto de trabajadores de explotaciones agrarias	Mujeres	2
22023	Almuniente	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
22023	Almuniente	7	Empresarios no agrarios con asalariados	Hombres	23
22023	Almuniente	7	Empresarios no agrarios con asalariados	Mujeres	7
22023	Almuniente	8	Empresarios no agrarios sin asalariados	Hombres	14
22023	Almuniente	8	Empresarios no agrarios sin asalariados	Mujeres	3
22023	Almuniente	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22023	Almuniente	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
22023	Almuniente	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	9
22023	Almuniente	13	Resto del personal administrativo y comercial	Hombres	16
22023	Almuniente	13	Resto del personal administrativo y comercial	Mujeres	20
22023	Almuniente	14	Resto del personal de los servicios	Hombres	5
22023	Almuniente	14	Resto del personal de los servicios	Mujeres	14
22023	Almuniente	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	40
22023	Almuniente	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	12
22023	Almuniente	17	Operarios sin especialización de establecimientos no agrarios	Hombres	14
22023	Almuniente	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22024	Alquézar	2	Empresarios agrarios sin asalariados	Hombres	21
22024	Alquézar	2	Empresarios agrarios sin asalariados	Mujeres	2
22024	Alquézar	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
22024	Alquézar	7	Empresarios no agrarios con asalariados	Hombres	7
22024	Alquézar	7	Empresarios no agrarios con asalariados	Mujeres	2
22024	Alquézar	8	Empresarios no agrarios sin asalariados	Hombres	14
22024	Alquézar	8	Empresarios no agrarios sin asalariados	Mujeres	8
22024	Alquézar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
22024	Alquézar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
22024	Alquézar	13	Resto del personal administrativo y comercial	Hombres	1
22024	Alquézar	13	Resto del personal administrativo y comercial	Mujeres	4
22024	Alquézar	14	Resto del personal de los servicios	Hombres	6
22024	Alquézar	14	Resto del personal de los servicios	Mujeres	8
22024	Alquézar	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	9
22024	Alquézar	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22024	Alquézar	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
22024	Alquézar	19	No clasificables por condicion socioeconómica	Hombres	5
22024	Alquézar	19	No clasificables por condicion socioeconómica	Mujeres	6
22025	Altorricón	1	Empresarios agrarios con asalariados	Hombres	33
22025	Altorricón	1	Empresarios agrarios con asalariados	Mujeres	5
22025	Altorricón	2	Empresarios agrarios sin asalariados	Hombres	98
22025	Altorricón	2	Empresarios agrarios sin asalariados	Mujeres	14
22025	Altorricón	5	Resto de trabajadores de explotaciones agrarias	Hombres	39
22025	Altorricón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	3
22025	Altorricón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	7
22025	Altorricón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	4
22025	Altorricón	7	Empresarios no agrarios con asalariados	Hombres	19
22025	Altorricón	7	Empresarios no agrarios con asalariados	Mujeres	7
22025	Altorricón	8	Empresarios no agrarios sin asalariados	Hombres	37
22025	Altorricón	8	Empresarios no agrarios sin asalariados	Mujeres	25
22025	Altorricón	9	Miembros de cooperativas no agrarias	Mujeres	2
22025	Altorricón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	5
22025	Altorricón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22025	Altorricón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	16
22025	Altorricón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	39
22025	Altorricón	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
22025	Altorricón	13	Resto del personal administrativo y comercial	Hombres	24
22025	Altorricón	13	Resto del personal administrativo y comercial	Mujeres	46
22025	Altorricón	14	Resto del personal de los servicios	Hombres	8
22025	Altorricón	14	Resto del personal de los servicios	Mujeres	36
22025	Altorricón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	5
22025	Altorricón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	90
22025	Altorricón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	23
22025	Altorricón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	19
22025	Altorricón	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
22025	Altorricón	18	Profesionales de las fuerzas armadas	Hombres	1
22027	Angüés	1	Empresarios agrarios con asalariados	Hombres	1
22027	Angüés	2	Empresarios agrarios sin asalariados	Hombres	21
22027	Angüés	5	Resto de trabajadores de explotaciones agrarias	Hombres	9
22027	Angüés	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22027	Angüés	7	Empresarios no agrarios con asalariados	Hombres	9
22027	Angüés	7	Empresarios no agrarios con asalariados	Mujeres	5
22027	Angüés	8	Empresarios no agrarios sin asalariados	Hombres	9
22027	Angüés	8	Empresarios no agrarios sin asalariados	Mujeres	3
22027	Angüés	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22027	Angüés	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	11
22027	Angüés	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
22027	Angüés	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
22027	Angüés	13	Resto del personal administrativo y comercial	Hombres	6
22027	Angüés	13	Resto del personal administrativo y comercial	Mujeres	13
22027	Angüés	14	Resto del personal de los servicios	Hombres	6
22027	Angüés	14	Resto del personal de los servicios	Mujeres	17
22027	Angüés	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
22027	Angüés	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	22
22027	Angüés	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	5
22027	Angüés	17	Operarios sin especialización de establecimientos no agrarios	Hombres	11
22027	Angüés	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
