Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Noviembre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	635
Noviembre 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4807
Noviembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	692
Noviembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Noviembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	133
Noviembre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	957
Noviembre 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	3
Noviembre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2350
Noviembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	215
Noviembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	47
Noviembre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	372
Noviembre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3070
Noviembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	354
Noviembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	51
Noviembre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	621
Noviembre 2020	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	2
Noviembre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	19767
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2024
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	317
Noviembre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3140
Noviembre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	4
Noviembre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	28163
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2944
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Noviembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	373
Noviembre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4857
Noviembre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	2
Octubre 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3566
Octubre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	414
Octubre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	91
Octubre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	676
Octubre 2020	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Octubre 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4656
Octubre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	640
Octubre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Octubre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	131
Octubre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	870
Octubre 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	2
Octubre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2219
Octubre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	208
Octubre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	46
Octubre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	312
Octubre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2911
Octubre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	301
Octubre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	45
Octubre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	564
Octubre 2020	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	2
Octubre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	19358
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2003
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	307
Octubre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3180
Octubre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3
Octubre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	27518
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2812
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
Octubre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	356
Octubre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4666
Octubre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	2
Septiembre 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3530
Septiembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	396
Septiembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	83
Septiembre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	612
Septiembre 2020	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Septiembre 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4558
Septiembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	579
Septiembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Septiembre 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	126
Septiembre 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	816
Septiembre 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	2
Septiembre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2219
Septiembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	170
Septiembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	37
Septiembre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	312
Septiembre 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2825
Septiembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	272
Septiembre 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	43
Septiembre 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	530
Septiembre 2020	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Septiembre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	19471
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1841
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	328
Septiembre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2919
Septiembre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3
Septiembre 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	27598
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2621
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Septiembre 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	337
Septiembre 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4476
Septiembre 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	1
Agosto 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3330
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	333
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	73
Agosto 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	574
Agosto 2020	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Agosto 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4514
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	479
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Agosto 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	105
Agosto 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	704
Agosto 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	2
Agosto 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2199
Agosto 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	167
Agosto 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	37
Agosto 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	328
Agosto 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2884
Agosto 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	253
Agosto 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	44
Agosto 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	502
Agosto 2020	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Agosto 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	19995
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1817
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	336
Agosto 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2776
Agosto 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	5
Agosto 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	28185
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2621
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Agosto 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	349
Agosto 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4305
Julio 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3232
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	281
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	71
Julio 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	525
Julio 2020	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Julio 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4367
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	435
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	98
Julio 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	679
Julio 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	3
Julio 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2210
Julio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	164
Julio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	30
Julio 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	322
Julio 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2869
Julio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	252
Julio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	44
Julio 2020	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	483
Julio 2020	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Julio 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	19688
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1820
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	322
Julio 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2842
Julio 2020	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	5
Julio 2020	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	27794
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2634
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2020	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	355
Julio 2020	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4254
Junio 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3356
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	271
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	81
Junio 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	482
Junio 2020	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Junio 2020	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4484
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	443
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Junio 2020	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	98
Junio 2020	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	701
Junio 2020	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	3
Junio 2020	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2286
Junio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	173
Junio 2020	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	36
