Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
201509	Septiembre 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	486
201509	Septiembre 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5138
201509	Septiembre 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201509	Septiembre 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	40938
201509	Septiembre 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3766
201509	Septiembre 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	502
201509	Septiembre 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5031
201509	Septiembre 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201508	Agosto 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31851
201508	Agosto 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3461
201508	Agosto 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201508	Agosto 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	510
201508	Agosto 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5016
201508	Agosto 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201508	Agosto 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42858
201508	Agosto 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3512
201508	Agosto 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	514
201508	Agosto 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4772
201508	Agosto 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201507	Julio 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31643
201507	Julio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3532
201507	Julio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201507	Julio 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	502
201507	Julio 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5285
201507	Julio 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	1
201507	Julio 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	41826
201507	Julio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3579
201507	Julio 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	490
201507	Julio 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4943
201507	Julio 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201506	Junio 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	32504
201506	Junio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3531
201506	Junio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201506	Junio 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	503
201506	Junio 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5495
201506	Junio 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201506	Junio 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	41502
201506	Junio 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3551
201506	Junio 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	498
201506	Junio 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5239
201506	Junio 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201505	Mayo 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	33705
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3836
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	528
201505	Mayo 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5412
201505	Mayo 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201505	Mayo 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42319
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3818
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201505	Mayo 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	527
201505	Mayo 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5393
201505	Mayo 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201504	Abril 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34982
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4434
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	553
201504	Abril 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6528
201504	Abril 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	4
201504	Abril 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42796
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4217
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201504	Abril 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	566
201504	Abril 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5552
201504	Abril 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201503	Marzo 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	35943
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4814
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	592
201503	Marzo 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6912
201503	Marzo 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	4
201503	Marzo 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43415
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4447
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201503	Marzo 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	587
201503	Marzo 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5650
201503	Marzo 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201502	Febrero 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	36099
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4861
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	596
201502	Febrero 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6976
201502	Febrero 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	4
201502	Febrero 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43736
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4528
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201502	Febrero 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	599
201502	Febrero 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5663
201502	Febrero 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201501	Enero 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	36617
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4862
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	603
201501	Enero 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6892
201501	Enero 2015	Aragón	No consta	No consta	No consta	No consta	Hombres	5
201501	Enero 2015	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43734
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4437
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201501	Enero 2015	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	612
201501	Enero 2015	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5528
201501	Enero 2015	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201412	Diciembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	36922
201412	Diciembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4814
201412	Diciembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201412	Diciembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	611
201412	Diciembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6783
201412	Diciembre 2014	Aragón	No consta	No consta	No consta	No consta	Hombres	5
201412	Diciembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	42171
201412	Diciembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4274
201412	Diciembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	586
201412	Diciembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5403
201412	Diciembre 2014	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201411	Noviembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	36995
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4745
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	604
201411	Noviembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6823
201411	Noviembre 2014	Aragón	No consta	No consta	No consta	No consta	Hombres	5
201411	Noviembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43946
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4396
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201411	Noviembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	613
201411	Noviembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5534
201411	Noviembre 2014	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201410	Octubre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	37782
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4842
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	627
201410	Octubre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7116
201410	Octubre 2014	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201410	Octubre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	44861
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4420
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201410	Octubre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	604
201410	Octubre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5487
201410	Octubre 2014	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201409	Septiembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	37193
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4573
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	622
201409	Septiembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6600
201409	Septiembre 2014	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201409	Septiembre 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	43919
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4116
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201409	Septiembre 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	563
201409	Septiembre 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5310
201409	Septiembre 2014	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201408	Agosto 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	37377
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4488
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	612
201408	Agosto 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6331
201408	Agosto 2014	Aragón	No consta	No consta	No consta	No consta	Hombres	5
201408	Agosto 2014	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	44911
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3769
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201408	Agosto 2014	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	548
201408	Agosto 2014	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4986
