Mes y año	'Aragón'	Sector código	Sector descripcion	Sexo	Nº parados
Octubre 2005	Aragón	2	Industria y energía	Hombres	3487
Octubre 2005	Aragón	2	Industria y energía	Mujeres	4260
Octubre 2005	Aragón	3	Construcción	Hombres	3419
Octubre 2005	Aragón	3	Construcción	Mujeres	554
Octubre 2005	Aragón	4	Servicios	Hombres	7717
Octubre 2005	Aragón	4	Servicios	Mujeres	17891
Octubre 2005	Aragón		Sin empleo anterior	Hombres	804
Octubre 2005	Aragón		Sin empleo anterior	Mujeres	2027
Septiembre 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	681
Septiembre 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	338
Septiembre 2005	Aragón	2	Industria y energía	Hombres	3295
Septiembre 2005	Aragón	2	Industria y energía	Mujeres	4024
Septiembre 2005	Aragón	3	Construcción	Hombres	3292
Septiembre 2005	Aragón	3	Construcción	Mujeres	520
Septiembre 2005	Aragón	4	Servicios	Hombres	7111
Septiembre 2005	Aragón	4	Servicios	Mujeres	16625
Septiembre 2005	Aragón		Sin empleo anterior	Hombres	927
Septiembre 2005	Aragón		Sin empleo anterior	Mujeres	2156
Agosto 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	578
Agosto 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	313
Agosto 2005	Aragón	2	Industria y energía	Hombres	3397
Agosto 2005	Aragón	2	Industria y energía	Mujeres	4069
Agosto 2005	Aragón	3	Construcción	Hombres	3368
Agosto 2005	Aragón	3	Construcción	Mujeres	508
Agosto 2005	Aragón	4	Servicios	Hombres	6876
Agosto 2005	Aragón	4	Servicios	Mujeres	16320
Agosto 2005	Aragón		Sin empleo anterior	Hombres	858
Agosto 2005	Aragón		Sin empleo anterior	Mujeres	1935
Julio 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	569
Julio 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	317
Julio 2005	Aragón	2	Industria y energía	Hombres	3106
Julio 2005	Aragón	2	Industria y energía	Mujeres	3866
Julio 2005	Aragón	3	Construcción	Hombres	2984
Julio 2005	Aragón	3	Construcción	Mujeres	497
Julio 2005	Aragón	4	Servicios	Hombres	6422
Julio 2005	Aragón	4	Servicios	Mujeres	15668
Julio 2005	Aragón		Sin empleo anterior	Hombres	856
Julio 2005	Aragón		Sin empleo anterior	Mujeres	1957
Junio 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	467
Junio 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	298
Junio 2005	Aragón	2	Industria y energía	Hombres	2966
Junio 2005	Aragón	2	Industria y energía	Mujeres	3862
Junio 2005	Aragón	3	Construcción	Hombres	2810
Junio 2005	Aragón	3	Construcción	Mujeres	478
Junio 2005	Aragón	4	Servicios	Hombres	6266
Junio 2005	Aragón	4	Servicios	Mujeres	15586
Junio 2005	Aragón		Sin empleo anterior	Hombres	879
Junio 2005	Aragón		Sin empleo anterior	Mujeres	2129
Mayo 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	468
Mayo 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	325
Mayo 2005	Aragón	2	Industria y energía	Hombres	3176
Mayo 2005	Aragón	2	Industria y energía	Mujeres	4168
Mayo 2005	Aragón	3	Construcción	Hombres	2986
Mayo 2005	Aragón	3	Construcción	Mujeres	507
Mayo 2005	Aragón	4	Servicios	Hombres	6717
Mayo 2005	Aragón	4	Servicios	Mujeres	16137
Mayo 2005	Aragón		Sin empleo anterior	Hombres	799
Mayo 2005	Aragón		Sin empleo anterior	Mujeres	2048
Abril 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	648
Abril 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	357
Abril 2005	Aragón	2	Industria y energía	Hombres	3542
Abril 2005	Aragón	2	Industria y energía	Mujeres	4518
Abril 2005	Aragón	3	Construcción	Hombres	3305
Abril 2005	Aragón	3	Construcción	Mujeres	542
Abril 2005	Aragón	4	Servicios	Hombres	7425
Abril 2005	Aragón	4	Servicios	Mujeres	17552
Abril 2005	Aragón		Sin empleo anterior	Hombres	855
Abril 2005	Aragón		Sin empleo anterior	Mujeres	2167
Marzo 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	678
Marzo 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	361
Marzo 2005	Aragón	2	Industria y energía	Hombres	3534
Marzo 2005	Aragón	2	Industria y energía	Mujeres	4456
Marzo 2005	Aragón	3	Construcción	Hombres	3526
Marzo 2005	Aragón	3	Construcción	Mujeres	532
Marzo 2005	Aragón	4	Servicios	Hombres	7545
Marzo 2005	Aragón	4	Servicios	Mujeres	17695
Marzo 2005	Aragón		Sin empleo anterior	Hombres	903
Marzo 2005	Aragón		Sin empleo anterior	Mujeres	2184
Febrero 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	602
Febrero 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	348
Febrero 2005	Aragón	2	Industria y energía	Hombres	3491
Febrero 2005	Aragón	2	Industria y energía	Mujeres	4344
Febrero 2005	Aragón	3	Construcción	Hombres	3475
Febrero 2005	Aragón	3	Construcción	Mujeres	540
Febrero 2005	Aragón	4	Servicios	Hombres	7492
Febrero 2005	Aragón	4	Servicios	Mujeres	17633
Febrero 2005	Aragón		Sin empleo anterior	Hombres	839
Febrero 2005	Aragón		Sin empleo anterior	Mujeres	2174
Enero 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	626
Enero 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	333
Enero 2005	Aragón	2	Industria y energía	Hombres	3666
Enero 2005	Aragón	2	Industria y energía	Mujeres	4383
Enero 2005	Aragón	3	Construcción	Hombres	3524
Enero 2005	Aragón	3	Construcción	Mujeres	531
Enero 2005	Aragón	4	Servicios	Hombres	7712
Enero 2005	Aragón	4	Servicios	Mujeres	17444
Enero 2005	Aragón		Sin empleo anterior	Hombres	837
Enero 2005	Aragón		Sin empleo anterior	Mujeres	2083
