Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2011	18	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2011	18	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2011	17	86	Actividades sanitarias	29	Comunidad de Teruel	29
2011	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2011	16	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2011	14	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2011	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2011	14	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2011	14	87	Asistencia en establecimientos residenciales	15	Ribera Alta del Ebro	15
2011	14	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2011	13	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2011	12	56	Servicios de comidas y bebidas	01	La Jacetania	01
2011	12	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2011	12	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2011	12	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2011	12	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2011	12	81	Servicios a edificios y actividades de jardinería	29	Comunidad de Teruel	29
2011	11	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2011	11	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2011	11	56	Servicios de comidas y bebidas	16	Valdejalón	16
2011	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2011	11	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2011	10	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2011	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2011	10	87	Asistencia en establecimientos residenciales	20	Comunidad de Calatayud	20
2011	9	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2011	9	10	Industria de la alimentación	05	Cinco Villas	05
2011	9	86	Actividades sanitarias	07	Somontano de Barbastro	07
2011	9	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2011	8	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2011	8	20	Industria química	08	Cinca Medio	08
2011	8	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro	15
2011	8	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2011	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2011	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2011	8	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2011	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2011	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2011	7	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2011	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2011	7	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2011	7	10	Industria de la alimentación	15	Ribera Alta del Ebro	15
2011	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2011	7	10	Industria de la alimentación	28	Bajo Aragón	28
2011	7	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2011	7	86	Actividades sanitarias	28	Bajo Aragón	28
2011	6	55	Servicios de alojamiento	01	La Jacetania	01
2011	6	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2011	6	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2011	6	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2011	6	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2011	6	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2011	6	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2011	6	10	Industria de la alimentación	09	La Litera / La Llitera	09
2011	6	56	Servicios de comidas y bebidas	11	Bajo Cinca / Baix Cinca	11
2011	6	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2011	5	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2011	5	55	Servicios de alojamiento	04	La Ribagorza	04
2011	5	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2011	5	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2011	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera	09
2011	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2011	5	26	Fabricación de productos informáticos, electrónicos y ópticos	12	Tarazona y el Moncayo	12
2011	5	56	Servicios de comidas y bebidas	12	Tarazona y el Moncayo	12
2011	5	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2011	5	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2011	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2011	5	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2011	5	23	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos	27
2011	4	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2011	4	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2011	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2011	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2011	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio	08
2011	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2011	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2011	4	94	Actividades asociativas	09	La Litera / La Llitera	09
2011	4	55	Servicios de alojamiento	12	Tarazona y el Moncayo	12
2011	4	10	Industria de la alimentación	13	Campo de Borja	13
2011	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2011	4	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2011	4	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2011	4	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2011	4	10	Industria de la alimentación	26	Cuencas Mineras	26
2011	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2011	4	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2011	4	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2011	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2011	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2011	3	55	Servicios de alojamiento	02	Alto Gállego	02
2011	3	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2011	3	18	Artes gráficas y reproducción de soportes grabados	10	Los Monegros	10
2011	3	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2011	3	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2011	3	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2011	3	10	Industria de la alimentación	14	Aranda	14
2011	3	15	Industria del cuero y del calzado	14	Aranda	14
2011	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2011	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2011	3	78	Actividades relacionadas con el empleo	18	Ribera Baja del Ebro	18
2011	3	56	Servicios de comidas y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2011	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2011	3	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2011	3	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín	23
2011	3	10	Industria de la alimentación	25	Jiloca	25
2011	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2011	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2011	3	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2011	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2011	3	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2011	3	85	Educación	33	Matarraña / Matarranya	33
2011	2	55	Servicios de alojamiento	03	Sobrarbe	03
2011	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	04	La Ribagorza	04
2011	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2011	2	10	Industria de la alimentación	10	Los Monegros	10
2011	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2011	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2011	2	11	Fabricación de bebidas	21	Campo de Cariñena	21
2011	2	31	Fabricación de muebles	21	Campo de Cariñena	21
2011	2	53	Actividades postales y de correos	21	Campo de Cariñena	21
2011	2	56	Servicios de comidas y bebidas	21	Campo de Cariñena	21
2011	2	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2011	2	56	Servicios de comidas y bebidas	24	Campo de Daroca	24
2011	2	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2011	2	81	Servicios a edificios y actividades de jardinería	26	Cuencas Mineras	26
2011	2	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2011	2	85	Educación	26	Cuencas Mineras	26
2011	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	27	Andorra-Sierra de Arcos	27
2011	2	10	Industria de la alimentación	27	Andorra-Sierra de Arcos	27
2011	2	87	Asistencia en establecimientos residenciales	27	Andorra-Sierra de Arcos	27
2011	2	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2011	2	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2011	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2011	2	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2011	2	72	Investigación y desarrollo	32	Gúdar-Javalambre	32
2011	2	13	Industria textil	NC	Municipio del centro de trabajo fuera de Aragón	
2011	2	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2011	2	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	49	Transporte terrestre y por tubería	03	Sobrarbe	03
2011	1	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe	03
2011	1	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2011	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2011	1	53	Actividades postales y de correos	10	Los Monegros	10
2011	1	56	Servicios de comidas y bebidas	10	Los Monegros	10
2011	1	86	Actividades sanitarias	10	Los Monegros	10
2011	1	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2011	1	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2011	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2011	1	10	Industria de la alimentación	24	Campo de Daroca	24
2011	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	24	Campo de Daroca	24
2011	1	53	Actividades postales y de correos	24	Campo de Daroca	24
2011	1	86	Actividades sanitarias	24	Campo de Daroca	24
2011	1	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	25	Jiloca	25
2011	1	55	Servicios de alojamiento	25	Jiloca	25
2011	1	56	Servicios de comidas y bebidas	25	Jiloca	25
2011	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	30	Maestrazgo	30
2011	1	56	Servicios de comidas y bebidas	30	Maestrazgo	30
2011	1	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2011	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín	31
2011	1	43	Actividades de construcción especializada	32	Gúdar-Javalambre	32
2011	1	87	Asistencia en establecimientos residenciales	32	Gúdar-Javalambre	32
2011	1	55	Servicios de alojamiento	33	Matarraña / Matarranya	33
2011	1	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2011	1	64	Servicios financieros, excepto seguros y fondos de pensiones	33	Matarraña / Matarranya	33
2011	1	10	Industria de la alimentación	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	56	Servicios de comidas y bebidas	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	74	Otras actividades profesionales, científicas y técnicas	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	85	Educación	NC	Municipio del centro de trabajo fuera de Aragón	
2011	1	87	Asistencia en establecimientos residenciales	NC	Municipio del centro de trabajo fuera de Aragón	
2010	506	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2010	328	86	Actividades sanitarias	17	D.C. Zaragoza	17
2010	232	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2010	187	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2010	161	81	Servicios a edificios y actividades de jardinería	17	D.C. Zaragoza	17
2010	56	22	Fabricación de productos de caucho y plásticos	15	Ribera Alta del Ebro	15
2010	43	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2010	38	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2010	34	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2010	33	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2010	28	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2010	27	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2010	23	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2010	23	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2010	22	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2010	18	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2010	18	86	Actividades sanitarias	29	Comunidad de Teruel	29
2010	17	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2010	17	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2010	16	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2010	16	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2010	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2010	14	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2010	14	84	Administración Pública y defensa; Seguridad Social obligatoria	15	Ribera Alta del Ebro	15
2010	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2010	14	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2010	13	56	Servicios de comidas y bebidas	01	La Jacetania	01
2010	12	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2010	12	88	Actividades de servicios sociales sin alojamiento	06	Hoya de Huesca / Plana de Uesca	06
2010	11	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2010	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	15	Ribera Alta del Ebro	15
2010	11	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2010	10	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2010	10	10	Industria de la alimentación	05	Cinco Villas	05
2010	10	86	Actividades sanitarias	07	Somontano de Barbastro	07
2010	10	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2010	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2010	10	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2010	9	55	Servicios de alojamiento	01	La Jacetania	01
2010	9	55	Servicios de alojamiento	02	Alto Gállego	02
2010	9	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2010	9	29	Fabricación de vehículos de motor, remolques y semirremolques	16	Valdejalón	16
2010	9	10	Industria de la alimentación	25	Jiloca	25
2010	9	10	Industria de la alimentación	26	Cuencas Mineras	26
2010	8	55	Servicios de alojamiento	04	La Ribagorza	04
2010	8	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2010	8	13	Industria textil	13	Campo de Borja	13
2010	8	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2010	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2010	8	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2010	8	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2010	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2010	8	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2010	7	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2010	7	56	Servicios de comidas y bebidas	09	La Litera / La Llitera	09
2010	7	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2010	7	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2010	7	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2010	7	87	Asistencia en establecimientos residenciales	20	Comunidad de Calatayud	20
2010	7	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín	23
2010	7	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2010	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2010	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2010	6	81	Servicios a edificios y actividades de jardinería	08	Cinca Medio	08
2010	6	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2010	6	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2010	6	81	Servicios a edificios y actividades de jardinería	28	Bajo Aragón	28
2010	6	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2010	5	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2010	5	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2010	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2010	5	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	05	Cinco Villas	05
2010	5	11	Fabricación de bebidas	07	Somontano de Barbastro	07
2010	5	88	Actividades de servicios sociales sin alojamiento	08	Cinca Medio	08
2010	5	10	Industria de la alimentación	09	La Litera / La Llitera	09
2010	5	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2010	5	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2010	5	22	Fabricación de productos de caucho y plásticos	12	Tarazona y el Moncayo	12
2010	5	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2010	5	15	Industria del cuero y del calzado	14	Aranda	14
2010	5	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro	18
2010	5	31	Fabricación de muebles	21	Campo de Cariñena	21
2010	5	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2010	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2010	5	56	Servicios de comidas y bebidas	28	Bajo Aragón	28
2010	5	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2010	4	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2010	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2010	4	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2010	4	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2010	4	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2010	4	11	Fabricación de bebidas	04	La Ribagorza	04
2010	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2010	4	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2010	4	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2010	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo	12
2010	4	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2010	4	23	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos	27
2010	4	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2010	3	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2010	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2010	3	15	Industria del cuero y del calzado	07	Somontano de Barbastro	07
2010	3	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	07	Somontano de Barbastro	07
2010	3	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2010	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio	08
2010	3	88	Actividades de servicios sociales sin alojamiento	09	La Litera / La Llitera	09
2010	3	94	Actividades asociativas	09	La Litera / La Llitera	09
2010	3	10	Industria de la alimentación	10	Los Monegros	10
2010	3	56	Servicios de comidas y bebidas	11	Bajo Cinca / Baix Cinca	11
2010	3	88	Actividades de servicios sociales sin alojamiento	11	Bajo Cinca / Baix Cinca	11
2010	3	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2010	3	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2010	3	85	Educación	12	Tarazona y el Moncayo	12
2010	3	14	Confección de prendas de vestir	18	Ribera Baja del Ebro	18
2010	3	22	Fabricación de productos de caucho y plásticos	18	Ribera Baja del Ebro	18
2010	3	87	Asistencia en establecimientos residenciales	18	Ribera Baja del Ebro	18
2010	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2010	3	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2010	3	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2010	3	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2010	3	22	Fabricación de productos de caucho y plásticos	25	Jiloca	25
2010	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2010	3	56	Servicios de comidas y bebidas	25	Jiloca	25
2010	3	49	Transporte terrestre y por tubería	27	Andorra-Sierra de Arcos	27
2010	3	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2010	3	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2010	3	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2010	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2010	3	62	Programación, consultoría y otras actividades relacionadas con la informática	NC	Municipio del centro de trabajo fuera de Aragón	
2010	2	55	Servicios de alojamiento	03	Sobrarbe	03
2010	2	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2010	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2010	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2010	2	86	Actividades sanitarias	21	Campo de Cariñena	21
2010	2	94	Actividades asociativas	22	Campo de Belchite	22
2010	2	55	Servicios de alojamiento	23	Bajo Martín	23
2010	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2010	2	55	Servicios de alojamiento	30	Maestrazgo	30
2010	2	41	Construcción de edificios	31	Sierra de Albarracín	31
2010	2	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2010	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2010	2	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2010	2	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2010	2	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
2010	2	85	Educación	33	Matarraña / Matarranya	33
2010	2	10	Industria de la alimentación	NC	Municipio del centro de trabajo fuera de Aragón	
2010	2	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2010	2	55	Servicios de alojamiento	NC	Municipio del centro de trabajo fuera de Aragón	
2010	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2010	1	85	Educación	03	Sobrarbe	03
2010	1	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2010	1	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2010	1	93	Actividades deportivas, recreativas y de entretenimiento	03	Sobrarbe	03
2010	1	94	Actividades asociativas	03	Sobrarbe	03
2010	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2010	1	18	Artes gráficas y reproducción de soportes grabados	10	Los Monegros	10
2010	1	32	Otras industrias manufactureras	10	Los Monegros	10
2010	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2010	1	53	Actividades postales y de correos	10	Los Monegros	10
2010	1	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2010	1	10	Industria de la alimentación	14	Aranda	14
2010	1	17	Industria del papel	14	Aranda	14
2010	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2010	1	96	Otros servicios personales	14	Aranda	14
2010	1	29	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite	22
2010	1	49	Transporte terrestre y por tubería	22	Campo de Belchite	22
2010	1	93	Actividades deportivas, recreativas y de entretenimiento	22	Campo de Belchite	22
