Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Noviembre 2018	201811	Hombres	Enseñanza superior universitaria	42	1937	Aragón
Noviembre 2018	201811	Mujeres	Enseñanza superior universitaria	42	2367	Aragón
Octubre 2018	201810	Hombres	Educación Primaria o inferior	10	11227	Aragón
Octubre 2018	201810	Mujeres	Educación Primaria o inferior	10	8763	Aragón
Octubre 2018	201810	Hombres	Primera etapa de educación secundaria	20	11634	Aragón
Octubre 2018	201810	Mujeres	Primera etapa de educación secundaria	20	9818	Aragón
Octubre 2018	201810	Hombres	Bachillerato	31	4862	Aragón
Octubre 2018	201810	Mujeres	Bachillerato	31	5188	Aragón
Octubre 2018	201810	Hombres	Enseñanza media de formación profesional	32	2036	Aragón
Octubre 2018	201810	Mujeres	Enseñanza media de formación profesional	32	1908	Aragón
Octubre 2018	201810	Hombres	Enseñanza superior de formación profesional	41	1056	Aragón
Octubre 2018	201810	Mujeres	Enseñanza superior de formación profesional	41	1018	Aragón
Octubre 2018	201810	Hombres	Enseñanza superior universitaria	42	2706	Aragón
Octubre 2018	201810	Mujeres	Enseñanza superior universitaria	42	3278	Aragón
Septiembre 2018	201809	Hombres	Educación Primaria o inferior	10	12430	Aragón
Septiembre 2018	201809	Mujeres	Educación Primaria o inferior	10	8606	Aragón
Septiembre 2018	201809	Hombres	Primera etapa de educación secundaria	20	10434	Aragón
Septiembre 2018	201809	Mujeres	Primera etapa de educación secundaria	20	8445	Aragón
Septiembre 2018	201809	Hombres	Bachillerato	31	4059	Aragón
Septiembre 2018	201809	Mujeres	Bachillerato	31	4269	Aragón
Septiembre 2018	201809	Hombres	Enseñanza media de formación profesional	32	1760	Aragón
Septiembre 2018	201809	Mujeres	Enseñanza media de formación profesional	32	1605	Aragón
Septiembre 2018	201809	Hombres	Enseñanza superior de formación profesional	41	903	Aragón
Septiembre 2018	201809	Mujeres	Enseñanza superior de formación profesional	41	878	Aragón
Septiembre 2018	201809	Hombres	Enseñanza superior universitaria	42	2307	Aragón
Septiembre 2018	201809	Mujeres	Enseñanza superior universitaria	42	3399	Aragón
Agosto 2018	201808	Hombres	Educación Primaria o inferior	10	11796	Aragón
Agosto 2018	201808	Mujeres	Educación Primaria o inferior	10	7826	Aragón
Agosto 2018	201808	Hombres	Primera etapa de educación secundaria	20	10133	Aragón
Agosto 2018	201808	Mujeres	Primera etapa de educación secundaria	20	7638	Aragón
Agosto 2018	201808	Hombres	Bachillerato	31	3561	Aragón
Agosto 2018	201808	Mujeres	Bachillerato	31	3392	Aragón
Agosto 2018	201808	Hombres	Enseñanza media de formación profesional	32	1612	Aragón
Agosto 2018	201808	Mujeres	Enseñanza media de formación profesional	32	1391	Aragón
Agosto 2018	201808	Hombres	Enseñanza superior de formación profesional	41	663	Aragón
Agosto 2018	201808	Mujeres	Enseñanza superior de formación profesional	41	557	Aragón
Agosto 2018	201808	Hombres	Enseñanza superior universitaria	42	1427	Aragón
Agosto 2018	201808	Mujeres	Enseñanza superior universitaria	42	1731	Aragón
Julio 2018	201807	Hombres	Educación Primaria o inferior	10	15709	Aragón
Julio 2018	201807	Mujeres	Educación Primaria o inferior	10	9973	Aragón
Julio 2018	201807	Hombres	Primera etapa de educación secundaria	20	11084	Aragón
Julio 2018	201807	Mujeres	Primera etapa de educación secundaria	20	8325	Aragón
Julio 2018	201807	Hombres	Bachillerato	31	4687	Aragón
Julio 2018	201807	Mujeres	Bachillerato	31	4745	Aragón
Julio 2018	201807	Hombres	Enseñanza media de formación profesional	32	1969	Aragón
Julio 2018	201807	Mujeres	Enseñanza media de formación profesional	32	1727	Aragón
Julio 2018	201807	Hombres	Enseñanza superior de formación profesional	41	1027	Aragón
Julio 2018	201807	Mujeres	Enseñanza superior de formación profesional	41	887	Aragón
Julio 2018	201807	Hombres	Enseñanza superior universitaria	42	1855	Aragón
Julio 2018	201807	Mujeres	Enseñanza superior universitaria	42	2415	Aragón
Junio 2018	201806	Hombres	Educación Primaria o inferior	10	16193	Aragón
Junio 2018	201806	Mujeres	Educación Primaria o inferior	10	10435	Aragón
Junio 2018	201806	Hombres	Primera etapa de educación secundaria	20	11859	Aragón
Junio 2018	201806	Mujeres	Primera etapa de educación secundaria	20	8932	Aragón
Junio 2018	201806	Hombres	Bachillerato	31	4505	Aragón
Junio 2018	201806	Mujeres	Bachillerato	31	4393	Aragón
Junio 2018	201806	Hombres	Enseñanza media de formación profesional	32	2056	Aragón
Junio 2018	201806	Mujeres	Enseñanza media de formación profesional	32	1791	Aragón
Junio 2018	201806	Hombres	Enseñanza superior de formación profesional	41	1028	Aragón
Junio 2018	201806	Mujeres	Enseñanza superior de formación profesional	41	893	Aragón
Junio 2018	201806	Hombres	Enseñanza superior universitaria	42	1721	Aragón
Junio 2018	201806	Mujeres	Enseñanza superior universitaria	42	2219	Aragón
Mayo 2018	201805	Hombres	Educación Primaria o inferior	10	17441	Aragón
Mayo 2018	201805	Mujeres	Educación Primaria o inferior	10	10466	Aragón
Mayo 2018	201805	Hombres	Primera etapa de educación secundaria	20	11546	Aragón
Mayo 2018	201805	Mujeres	Primera etapa de educación secundaria	20	8629	Aragón
Mayo 2018	201805	Hombres	Bachillerato	31	3966	Aragón
Mayo 2018	201805	Mujeres	Bachillerato	31	4201	Aragón
Mayo 2018	201805	Hombres	Enseñanza media de formación profesional	32	1825	Aragón
Mayo 2018	201805	Mujeres	Enseñanza media de formación profesional	32	1664	Aragón
Mayo 2018	201805	Hombres	Enseñanza superior de formación profesional	41	857	Aragón
Mayo 2018	201805	Mujeres	Enseñanza superior de formación profesional	41	759	Aragón
Mayo 2018	201805	Hombres	Enseñanza superior universitaria	42	1644	Aragón
Mayo 2018	201805	Mujeres	Enseñanza superior universitaria	42	2145	Aragón
Abril 2018	201804	Hombres	Educación Primaria o inferior	10	8526	Aragón
Abril 2018	201804	Mujeres	Educación Primaria o inferior	10	6700	Aragón
Abril 2018	201804	Hombres	Primera etapa de educación secundaria	20	9332	Aragón
Abril 2018	201804	Mujeres	Primera etapa de educación secundaria	20	6963	Aragón
Abril 2018	201804	Hombres	Bachillerato	31	3521	Aragón
Abril 2018	201804	Mujeres	Bachillerato	31	3753	Aragón
Abril 2018	201804	Hombres	Enseñanza media de formación profesional	32	1601	Aragón
Abril 2018	201804	Mujeres	Enseñanza media de formación profesional	32	1558	Aragón
Abril 2018	201804	Hombres	Enseñanza superior de formación profesional	41	755	Aragón
Abril 2018	201804	Mujeres	Enseñanza superior de formación profesional	41	821	Aragón
Abril 2018	201804	Hombres	Enseñanza superior universitaria	42	1498	Aragón
Abril 2018	201804	Mujeres	Enseñanza superior universitaria	42	2152	Aragón
Marzo 2018	201803	Hombres	Educación Primaria o inferior	10	7700	Aragón
Marzo 2018	201803	Mujeres	Educación Primaria o inferior	10	6052	Aragón
Marzo 2018	201803	Hombres	Primera etapa de educación secundaria	20	8610	Aragón
Marzo 2018	201803	Mujeres	Primera etapa de educación secundaria	20	6738	Aragón
Marzo 2018	201803	Hombres	Bachillerato	31	3383	Aragón
Marzo 2018	201803	Mujeres	Bachillerato	31	3779	Aragón
Marzo 2018	201803	Hombres	Enseñanza media de formación profesional	32	1694	Aragón
Marzo 2018	201803	Mujeres	Enseñanza media de formación profesional	32	1458	Aragón
Marzo 2018	201803	Hombres	Enseñanza superior de formación profesional	41	841	Aragón
Marzo 2018	201803	Mujeres	Enseñanza superior de formación profesional	41	743	Aragón
Marzo 2018	201803	Hombres	Enseñanza superior universitaria	42	1544	Aragón
Marzo 2018	201803	Mujeres	Enseñanza superior universitaria	42	1888	Aragón
Febrero 2018	201802	Hombres	Educación Primaria o inferior	10	7408	Aragón
Febrero 2018	201802	Mujeres	Educación Primaria o inferior	10	5464	Aragón
Febrero 2018	201802	Hombres	Primera etapa de educación secundaria	20	8095	Aragón
Febrero 2018	201802	Mujeres	Primera etapa de educación secundaria	20	6532	Aragón
Febrero 2018	201802	Hombres	Bachillerato	31	3430	Aragón
Febrero 2018	201802	Mujeres	Bachillerato	31	3652	Aragón
Febrero 2018	201802	Hombres	Enseñanza media de formación profesional	32	1558	Aragón
Febrero 2018	201802	Mujeres	Enseñanza media de formación profesional	32	1337	Aragón
Febrero 2018	201802	Hombres	Enseñanza superior de formación profesional	41	748	Aragón
Febrero 2018	201802	Mujeres	Enseñanza superior de formación profesional	41	767	Aragón
Febrero 2018	201802	Hombres	Enseñanza superior universitaria	42	1602	Aragón
Febrero 2018	201802	Mujeres	Enseñanza superior universitaria	42	2148	Aragón
Enero 2018	201801	Hombres	Educación Primaria o inferior	10	8078	Aragón
Enero 2018	201801	Mujeres	Educación Primaria o inferior	10	6036	Aragón
Enero 2018	201801	Hombres	Primera etapa de educación secundaria	20	8981	Aragón
Enero 2018	201801	Mujeres	Primera etapa de educación secundaria	20	6384	Aragón
Enero 2018	201801	Hombres	Bachillerato	31	3916	Aragón
Enero 2018	201801	Mujeres	Bachillerato	31	3739	Aragón
Enero 2018	201801	Hombres	Enseñanza media de formación profesional	32	1770	Aragón
Enero 2018	201801	Mujeres	Enseñanza media de formación profesional	32	1584	Aragón
Enero 2018	201801	Hombres	Enseñanza superior de formación profesional	41	938	Aragón
Enero 2018	201801	Mujeres	Enseñanza superior de formación profesional	41	831	Aragón
Enero 2018	201801	Hombres	Enseñanza superior universitaria	42	1846	Aragón
Enero 2018	201801	Mujeres	Enseñanza superior universitaria	42	2268	Aragón
Diciembre 2017	201712	Hombres	Educación Primaria o inferior	10	6583	Aragón
Diciembre 2017	201712	Mujeres	Educación Primaria o inferior	10	5914	Aragón
Diciembre 2017	201712	Hombres	Primera etapa de educación secundaria	20	8076	Aragón
Diciembre 2017	201712	Mujeres	Primera etapa de educación secundaria	20	6168	Aragón
Diciembre 2017	201712	Hombres	Bachillerato	31	3668	Aragón
Diciembre 2017	201712	Mujeres	Bachillerato	31	3770	Aragón
Diciembre 2017	201712	Hombres	Enseñanza media de formación profesional	32	1491	Aragón
Diciembre 2017	201712	Mujeres	Enseñanza media de formación profesional	32	1433	Aragón
Diciembre 2017	201712	Hombres	Enseñanza superior de formación profesional	41	789	Aragón
Diciembre 2017	201712	Mujeres	Enseñanza superior de formación profesional	41	822	Aragón
Diciembre 2017	201712	Hombres	Enseñanza superior universitaria	42	1485	Aragón
Diciembre 2017	201712	Mujeres	Enseñanza superior universitaria	42	2044	Aragón
Noviembre 2017	201711	Hombres	Educación Primaria o inferior	10	8119	Aragón
Noviembre 2017	201711	Mujeres	Educación Primaria o inferior	10	5952	Aragón
Noviembre 2017	201711	Hombres	Primera etapa de educación secundaria	20	9652	Aragón
Noviembre 2017	201711	Mujeres	Primera etapa de educación secundaria	20	7520	Aragón
Noviembre 2017	201711	Hombres	Bachillerato	31	3925	Aragón
Noviembre 2017	201711	Mujeres	Bachillerato	31	4116	Aragón
Noviembre 2017	201711	Hombres	Enseñanza media de formación profesional	32	1623	Aragón
Noviembre 2017	201711	Mujeres	Enseñanza media de formación profesional	32	1604	Aragón
Noviembre 2017	201711	Hombres	Enseñanza superior de formación profesional	41	805	Aragón
Noviembre 2017	201711	Mujeres	Enseñanza superior de formación profesional	41	907	Aragón
Noviembre 2017	201711	Hombres	Enseñanza superior universitaria	42	1799	Aragón
Noviembre 2017	201711	Mujeres	Enseñanza superior universitaria	42	2494	Aragón
Octubre 2017	201710	Hombres	Educación Primaria o inferior	10	9275	Aragón
Octubre 2017	201710	Mujeres	Educación Primaria o inferior	10	7566	Aragón
Octubre 2017	201710	Hombres	Primera etapa de educación secundaria	20	11640	Aragón
Octubre 2017	201710	Mujeres	Primera etapa de educación secundaria	20	9123	Aragón
Octubre 2017	201710	Hombres	Bachillerato	31	5434	Aragón
Octubre 2017	201710	Mujeres	Bachillerato	31	5143	Aragón
Octubre 2017	201710	Hombres	Enseñanza media de formación profesional	32	1937	Aragón
Octubre 2017	201710	Mujeres	Enseñanza media de formación profesional	32	1799	Aragón
Octubre 2017	201710	Hombres	Enseñanza superior de formación profesional	41	972	Aragón
Octubre 2017	201710	Mujeres	Enseñanza superior de formación profesional	41	927	Aragón
Octubre 2017	201710	Hombres	Enseñanza superior universitaria	42	2126	Aragón
Octubre 2017	201710	Mujeres	Enseñanza superior universitaria	42	2965	Aragón
Septiembre 2017	201709	Hombres	Educación Primaria o inferior	10	11705	Aragón
Septiembre 2017	201709	Mujeres	Educación Primaria o inferior	10	8122	Aragón
Septiembre 2017	201709	Hombres	Primera etapa de educación secundaria	20	11899	Aragón
Septiembre 2017	201709	Mujeres	Primera etapa de educación secundaria	20	9191	Aragón
Septiembre 2017	201709	Hombres	Bachillerato	31	4237	Aragón
Septiembre 2017	201709	Mujeres	Bachillerato	31	4412	Aragón
Septiembre 2017	201709	Hombres	Enseñanza media de formación profesional	32	1944	Aragón
Septiembre 2017	201709	Mujeres	Enseñanza media de formación profesional	32	1769	Aragón
Septiembre 2017	201709	Hombres	Enseñanza superior de formación profesional	41	930	Aragón
Septiembre 2017	201709	Mujeres	Enseñanza superior de formación profesional	41	877	Aragón
Septiembre 2017	201709	Hombres	Enseñanza superior universitaria	42	2350	Aragón
Septiembre 2017	201709	Mujeres	Enseñanza superior universitaria	42	3393	Aragón
Agosto 2017	201708	Hombres	Educación Primaria o inferior	10	11996	Aragón
Agosto 2017	201708	Mujeres	Educación Primaria o inferior	10	7638	Aragón
Agosto 2017	201708	Hombres	Primera etapa de educación secundaria	20	10606	Aragón
Agosto 2017	201708	Mujeres	Primera etapa de educación secundaria	20	6931	Aragón
Agosto 2017	201708	Hombres	Bachillerato	31	3896	Aragón
Agosto 2017	201708	Mujeres	Bachillerato	31	3307	Aragón
Agosto 2017	201708	Hombres	Enseñanza media de formación profesional	32	1649	Aragón
Agosto 2017	201708	Mujeres	Enseñanza media de formación profesional	32	1365	Aragón
Agosto 2017	201708	Hombres	Enseñanza superior de formación profesional	41	729	Aragón
Agosto 2017	201708	Mujeres	Enseñanza superior de formación profesional	41	587	Aragón
Agosto 2017	201708	Hombres	Enseñanza superior universitaria	42	1510	Aragón
Agosto 2017	201708	Mujeres	Enseñanza superior universitaria	42	1696	Aragón
Julio 2017	201707	Hombres	Educación Primaria o inferior	10	12949	Aragón
Julio 2017	201707	Mujeres	Educación Primaria o inferior	10	8138	Aragón
Julio 2017	201707	Hombres	Primera etapa de educación secundaria	20	11281	Aragón
Julio 2017	201707	Mujeres	Primera etapa de educación secundaria	20	7787	Aragón
Julio 2017	201707	Hombres	Bachillerato	31	4473	Aragón
Julio 2017	201707	Mujeres	Bachillerato	31	4325	Aragón
Julio 2017	201707	Hombres	Enseñanza media de formación profesional	32	2086	Aragón
Julio 2017	201707	Mujeres	Enseñanza media de formación profesional	32	1653	Aragón
Julio 2017	201707	Hombres	Enseñanza superior de formación profesional	41	1023	Aragón
Julio 2017	201707	Mujeres	Enseñanza superior de formación profesional	41	816	Aragón
Julio 2017	201707	Hombres	Enseñanza superior universitaria	42	1751	Aragón
Julio 2017	201707	Mujeres	Enseñanza superior universitaria	42	2289	Aragón
Junio 2017	201706	Hombres	Educación Primaria o inferior	10	15094	Aragón
Junio 2017	201706	Mujeres	Educación Primaria o inferior	10	9187	Aragón
Junio 2017	201706	Hombres	Primera etapa de educación secundaria	20	12593	Aragón
Junio 2017	201706	Mujeres	Primera etapa de educación secundaria	20	8553	Aragón
Junio 2017	201706	Hombres	Bachillerato	31	5068	Aragón
Junio 2017	201706	Mujeres	Bachillerato	31	5145	Aragón
Junio 2017	201706	Hombres	Enseñanza media de formación profesional	32	2138	Aragón
Junio 2017	201706	Mujeres	Enseñanza media de formación profesional	32	1906	Aragón
Junio 2017	201706	Hombres	Enseñanza superior de formación profesional	41	1177	Aragón
Junio 2017	201706	Mujeres	Enseñanza superior de formación profesional	41	927	Aragón
Junio 2017	201706	Hombres	Enseñanza superior universitaria	42	1845	Aragón
Junio 2017	201706	Mujeres	Enseñanza superior universitaria	42	2571	Aragón
Mayo 2017	201705	Hombres	Educación Primaria o inferior	10	17786	Aragón
Mayo 2017	201705	Mujeres	Educación Primaria o inferior	10	10183	Aragón
Mayo 2017	201705	Hombres	Primera etapa de educación secundaria	20	12343	Aragón
Mayo 2017	201705	Mujeres	Primera etapa de educación secundaria	20	9082	Aragón
Mayo 2017	201705	Hombres	Bachillerato	31	4613	Aragón
Mayo 2017	201705	Mujeres	Bachillerato	31	4522	Aragón
Mayo 2017	201705	Hombres	Enseñanza media de formación profesional	32	1935	Aragón
