Mes (código)	Mes y año	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Nº demandantes
201808	Agosto 2018	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	10
201808	Agosto 2018	01	La Jacetania	1	Agricultura, ganadería y pesca	Mujeres	5
201808	Agosto 2018	01	La Jacetania	2	Industria y energía	Hombres	14
201808	Agosto 2018	01	La Jacetania	2	Industria y energía	Mujeres	9
201808	Agosto 2018	01	La Jacetania	3	Construcción	Hombres	48
201808	Agosto 2018	01	La Jacetania	3	Construcción	Mujeres	4
201808	Agosto 2018	01	La Jacetania	4	Servicios	Hombres	139
201808	Agosto 2018	01	La Jacetania	4	Servicios	Mujeres	262
201808	Agosto 2018	01	La Jacetania		Sin empleo anterior	Hombres	11
201808	Agosto 2018	01	La Jacetania		Sin empleo anterior	Mujeres	20
201808	Agosto 2018	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	13
201808	Agosto 2018	02	Alto Gállego	1	Agricultura, ganadería y pesca	Mujeres	1
201808	Agosto 2018	02	Alto Gállego	2	Industria y energía	Hombres	29
201808	Agosto 2018	02	Alto Gállego	2	Industria y energía	Mujeres	19
201808	Agosto 2018	02	Alto Gállego	3	Construcción	Hombres	35
201808	Agosto 2018	02	Alto Gállego	3	Construcción	Mujeres	3
201808	Agosto 2018	02	Alto Gállego	4	Servicios	Hombres	114
201808	Agosto 2018	02	Alto Gállego	4	Servicios	Mujeres	204
201808	Agosto 2018	02	Alto Gállego		Sin empleo anterior	Hombres	8
201808	Agosto 2018	02	Alto Gállego		Sin empleo anterior	Mujeres	26
201808	Agosto 2018	03	Sobrarbe	1	Agricultura, ganadería y pesca	Hombres	3
201808	Agosto 2018	03	Sobrarbe	2	Industria y energía	Hombres	7
201808	Agosto 2018	03	Sobrarbe	2	Industria y energía	Mujeres	1
201808	Agosto 2018	03	Sobrarbe	3	Construcción	Hombres	11
201808	Agosto 2018	03	Sobrarbe	4	Servicios	Hombres	42
201808	Agosto 2018	03	Sobrarbe	4	Servicios	Mujeres	77
201808	Agosto 2018	03	Sobrarbe		Sin empleo anterior	Hombres	3
201808	Agosto 2018	03	Sobrarbe		Sin empleo anterior	Mujeres	2
201808	Agosto 2018	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	14
201808	Agosto 2018	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	11
201808	Agosto 2018	04	La Ribagorza	2	Industria y energía	Hombres	14
201808	Agosto 2018	04	La Ribagorza	2	Industria y energía	Mujeres	5
201808	Agosto 2018	04	La Ribagorza	3	Construcción	Hombres	16
201808	Agosto 2018	04	La Ribagorza	3	Construcción	Mujeres	3
201808	Agosto 2018	04	La Ribagorza	4	Servicios	Hombres	61
201808	Agosto 2018	04	La Ribagorza	4	Servicios	Mujeres	131
201808	Agosto 2018	04	La Ribagorza		Sin empleo anterior	Hombres	4
201808	Agosto 2018	04	La Ribagorza		Sin empleo anterior	Mujeres	4
201808	Agosto 2018	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	114
201808	Agosto 2018	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	53
201808	Agosto 2018	05	Cinco Villas	2	Industria y energía	Hombres	87
201808	Agosto 2018	05	Cinco Villas	2	Industria y energía	Mujeres	131
201808	Agosto 2018	05	Cinco Villas	3	Construcción	Hombres	72
201808	Agosto 2018	05	Cinco Villas	3	Construcción	Mujeres	18
201808	Agosto 2018	05	Cinco Villas	4	Servicios	Hombres	204
201808	Agosto 2018	05	Cinco Villas	4	Servicios	Mujeres	493
201808	Agosto 2018	05	Cinco Villas		Sin empleo anterior	Hombres	35
201808	Agosto 2018	05	Cinco Villas		Sin empleo anterior	Mujeres	118
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	68
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	23
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	147
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	78
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	175
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	32
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	645
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	1380
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Hombres	103
201808	Agosto 2018	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Mujeres	160
201808	Agosto 2018	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	60
201808	Agosto 2018	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	21
201808	Agosto 2018	07	Somontano de Barbastro	2	Industria y energía	Hombres	68
201808	Agosto 2018	07	Somontano de Barbastro	2	Industria y energía	Mujeres	41
201808	Agosto 2018	07	Somontano de Barbastro	3	Construcción	Hombres	49
201808	Agosto 2018	07	Somontano de Barbastro	3	Construcción	Mujeres	12
201808	Agosto 2018	07	Somontano de Barbastro	4	Servicios	Hombres	173
201808	Agosto 2018	07	Somontano de Barbastro	4	Servicios	Mujeres	436
201808	Agosto 2018	07	Somontano de Barbastro		Sin empleo anterior	Hombres	46
201808	Agosto 2018	07	Somontano de Barbastro		Sin empleo anterior	Mujeres	74
201808	Agosto 2018	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	56
201808	Agosto 2018	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	30
201808	Agosto 2018	08	Cinca Medio	2	Industria y energía	Hombres	77
201808	Agosto 2018	08	Cinca Medio	2	Industria y energía	Mujeres	74
201808	Agosto 2018	08	Cinca Medio	3	Construcción	Hombres	58
201808	Agosto 2018	08	Cinca Medio	3	Construcción	Mujeres	8
201808	Agosto 2018	08	Cinca Medio	4	Servicios	Hombres	152
201808	Agosto 2018	08	Cinca Medio	4	Servicios	Mujeres	417
201808	Agosto 2018	08	Cinca Medio		Sin empleo anterior	Hombres	43
201808	Agosto 2018	08	Cinca Medio		Sin empleo anterior	Mujeres	80
201808	Agosto 2018	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	54
201808	Agosto 2018	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	12
201808	Agosto 2018	09	La Litera / La Llitera	2	Industria y energía	Hombres	56
201808	Agosto 2018	09	La Litera / La Llitera	2	Industria y energía	Mujeres	34
201808	Agosto 2018	09	La Litera / La Llitera	3	Construcción	Hombres	35
201808	Agosto 2018	09	La Litera / La Llitera	3	Construcción	Mujeres	7
201808	Agosto 2018	09	La Litera / La Llitera	4	Servicios	Hombres	84
201808	Agosto 2018	09	La Litera / La Llitera	4	Servicios	Mujeres	275
201808	Agosto 2018	09	La Litera / La Llitera		Sin empleo anterior	Hombres	7
201808	Agosto 2018	09	La Litera / La Llitera		Sin empleo anterior	Mujeres	22
201808	Agosto 2018	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	67
201808	Agosto 2018	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	20
201808	Agosto 2018	10	Los Monegros	2	Industria y energía	Hombres	34
201808	Agosto 2018	10	Los Monegros	2	Industria y energía	Mujeres	16
201808	Agosto 2018	10	Los Monegros	3	Construcción	Hombres	33
201808	Agosto 2018	10	Los Monegros	3	Construcción	Mujeres	5
201808	Agosto 2018	10	Los Monegros	4	Servicios	Hombres	85
201808	Agosto 2018	10	Los Monegros	4	Servicios	Mujeres	184
201808	Agosto 2018	10	Los Monegros		Sin empleo anterior	Hombres	5
201808	Agosto 2018	10	Los Monegros		Sin empleo anterior	Mujeres	46
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	119
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	71
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	50
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	34
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	25
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	2
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	132
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	317
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Hombres	5
201808	Agosto 2018	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Mujeres	23
201808	Agosto 2018	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	20
201808	Agosto 2018	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	9
201808	Agosto 2018	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	48
201808	Agosto 2018	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	86
201808	Agosto 2018	12	Tarazona y el Moncayo	3	Construcción	Hombres	38
201808	Agosto 2018	12	Tarazona y el Moncayo	3	Construcción	Mujeres	7
201808	Agosto 2018	12	Tarazona y el Moncayo	4	Servicios	Hombres	106
201808	Agosto 2018	12	Tarazona y el Moncayo	4	Servicios	Mujeres	300
201808	Agosto 2018	12	Tarazona y el Moncayo		Sin empleo anterior	Hombres	14
201808	Agosto 2018	12	Tarazona y el Moncayo		Sin empleo anterior	Mujeres	20
201808	Agosto 2018	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	54
201808	Agosto 2018	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	16
201808	Agosto 2018	13	Campo de Borja	2	Industria y energía	Hombres	42
201808	Agosto 2018	13	Campo de Borja	2	Industria y energía	Mujeres	66
201808	Agosto 2018	13	Campo de Borja	3	Construcción	Hombres	23
201808	Agosto 2018	13	Campo de Borja	3	Construcción	Mujeres	2
201808	Agosto 2018	13	Campo de Borja	4	Servicios	Hombres	138
201808	Agosto 2018	13	Campo de Borja	4	Servicios	Mujeres	218
201808	Agosto 2018	13	Campo de Borja		Sin empleo anterior	Hombres	10
201808	Agosto 2018	13	Campo de Borja		Sin empleo anterior	Mujeres	34
201808	Agosto 2018	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	23
201808	Agosto 2018	14	Aranda	1	Agricultura, ganadería y pesca	Mujeres	2
201808	Agosto 2018	14	Aranda	2	Industria y energía	Hombres	45
201808	Agosto 2018	14	Aranda	2	Industria y energía	Mujeres	115
201808	Agosto 2018	14	Aranda	3	Construcción	Hombres	9
201808	Agosto 2018	14	Aranda	3	Construcción	Mujeres	1
201808	Agosto 2018	14	Aranda	4	Servicios	Hombres	29
201808	Agosto 2018	14	Aranda	4	Servicios	Mujeres	90
201808	Agosto 2018	14	Aranda		Sin empleo anterior	Hombres	5
201808	Agosto 2018	14	Aranda		Sin empleo anterior	Mujeres	15
201808	Agosto 2018	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	24
201808	Agosto 2018	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	42
201808	Agosto 2018	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	86
201808	Agosto 2018	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	114
201808	Agosto 2018	15	Ribera Alta del Ebro	3	Construcción	Hombres	39
201808	Agosto 2018	15	Ribera Alta del Ebro	3	Construcción	Mujeres	4
201808	Agosto 2018	15	Ribera Alta del Ebro	4	Servicios	Hombres	268
201808	Agosto 2018	15	Ribera Alta del Ebro	4	Servicios	Mujeres	519
201808	Agosto 2018	15	Ribera Alta del Ebro		Sin empleo anterior	Hombres	44
201808	Agosto 2018	15	Ribera Alta del Ebro		Sin empleo anterior	Mujeres	72
201808	Agosto 2018	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	168
201808	Agosto 2018	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	139
201808	Agosto 2018	16	Valdejalón	2	Industria y energía	Hombres	85
201808	Agosto 2018	16	Valdejalón	2	Industria y energía	Mujeres	110
201808	Agosto 2018	16	Valdejalón	3	Construcción	Hombres	47
201808	Agosto 2018	16	Valdejalón	3	Construcción	Mujeres	8
201808	Agosto 2018	16	Valdejalón	4	Servicios	Hombres	245
201808	Agosto 2018	16	Valdejalón	4	Servicios	Mujeres	512
201808	Agosto 2018	16	Valdejalón		Sin empleo anterior	Hombres	25
201808	Agosto 2018	16	Valdejalón		Sin empleo anterior	Mujeres	77
201808	Agosto 2018	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Hombres	734
201808	Agosto 2018	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	286
201808	Agosto 2018	17	D.C. Zaragoza	2	Industria y energía	Hombres	2335
201808	Agosto 2018	17	D.C. Zaragoza	2	Industria y energía	Mujeres	1952
201808	Agosto 2018	17	D.C. Zaragoza	3	Construcción	Hombres	2152
201808	Agosto 2018	17	D.C. Zaragoza	3	Construcción	Mujeres	399
201808	Agosto 2018	17	D.C. Zaragoza	4	Servicios	Hombres	9308
201808	Agosto 2018	17	D.C. Zaragoza	4	Servicios	Mujeres	19282
201808	Agosto 2018	17	D.C. Zaragoza		Sin empleo anterior	Hombres	1306
201808	Agosto 2018	17	D.C. Zaragoza		Sin empleo anterior	Mujeres	2664
201808	Agosto 2018	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	19
201808	Agosto 2018	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	20
201808	Agosto 2018	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	27
201808	Agosto 2018	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	34
201808	Agosto 2018	18	Ribera Baja del Ebro	3	Construcción	Hombres	15
201808	Agosto 2018	18	Ribera Baja del Ebro	3	Construcción	Mujeres	5
201808	Agosto 2018	18	Ribera Baja del Ebro	4	Servicios	Hombres	84
201808	Agosto 2018	18	Ribera Baja del Ebro	4	Servicios	Mujeres	126
201808	Agosto 2018	18	Ribera Baja del Ebro		Sin empleo anterior	Hombres	4
201808	Agosto 2018	18	Ribera Baja del Ebro		Sin empleo anterior	Mujeres	25
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	115
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	78
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	19
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	85
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	30
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	2
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	101
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	254
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Hombres	21
201808	Agosto 2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Mujeres	67
201808	Agosto 2018	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	141
201808	Agosto 2018	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	84
201808	Agosto 2018	20	Comunidad de Calatayud	2	Industria y energía	Hombres	86
201808	Agosto 2018	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	92
201808	Agosto 2018	20	Comunidad de Calatayud	3	Construcción	Hombres	88
201808	Agosto 2018	20	Comunidad de Calatayud	3	Construcción	Mujeres	14
201808	Agosto 2018	20	Comunidad de Calatayud	4	Servicios	Hombres	311
201808	Agosto 2018	20	Comunidad de Calatayud	4	Servicios	Mujeres	719
201808	Agosto 2018	20	Comunidad de Calatayud		Sin empleo anterior	Hombres	33
201808	Agosto 2018	20	Comunidad de Calatayud		Sin empleo anterior	Mujeres	101
201808	Agosto 2018	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	52
201808	Agosto 2018	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	18
201808	Agosto 2018	21	Campo de Cariñena	2	Industria y energía	Hombres	50
201808	Agosto 2018	21	Campo de Cariñena	2	Industria y energía	Mujeres	44
201808	Agosto 2018	21	Campo de Cariñena	3	Construcción	Hombres	8
201808	Agosto 2018	21	Campo de Cariñena	3	Construcción	Mujeres	5
201808	Agosto 2018	21	Campo de Cariñena	4	Servicios	Hombres	35
201808	Agosto 2018	21	Campo de Cariñena	4	Servicios	Mujeres	96
201808	Agosto 2018	21	Campo de Cariñena		Sin empleo anterior	Hombres	3
201808	Agosto 2018	21	Campo de Cariñena		Sin empleo anterior	Mujeres	12
201808	Agosto 2018	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	4
201808	Agosto 2018	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	2
201808	Agosto 2018	22	Campo de Belchite	2	Industria y energía	Hombres	13
201808	Agosto 2018	22	Campo de Belchite	2	Industria y energía	Mujeres	13
201808	Agosto 2018	22	Campo de Belchite	3	Construcción	Hombres	13
201808	Agosto 2018	22	Campo de Belchite	3	Construcción	Mujeres	1
201808	Agosto 2018	22	Campo de Belchite	4	Servicios	Hombres	32
201808	Agosto 2018	22	Campo de Belchite	4	Servicios	Mujeres	50
201808	Agosto 2018	22	Campo de Belchite		Sin empleo anterior	Hombres	3
201808	Agosto 2018	22	Campo de Belchite		Sin empleo anterior	Mujeres	6
201808	Agosto 2018	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	19
201808	Agosto 2018	23	Bajo Martín	1	Agricultura, ganadería y pesca	Mujeres	12
201808	Agosto 2018	23	Bajo Martín	2	Industria y energía	Hombres	21
201808	Agosto 2018	23	Bajo Martín	2	Industria y energía	Mujeres	20
201808	Agosto 2018	23	Bajo Martín	3	Construcción	Hombres	12
201808	Agosto 2018	23	Bajo Martín	3	Construcción	Mujeres	2
201808	Agosto 2018	23	Bajo Martín	4	Servicios	Hombres	42
201808	Agosto 2018	23	Bajo Martín	4	Servicios	Mujeres	90
201808	Agosto 2018	23	Bajo Martín		Sin empleo anterior	Hombres	5
201808	Agosto 2018	23	Bajo Martín		Sin empleo anterior	Mujeres	7
201808	Agosto 2018	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	8
201808	Agosto 2018	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	11
201808	Agosto 2018	24	Campo de Daroca	2	Industria y energía	Hombres	3
201808	Agosto 2018	24	Campo de Daroca	2	Industria y energía	Mujeres	7
201808	Agosto 2018	24	Campo de Daroca	3	Construcción	Hombres	6
201808	Agosto 2018	24	Campo de Daroca	3	Construcción	Mujeres	1
201808	Agosto 2018	24	Campo de Daroca	4	Servicios	Hombres	31
201808	Agosto 2018	24	Campo de Daroca	4	Servicios	Mujeres	53
201808	Agosto 2018	24	Campo de Daroca		Sin empleo anterior	Hombres	1
201808	Agosto 2018	24	Campo de Daroca		Sin empleo anterior	Mujeres	4
201808	Agosto 2018	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	15
201808	Agosto 2018	25	Jiloca	1	Agricultura, ganadería y pesca	Mujeres	6
201808	Agosto 2018	25	Jiloca	2	Industria y energía	Hombres	22
201808	Agosto 2018	25	Jiloca	2	Industria y energía	Mujeres	25
201808	Agosto 2018	25	Jiloca	3	Construcción	Hombres	18
201808	Agosto 2018	25	Jiloca	3	Construcción	Mujeres	1
201808	Agosto 2018	25	Jiloca	4	Servicios	Hombres	70
201808	Agosto 2018	25	Jiloca	4	Servicios	Mujeres	144
201808	Agosto 2018	25	Jiloca		Sin empleo anterior	Hombres	6
201808	Agosto 2018	25	Jiloca		Sin empleo anterior	Mujeres	18
201808	Agosto 2018	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	7
201808	Agosto 2018	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Mujeres	3
201808	Agosto 2018	26	Cuencas Mineras	2	Industria y energía	Hombres	34
201808	Agosto 2018	26	Cuencas Mineras	2	Industria y energía	Mujeres	22
201808	Agosto 2018	26	Cuencas Mineras	3	Construcción	Hombres	17
201808	Agosto 2018	26	Cuencas Mineras	3	Construcción	Mujeres	1
201808	Agosto 2018	26	Cuencas Mineras	4	Servicios	Hombres	61
201808	Agosto 2018	26	Cuencas Mineras	4	Servicios	Mujeres	148
201808	Agosto 2018	26	Cuencas Mineras		Sin empleo anterior	Hombres	12
201808	Agosto 2018	26	Cuencas Mineras		Sin empleo anterior	Mujeres	40
201808	Agosto 2018	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	3
201808	Agosto 2018	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Mujeres	6
201808	Agosto 2018	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	75
201808	Agosto 2018	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	21
201808	Agosto 2018	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	42
201808	Agosto 2018	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	6
201808	Agosto 2018	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	65
201808	Agosto 2018	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	191
201808	Agosto 2018	27	Andorra-Sierra de Arcos		Sin empleo anterior	Hombres	12
201808	Agosto 2018	27	Andorra-Sierra de Arcos		Sin empleo anterior	Mujeres	33
201808	Agosto 2018	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	89
