Comarca código	Comarca nombre	Tipo variación	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Variaciones
29	Comunidad de Teruel	Interna	Mujeres	4	Asia	2017	11
30	Maestrazgo	Externa	Hombres	1	Europa	2017	38
30	Maestrazgo	Externa	Mujeres	1	Europa	2017	22
30	Maestrazgo	Interna	Hombres	1	Europa	2017	31
30	Maestrazgo	Interna	Hombres	2	África	2017	5
30	Maestrazgo	Interna	Hombres	4	Asia	2017	2
30	Maestrazgo	Interna	Mujeres	1	Europa	2017	30
30	Maestrazgo	Interna	Mujeres	2	África	2017	6
31	Sierra de Albarracín	Externa	Hombres	1	Europa	2017	66
31	Sierra de Albarracín	Externa	Hombres	2	África	2017	3
31	Sierra de Albarracín	Externa	Hombres	3	América	2017	4
31	Sierra de Albarracín	Externa	Mujeres	1	Europa	2017	34
31	Sierra de Albarracín	Externa	Mujeres	2	África	2017	4
31	Sierra de Albarracín	Externa	Mujeres	3	América	2017	2
31	Sierra de Albarracín	Interna	Hombres	1	Europa	2017	57
31	Sierra de Albarracín	Interna	Hombres	2	África	2017	9
31	Sierra de Albarracín	Interna	Hombres	3	América	2017	2
31	Sierra de Albarracín	Interna	Mujeres	1	Europa	2017	47
31	Sierra de Albarracín	Interna	Mujeres	2	África	2017	11
31	Sierra de Albarracín	Interna	Mujeres	3	América	2017	4
32	Gúdar-Javalambre	Externa	Hombres	1	Europa	2017	123
32	Gúdar-Javalambre	Externa	Hombres	2	África	2017	13
32	Gúdar-Javalambre	Externa	Hombres	3	América	2017	4
32	Gúdar-Javalambre	Externa	Mujeres	1	Europa	2017	102
32	Gúdar-Javalambre	Externa	Mujeres	2	África	2017	10
32	Gúdar-Javalambre	Externa	Mujeres	3	América	2017	8
32	Gúdar-Javalambre	Interna	Hombres	1	Europa	2017	64
32	Gúdar-Javalambre	Interna	Hombres	2	África	2017	9
32	Gúdar-Javalambre	Interna	Hombres	3	América	2017	3
32	Gúdar-Javalambre	Interna	Hombres	4	Asia	2017	2
32	Gúdar-Javalambre	Interna	Mujeres	1	Europa	2017	59
32	Gúdar-Javalambre	Interna	Mujeres	2	África	2017	4
32	Gúdar-Javalambre	Interna	Mujeres	3	América	2017	3
32	Gúdar-Javalambre	Interna	Mujeres	4	Asia	2017	1
33	Matarraña / Matarranya	Externa	Hombres	1	Europa	2017	97
33	Matarraña / Matarranya	Externa	Hombres	2	África	2017	14
33	Matarraña / Matarranya	Externa	Hombres	3	América	2017	1
33	Matarraña / Matarranya	Externa	Mujeres	1	Europa	2017	68
33	Matarraña / Matarranya	Externa	Mujeres	2	África	2017	5
33	Matarraña / Matarranya	Externa	Mujeres	3	América	2017	4
33	Matarraña / Matarranya	Externa	Mujeres	4	Asia	2017	3
33	Matarraña / Matarranya	Interna	Hombres	1	Europa	2017	66
33	Matarraña / Matarranya	Interna	Hombres	2	África	2017	29
33	Matarraña / Matarranya	Interna	Hombres	5	Otros continentes	2017	2
33	Matarraña / Matarranya	Interna	Mujeres	1	Europa	2017	80
33	Matarraña / Matarranya	Interna	Mujeres	2	África	2017	13
01	La Jacetania	Externa	Hombres	1	Europa	2016	255
01	La Jacetania	Externa	Hombres	2	África	2016	4
01	La Jacetania	Externa	Hombres	3	América	2016	4
01	La Jacetania	Externa	Hombres	4	Asia	2016	4
01	La Jacetania	Externa	Mujeres	1	Europa	2016	222
01	La Jacetania	Externa	Mujeres	2	África	2016	2
01	La Jacetania	Externa	Mujeres	3	América	2016	16
01	La Jacetania	Externa	Mujeres	4	Asia	2016	1
01	La Jacetania	Interna	Hombres	1	Europa	2016	167
01	La Jacetania	Interna	Hombres	2	África	2016	1
01	La Jacetania	Interna	Hombres	3	América	2016	7
01	La Jacetania	Interna	Hombres	4	Asia	2016	1
01	La Jacetania	Interna	Mujeres	1	Europa	2016	185
01	La Jacetania	Interna	Mujeres	3	América	2016	7
01	La Jacetania	Interna	Mujeres	4	Asia	2016	1
02	Alto Gállego	Externa	Hombres	1	Europa	2016	121
02	Alto Gállego	Externa	Hombres	2	África	2016	14
02	Alto Gállego	Externa	Hombres	4	Asia	2016	2
02	Alto Gállego	Externa	Mujeres	1	Europa	2016	121
02	Alto Gállego	Externa	Mujeres	2	África	2016	6
02	Alto Gállego	Externa	Mujeres	3	América	2016	16
02	Alto Gállego	Interna	Hombres	1	Europa	2016	114
02	Alto Gállego	Interna	Hombres	2	África	2016	6
02	Alto Gállego	Interna	Hombres	3	América	2016	8
02	Alto Gállego	Interna	Mujeres	1	Europa	2016	104
02	Alto Gállego	Interna	Mujeres	2	África	2016	8
02	Alto Gállego	Interna	Mujeres	3	América	2016	11
03	Sobrarbe	Externa	Hombres	1	Europa	2016	70
03	Sobrarbe	Externa	Hombres	2	África	2016	2
03	Sobrarbe	Externa	Hombres	3	América	2016	2
03	Sobrarbe	Externa	Mujeres	1	Europa	2016	55
03	Sobrarbe	Externa	Mujeres	3	América	2016	4
03	Sobrarbe	Interna	Hombres	1	Europa	2016	94
03	Sobrarbe	Interna	Hombres	2	África	2016	6
03	Sobrarbe	Interna	Hombres	3	América	2016	2
03	Sobrarbe	Interna	Mujeres	1	Europa	2016	83
03	Sobrarbe	Interna	Mujeres	2	África	2016	5
03	Sobrarbe	Interna	Mujeres	3	América	2016	5
04	La Ribagorza	Externa	Hombres	1	Europa	2016	153
04	La Ribagorza	Externa	Hombres	2	África	2016	7
04	La Ribagorza	Externa	Hombres	3	América	2016	11
04	La Ribagorza	Externa	Mujeres	1	Europa	2016	131
04	La Ribagorza	Externa	Mujeres	2	África	2016	2
04	La Ribagorza	Externa	Mujeres	3	América	2016	7
04	La Ribagorza	Interna	Hombres	1	Europa	2016	172
04	La Ribagorza	Interna	Hombres	2	África	2016	6
04	La Ribagorza	Interna	Hombres	3	América	2016	4
04	La Ribagorza	Interna	Mujeres	1	Europa	2016	146
04	La Ribagorza	Interna	Mujeres	2	África	2016	3
04	La Ribagorza	Interna	Mujeres	3	América	2016	12
05	Cinco Villas	Externa	Hombres	1	Europa	2016	131
05	Cinco Villas	Externa	Hombres	2	África	2016	51
05	Cinco Villas	Externa	Hombres	3	América	2016	6
05	Cinco Villas	Externa	Hombres	4	Asia	2016	15
05	Cinco Villas	Externa	Mujeres	1	Europa	2016	121
05	Cinco Villas	Externa	Mujeres	2	África	2016	14
05	Cinco Villas	Externa	Mujeres	3	América	2016	13
05	Cinco Villas	Externa	Mujeres	4	Asia	2016	1
05	Cinco Villas	Interna	Hombres	1	Europa	2016	201
05	Cinco Villas	Interna	Hombres	2	África	2016	14
05	Cinco Villas	Interna	Hombres	3	América	2016	4
05	Cinco Villas	Interna	Hombres	4	Asia	2016	2
05	Cinco Villas	Interna	Mujeres	1	Europa	2016	232
05	Cinco Villas	Interna	Mujeres	2	África	2016	9
05	Cinco Villas	Interna	Mujeres	3	América	2016	7
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	1	Europa	2016	451
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2	África	2016	85
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	3	América	2016	39
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	4	Asia	2016	17
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	1	Europa	2016	469
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2	África	2016	42
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	3	América	2016	54
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	4	Asia	2016	12
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	5	Otros continentes	2016	2
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	1	Europa	2016	585
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2	África	2016	40
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	3	América	2016	10
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	4	Asia	2016	9
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	1	Europa	2016	588
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2	África	2016	21
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	3	América	2016	24
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	4	Asia	2016	6
07	Somontano de Barbastro	Externa	Hombres	1	Europa	2016	142
07	Somontano de Barbastro	Externa	Hombres	2	África	2016	23
07	Somontano de Barbastro	Externa	Hombres	3	América	2016	19
07	Somontano de Barbastro	Externa	Hombres	4	Asia	2016	1
07	Somontano de Barbastro	Externa	Mujeres	1	Europa	2016	125
07	Somontano de Barbastro	Externa	Mujeres	2	África	2016	15
07	Somontano de Barbastro	Externa	Mujeres	3	América	2016	22
07	Somontano de Barbastro	Externa	Mujeres	4	Asia	2016	2
07	Somontano de Barbastro	Interna	Hombres	1	Europa	2016	163
07	Somontano de Barbastro	Interna	Hombres	2	África	2016	12
07	Somontano de Barbastro	Interna	Hombres	3	América	2016	5
07	Somontano de Barbastro	Interna	Hombres	4	Asia	2016	2
07	Somontano de Barbastro	Interna	Mujeres	1	Europa	2016	195
07	Somontano de Barbastro	Interna	Mujeres	2	África	2016	6
07	Somontano de Barbastro	Interna	Mujeres	3	América	2016	22
08	Cinca Medio	Externa	Hombres	1	Europa	2016	204
08	Cinca Medio	Externa	Hombres	2	África	2016	84
08	Cinca Medio	Externa	Hombres	3	América	2016	23
08	Cinca Medio	Externa	Hombres	4	Asia	2016	4
08	Cinca Medio	Externa	Mujeres	1	Europa	2016	177
08	Cinca Medio	Externa	Mujeres	2	África	2016	33
08	Cinca Medio	Externa	Mujeres	3	América	2016	20
08	Cinca Medio	Externa	Mujeres	4	Asia	2016	2
08	Cinca Medio	Interna	Hombres	1	Europa	2016	151
08	Cinca Medio	Interna	Hombres	2	África	2016	9
08	Cinca Medio	Interna	Hombres	3	América	2016	4
08	Cinca Medio	Interna	Hombres	4	Asia	2016	5
08	Cinca Medio	Interna	Mujeres	1	Europa	2016	145
08	Cinca Medio	Interna	Mujeres	2	África	2016	4
08	Cinca Medio	Interna	Mujeres	3	América	2016	8
08	Cinca Medio	Interna	Mujeres	4	Asia	2016	4
09	La Litera / La Llitera	Externa	Hombres	1	Europa	2016	176
09	La Litera / La Llitera	Externa	Hombres	2	África	2016	86
09	La Litera / La Llitera	Externa	Hombres	3	América	2016	12
09	La Litera / La Llitera	Externa	Hombres	4	Asia	2016	2
09	La Litera / La Llitera	Externa	Mujeres	1	Europa	2016	172
09	La Litera / La Llitera	Externa	Mujeres	2	África	2016	12
09	La Litera / La Llitera	Externa	Mujeres	3	América	2016	16
09	La Litera / La Llitera	Externa	Mujeres	4	Asia	2016	3
09	La Litera / La Llitera	Interna	Hombres	1	Europa	2016	115
09	La Litera / La Llitera	Interna	Hombres	2	África	2016	22
09	La Litera / La Llitera	Interna	Hombres	3	América	2016	7
09	La Litera / La Llitera	Interna	Mujeres	1	Europa	2016	113
09	La Litera / La Llitera	Interna	Mujeres	2	África	2016	9
09	La Litera / La Llitera	Interna	Mujeres	3	América	2016	4
10	Los Monegros	Externa	Hombres	1	Europa	2016	104
10	Los Monegros	Externa	Hombres	2	África	2016	24
10	Los Monegros	Externa	Hombres	3	América	2016	3
10	Los Monegros	Externa	Hombres	4	Asia	2016	3
10	Los Monegros	Externa	Hombres	5	Otros continentes	2016	1
10	Los Monegros	Externa	Mujeres	1	Europa	2016	104
10	Los Monegros	Externa	Mujeres	2	África	2016	8
10	Los Monegros	Externa	Mujeres	3	América	2016	8
10	Los Monegros	Externa	Mujeres	4	Asia	2016	1
10	Los Monegros	Interna	Hombres	1	Europa	2016	186
10	Los Monegros	Interna	Hombres	2	África	2016	19
10	Los Monegros	Interna	Hombres	3	América	2016	7
10	Los Monegros	Interna	Hombres	4	Asia	2016	2
10	Los Monegros	Interna	Mujeres	1	Europa	2016	232
10	Los Monegros	Interna	Mujeres	2	África	2016	7
10	Los Monegros	Interna	Mujeres	3	América	2016	19
10	Los Monegros	Interna	Mujeres	4	Asia	2016	1
11	Bajo Cinca / Baix Cinca	Externa	Hombres	1	Europa	2016	331
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2	África	2016	116
11	Bajo Cinca / Baix Cinca	Externa	Hombres	3	América	2016	7
11	Bajo Cinca / Baix Cinca	Externa	Hombres	4	Asia	2016	5
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	1	Europa	2016	307
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2	África	2016	23
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	3	América	2016	5
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	4	Asia	2016	3
11	Bajo Cinca / Baix Cinca	Interna	Hombres	1	Europa	2016	89
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2	África	2016	26
11	Bajo Cinca / Baix Cinca	Interna	Hombres	3	América	2016	4
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	1	Europa	2016	96
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2	África	2016	13
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	3	América	2016	4
12	Tarazona y el Moncayo	Externa	Hombres	1	Europa	2016	108
12	Tarazona y el Moncayo	Externa	Hombres	2	África	2016	12
12	Tarazona y el Moncayo	Externa	Hombres	3	América	2016	8
12	Tarazona y el Moncayo	Externa	Hombres	4	Asia	2016	5
12	Tarazona y el Moncayo	Externa	Mujeres	1	Europa	2016	97
12	Tarazona y el Moncayo	Externa	Mujeres	2	África	2016	5
12	Tarazona y el Moncayo	Externa	Mujeres	3	América	2016	3
12	Tarazona y el Moncayo	Externa	Mujeres	4	Asia	2016	4
12	Tarazona y el Moncayo	Interna	Hombres	1	Europa	2016	135
12	Tarazona y el Moncayo	Interna	Hombres	2	África	2016	8
12	Tarazona y el Moncayo	Interna	Hombres	3	América	2016	2
12	Tarazona y el Moncayo	Interna	Hombres	4	Asia	2016	2
12	Tarazona y el Moncayo	Interna	Mujeres	1	Europa	2016	136
12	Tarazona y el Moncayo	Interna	Mujeres	2	África	2016	6
12	Tarazona y el Moncayo	Interna	Mujeres	3	América	2016	1
13	Campo de Borja	Externa	Hombres	1	Europa	2016	80
13	Campo de Borja	Externa	Hombres	2	África	2016	29
13	Campo de Borja	Externa	Hombres	3	América	2016	6
13	Campo de Borja	Externa	Hombres	4	Asia	2016	3
13	Campo de Borja	Externa	Mujeres	1	Europa	2016	67
13	Campo de Borja	Externa	Mujeres	2	África	2016	11
13	Campo de Borja	Externa	Mujeres	3	América	2016	6
13	Campo de Borja	Externa	Mujeres	4	Asia	2016	4
13	Campo de Borja	Interna	Hombres	1	Europa	2016	118
13	Campo de Borja	Interna	Hombres	2	África	2016	22
13	Campo de Borja	Interna	Hombres	3	América	2016	2
13	Campo de Borja	Interna	Mujeres	1	Europa	2016	143
13	Campo de Borja	Interna	Mujeres	2	África	2016	9
13	Campo de Borja	Interna	Mujeres	3	América	2016	7
14	Aranda	Externa	Hombres	1	Europa	2016	32
14	Aranda	Externa	Hombres	2	África	2016	9
14	Aranda	Externa	Mujeres	1	Europa	2016	30
14	Aranda	Externa	Mujeres	2	África	2016	3
14	Aranda	Interna	Hombres	1	Europa	2016	68
14	Aranda	Interna	Hombres	2	África	2016	7
14	Aranda	Interna	Hombres	3	América	2016	1
14	Aranda	Interna	Hombres	4	Asia	2016	1
14	Aranda	Interna	Mujeres	1	Europa	2016	81
14	Aranda	Interna	Mujeres	2	África	2016	6
14	Aranda	Interna	Mujeres	3	América	2016	2
15	Ribera Alta del Ebro	Externa	Hombres	1	Europa	2016	144
15	Ribera Alta del Ebro	Externa	Hombres	2	África	2016	17
15	Ribera Alta del Ebro	Externa	Hombres	3	América	2016	3
15	Ribera Alta del Ebro	Externa	Hombres	4	Asia	2016	5
15	Ribera Alta del Ebro	Externa	Mujeres	1	Europa	2016	144
15	Ribera Alta del Ebro	Externa	Mujeres	2	África	2016	8
15	Ribera Alta del Ebro	Externa	Mujeres	3	América	2016	13
15	Ribera Alta del Ebro	Externa	Mujeres	4	Asia	2016	1
15	Ribera Alta del Ebro	Interna	Hombres	1	Europa	2016	352
15	Ribera Alta del Ebro	Interna	Hombres	2	África	2016	13
15	Ribera Alta del Ebro	Interna	Hombres	3	América	2016	14
15	Ribera Alta del Ebro	Interna	Hombres	4	Asia	2016	1
15	Ribera Alta del Ebro	Interna	Mujeres	1	Europa	2016	363
15	Ribera Alta del Ebro	Interna	Mujeres	2	África	2016	5
15	Ribera Alta del Ebro	Interna	Mujeres	3	América	2016	33
16	Valdejalón	Externa	Hombres	1	Europa	2016	268
16	Valdejalón	Externa	Hombres	2	África	2016	63
16	Valdejalón	Externa	Hombres	3	América	2016	8
16	Valdejalón	Externa	Hombres	4	Asia	2016	8
16	Valdejalón	Externa	Mujeres	1	Europa	2016	254
16	Valdejalón	Externa	Mujeres	2	África	2016	22
16	Valdejalón	Externa	Mujeres	3	América	2016	8
16	Valdejalón	Externa	Mujeres	4	Asia	2016	7
16	Valdejalón	Interna	Hombres	1	Europa	2016	341
16	Valdejalón	Interna	Hombres	2	África	2016	40
16	Valdejalón	Interna	Hombres	3	América	2016	8
16	Valdejalón	Interna	Hombres	4	Asia	2016	6
16	Valdejalón	Interna	Mujeres	1	Europa	2016	338
16	Valdejalón	Interna	Mujeres	2	África	2016	20
16	Valdejalón	Interna	Mujeres	3	América	2016	22
16	Valdejalón	Interna	Mujeres	4	Asia	2016	1
17	D.C. Zaragoza	Externa	Hombres	1	Europa	2016	4728
17	D.C. Zaragoza	Externa	Hombres	2	África	2016	1567
17	D.C. Zaragoza	Externa	Hombres	3	América	2016	635
17	D.C. Zaragoza	Externa	Hombres	4	Asia	2016	611
17	D.C. Zaragoza	Externa	Hombres	5	Otros continentes	2016	4
17	D.C. Zaragoza	Externa	Mujeres	1	Europa	2016	4259
17	D.C. Zaragoza	Externa	Mujeres	2	África	2016	510
17	D.C. Zaragoza	Externa	Mujeres	3	América	2016	896
17	D.C. Zaragoza	Externa	Mujeres	4	Asia	2016	281
17	D.C. Zaragoza	Externa	Mujeres	5	Otros continentes	2016	3
17	D.C. Zaragoza	Interna	Hombres	1	Europa	2016	3493
17	D.C. Zaragoza	Interna	Hombres	2	África	2016	186
17	D.C. Zaragoza	Interna	Hombres	3	América	2016	119
17	D.C. Zaragoza	Interna	Hombres	4	Asia	2016	47
17	D.C. Zaragoza	Interna	Mujeres	1	Europa	2016	3463
17	D.C. Zaragoza	Interna	Mujeres	2	África	2016	107
17	D.C. Zaragoza	Interna	Mujeres	3	América	2016	273
17	D.C. Zaragoza	Interna	Mujeres	4	Asia	2016	29
18	Ribera Baja del Ebro	Externa	Hombres	1	Europa	2016	29
18	Ribera Baja del Ebro	Externa	Hombres	2	África	2016	19
18	Ribera Baja del Ebro	Externa	Hombres	3	América	2016	7
18	Ribera Baja del Ebro	Externa	Mujeres	1	Europa	2016	39
18	Ribera Baja del Ebro	Externa	Mujeres	2	África	2016	8
18	Ribera Baja del Ebro	Externa	Mujeres	3	América	2016	8
18	Ribera Baja del Ebro	Interna	Hombres	1	Europa	2016	72
18	Ribera Baja del Ebro	Interna	Hombres	2	África	2016	13
18	Ribera Baja del Ebro	Interna	Hombres	3	América	2016	7
18	Ribera Baja del Ebro	Interna	Hombres	4	Asia	2016	2
18	Ribera Baja del Ebro	Interna	Hombres	5	Otros continentes	2016	1
18	Ribera Baja del Ebro	Interna	Mujeres	1	Europa	2016	88
18	Ribera Baja del Ebro	Interna	Mujeres	2	África	2016	6
18	Ribera Baja del Ebro	Interna	Mujeres	3	América	2016	16
18	Ribera Baja del Ebro	Interna	Mujeres	4	Asia	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	1	Europa	2016	105
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2	África	2016	87
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	4	Asia	2016	68
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	1	Europa	2016	112
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2	África	2016	34
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	3	América	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	4	Asia	2016	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	1	Europa	2016	67
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2	África	2016	19
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	3	América	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	4	Asia	2016	18
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	1	Europa	2016	72
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2	África	2016	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	3	América	2016	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	4	Asia	2016	2
20	Comunidad de Calatayud	Externa	Hombres	1	Europa	2016	598
20	Comunidad de Calatayud	Externa	Hombres	2	África	2016	40
20	Comunidad de Calatayud	Externa	Hombres	3	América	2016	13
20	Comunidad de Calatayud	Externa	Hombres	4	Asia	2016	10
20	Comunidad de Calatayud	Externa	Mujeres	1	Europa	2016	371
20	Comunidad de Calatayud	Externa	Mujeres	2	África	2016	19
20	Comunidad de Calatayud	Externa	Mujeres	3	América	2016	23
20	Comunidad de Calatayud	Externa	Mujeres	4	Asia	2016	3
20	Comunidad de Calatayud	Interna	Hombres	1	Europa	2016	473
20	Comunidad de Calatayud	Interna	Hombres	2	África	2016	27
20	Comunidad de Calatayud	Interna	Hombres	3	América	2016	9
20	Comunidad de Calatayud	Interna	Hombres	4	Asia	2016	5
20	Comunidad de Calatayud	Interna	Mujeres	1	Europa	2016	455
20	Comunidad de Calatayud	Interna	Mujeres	2	África	2016	9
20	Comunidad de Calatayud	Interna	Mujeres	3	América	2016	21
20	Comunidad de Calatayud	Interna	Mujeres	4	Asia	2016	4
21	Campo de Cariñena	Externa	Hombres	1	Europa	2016	32
21	Campo de Cariñena	Externa	Hombres	2	África	2016	17
21	Campo de Cariñena	Externa	Hombres	3	América	2016	1
21	Campo de Cariñena	Externa	Hombres	4	Asia	2016	4
21	Campo de Cariñena	Externa	Mujeres	1	Europa	2016	27
21	Campo de Cariñena	Externa	Mujeres	2	África	2016	6
21	Campo de Cariñena	Externa	Mujeres	3	América	2016	4
21	Campo de Cariñena	Interna	Hombres	1	Europa	2016	94
21	Campo de Cariñena	Interna	Hombres	2	África	2016	22
21	Campo de Cariñena	Interna	Hombres	3	América	2016	1
21	Campo de Cariñena	Interna	Mujeres	1	Europa	2016	103
21	Campo de Cariñena	Interna	Mujeres	2	África	2016	7
21	Campo de Cariñena	Interna	Mujeres	3	América	2016	6
22	Campo de Belchite	Externa	Hombres	1	Europa	2016	18
22	Campo de Belchite	Externa	Hombres	3	América	2016	1
22	Campo de Belchite	Externa	Mujeres	1	Europa	2016	8
22	Campo de Belchite	Externa	Mujeres	2	África	2016	2
22	Campo de Belchite	Externa	Mujeres	3	América	2016	3
22	Campo de Belchite	Interna	Hombres	1	Europa	2016	81
22	Campo de Belchite	Interna	Hombres	2	África	2016	14
22	Campo de Belchite	Interna	Hombres	3	América	2016	1
22	Campo de Belchite	Interna	Mujeres	1	Europa	2016	81
22	Campo de Belchite	Interna	Mujeres	2	África	2016	6
22	Campo de Belchite	Interna	Mujeres	3	América	2016	4
23	Bajo Martín	Externa	Hombres	1	Europa	2016	46
23	Bajo Martín	Externa	Hombres	2	África	2016	16
23	Bajo Martín	Externa	Mujeres	1	Europa	2016	30
23	Bajo Martín	Externa	Mujeres	2	África	2016	9
23	Bajo Martín	Externa	Mujeres	3	América	2016	2
23	Bajo Martín	Interna	Hombres	1	Europa	2016	66
23	Bajo Martín	Interna	Hombres	2	África	2016	16
23	Bajo Martín	Interna	Hombres	3	América	2016	3
23	Bajo Martín	Interna	Hombres	4	Asia	2016	1
23	Bajo Martín	Interna	Mujeres	1	Europa	2016	58
23	Bajo Martín	Interna	Mujeres	2	África	2016	12
23	Bajo Martín	Interna	Mujeres	3	América	2016	2
23	Bajo Martín	Interna	Mujeres	5	Otros continentes	2016	1
24	Campo de Daroca	Externa	Hombres	1	Europa	2016	38
24	Campo de Daroca	Externa	Hombres	2	África	2016	6
24	Campo de Daroca	Externa	Hombres	3	América	2016	4
