Mes y año	'Aragón'	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Junio 2009	Aragón	10	Educación Primaria o inferior	Hombres	8401
Junio 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4202
Junio 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24622
Junio 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19572
Junio 2009	Aragón	31	Bachillerato	Hombres	3672
Junio 2009	Aragón	31	Bachillerato	Mujeres	4154
Junio 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2283
Junio 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	2992
Junio 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1617
Junio 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2129
Junio 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1939
Junio 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3877
Mayo 2009	Aragón	10	Educación Primaria o inferior	Hombres	8679
Mayo 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4397
Mayo 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	25344
Mayo 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19838
Mayo 2009	Aragón	31	Bachillerato	Hombres	3660
Mayo 2009	Aragón	31	Bachillerato	Mujeres	4180
Mayo 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2355
Mayo 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3298
Mayo 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1626
Mayo 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2148
Mayo 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1912
Mayo 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3897
Abril 2009	Aragón	10	Educación Primaria o inferior	Hombres	9233
Abril 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4445
Abril 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	25656
Abril 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19879
Abril 2009	Aragón	31	Bachillerato	Hombres	3545
Abril 2009	Aragón	31	Bachillerato	Mujeres	4035
Abril 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2290
Abril 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3268
Abril 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1560
Abril 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2153
Abril 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1918
Abril 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3924
Marzo 2009	Aragón	10	Educación Primaria o inferior	Hombres	8926
Marzo 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4400
Marzo 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24986
Marzo 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19530
Marzo 2009	Aragón	31	Bachillerato	Hombres	3463
Marzo 2009	Aragón	31	Bachillerato	Mujeres	3877
Marzo 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2163
Marzo 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3209
Marzo 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1462
Marzo 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2081
Marzo 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1873
Marzo 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3953
Febrero 2009	Aragón	10	Educación Primaria o inferior	Hombres	8642
Febrero 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4221
Febrero 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24180
Febrero 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	18781
Febrero 2009	Aragón	31	Bachillerato	Hombres	3331
Febrero 2009	Aragón	31	Bachillerato	Mujeres	3733
Febrero 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2018
Febrero 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3136
Febrero 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1374
Febrero 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1969
Febrero 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1792
Febrero 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3809
Enero 2009	Aragón	10	Educación Primaria o inferior	Hombres	8417
Enero 2009	Aragón	10	Educación Primaria o inferior	Mujeres	3972
Enero 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	22878
Enero 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	17775
Enero 2009	Aragón	31	Bachillerato	Hombres	3157
Enero 2009	Aragón	31	Bachillerato	Mujeres	3550
Enero 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	1932
Enero 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	2963
Enero 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1268
Enero 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1934
Enero 2009	Aragón	42	Enseñanza superior universitaria	Hombres	1778
Enero 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	3667
Diciembre 2008	Aragón	10	Educación Primaria o inferior	Hombres	7769
Diciembre 2008	Aragón	10	Educación Primaria o inferior	Mujeres	3526
Diciembre 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	21393
Diciembre 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	16425
Diciembre 2008	Aragón	31	Bachillerato	Hombres	2931
Diciembre 2008	Aragón	31	Bachillerato	Mujeres	3308
Diciembre 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	1741
Diciembre 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2478
Diciembre 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	1166
Diciembre 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1633
Diciembre 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1631
Diciembre 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	3265
Noviembre 2008	Aragón	10	Educación Primaria o inferior	Hombres	6817
Noviembre 2008	Aragón	10	Educación Primaria o inferior	Mujeres	3453
Noviembre 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	19099
Noviembre 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	16095
Noviembre 2008	Aragón	31	Bachillerato	Hombres	2743
Noviembre 2008	Aragón	31	Bachillerato	Mujeres	3174
Noviembre 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	1534
Noviembre 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2438
Noviembre 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	1031
Noviembre 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1573
Noviembre 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1440
Noviembre 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	3044
Octubre 2008	Aragón	0	Sin clasificar	Mujeres	1
Octubre 2008	Aragón	10	Educación Primaria o inferior	Hombres	5993
Octubre 2008	Aragón	10	Educación Primaria o inferior	Mujeres	3127
Octubre 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	17320
Octubre 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	15303
Octubre 2008	Aragón	31	Bachillerato	Hombres	2598
Octubre 2008	Aragón	31	Bachillerato	Mujeres	3152
Octubre 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	1391
Octubre 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2466
Octubre 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	986
Octubre 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1627
Octubre 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1386
Octubre 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2981
Septiembre 2008	Aragón	0	Sin clasificar	Mujeres	1
Septiembre 2008	Aragón	10	Educación Primaria o inferior	Hombres	5286
Septiembre 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2681
Septiembre 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	14832
Septiembre 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	13591
Septiembre 2008	Aragón	31	Bachillerato	Hombres	2223
Septiembre 2008	Aragón	31	Bachillerato	Mujeres	2803
Septiembre 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	1087
Septiembre 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2053
Septiembre 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	831
Septiembre 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1429
Septiembre 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1258
Septiembre 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2743
Agosto 2008	Aragón	10	Educación Primaria o inferior	Hombres	4740
Agosto 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2386
Agosto 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	13392
Agosto 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	12374
Agosto 2008	Aragón	31	Bachillerato	Hombres	1982
Agosto 2008	Aragón	31	Bachillerato	Mujeres	2514
Agosto 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	989
Agosto 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	1748
Agosto 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	702
Agosto 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1324
Agosto 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1212
Agosto 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2822
Julio 2008	Aragón	10	Educación Primaria o inferior	Hombres	4324
Julio 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2380
Julio 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	12463
Julio 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	12314
Julio 2008	Aragón	31	Bachillerato	Hombres	1845
Julio 2008	Aragón	31	Bachillerato	Mujeres	2377
Julio 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	876
Julio 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	1666
Julio 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	606
Julio 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1237
Julio 2008	Aragón	42	Enseñanza superior universitaria	Hombres	1130
Julio 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2569
Junio 2008	Aragón	10	Educación Primaria o inferior	Hombres	3800
Junio 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2400
Junio 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	11335
Junio 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	12368
Junio 2008	Aragón	31	Bachillerato	Hombres	1808
Junio 2008	Aragón	31	Bachillerato	Mujeres	2330
Junio 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	820
Junio 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	1739
Junio 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	572
Junio 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1221
Junio 2008	Aragón	42	Enseñanza superior universitaria	Hombres	962
Junio 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2332
Mayo 2008	Aragón	10	Educación Primaria o inferior	Hombres	3318
Mayo 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2481
Mayo 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	10528
Mayo 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	12848
Mayo 2008	Aragón	31	Bachillerato	Hombres	1743
Mayo 2008	Aragón	31	Bachillerato	Mujeres	2327
Mayo 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	819
Mayo 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	1904
Mayo 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	561
Mayo 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1200
Mayo 2008	Aragón	42	Enseñanza superior universitaria	Hombres	918
Mayo 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2234
Abril 2008	Aragón	10	Educación Primaria o inferior	Hombres	3344
Abril 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2568
Abril 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	10651
Abril 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	13382
Abril 2008	Aragón	31	Bachillerato	Hombres	1713
Abril 2008	Aragón	31	Bachillerato	Mujeres	2506
Abril 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	821
Abril 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2059
Abril 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	593
Abril 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1287
Abril 2008	Aragón	42	Enseñanza superior universitaria	Hombres	980
Abril 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2498
Marzo 2008	Aragón	10	Educación Primaria o inferior	Hombres	3126
Marzo 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2530
Marzo 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	10221
Marzo 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	13325
Marzo 2008	Aragón	31	Bachillerato	Hombres	1747
Marzo 2008	Aragón	31	Bachillerato	Mujeres	2501
Marzo 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	768
Marzo 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	1993
Marzo 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	595
Marzo 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1306
Marzo 2008	Aragón	42	Enseñanza superior universitaria	Hombres	994
Marzo 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2631
Febrero 2008	Aragón	10	Educación Primaria o inferior	Hombres	3238
Febrero 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2616
Febrero 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	10159
Febrero 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	13472
Febrero 2008	Aragón	31	Bachillerato	Hombres	1732
Febrero 2008	Aragón	31	Bachillerato	Mujeres	2517
Febrero 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	776
Febrero 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2014
Febrero 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	592
Febrero 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1293
Febrero 2008	Aragón	42	Enseñanza superior universitaria	Hombres	994
Febrero 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2626
Enero 2008	Aragón	10	Educación Primaria o inferior	Hombres	2953
Enero 2008	Aragón	10	Educación Primaria o inferior	Mujeres	2476
Enero 2008	Aragón	20	Primera etapa de educación secundaria	Hombres	9974
Enero 2008	Aragón	20	Primera etapa de educación secundaria	Mujeres	13247
Enero 2008	Aragón	31	Bachillerato	Hombres	1710
Enero 2008	Aragón	31	Bachillerato	Mujeres	2453
Enero 2008	Aragón	32	Enseñanza media de formación profesional	Hombres	758
Enero 2008	Aragón	32	Enseñanza media de formación profesional	Mujeres	2056
Enero 2008	Aragón	41	Enseñanza superior de formación profesional	Hombres	602
Enero 2008	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1297
Enero 2008	Aragón	42	Enseñanza superior universitaria	Hombres	993
Enero 2008	Aragón	42	Enseñanza superior universitaria	Mujeres	2673
Diciembre 2007	Aragón	0	Sin clasificar	Mujeres	1
Diciembre 2007	Aragón	10	Educación Primaria o inferior	Hombres	2638
Diciembre 2007	Aragón	10	Educación Primaria o inferior	Mujeres	2253
Diciembre 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	9404
Diciembre 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12402
Diciembre 2007	Aragón	31	Bachillerato	Hombres	1665
Diciembre 2007	Aragón	31	Bachillerato	Mujeres	2355
Diciembre 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	707
Diciembre 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1793
Diciembre 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	574
Diciembre 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1162
Diciembre 2007	Aragón	42	Enseñanza superior universitaria	Hombres	941
Diciembre 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2483
Noviembre 2007	Aragón	10	Educación Primaria o inferior	Hombres	2323
Noviembre 2007	Aragón	10	Educación Primaria o inferior	Mujeres	2281
Noviembre 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8622
Noviembre 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12516
Noviembre 2007	Aragón	31	Bachillerato	Hombres	1536
Noviembre 2007	Aragón	31	Bachillerato	Mujeres	2370
Noviembre 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	683
Noviembre 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1871
Noviembre 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	552
Noviembre 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1203
Noviembre 2007	Aragón	42	Enseñanza superior universitaria	Hombres	939
Noviembre 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2475
Octubre 2007	Aragón	10	Educación Primaria o inferior	Hombres	2208
Octubre 2007	Aragón	10	Educación Primaria o inferior	Mujeres	2151
Octubre 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8380
Octubre 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12299
Octubre 2007	Aragón	31	Bachillerato	Hombres	1553
Octubre 2007	Aragón	31	Bachillerato	Mujeres	2353
Octubre 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	653
Octubre 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1842
Octubre 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	511
Octubre 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1231
Octubre 2007	Aragón	42	Enseñanza superior universitaria	Hombres	910
Octubre 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2494
Septiembre 2007	Aragón	10	Educación Primaria o inferior	Hombres	2158
Septiembre 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1913
Septiembre 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8121
Septiembre 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	11862
Septiembre 2007	Aragón	31	Bachillerato	Hombres	1426
Septiembre 2007	Aragón	31	Bachillerato	Mujeres	2300
Septiembre 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	634
Septiembre 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1713
Septiembre 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	522
Septiembre 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1207
Septiembre 2007	Aragón	42	Enseñanza superior universitaria	Hombres	897
Septiembre 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2632
Agosto 2007	Aragón	10	Educación Primaria o inferior	Hombres	2142
Agosto 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1846
Agosto 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8298
Agosto 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	11831
Agosto 2007	Aragón	31	Bachillerato	Hombres	1458
Agosto 2007	Aragón	31	Bachillerato	Mujeres	2383
Agosto 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	596
Agosto 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1637
Agosto 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	556
Agosto 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1205
Agosto 2007	Aragón	42	Enseñanza superior universitaria	Hombres	969
Agosto 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2734
Julio 2007	Aragón	10	Educación Primaria o inferior	Hombres	1916
Julio 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1794
Julio 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	7530
Julio 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	11665
Julio 2007	Aragón	31	Bachillerato	Hombres	1403
Julio 2007	Aragón	31	Bachillerato	Mujeres	2213
Julio 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	507
Julio 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1542
Julio 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	491
Julio 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1165
Julio 2007	Aragón	42	Enseñanza superior universitaria	Hombres	907
Julio 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2568
Junio 2007	Aragón	10	Educación Primaria o inferior	Hombres	1720
Junio 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1777
Junio 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	7436
Junio 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	11815
Junio 2007	Aragón	31	Bachillerato	Hombres	1359
Junio 2007	Aragón	31	Bachillerato	Mujeres	2158
Junio 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	517
Junio 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1627
Junio 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	447
Junio 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1087
Junio 2007	Aragón	42	Enseñanza superior universitaria	Hombres	856
Junio 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2366
Mayo 2007	Aragón	10	Educación Primaria o inferior	Hombres	1707
Mayo 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1859
Mayo 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	7601
Mayo 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12205
Mayo 2007	Aragón	31	Bachillerato	Hombres	1486
Mayo 2007	Aragón	31	Bachillerato	Mujeres	2305
Mayo 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	532
Mayo 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1787
Mayo 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	484
Mayo 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1099
Mayo 2007	Aragón	42	Enseñanza superior universitaria	Hombres	870
Mayo 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2376
Abril 2007	Aragón	10	Educación Primaria o inferior	Hombres	1901
Abril 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1877
Abril 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8164
Abril 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12634
Abril 2007	Aragón	31	Bachillerato	Hombres	1532
Abril 2007	Aragón	31	Bachillerato	Mujeres	2293
Abril 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	588
Abril 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1895
Abril 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	490
Abril 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1158
Abril 2007	Aragón	42	Enseñanza superior universitaria	Hombres	908
Abril 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2408
Marzo 2007	Aragón	10	Educación Primaria o inferior	Hombres	1928
Marzo 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1886
Marzo 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8240
Marzo 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12669
Marzo 2007	Aragón	31	Bachillerato	Hombres	1556
Marzo 2007	Aragón	31	Bachillerato	Mujeres	2337
Marzo 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	591
Marzo 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1909
Marzo 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	478
Marzo 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1198
Marzo 2007	Aragón	42	Enseñanza superior universitaria	Hombres	919
Marzo 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2564
Febrero 2007	Aragón	10	Educación Primaria o inferior	Hombres	2023
Febrero 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1855
Febrero 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8340
Febrero 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12521
Febrero 2007	Aragón	31	Bachillerato	Hombres	1610
Febrero 2007	Aragón	31	Bachillerato	Mujeres	2318
Febrero 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	602
Febrero 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1908
Febrero 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	474
Febrero 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1213
Febrero 2007	Aragón	42	Enseñanza superior universitaria	Hombres	945
Febrero 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2580
Enero 2007	Aragón	10	Educación Primaria o inferior	Hombres	2065
Enero 2007	Aragón	10	Educación Primaria o inferior	Mujeres	1891
Enero 2007	Aragón	20	Primera etapa de educación secundaria	Hombres	8791
Enero 2007	Aragón	20	Primera etapa de educación secundaria	Mujeres	12479
Enero 2007	Aragón	31	Bachillerato	Hombres	1655
Enero 2007	Aragón	31	Bachillerato	Mujeres	2428
Enero 2007	Aragón	32	Enseñanza media de formación profesional	Hombres	644
Enero 2007	Aragón	32	Enseñanza media de formación profesional	Mujeres	1989
Enero 2007	Aragón	41	Enseñanza superior de formación profesional	Hombres	507
Enero 2007	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1293
Enero 2007	Aragón	42	Enseñanza superior universitaria	Hombres	987
Enero 2007	Aragón	42	Enseñanza superior universitaria	Mujeres	2636
Diciembre 2006	Aragón	10	Educación Primaria o inferior	Hombres	2074
Diciembre 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1701
Diciembre 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8797
Diciembre 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	12152
Diciembre 2006	Aragón	31	Bachillerato	Hombres	1673
Diciembre 2006	Aragón	31	Bachillerato	Mujeres	2372
Diciembre 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	639
Diciembre 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1792
Diciembre 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	522
Diciembre 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1214
Diciembre 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1020
Diciembre 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2551
Noviembre 2006	Aragón	10	Educación Primaria o inferior	Hombres	1870
Noviembre 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1713
Noviembre 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8200
Noviembre 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	12451
Noviembre 2006	Aragón	31	Bachillerato	Hombres	1636
Noviembre 2006	Aragón	31	Bachillerato	Mujeres	2479
Noviembre 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	626
Noviembre 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1902
Noviembre 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	494
Noviembre 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1262
Noviembre 2006	Aragón	42	Enseñanza superior universitaria	Hombres	992
Noviembre 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2660
Octubre 2006	Aragón	10	Educación Primaria o inferior	Hombres	1827
Octubre 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1620
Octubre 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8183
