Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
22051	Bárcabo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22051	Bárcabo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
22052	Belver de Cinca	1	Empresario o profesional que emplea personal	Hombres	18
22052	Belver de Cinca	1	Empresario o profesional que emplea personal	Mujeres	4
22052	Belver de Cinca	2	Empresario o profesional que no emplea personal	Hombres	181
22052	Belver de Cinca	2	Empresario o profesional que no emplea personal	Mujeres	31
22052	Belver de Cinca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	94
22052	Belver de Cinca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	49
22052	Belver de Cinca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	59
22052	Belver de Cinca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	47
22052	Belver de Cinca	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22053	Benabarre	1	Empresario o profesional que emplea personal	Hombres	41
22053	Benabarre	1	Empresario o profesional que emplea personal	Mujeres	15
22053	Benabarre	2	Empresario o profesional que no emplea personal	Hombres	106
22053	Benabarre	2	Empresario o profesional que no emplea personal	Mujeres	23
22053	Benabarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	98
22053	Benabarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	55
22053	Benabarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	32
22053	Benabarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	33
22053	Benabarre	5	Otra situación (Ayuda familiar)	Hombres	2
22053	Benabarre	5	Otra situación (Ayuda familiar)	Mujeres	1
22054	Benasque	1	Empresario o profesional que emplea personal	Hombres	67
22054	Benasque	1	Empresario o profesional que emplea personal	Mujeres	41
22054	Benasque	2	Empresario o profesional que no emplea personal	Hombres	57
22054	Benasque	2	Empresario o profesional que no emplea personal	Mujeres	53
22054	Benasque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	251
22054	Benasque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	144
22054	Benasque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	106
22054	Benasque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	93
22055	Berbegal	1	Empresario o profesional que emplea personal	Hombres	8
22055	Berbegal	1	Empresario o profesional que emplea personal	Mujeres	3
22055	Berbegal	2	Empresario o profesional que no emplea personal	Hombres	45
22055	Berbegal	2	Empresario o profesional que no emplea personal	Mujeres	10
22055	Berbegal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	52
22055	Berbegal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	24
22055	Berbegal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
22055	Berbegal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
22055	Berbegal	6	Otra situación (Miembro de cooperativas)	Hombres	1
22057	Bielsa	1	Empresario o profesional que emplea personal	Hombres	15
22057	Bielsa	1	Empresario o profesional que emplea personal	Mujeres	16
22057	Bielsa	2	Empresario o profesional que no emplea personal	Hombres	17
22057	Bielsa	2	Empresario o profesional que no emplea personal	Mujeres	7
22057	Bielsa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	77
22057	Bielsa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	23
22057	Bielsa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	9
22057	Bielsa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	14
22058	Bierge	1	Empresario o profesional que emplea personal	Hombres	8
22058	Bierge	1	Empresario o profesional que emplea personal	Mujeres	8
22058	Bierge	2	Empresario o profesional que no emplea personal	Hombres	29
22058	Bierge	2	Empresario o profesional que no emplea personal	Mujeres	1
22058	Bierge	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
22058	Bierge	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
22058	Bierge	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	17
22058	Bierge	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22059	Biescas	1	Empresario o profesional que emplea personal	Hombres	45
22059	Biescas	1	Empresario o profesional que emplea personal	Mujeres	28
22059	Biescas	2	Empresario o profesional que no emplea personal	Hombres	49
22059	Biescas	2	Empresario o profesional que no emplea personal	Mujeres	32
22059	Biescas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	167
22059	Biescas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	97
22059	Biescas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	61
22059	Biescas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	28
22059	Biescas	5	Otra situación (Ayuda familiar)	Mujeres	4
22060	Binaced	1	Empresario o profesional que emplea personal	Hombres	65
22060	Binaced	1	Empresario o profesional que emplea personal	Mujeres	15
22060	Binaced	2	Empresario o profesional que no emplea personal	Hombres	154
22060	Binaced	2	Empresario o profesional que no emplea personal	Mujeres	84
22060	Binaced	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	144
22060	Binaced	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	81
22060	Binaced	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	94
22060	Binaced	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	52
22060	Binaced	6	Otra situación (Miembro de cooperativas)	Hombres	3
22060	Binaced	6	Otra situación (Miembro de cooperativas)	Mujeres	9
22061	Binéfar	1	Empresario o profesional que emplea personal	Hombres	289
22061	Binéfar	1	Empresario o profesional que emplea personal	Mujeres	79
22061	Binéfar	2	Empresario o profesional que no emplea personal	Hombres	401
22061	Binéfar	2	Empresario o profesional que no emplea personal	Mujeres	195
22061	Binéfar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1314
22061	Binéfar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	640
22061	Binéfar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	392
22061	Binéfar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	337
22061	Binéfar	5	Otra situación (Ayuda familiar)	Hombres	3
22061	Binéfar	5	Otra situación (Ayuda familiar)	Mujeres	9
22061	Binéfar	6	Otra situación (Miembro de cooperativas)	Hombres	5
22061	Binéfar	6	Otra situación (Miembro de cooperativas)	Mujeres	20
22062	Bisaurri	1	Empresario o profesional que emplea personal	Hombres	2
22062	Bisaurri	1	Empresario o profesional que emplea personal	Mujeres	1
22062	Bisaurri	2	Empresario o profesional que no emplea personal	Hombres	36
22062	Bisaurri	2	Empresario o profesional que no emplea personal	Mujeres	4
22062	Bisaurri	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	26
22062	Bisaurri	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	22
22062	Bisaurri	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22062	Bisaurri	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22063	Biscarrués	1	Empresario o profesional que emplea personal	Hombres	3
22063	Biscarrués	2	Empresario o profesional que no emplea personal	Hombres	24
22063	Biscarrués	2	Empresario o profesional que no emplea personal	Mujeres	3
22063	Biscarrués	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
22063	Biscarrués	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
22063	Biscarrués	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
22063	Biscarrués	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
22063	Biscarrués	6	Otra situación (Miembro de cooperativas)	Hombres	1
22064	Blecua y Torres	1	Empresario o profesional que emplea personal	Hombres	3
22064	Blecua y Torres	1	Empresario o profesional que emplea personal	Mujeres	1
22064	Blecua y Torres	2	Empresario o profesional que no emplea personal	Hombres	28
22064	Blecua y Torres	2	Empresario o profesional que no emplea personal	Mujeres	2
22064	Blecua y Torres	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	18
22064	Blecua y Torres	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	14
22064	Blecua y Torres	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
22064	Blecua y Torres	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
22064	Blecua y Torres	6	Otra situación (Miembro de cooperativas)	Hombres	1
22066	Boltaña	1	Empresario o profesional que emplea personal	Hombres	26
22066	Boltaña	1	Empresario o profesional que emplea personal	Mujeres	12
22066	Boltaña	2	Empresario o profesional que no emplea personal	Hombres	43
22066	Boltaña	2	Empresario o profesional que no emplea personal	Mujeres	19
22066	Boltaña	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	112
22066	Boltaña	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	55
22066	Boltaña	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	45
22066	Boltaña	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	35
22067	Bonansa	1	Empresario o profesional que emplea personal	Hombres	2
22067	Bonansa	1	Empresario o profesional que emplea personal	Mujeres	3
22067	Bonansa	2	Empresario o profesional que no emplea personal	Hombres	12
22067	Bonansa	2	Empresario o profesional que no emplea personal	Mujeres	1
22067	Bonansa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
22067	Bonansa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
22067	Bonansa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
22067	Bonansa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
22068	Borau	1	Empresario o profesional que emplea personal	Hombres	2
22068	Borau	2	Empresario o profesional que no emplea personal	Hombres	9
22068	Borau	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
22068	Borau	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
22068	Borau	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	11
22068	Borau	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22069	Broto	1	Empresario o profesional que emplea personal	Hombres	21
22069	Broto	1	Empresario o profesional que emplea personal	Mujeres	19
22069	Broto	2	Empresario o profesional que no emplea personal	Hombres	49
22069	Broto	2	Empresario o profesional que no emplea personal	Mujeres	6
22069	Broto	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	54
22069	Broto	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	28
22069	Broto	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	19
22069	Broto	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	26
22072	Caldearenas	1	Empresario o profesional que emplea personal	Hombres	5
22072	Caldearenas	1	Empresario o profesional que emplea personal	Mujeres	1
22072	Caldearenas	2	Empresario o profesional que no emplea personal	Hombres	21
22072	Caldearenas	2	Empresario o profesional que no emplea personal	Mujeres	4
22072	Caldearenas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	36
22072	Caldearenas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	8
22072	Caldearenas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
22072	Caldearenas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
22074	Campo	1	Empresario o profesional que emplea personal	Hombres	16
22074	Campo	1	Empresario o profesional que emplea personal	Mujeres	5
22074	Campo	2	Empresario o profesional que no emplea personal	Hombres	24
22074	Campo	2	Empresario o profesional que no emplea personal	Mujeres	12
22074	Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	38
22074	Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	22
22074	Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
22074	Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	12
22075	Camporrells	1	Empresario o profesional que emplea personal	Hombres	2
22075	Camporrells	1	Empresario o profesional que emplea personal	Mujeres	1
22075	Camporrells	2	Empresario o profesional que no emplea personal	Hombres	22
22075	Camporrells	2	Empresario o profesional que no emplea personal	Mujeres	5
22075	Camporrells	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	29
22075	Camporrells	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	12
22075	Camporrells	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	14
22075	Camporrells	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22076	Canal de Berdún	1	Empresario o profesional que emplea personal	Hombres	18
22076	Canal de Berdún	1	Empresario o profesional que emplea personal	Mujeres	2
22076	Canal de Berdún	2	Empresario o profesional que no emplea personal	Hombres	46
22076	Canal de Berdún	2	Empresario o profesional que no emplea personal	Mujeres	16
22076	Canal de Berdún	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	39
22076	Canal de Berdún	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
22076	Canal de Berdún	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22076	Canal de Berdún	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
22077	Candasnos	1	Empresario o profesional que emplea personal	Hombres	11
22077	Candasnos	1	Empresario o profesional que emplea personal	Mujeres	1
22077	Candasnos	2	Empresario o profesional que no emplea personal	Hombres	82
22077	Candasnos	2	Empresario o profesional que no emplea personal	Mujeres	22
22077	Candasnos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	57
22077	Candasnos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	38
22077	Candasnos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	24
22077	Candasnos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	28
22078	Canfranc	1	Empresario o profesional que emplea personal	Hombres	33
22078	Canfranc	1	Empresario o profesional que emplea personal	Mujeres	14
22078	Canfranc	2	Empresario o profesional que no emplea personal	Hombres	15
22078	Canfranc	2	Empresario o profesional que no emplea personal	Mujeres	14
22078	Canfranc	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	98
22078	Canfranc	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	53
22078	Canfranc	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	42
22078	Canfranc	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	32
22078	Canfranc	6	Otra situación (Miembro de cooperativas)	Hombres	1
22078	Canfranc	6	Otra situación (Miembro de cooperativas)	Mujeres	3
22079	Capdesaso	1	Empresario o profesional que emplea personal	Hombres	2
22079	Capdesaso	1	Empresario o profesional que emplea personal	Mujeres	1
