Mes (código)	Mes y año	Comarca código	Comarca nombre	Temporalidad	Sexo	Afiliaciones en alta
201106	Junio 2011	21	Campo de Cariñena	Indefinido	Hombres	1314
201106	Junio 2011	21	Campo de Cariñena	Indefinido	Mujeres	509
201106	Junio 2011	22	Campo de Belchite	Indefinido	Hombres	222
201106	Junio 2011	22	Campo de Belchite	Indefinido	Mujeres	202
201106	Junio 2011	23	Bajo Martín	Indefinido	Hombres	697
201106	Junio 2011	23	Bajo Martín	Indefinido	Mujeres	292
201106	Junio 2011	24	Campo de Daroca	Indefinido	Hombres	445
201106	Junio 2011	24	Campo de Daroca	Indefinido	Mujeres	225
201106	Junio 2011	25	Jiloca	Indefinido	Hombres	796
201106	Junio 2011	25	Jiloca	Indefinido	Mujeres	618
201106	Junio 2011	26	Cuencas Mineras	Indefinido	Hombres	757
201106	Junio 2011	26	Cuencas Mineras	Indefinido	Mujeres	405
201106	Junio 2011	27	Andorra-Sierra de Arcos	Indefinido	Hombres	1170
201106	Junio 2011	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	451
201106	Junio 2011	28	Bajo Aragón	Indefinido	Hombres	2258
201106	Junio 2011	28	Bajo Aragón	Indefinido	Mujeres	1626
201106	Junio 2011	29	Comunidad de Teruel	Indefinido	Hombres	6017
201106	Junio 2011	29	Comunidad de Teruel	Indefinido	Mujeres	4429
201106	Junio 2011	30	Maestrazgo	Indefinido	Hombres	145
201106	Junio 2011	30	Maestrazgo	Indefinido	Mujeres	99
201106	Junio 2011	31	Sierra de Albarracín	Indefinido	Hombres	197
201106	Junio 2011	31	Sierra de Albarracín	Indefinido	Mujeres	138
201106	Junio 2011	32	Gúdar-Javalambre	Indefinido	Hombres	696
201106	Junio 2011	32	Gúdar-Javalambre	Indefinido	Mujeres	440
201106	Junio 2011	33	Matarraña / Matarranya	Indefinido	Hombres	565
201106	Junio 2011	33	Matarraña / Matarranya	Indefinido	Mujeres	368
201109	Septiembre 2011	01	La Jacetania	Indefinido	Hombres	1037
201109	Septiembre 2011	01	La Jacetania	Indefinido	Mujeres	1234
201109	Septiembre 2011	02	Alto Gállego	Indefinido	Hombres	1523
201109	Septiembre 2011	02	Alto Gállego	Indefinido	Mujeres	1064
201109	Septiembre 2011	03	Sobrarbe	Indefinido	Hombres	458
201109	Septiembre 2011	03	Sobrarbe	Indefinido	Mujeres	448
201109	Septiembre 2011	04	La Ribagorza	Indefinido	Hombres	697
201109	Septiembre 2011	04	La Ribagorza	Indefinido	Mujeres	717
201109	Septiembre 2011	05	Cinco Villas	Indefinido	Hombres	2584
201109	Septiembre 2011	05	Cinco Villas	Indefinido	Mujeres	2188
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7709
201109	Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7050
201109	Septiembre 2011	07	Somontano de Barbastro	Indefinido	Hombres	1975
201109	Septiembre 2011	07	Somontano de Barbastro	Indefinido	Mujeres	1462
201109	Septiembre 2011	08	Cinca Medio	Indefinido	Hombres	2505
201109	Septiembre 2011	08	Cinca Medio	Indefinido	Mujeres	1424
201109	Septiembre 2011	09	La Litera / La Llitera	Indefinido	Hombres	2026
201109	Septiembre 2011	09	La Litera / La Llitera	Indefinido	Mujeres	1120
201109	Septiembre 2011	10	Los Monegros	Indefinido	Hombres	1342
201109	Septiembre 2011	10	Los Monegros	Indefinido	Mujeres	992
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2109
201109	Septiembre 2011	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1823
201109	Septiembre 2011	12	Tarazona y el Moncayo	Indefinido	Hombres	923
201109	Septiembre 2011	12	Tarazona y el Moncayo	Indefinido	Mujeres	711
201109	Septiembre 2011	13	Campo de Borja	Indefinido	Hombres	873
201109	Septiembre 2011	13	Campo de Borja	Indefinido	Mujeres	771
201109	Septiembre 2011	14	Aranda	Indefinido	Hombres	469
201109	Septiembre 2011	14	Aranda	Indefinido	Mujeres	277
201109	Septiembre 2011	15	Ribera Alta del Ebro	Indefinido	Hombres	9848
201109	Septiembre 2011	15	Ribera Alta del Ebro	Indefinido	Mujeres	2534
201109	Septiembre 2011	16	Valdejalón	Indefinido	Hombres	4225
201109	Septiembre 2011	16	Valdejalón	Indefinido	Mujeres	2497
201109	Septiembre 2011	17	Central	Indefinido	Hombres	84445
201109	Septiembre 2011	17	Central	Indefinido	Mujeres	74130
201109	Septiembre 2011	18	Ribera Baja del Ebro	Indefinido	Hombres	1203
201109	Septiembre 2011	18	Ribera Baja del Ebro	Indefinido	Mujeres	882
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	630
201109	Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	959
201109	Septiembre 2011	20	Comunidad de Calatayud	Indefinido	Hombres	2202
201109	Septiembre 2011	20	Comunidad de Calatayud	Indefinido	Mujeres	1775
201109	Septiembre 2011	21	Campo de Cariñena	Indefinido	Hombres	1292
201109	Septiembre 2011	21	Campo de Cariñena	Indefinido	Mujeres	499
201109	Septiembre 2011	22	Campo de Belchite	Indefinido	Hombres	223
201109	Septiembre 2011	22	Campo de Belchite	Indefinido	Mujeres	202
201109	Septiembre 2011	23	Bajo Martín	Indefinido	Hombres	705
201109	Septiembre 2011	23	Bajo Martín	Indefinido	Mujeres	289
201109	Septiembre 2011	24	Campo de Daroca	Indefinido	Hombres	459
201109	Septiembre 2011	24	Campo de Daroca	Indefinido	Mujeres	234
201109	Septiembre 2011	25	Jiloca	Indefinido	Hombres	807
201109	Septiembre 2011	25	Jiloca	Indefinido	Mujeres	614
201109	Septiembre 2011	26	Cuencas Mineras	Indefinido	Hombres	755
201109	Septiembre 2011	26	Cuencas Mineras	Indefinido	Mujeres	408
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	Indefinido	Hombres	1167
201109	Septiembre 2011	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	532
201109	Septiembre 2011	28	Bajo Aragón	Indefinido	Hombres	2174
201109	Septiembre 2011	28	Bajo Aragón	Indefinido	Mujeres	1611
201109	Septiembre 2011	29	Comunidad de Teruel	Indefinido	Hombres	5900
201109	Septiembre 2011	29	Comunidad de Teruel	Indefinido	Mujeres	4478
201109	Septiembre 2011	30	Maestrazgo	Indefinido	Hombres	145
201109	Septiembre 2011	30	Maestrazgo	Indefinido	Mujeres	99
201109	Septiembre 2011	31	Sierra de Albarracín	Indefinido	Hombres	193
201109	Septiembre 2011	31	Sierra de Albarracín	Indefinido	Mujeres	133
201109	Septiembre 2011	32	Gúdar-Javalambre	Indefinido	Hombres	678
201109	Septiembre 2011	32	Gúdar-Javalambre	Indefinido	Mujeres	429
201109	Septiembre 2011	33	Matarraña / Matarranya	Indefinido	Hombres	559
201109	Septiembre 2011	33	Matarraña / Matarranya	Indefinido	Mujeres	365
201112	Diciembre 2011	01	La Jacetania	Indefinido	Hombres	1175
201112	Diciembre 2011	01	La Jacetania	Indefinido	Mujeres	1300
201112	Diciembre 2011	02	Alto Gállego	Indefinido	Hombres	1807
201112	Diciembre 2011	02	Alto Gállego	Indefinido	Mujeres	1263
201112	Diciembre 2011	03	Sobrarbe	Indefinido	Hombres	436
201112	Diciembre 2011	03	Sobrarbe	Indefinido	Mujeres	386
201112	Diciembre 2011	04	La Ribagorza	Indefinido	Hombres	780
201112	Diciembre 2011	04	La Ribagorza	Indefinido	Mujeres	833
201112	Diciembre 2011	05	Cinco Villas	Indefinido	Hombres	2552
201112	Diciembre 2011	05	Cinco Villas	Indefinido	Mujeres	2155
201112	Diciembre 2011	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7426
201112	Diciembre 2011	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	6988
201112	Diciembre 2011	07	Somontano de Barbastro	Indefinido	Hombres	1928
201112	Diciembre 2011	07	Somontano de Barbastro	Indefinido	Mujeres	1452
201112	Diciembre 2011	08	Cinca Medio	Indefinido	Hombres	2445
201112	Diciembre 2011	08	Cinca Medio	Indefinido	Mujeres	1415
201112	Diciembre 2011	09	La Litera / La Llitera	Indefinido	Hombres	1966
201112	Diciembre 2011	09	La Litera / La Llitera	Indefinido	Mujeres	1107
201112	Diciembre 2011	10	Los Monegros	Indefinido	Hombres	1314
201112	Diciembre 2011	10	Los Monegros	Indefinido	Mujeres	1003
201112	Diciembre 2011	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2093
201112	Diciembre 2011	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1791
201112	Diciembre 2011	12	Tarazona y el Moncayo	Indefinido	Hombres	916
201112	Diciembre 2011	12	Tarazona y el Moncayo	Indefinido	Mujeres	717
201112	Diciembre 2011	13	Campo de Borja	Indefinido	Hombres	867
201112	Diciembre 2011	13	Campo de Borja	Indefinido	Mujeres	751
201112	Diciembre 2011	14	Aranda	Indefinido	Hombres	493
201112	Diciembre 2011	14	Aranda	Indefinido	Mujeres	288
201112	Diciembre 2011	15	Ribera Alta del Ebro	Indefinido	Hombres	9684
201112	Diciembre 2011	15	Ribera Alta del Ebro	Indefinido	Mujeres	2519
201112	Diciembre 2011	16	Valdejalón	Indefinido	Hombres	4199
201112	Diciembre 2011	16	Valdejalón	Indefinido	Mujeres	2461
201112	Diciembre 2011	17	Central	Indefinido	Hombres	83120
201112	Diciembre 2011	17	Central	Indefinido	Mujeres	73555
201112	Diciembre 2011	18	Ribera Baja del Ebro	Indefinido	Hombres	1181
201112	Diciembre 2011	18	Ribera Baja del Ebro	Indefinido	Mujeres	846
201112	Diciembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	618
201112	Diciembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	937
201112	Diciembre 2011	20	Comunidad de Calatayud	Indefinido	Hombres	2106
201112	Diciembre 2011	20	Comunidad de Calatayud	Indefinido	Mujeres	1639
201112	Diciembre 2011	21	Campo de Cariñena	Indefinido	Hombres	1260
201112	Diciembre 2011	21	Campo de Cariñena	Indefinido	Mujeres	497
201112	Diciembre 2011	22	Campo de Belchite	Indefinido	Hombres	221
201112	Diciembre 2011	22	Campo de Belchite	Indefinido	Mujeres	205
201112	Diciembre 2011	23	Bajo Martín	Indefinido	Hombres	693
201112	Diciembre 2011	23	Bajo Martín	Indefinido	Mujeres	285
201112	Diciembre 2011	24	Campo de Daroca	Indefinido	Hombres	483
201112	Diciembre 2011	24	Campo de Daroca	Indefinido	Mujeres	239
201112	Diciembre 2011	25	Jiloca	Indefinido	Hombres	798
201112	Diciembre 2011	25	Jiloca	Indefinido	Mujeres	613
201112	Diciembre 2011	26	Cuencas Mineras	Indefinido	Hombres	762
201112	Diciembre 2011	26	Cuencas Mineras	Indefinido	Mujeres	410
201112	Diciembre 2011	27	Andorra-Sierra de Arcos	Indefinido	Hombres	1145
201112	Diciembre 2011	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	520
201112	Diciembre 2011	28	Bajo Aragón	Indefinido	Hombres	2150
201112	Diciembre 2011	28	Bajo Aragón	Indefinido	Mujeres	1610
201112	Diciembre 2011	29	Comunidad de Teruel	Indefinido	Hombres	5629
201112	Diciembre 2011	29	Comunidad de Teruel	Indefinido	Mujeres	4445
201112	Diciembre 2011	30	Maestrazgo	Indefinido	Hombres	132
201112	Diciembre 2011	30	Maestrazgo	Indefinido	Mujeres	92
201112	Diciembre 2011	31	Sierra de Albarracín	Indefinido	Hombres	188
201112	Diciembre 2011	31	Sierra de Albarracín	Indefinido	Mujeres	126
201112	Diciembre 2011	32	Gúdar-Javalambre	Indefinido	Hombres	660
201112	Diciembre 2011	32	Gúdar-Javalambre	Indefinido	Mujeres	403
201112	Diciembre 2011	33	Matarraña / Matarranya	Indefinido	Hombres	530
201112	Diciembre 2011	33	Matarraña / Matarranya	Indefinido	Mujeres	368
201203	Marzo 2012	01	La Jacetania	Indefinido	Hombres	1184
201203	Marzo 2012	01	La Jacetania	Indefinido	Mujeres	1309
201203	Marzo 2012	02	Alto Gállego	Indefinido	Hombres	1640
201203	Marzo 2012	02	Alto Gállego	Indefinido	Mujeres	1181
201203	Marzo 2012	03	Sobrarbe	Indefinido	Hombres	437
201203	Marzo 2012	03	Sobrarbe	Indefinido	Mujeres	403
201203	Marzo 2012	04	La Ribagorza	Indefinido	Hombres	801
201203	Marzo 2012	04	La Ribagorza	Indefinido	Mujeres	830
201203	Marzo 2012	05	Cinco Villas	Indefinido	Hombres	2618
201203	Marzo 2012	05	Cinco Villas	Indefinido	Mujeres	2119
201203	Marzo 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7463
201203	Marzo 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7038
201203	Marzo 2012	07	Somontano de Barbastro	Indefinido	Hombres	1996
201203	Marzo 2012	07	Somontano de Barbastro	Indefinido	Mujeres	1494
201203	Marzo 2012	08	Cinca Medio	Indefinido	Hombres	2478
201203	Marzo 2012	08	Cinca Medio	Indefinido	Mujeres	1419
201203	Marzo 2012	09	La Litera / La Llitera	Indefinido	Hombres	2061
201203	Marzo 2012	09	La Litera / La Llitera	Indefinido	Mujeres	1140
201203	Marzo 2012	10	Los Monegros	Indefinido	Hombres	1259
201203	Marzo 2012	10	Los Monegros	Indefinido	Mujeres	678
201203	Marzo 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2321
201203	Marzo 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1823
201203	Marzo 2012	12	Tarazona y el Moncayo	Indefinido	Hombres	928
201203	Marzo 2012	12	Tarazona y el Moncayo	Indefinido	Mujeres	722
201203	Marzo 2012	13	Campo de Borja	Indefinido	Hombres	998
201203	Marzo 2012	13	Campo de Borja	Indefinido	Mujeres	1126
201203	Marzo 2012	14	Aranda	Indefinido	Hombres	468
201203	Marzo 2012	14	Aranda	Indefinido	Mujeres	275
201203	Marzo 2012	15	Ribera Alta del Ebro	Indefinido	Hombres	9538
201203	Marzo 2012	15	Ribera Alta del Ebro	Indefinido	Mujeres	2520
201203	Marzo 2012	16	Valdejalón	Indefinido	Hombres	4233
201203	Marzo 2012	16	Valdejalón	Indefinido	Mujeres	2429
201203	Marzo 2012	17	Central	Indefinido	Hombres	82735
201203	Marzo 2012	17	Central	Indefinido	Mujeres	75452
201203	Marzo 2012	18	Ribera Baja del Ebro	Indefinido	Hombres	1207
201203	Marzo 2012	18	Ribera Baja del Ebro	Indefinido	Mujeres	853
201203	Marzo 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	702
201203	Marzo 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	935
201203	Marzo 2012	20	Comunidad de Calatayud	Indefinido	Hombres	2175
201203	Marzo 2012	20	Comunidad de Calatayud	Indefinido	Mujeres	1790
201203	Marzo 2012	21	Campo de Cariñena	Indefinido	Hombres	1268
201203	Marzo 2012	21	Campo de Cariñena	Indefinido	Mujeres	507
201203	Marzo 2012	22	Campo de Belchite	Indefinido	Hombres	238
201203	Marzo 2012	22	Campo de Belchite	Indefinido	Mujeres	204
201203	Marzo 2012	23	Bajo Martín	Indefinido	Hombres	706
201203	Marzo 2012	23	Bajo Martín	Indefinido	Mujeres	298
201203	Marzo 2012	24	Campo de Daroca	Indefinido	Hombres	504
201203	Marzo 2012	24	Campo de Daroca	Indefinido	Mujeres	242
201203	Marzo 2012	25	Jiloca	Indefinido	Hombres	802
201203	Marzo 2012	25	Jiloca	Indefinido	Mujeres	615
201203	Marzo 2012	26	Cuencas Mineras	Indefinido	Hombres	768
201203	Marzo 2012	26	Cuencas Mineras	Indefinido	Mujeres	412
201203	Marzo 2012	27	Andorra-Sierra de Arcos	Indefinido	Hombres	1086
201203	Marzo 2012	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	510
201203	Marzo 2012	28	Bajo Aragón	Indefinido	Hombres	2190
201203	Marzo 2012	28	Bajo Aragón	Indefinido	Mujeres	1663
201203	Marzo 2012	29	Comunidad de Teruel	Indefinido	Hombres	5761
201203	Marzo 2012	29	Comunidad de Teruel	Indefinido	Mujeres	4525
201203	Marzo 2012	30	Maestrazgo	Indefinido	Hombres	128
201203	Marzo 2012	30	Maestrazgo	Indefinido	Mujeres	91
201203	Marzo 2012	31	Sierra de Albarracín	Indefinido	Hombres	197
201203	Marzo 2012	31	Sierra de Albarracín	Indefinido	Mujeres	127
201203	Marzo 2012	32	Gúdar-Javalambre	Indefinido	Hombres	716
201203	Marzo 2012	32	Gúdar-Javalambre	Indefinido	Mujeres	433
201203	Marzo 2012	33	Matarraña / Matarranya	Indefinido	Hombres	515
201203	Marzo 2012	33	Matarraña / Matarranya	Indefinido	Mujeres	358
201206	Junio 2012	01	La Jacetania	Indefinido	Hombres	1033
201206	Junio 2012	01	La Jacetania	Indefinido	Mujeres	1239
201206	Junio 2012	02	Alto Gállego	Indefinido	Hombres	1415
201206	Junio 2012	02	Alto Gállego	Indefinido	Mujeres	1042
201206	Junio 2012	03	Sobrarbe	Indefinido	Hombres	444
201206	Junio 2012	03	Sobrarbe	Indefinido	Mujeres	485
201206	Junio 2012	04	La Ribagorza	Indefinido	Hombres	732
201206	Junio 2012	04	La Ribagorza	Indefinido	Mujeres	758
201206	Junio 2012	05	Cinco Villas	Indefinido	Hombres	2606
201206	Junio 2012	05	Cinco Villas	Indefinido	Mujeres	2146
201206	Junio 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7461
201206	Junio 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7045
201206	Junio 2012	07	Somontano de Barbastro	Indefinido	Hombres	1982
201206	Junio 2012	07	Somontano de Barbastro	Indefinido	Mujeres	1473
201206	Junio 2012	08	Cinca Medio	Indefinido	Hombres	2496
201206	Junio 2012	08	Cinca Medio	Indefinido	Mujeres	1446
201206	Junio 2012	09	La Litera / La Llitera	Indefinido	Hombres	2070
201206	Junio 2012	09	La Litera / La Llitera	Indefinido	Mujeres	1131
201206	Junio 2012	10	Los Monegros	Indefinido	Hombres	1257
201206	Junio 2012	10	Los Monegros	Indefinido	Mujeres	734
201206	Junio 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2542
201206	Junio 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1972
201206	Junio 2012	12	Tarazona y el Moncayo	Indefinido	Hombres	921
201206	Junio 2012	12	Tarazona y el Moncayo	Indefinido	Mujeres	746
201206	Junio 2012	13	Campo de Borja	Indefinido	Hombres	1000
201206	Junio 2012	13	Campo de Borja	Indefinido	Mujeres	1137
201206	Junio 2012	14	Aranda	Indefinido	Hombres	527
201206	Junio 2012	14	Aranda	Indefinido	Mujeres	318
201206	Junio 2012	15	Ribera Alta del Ebro	Indefinido	Hombres	9593
201206	Junio 2012	15	Ribera Alta del Ebro	Indefinido	Mujeres	2536
201206	Junio 2012	16	Valdejalón	Indefinido	Hombres	4260
201206	Junio 2012	16	Valdejalón	Indefinido	Mujeres	2514
201206	Junio 2012	17	Central	Indefinido	Hombres	82315
201206	Junio 2012	17	Central	Indefinido	Mujeres	76904
201206	Junio 2012	18	Ribera Baja del Ebro	Indefinido	Hombres	1192
201206	Junio 2012	18	Ribera Baja del Ebro	Indefinido	Mujeres	650
201206	Junio 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	794
201206	Junio 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	963
201206	Junio 2012	20	Comunidad de Calatayud	Indefinido	Hombres	2154
201206	Junio 2012	20	Comunidad de Calatayud	Indefinido	Mujeres	1773
201206	Junio 2012	21	Campo de Cariñena	Indefinido	Hombres	1256
201206	Junio 2012	21	Campo de Cariñena	Indefinido	Mujeres	526
201206	Junio 2012	22	Campo de Belchite	Indefinido	Hombres	235
201206	Junio 2012	22	Campo de Belchite	Indefinido	Mujeres	210
201206	Junio 2012	23	Bajo Martín	Indefinido	Hombres	716
201206	Junio 2012	23	Bajo Martín	Indefinido	Mujeres	296
201206	Junio 2012	24	Campo de Daroca	Indefinido	Hombres	495
201206	Junio 2012	24	Campo de Daroca	Indefinido	Mujeres	255
201206	Junio 2012	25	Jiloca	Indefinido	Hombres	765
201206	Junio 2012	25	Jiloca	Indefinido	Mujeres	629
201206	Junio 2012	26	Cuencas Mineras	Indefinido	Hombres	752
201206	Junio 2012	26	Cuencas Mineras	Indefinido	Mujeres	418
201206	Junio 2012	27	Andorra-Sierra de Arcos	Indefinido	Hombres	1099
201206	Junio 2012	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	439
201206	Junio 2012	28	Bajo Aragón	Indefinido	Hombres	2193
201206	Junio 2012	28	Bajo Aragón	Indefinido	Mujeres	1709
201206	Junio 2012	29	Comunidad de Teruel	Indefinido	Hombres	5863
201206	Junio 2012	29	Comunidad de Teruel	Indefinido	Mujeres	4649
201206	Junio 2012	30	Maestrazgo	Indefinido	Hombres	137
201206	Junio 2012	30	Maestrazgo	Indefinido	Mujeres	90
201206	Junio 2012	31	Sierra de Albarracín	Indefinido	Hombres	190
201206	Junio 2012	31	Sierra de Albarracín	Indefinido	Mujeres	133
201206	Junio 2012	32	Gúdar-Javalambre	Indefinido	Hombres	709
201206	Junio 2012	32	Gúdar-Javalambre	Indefinido	Mujeres	428
201206	Junio 2012	33	Matarraña / Matarranya	Indefinido	Hombres	529
201206	Junio 2012	33	Matarraña / Matarranya	Indefinido	Mujeres	366
201209	Septiembre 2012	01	La Jacetania	Indefinido	Hombres	1004
201209	Septiembre 2012	01	La Jacetania	Indefinido	Mujeres	1266
201209	Septiembre 2012	02	Alto Gállego	Indefinido	Hombres	1394
201209	Septiembre 2012	02	Alto Gállego	Indefinido	Mujeres	1000
201209	Septiembre 2012	03	Sobrarbe	Indefinido	Hombres	437
201209	Septiembre 2012	03	Sobrarbe	Indefinido	Mujeres	497
201209	Septiembre 2012	04	La Ribagorza	Indefinido	Hombres	711
201209	Septiembre 2012	04	La Ribagorza	Indefinido	Mujeres	754
201209	Septiembre 2012	05	Cinco Villas	Indefinido	Hombres	2587
201209	Septiembre 2012	05	Cinco Villas	Indefinido	Mujeres	2203
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7403
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7480
201209	Septiembre 2012	07	Somontano de Barbastro	Indefinido	Hombres	1977
201209	Septiembre 2012	07	Somontano de Barbastro	Indefinido	Mujeres	1617
201209	Septiembre 2012	08	Cinca Medio	Indefinido	Hombres	2469
201209	Septiembre 2012	08	Cinca Medio	Indefinido	Mujeres	1470
201209	Septiembre 2012	09	La Litera / La Llitera	Indefinido	Hombres	2039
201209	Septiembre 2012	09	La Litera / La Llitera	Indefinido	Mujeres	1180
201209	Septiembre 2012	10	Los Monegros	Indefinido	Hombres	1237
201209	Septiembre 2012	10	Los Monegros	Indefinido	Mujeres	759
201209	Septiembre 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2334
201209	Septiembre 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1951
201209	Septiembre 2012	12	Tarazona y el Moncayo	Indefinido	Hombres	929
201209	Septiembre 2012	12	Tarazona y el Moncayo	Indefinido	Mujeres	767
201209	Septiembre 2012	13	Campo de Borja	Indefinido	Hombres	986
201209	Septiembre 2012	13	Campo de Borja	Indefinido	Mujeres	1161
201209	Septiembre 2012	14	Aranda	Indefinido	Hombres	445
201209	Septiembre 2012	14	Aranda	Indefinido	Mujeres	281
201209	Septiembre 2012	15	Ribera Alta del Ebro	Indefinido	Hombres	9432
201209	Septiembre 2012	15	Ribera Alta del Ebro	Indefinido	Mujeres	2532
201209	Septiembre 2012	16	Valdejalón	Indefinido	Hombres	4220
201209	Septiembre 2012	16	Valdejalón	Indefinido	Mujeres	2521
