Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
Mayo 2021	26	Cuencas Mineras	Mujeres	29
Mayo 2021	27	Andorra-Sierra de Arcos	Mujeres	42
Mayo 2021	28	Bajo Aragón	Mujeres	159
Mayo 2021	29	Comunidad de Teruel	Mujeres	194
Mayo 2021	30	Maestrazgo	Mujeres	28
Mayo 2021	31	Sierra de Albarracín	Mujeres	25
Mayo 2021	32	Gúdar-Javalambre	Mujeres	49
Mayo 2021	33	Matarraña / Matarranya	Mujeres	69
Mayo 2021	01	La Jacetania	Hombres	190
Mayo 2021	02	Alto Gállego	Hombres	129
Mayo 2021	03	Sobrarbe	Hombres	118
Mayo 2021	04	La Ribagorza	Hombres	170
Mayo 2021	05	Cinco Villas	Hombres	415
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	489
Mayo 2021	07	Somontano de Barbastro	Hombres	201
Mayo 2021	08	Cinca Medio	Hombres	208
Mayo 2021	09	La Litera / La Llitera	Hombres	216
Mayo 2021	10	Los Monegros	Hombres	281
Mayo 2021	11	Bajo Cinca / Baix Cinca	Hombres	276
Mayo 2021	12	Tarazona y el Moncayo	Hombres	108
Mayo 2021	13	Campo de Borja	Hombres	156
Mayo 2021	14	Aranda	Hombres	83
Mayo 2021	15	Ribera Alta del Ebro	Hombres	167
Mayo 2021	16	Valdejalón	Hombres	230
Mayo 2021	17	Central	Hombres	4482
Mayo 2021	18	Ribera Baja del Ebro	Hombres	87
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	142
Mayo 2021	20	Comunidad de Calatayud	Hombres	332
Mayo 2021	21	Campo de Cariñena	Hombres	116
Mayo 2021	22	Campo de Belchite	Hombres	68
Mayo 2021	23	Bajo Martín	Hombres	68
Mayo 2021	24	Campo de Daroca	Hombres	85
Mayo 2021	25	Jiloca	Hombres	175
Mayo 2021	26	Cuencas Mineras	Hombres	65
Mayo 2021	27	Andorra-Sierra de Arcos	Hombres	70
Mayo 2021	28	Bajo Aragón	Hombres	304
Mayo 2021	29	Comunidad de Teruel	Hombres	382
Mayo 2021	30	Maestrazgo	Hombres	55
Mayo 2021	31	Sierra de Albarracín	Hombres	69
Mayo 2021	32	Gúdar-Javalambre	Hombres	107
Mayo 2021	33	Matarraña / Matarranya	Hombres	161
Mayo 2021	01	La Jacetania	Mujeres	120
Mayo 2021	02	Alto Gállego	Mujeres	62
Mayo 2021	03	Sobrarbe	Mujeres	53
Mayo 2021	04	La Ribagorza	Mujeres	79
Mayo 2021	05	Cinco Villas	Mujeres	180
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	231
Mayo 2021	07	Somontano de Barbastro	Mujeres	108
Mayo 2021	08	Cinca Medio	Mujeres	129
Mayo 2021	09	La Litera / La Llitera	Mujeres	117
Mayo 2021	10	Los Monegros	Mujeres	156
Mayo 2021	11	Bajo Cinca / Baix Cinca	Mujeres	143
Mayo 2021	12	Tarazona y el Moncayo	Mujeres	48
Mayo 2021	13	Campo de Borja	Mujeres	60
Mayo 2021	14	Aranda	Mujeres	39
Mayo 2021	15	Ribera Alta del Ebro	Mujeres	91
Mayo 2021	16	Valdejalón	Mujeres	97
Mayo 2021	17	Central	Mujeres	2424
Mayo 2021	18	Ribera Baja del Ebro	Mujeres	57
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	73
Mayo 2021	20	Comunidad de Calatayud	Mujeres	149
Mayo 2021	21	Campo de Cariñena	Mujeres	60
Mayo 2021	22	Campo de Belchite	Mujeres	27
Mayo 2021	23	Bajo Martín	Mujeres	43
Mayo 2021	24	Campo de Daroca	Mujeres	22
Mayo 2021	25	Jiloca	Mujeres	76
Mayo 2021	26	Cuencas Mineras	Mujeres	39
Mayo 2021	27	Andorra-Sierra de Arcos	Mujeres	53
Mayo 2021	28	Bajo Aragón	Mujeres	181
Mayo 2021	29	Comunidad de Teruel	Mujeres	160
Mayo 2021	30	Maestrazgo	Mujeres	39
Mayo 2021	31	Sierra de Albarracín	Mujeres	36
Mayo 2021	32	Gúdar-Javalambre	Mujeres	56
Mayo 2021	33	Matarraña / Matarranya	Mujeres	96
Mayo 2021	01	La Jacetania	Hombres	147
Mayo 2021	02	Alto Gállego	Hombres	102
Mayo 2021	03	Sobrarbe	Hombres	109
Mayo 2021	04	La Ribagorza	Hombres	157
Mayo 2021	05	Cinco Villas	Hombres	323
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	397
Mayo 2021	07	Somontano de Barbastro	Hombres	164
Mayo 2021	08	Cinca Medio	Hombres	141
Mayo 2021	09	La Litera / La Llitera	Hombres	163
Mayo 2021	10	Los Monegros	Hombres	234
Mayo 2021	11	Bajo Cinca / Baix Cinca	Hombres	246
Mayo 2021	12	Tarazona y el Moncayo	Hombres	67
Mayo 2021	13	Campo de Borja	Hombres	101
Mayo 2021	14	Aranda	Hombres	42
Mayo 2021	15	Ribera Alta del Ebro	Hombres	142
Mayo 2021	16	Valdejalón	Hombres	178
Mayo 2021	17	Central	Hombres	3195
Mayo 2021	18	Ribera Baja del Ebro	Hombres	74
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	132
Mayo 2021	20	Comunidad de Calatayud	Hombres	256
Mayo 2021	21	Campo de Cariñena	Hombres	106
Mayo 2021	22	Campo de Belchite	Hombres	46
Mayo 2021	23	Bajo Martín	Hombres	53
Mayo 2021	24	Campo de Daroca	Hombres	57
Mayo 2021	25	Jiloca	Hombres	120
Mayo 2021	26	Cuencas Mineras	Hombres	46
Mayo 2021	27	Andorra-Sierra de Arcos	Hombres	63
Mayo 2021	28	Bajo Aragón	Hombres	216
Mayo 2021	29	Comunidad de Teruel	Hombres	293
Mayo 2021	30	Maestrazgo	Hombres	55
Mayo 2021	31	Sierra de Albarracín	Hombres	52
Mayo 2021	32	Gúdar-Javalambre	Hombres	85
Mayo 2021	33	Matarraña / Matarranya	Hombres	141
Mayo 2021	01	La Jacetania	Mujeres	93
Mayo 2021	02	Alto Gállego	Mujeres	56
Mayo 2021	03	Sobrarbe	Mujeres	37
Mayo 2021	04	La Ribagorza	Mujeres	69
Mayo 2021	05	Cinco Villas	Mujeres	175
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	147
Mayo 2021	07	Somontano de Barbastro	Mujeres	92
Mayo 2021	08	Cinca Medio	Mujeres	99
Mayo 2021	09	La Litera / La Llitera	Mujeres	92
Mayo 2021	10	Los Monegros	Mujeres	118
Mayo 2021	11	Bajo Cinca / Baix Cinca	Mujeres	131
Mayo 2021	12	Tarazona y el Moncayo	Mujeres	36
Mayo 2021	13	Campo de Borja	Mujeres	56
Mayo 2021	14	Aranda	Mujeres	13
Mayo 2021	15	Ribera Alta del Ebro	Mujeres	100
Mayo 2021	16	Valdejalón	Mujeres	77
Mayo 2021	17	Central	Mujeres	1787
Mayo 2021	18	Ribera Baja del Ebro	Mujeres	45
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70
Mayo 2021	20	Comunidad de Calatayud	Mujeres	123
Mayo 2021	21	Campo de Cariñena	Mujeres	50
Mayo 2021	22	Campo de Belchite	Mujeres	22
Mayo 2021	23	Bajo Martín	Mujeres	24
Mayo 2021	24	Campo de Daroca	Mujeres	26
Mayo 2021	25	Jiloca	Mujeres	72
Mayo 2021	26	Cuencas Mineras	Mujeres	23
Mayo 2021	27	Andorra-Sierra de Arcos	Mujeres	34
Mayo 2021	28	Bajo Aragón	Mujeres	145
Mayo 2021	29	Comunidad de Teruel	Mujeres	156
Mayo 2021	30	Maestrazgo	Mujeres	27
Mayo 2021	31	Sierra de Albarracín	Mujeres	30
Mayo 2021	32	Gúdar-Javalambre	Mujeres	51
Mayo 2021	33	Matarraña / Matarranya	Mujeres	98
Mayo 2021	01	La Jacetania	Hombres	42
Mayo 2021	02	Alto Gállego	Hombres	23
Mayo 2021	03	Sobrarbe	Hombres	35
Mayo 2021	04	La Ribagorza	Hombres	41
Mayo 2021	05	Cinco Villas	Hombres	98
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	126
Mayo 2021	07	Somontano de Barbastro	Hombres	54
Mayo 2021	08	Cinca Medio	Hombres	55
Mayo 2021	09	La Litera / La Llitera	Hombres	67
Mayo 2021	10	Los Monegros	Hombres	91
Mayo 2021	11	Bajo Cinca / Baix Cinca	Hombres	77
Mayo 2021	12	Tarazona y el Moncayo	Hombres	13
Mayo 2021	13	Campo de Borja	Hombres	15
Mayo 2021	14	Aranda	Hombres	5
Mayo 2021	15	Ribera Alta del Ebro	Hombres	31
Mayo 2021	16	Valdejalón	Hombres	31
Mayo 2021	17	Central	Hombres	863
Mayo 2021	18	Ribera Baja del Ebro	Hombres	20
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	17
Mayo 2021	20	Comunidad de Calatayud	Hombres	62
Mayo 2021	21	Campo de Cariñena	Hombres	21
Mayo 2021	22	Campo de Belchite	Hombres	17
Mayo 2021	23	Bajo Martín	Hombres	11
Mayo 2021	24	Campo de Daroca	Hombres	13
Mayo 2021	25	Jiloca	Hombres	16
Mayo 2021	26	Cuencas Mineras	Hombres	10
Mayo 2021	27	Andorra-Sierra de Arcos	Hombres	9
Mayo 2021	28	Bajo Aragón	Hombres	32
Mayo 2021	29	Comunidad de Teruel	Hombres	40
Mayo 2021	30	Maestrazgo	Hombres	6
Mayo 2021	31	Sierra de Albarracín	Hombres	4
Mayo 2021	32	Gúdar-Javalambre	Hombres	18
Mayo 2021	33	Matarraña / Matarranya	Hombres	16
Mayo 2021	01	La Jacetania	Mujeres	19
Mayo 2021	02	Alto Gállego	Mujeres	15
Mayo 2021	03	Sobrarbe	Mujeres	18
Mayo 2021	04	La Ribagorza	Mujeres	32
Mayo 2021	05	Cinco Villas	Mujeres	45
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	55
Mayo 2021	07	Somontano de Barbastro	Mujeres	27
Mayo 2021	08	Cinca Medio	Mujeres	29
Mayo 2021	09	La Litera / La Llitera	Mujeres	36
Mayo 2021	10	Los Monegros	Mujeres	59
Mayo 2021	11	Bajo Cinca / Baix Cinca	Mujeres	39
Mayo 2021	12	Tarazona y el Moncayo	Mujeres	5
Mayo 2021	13	Campo de Borja	Mujeres	6
Mayo 2021	14	Aranda	Mujeres	4
Mayo 2021	15	Ribera Alta del Ebro	Mujeres	16
Mayo 2021	16	Valdejalón	Mujeres	17
Mayo 2021	17	Central	Mujeres	495
Mayo 2021	18	Ribera Baja del Ebro	Mujeres	12
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	23
Mayo 2021	20	Comunidad de Calatayud	Mujeres	29
Mayo 2021	21	Campo de Cariñena	Mujeres	13
Mayo 2021	22	Campo de Belchite	Mujeres	9
Mayo 2021	23	Bajo Martín	Mujeres	7
Mayo 2021	24	Campo de Daroca	Mujeres	8
Mayo 2021	25	Jiloca	Mujeres	12
Mayo 2021	26	Cuencas Mineras	Mujeres	2
Mayo 2021	27	Andorra-Sierra de Arcos	Mujeres	5
Mayo 2021	28	Bajo Aragón	Mujeres	26
Mayo 2021	29	Comunidad de Teruel	Mujeres	26
Mayo 2021	30	Maestrazgo	Mujeres	2
Mayo 2021	31	Sierra de Albarracín	Mujeres	4
Mayo 2021	32	Gúdar-Javalambre	Mujeres	18
Mayo 2021	33	Matarraña / Matarranya	Mujeres	20
Mayo 2021	01	La Jacetania	Hombres	19
Mayo 2021	02	Alto Gállego	Hombres	9
Mayo 2021	03	Sobrarbe	Hombres	15
Mayo 2021	04	La Ribagorza	Hombres	19
Mayo 2021	05	Cinco Villas	Hombres	28
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	72
Mayo 2021	07	Somontano de Barbastro	Hombres	40
Mayo 2021	08	Cinca Medio	Hombres	27
Mayo 2021	09	La Litera / La Llitera	Hombres	52
Mayo 2021	10	Los Monegros	Hombres	40
Mayo 2021	11	Bajo Cinca / Baix Cinca	Hombres	46
Mayo 2021	12	Tarazona y el Moncayo	Hombres	8
Mayo 2021	13	Campo de Borja	Hombres	3
Mayo 2021	14	Aranda	Hombres	3
Mayo 2021	15	Ribera Alta del Ebro	Hombres	24
Mayo 2021	16	Valdejalón	Hombres	17
Mayo 2021	17	Central	Hombres	420
Mayo 2021	18	Ribera Baja del Ebro	Hombres	6
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	9
Mayo 2021	20	Comunidad de Calatayud	Hombres	33
Mayo 2021	21	Campo de Cariñena	Hombres	9
Mayo 2021	22	Campo de Belchite	Hombres	11
Mayo 2021	23	Bajo Martín	Hombres	4
Mayo 2021	24	Campo de Daroca	Hombres	10
Mayo 2021	25	Jiloca	Hombres	7
Mayo 2021	26	Cuencas Mineras	Hombres	5
Mayo 2021	27	Andorra-Sierra de Arcos	Hombres	1
Mayo 2021	28	Bajo Aragón	Hombres	16
Mayo 2021	29	Comunidad de Teruel	Hombres	14
Mayo 2021	30	Maestrazgo	Hombres	1
Mayo 2021	31	Sierra de Albarracín	Hombres	4
Mayo 2021	32	Gúdar-Javalambre	Hombres	4
Mayo 2021	33	Matarraña / Matarranya	Hombres	4
Mayo 2021	01	La Jacetania	Mujeres	9
Mayo 2021	02	Alto Gállego	Mujeres	4
Mayo 2021	03	Sobrarbe	Mujeres	7
Mayo 2021	04	La Ribagorza	Mujeres	20
Mayo 2021	05	Cinco Villas	Mujeres	11
Mayo 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	24
Mayo 2021	07	Somontano de Barbastro	Mujeres	8
Mayo 2021	08	Cinca Medio	Mujeres	5
Mayo 2021	09	La Litera / La Llitera	Mujeres	13
Mayo 2021	10	Los Monegros	Mujeres	17
Mayo 2021	11	Bajo Cinca / Baix Cinca	Mujeres	13
Mayo 2021	12	Tarazona y el Moncayo	Mujeres	3
Mayo 2021	13	Campo de Borja	Mujeres	4
Mayo 2021	14	Aranda	Mujeres	1
Mayo 2021	15	Ribera Alta del Ebro	Mujeres	13
Mayo 2021	16	Valdejalón	Mujeres	5
Mayo 2021	17	Central	Mujeres	244
Mayo 2021	18	Ribera Baja del Ebro	Mujeres	3
Mayo 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4
Mayo 2021	20	Comunidad de Calatayud	Mujeres	9
Mayo 2021	21	Campo de Cariñena	Mujeres	3
Mayo 2021	22	Campo de Belchite	Mujeres	5
Mayo 2021	25	Jiloca	Mujeres	2
Mayo 2021	26	Cuencas Mineras	Mujeres	3
Mayo 2021	28	Bajo Aragón	Mujeres	5
Mayo 2021	29	Comunidad de Teruel	Mujeres	4
Mayo 2021	30	Maestrazgo	Mujeres	1
Mayo 2021	32	Gúdar-Javalambre	Mujeres	5
Mayo 2021	33	Matarraña / Matarranya	Mujeres	2
Mayo 2021	17	Central	Hombres	1
Mayo 2021	27	Andorra-Sierra de Arcos	Hombres	1
Mayo 2021	17	Central	Mujeres	6
Mayo 2021	22	Campo de Belchite	Mujeres	1
Abril 2021	01	La Jacetania	Hombres	2
Abril 2021	02	Alto Gállego	Hombres	4
Abril 2021	04	La Ribagorza	Hombres	2
Abril 2021	05	Cinco Villas	Hombres	8
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	10
Abril 2021	07	Somontano de Barbastro	Hombres	2
Abril 2021	08	Cinca Medio	Hombres	4
Abril 2021	09	La Litera / La Llitera	Hombres	3
Abril 2021	11	Bajo Cinca / Baix Cinca	Hombres	2
Abril 2021	13	Campo de Borja	Hombres	3
Abril 2021	15	Ribera Alta del Ebro	Hombres	6
Abril 2021	16	Valdejalón	Hombres	4
Abril 2021	17	Central	Hombres	113
Abril 2021	18	Ribera Baja del Ebro	Hombres	1
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2
Abril 2021	20	Comunidad de Calatayud	Hombres	9
Abril 2021	21	Campo de Cariñena	Hombres	5
Abril 2021	22	Campo de Belchite	Hombres	2
Abril 2021	23	Bajo Martín	Hombres	2
Abril 2021	24	Campo de Daroca	Hombres	1
Abril 2021	25	Jiloca	Hombres	2
Abril 2021	27	Andorra-Sierra de Arcos	Hombres	2
Abril 2021	28	Bajo Aragón	Hombres	3
Abril 2021	29	Comunidad de Teruel	Hombres	8
Abril 2021	30	Maestrazgo	Hombres	1
Abril 2021	31	Sierra de Albarracín	Hombres	1
Abril 2021	32	Gúdar-Javalambre	Hombres	1
Abril 2021	33	Matarraña / Matarranya	Hombres	2
Abril 2021	01	La Jacetania	Mujeres	2
Abril 2021	02	Alto Gállego	Mujeres	4
Abril 2021	04	La Ribagorza	Mujeres	1
Abril 2021	05	Cinco Villas	Mujeres	2
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	4
Abril 2021	08	Cinca Medio	Mujeres	2
Abril 2021	09	La Litera / La Llitera	Mujeres	2
Abril 2021	11	Bajo Cinca / Baix Cinca	Mujeres	1
Abril 2021	12	Tarazona y el Moncayo	Mujeres	1
Abril 2021	16	Valdejalón	Mujeres	1
Abril 2021	17	Central	Mujeres	45
Abril 2021	18	Ribera Baja del Ebro	Mujeres	3
Abril 2021	20	Comunidad de Calatayud	Mujeres	2
Abril 2021	23	Bajo Martín	Mujeres	1
Abril 2021	25	Jiloca	Mujeres	1
Abril 2021	27	Andorra-Sierra de Arcos	Mujeres	2
Abril 2021	28	Bajo Aragón	Mujeres	2
Abril 2021	29	Comunidad de Teruel	Mujeres	1
Abril 2021	01	La Jacetania	Hombres	22
Abril 2021	02	Alto Gállego	Hombres	10
Abril 2021	03	Sobrarbe	Hombres	17
Abril 2021	04	La Ribagorza	Hombres	18
Abril 2021	05	Cinco Villas	Hombres	56
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	62
Abril 2021	07	Somontano de Barbastro	Hombres	35
Abril 2021	08	Cinca Medio	Hombres	26
Abril 2021	09	La Litera / La Llitera	Hombres	28
Abril 2021	10	Los Monegros	Hombres	45
Abril 2021	11	Bajo Cinca / Baix Cinca	Hombres	35
Abril 2021	12	Tarazona y el Moncayo	Hombres	12
Abril 2021	13	Campo de Borja	Hombres	21
Abril 2021	14	Aranda	Hombres	7
Abril 2021	15	Ribera Alta del Ebro	Hombres	24
Abril 2021	16	Valdejalón	Hombres	24
Abril 2021	17	Central	Hombres	654
Abril 2021	18	Ribera Baja del Ebro	Hombres	6
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	21
Abril 2021	20	Comunidad de Calatayud	Hombres	29
Abril 2021	21	Campo de Cariñena	Hombres	9
Abril 2021	22	Campo de Belchite	Hombres	15
Abril 2021	23	Bajo Martín	Hombres	14
Abril 2021	24	Campo de Daroca	Hombres	14
Abril 2021	25	Jiloca	Hombres	30
Abril 2021	26	Cuencas Mineras	Hombres	8
Abril 2021	27	Andorra-Sierra de Arcos	Hombres	9
Abril 2021	28	Bajo Aragón	Hombres	33
Abril 2021	29	Comunidad de Teruel	Hombres	49
Abril 2021	30	Maestrazgo	Hombres	5
Abril 2021	31	Sierra de Albarracín	Hombres	6
Abril 2021	32	Gúdar-Javalambre	Hombres	21
Abril 2021	33	Matarraña / Matarranya	Hombres	17
Abril 2021	01	La Jacetania	Mujeres	5
Abril 2021	02	Alto Gállego	Mujeres	6
Abril 2021	03	Sobrarbe	Mujeres	2
Abril 2021	04	La Ribagorza	Mujeres	7
Abril 2021	05	Cinco Villas	Mujeres	15
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	17
Abril 2021	07	Somontano de Barbastro	Mujeres	9
Abril 2021	08	Cinca Medio	Mujeres	16
Abril 2021	09	La Litera / La Llitera	Mujeres	8
Abril 2021	10	Los Monegros	Mujeres	4
Abril 2021	11	Bajo Cinca / Baix Cinca	Mujeres	7
Abril 2021	12	Tarazona y el Moncayo	Mujeres	7
Abril 2021	13	Campo de Borja	Mujeres	4
Abril 2021	14	Aranda	Mujeres	2
Abril 2021	15	Ribera Alta del Ebro	Mujeres	12
Abril 2021	16	Valdejalón	Mujeres	10
Abril 2021	17	Central	Mujeres	271
Abril 2021	18	Ribera Baja del Ebro	Mujeres	5
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	6
Abril 2021	20	Comunidad de Calatayud	Mujeres	11
Abril 2021	21	Campo de Cariñena	Mujeres	3
Abril 2021	22	Campo de Belchite	Mujeres	4
Abril 2021	23	Bajo Martín	Mujeres	2
Abril 2021	24	Campo de Daroca	Mujeres	2
Abril 2021	25	Jiloca	Mujeres	2
Abril 2021	26	Cuencas Mineras	Mujeres	1
Abril 2021	27	Andorra-Sierra de Arcos	Mujeres	1
Abril 2021	28	Bajo Aragón	Mujeres	7
Abril 2021	29	Comunidad de Teruel	Mujeres	19
Abril 2021	30	Maestrazgo	Mujeres	2
Abril 2021	31	Sierra de Albarracín	Mujeres	1
Abril 2021	32	Gúdar-Javalambre	Mujeres	3
Abril 2021	33	Matarraña / Matarranya	Mujeres	4
Abril 2021	01	La Jacetania	Hombres	47
Abril 2021	02	Alto Gállego	Hombres	26
Abril 2021	03	Sobrarbe	Hombres	31
Abril 2021	04	La Ribagorza	Hombres	44
Abril 2021	05	Cinco Villas	Hombres	93
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	165
Abril 2021	07	Somontano de Barbastro	Hombres	71
Abril 2021	08	Cinca Medio	Hombres	47
Abril 2021	09	La Litera / La Llitera	Hombres	39
Abril 2021	10	Los Monegros	Hombres	80
Abril 2021	11	Bajo Cinca / Baix Cinca	Hombres	62
Abril 2021	12	Tarazona y el Moncayo	Hombres	19
Abril 2021	13	Campo de Borja	Hombres	45
Abril 2021	14	Aranda	Hombres	14
Abril 2021	15	Ribera Alta del Ebro	Hombres	46
Abril 2021	16	Valdejalón	Hombres	58
Abril 2021	17	Central	Hombres	1237
Abril 2021	18	Ribera Baja del Ebro	Hombres	18
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40
Abril 2021	20	Comunidad de Calatayud	Hombres	71
Abril 2021	21	Campo de Cariñena	Hombres	18
Abril 2021	22	Campo de Belchite	Hombres	16
Abril 2021	23	Bajo Martín	Hombres	14
Abril 2021	24	Campo de Daroca	Hombres	22
Abril 2021	25	Jiloca	Hombres	42
Abril 2021	26	Cuencas Mineras	Hombres	16
Abril 2021	27	Andorra-Sierra de Arcos	Hombres	21
Abril 2021	28	Bajo Aragón	Hombres	78
Abril 2021	29	Comunidad de Teruel	Hombres	113
Abril 2021	30	Maestrazgo	Hombres	18
Abril 2021	31	Sierra de Albarracín	Hombres	26
Abril 2021	32	Gúdar-Javalambre	Hombres	27
Abril 2021	33	Matarraña / Matarranya	Hombres	27
Abril 2021	01	La Jacetania	Mujeres	14
Abril 2021	02	Alto Gállego	Mujeres	14
Abril 2021	03	Sobrarbe	Mujeres	13
Abril 2021	04	La Ribagorza	Mujeres	18
Abril 2021	05	Cinco Villas	Mujeres	42
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	69
Abril 2021	07	Somontano de Barbastro	Mujeres	30
Abril 2021	08	Cinca Medio	Mujeres	39
Abril 2021	09	La Litera / La Llitera	Mujeres	20
Abril 2021	10	Los Monegros	Mujeres	17
Abril 2021	11	Bajo Cinca / Baix Cinca	Mujeres	22
Abril 2021	12	Tarazona y el Moncayo	Mujeres	19
Abril 2021	13	Campo de Borja	Mujeres	15
Abril 2021	14	Aranda	Mujeres	6
Abril 2021	15	Ribera Alta del Ebro	Mujeres	23
Abril 2021	16	Valdejalón	Mujeres	29
Abril 2021	17	Central	Mujeres	803
Abril 2021	18	Ribera Baja del Ebro	Mujeres	12
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	17
Abril 2021	20	Comunidad de Calatayud	Mujeres	32
Abril 2021	21	Campo de Cariñena	Mujeres	6
Abril 2021	22	Campo de Belchite	Mujeres	6
Abril 2021	23	Bajo Martín	Mujeres	6
Abril 2021	24	Campo de Daroca	Mujeres	8
Abril 2021	25	Jiloca	Mujeres	15
Abril 2021	26	Cuencas Mineras	Mujeres	10
Abril 2021	27	Andorra-Sierra de Arcos	Mujeres	6
Abril 2021	28	Bajo Aragón	Mujeres	23
Abril 2021	29	Comunidad de Teruel	Mujeres	74
Abril 2021	30	Maestrazgo	Mujeres	7
Abril 2021	31	Sierra de Albarracín	Mujeres	10
Abril 2021	32	Gúdar-Javalambre	Mujeres	19
Abril 2021	33	Matarraña / Matarranya	Mujeres	12
Abril 2021	01	La Jacetania	Hombres	54
Abril 2021	02	Alto Gállego	Hombres	29
Abril 2021	03	Sobrarbe	Hombres	52
Abril 2021	04	La Ribagorza	Hombres	64
Abril 2021	05	Cinco Villas	Hombres	129
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Hombres	228
Abril 2021	07	Somontano de Barbastro	Hombres	94
Abril 2021	08	Cinca Medio	Hombres	79
Abril 2021	09	La Litera / La Llitera	Hombres	63
Abril 2021	10	Los Monegros	Hombres	117
Abril 2021	11	Bajo Cinca / Baix Cinca	Hombres	115
Abril 2021	12	Tarazona y el Moncayo	Hombres	35
Abril 2021	13	Campo de Borja	Hombres	66
Abril 2021	14	Aranda	Hombres	14
Abril 2021	15	Ribera Alta del Ebro	Hombres	59
Abril 2021	16	Valdejalón	Hombres	107
Abril 2021	17	Central	Hombres	1936
Abril 2021	18	Ribera Baja del Ebro	Hombres	33
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	52
Abril 2021	20	Comunidad de Calatayud	Hombres	116
Abril 2021	21	Campo de Cariñena	Hombres	38
Abril 2021	22	Campo de Belchite	Hombres	28
Abril 2021	23	Bajo Martín	Hombres	30
Abril 2021	24	Campo de Daroca	Hombres	32
Abril 2021	25	Jiloca	Hombres	74
Abril 2021	26	Cuencas Mineras	Hombres	26
Abril 2021	27	Andorra-Sierra de Arcos	Hombres	27
Abril 2021	28	Bajo Aragón	Hombres	121
Abril 2021	29	Comunidad de Teruel	Hombres	164
Abril 2021	30	Maestrazgo	Hombres	22
Abril 2021	31	Sierra de Albarracín	Hombres	29
Abril 2021	32	Gúdar-Javalambre	Hombres	51
Abril 2021	33	Matarraña / Matarranya	Hombres	64
Abril 2021	01	La Jacetania	Mujeres	33
Abril 2021	02	Alto Gállego	Mujeres	39
Abril 2021	03	Sobrarbe	Mujeres	35
Abril 2021	04	La Ribagorza	Mujeres	34
Abril 2021	05	Cinco Villas	Mujeres	55
Abril 2021	06	Hoya de Huesca / Plana de Uesca	Mujeres	123
Abril 2021	07	Somontano de Barbastro	Mujeres	46
Abril 2021	08	Cinca Medio	Mujeres	64
Abril 2021	09	La Litera / La Llitera	Mujeres	36
Abril 2021	10	Los Monegros	Mujeres	38
Abril 2021	11	Bajo Cinca / Baix Cinca	Mujeres	42
Abril 2021	12	Tarazona y el Moncayo	Mujeres	25
Abril 2021	13	Campo de Borja	Mujeres	34
Abril 2021	14	Aranda	Mujeres	8
Abril 2021	15	Ribera Alta del Ebro	Mujeres	46
Abril 2021	16	Valdejalón	Mujeres	41
Abril 2021	17	Central	Mujeres	1342
Abril 2021	18	Ribera Baja del Ebro	Mujeres	14
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	34
Abril 2021	20	Comunidad de Calatayud	Mujeres	61
Abril 2021	21	Campo de Cariñena	Mujeres	8
Abril 2021	22	Campo de Belchite	Mujeres	8
Abril 2021	23	Bajo Martín	Mujeres	5
Abril 2021	24	Campo de Daroca	Mujeres	9
Abril 2021	25	Jiloca	Mujeres	34
Abril 2021	26	Cuencas Mineras	Mujeres	13
