Comarca código	Comarca nombre	Tipo estudios	Edad	Sexo	Personas residentes viviendas familiares
26	Cuencas Mineras	Ciencias	45 a 64	Mujeres	1
26	Cuencas Mineras	Ciencias	25 a 44	Hombres	12
26	Cuencas Mineras	Ciencias	45 a 64	Hombres	3
26	Cuencas Mineras	Arquitectura o Construcción	25 a 44	Mujeres	3
26	Cuencas Mineras	Arquitectura o Construcción	45 a 64	Mujeres	1
26	Cuencas Mineras	Arquitectura o Construcción	25 a 44	Hombres	3
26	Cuencas Mineras	Arquitectura o Construcción	45 a 64	Hombres	1
26	Cuencas Mineras	Agricultura, Veterinaria,...	25 a 44	Mujeres	2
26	Cuencas Mineras	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
26	Cuencas Mineras	Agricultura, Veterinaria,...	25 a 44	Hombres	16
26	Cuencas Mineras	Agricultura, Veterinaria,...	45 a 64	Hombres	2
26	Cuencas Mineras	Salud, Servicios Sociales	25 a 44	Mujeres	76
26	Cuencas Mineras	Salud, Servicios Sociales	45 a 64	Mujeres	5
26	Cuencas Mineras	Salud, Servicios Sociales	25 a 44	Hombres	17
26	Cuencas Mineras	Salud, Servicios Sociales	45 a 64	Hombres	2
26	Cuencas Mineras	Salud, Servicios Sociales	65 y más	Hombres	1
26	Cuencas Mineras	Otros Servicios	25 a 44	Mujeres	26
26	Cuencas Mineras	Otros Servicios	45 a 64	Mujeres	6
26	Cuencas Mineras	Otros Servicios	25 a 44	Hombres	4
26	Cuencas Mineras	Otros Servicios	45 a 64	Hombres	3
26	Cuencas Mineras	Otros Servicios	65 y más	Hombres	1
27	Andorra-Sierra de Arcos	Derecho	25 a 44	Mujeres	13
27	Andorra-Sierra de Arcos	Derecho	25 a 44	Hombres	14
27	Andorra-Sierra de Arcos	Derecho	45 a 64	Hombres	2
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	25 a 44	Mujeres	77
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	45 a 64	Mujeres	19
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	65 y más	Mujeres	8
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	25 a 44	Hombres	34
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	45 a 64	Hombres	23
27	Andorra-Sierra de Arcos	Magisterio, Educación infantil...	65 y más	Hombres	5
27	Andorra-Sierra de Arcos	Ciencias Sociales	25 a 44	Mujeres	140
27	Andorra-Sierra de Arcos	Ciencias Sociales	45 a 64	Mujeres	7
27	Andorra-Sierra de Arcos	Ciencias Sociales	65 y más	Mujeres	1
27	Andorra-Sierra de Arcos	Ciencias Sociales	25 a 44	Hombres	47
27	Andorra-Sierra de Arcos	Ciencias Sociales	45 a 64	Hombres	13
27	Andorra-Sierra de Arcos	Ciencias Sociales	65 y más	Hombres	3
27	Andorra-Sierra de Arcos	Artes y Humanidades	25 a 44	Mujeres	24
27	Andorra-Sierra de Arcos	Artes y Humanidades	45 a 64	Mujeres	6
27	Andorra-Sierra de Arcos	Artes y Humanidades	65 y más	Mujeres	2
27	Andorra-Sierra de Arcos	Artes y Humanidades	25 a 44	Hombres	22
27	Andorra-Sierra de Arcos	Artes y Humanidades	45 a 64	Hombres	6
27	Andorra-Sierra de Arcos	Artes y Humanidades	65 y más	Hombres	1
27	Andorra-Sierra de Arcos	Informática	25 a 44	Mujeres	8
27	Andorra-Sierra de Arcos	Informática	45 a 64	Mujeres	1
27	Andorra-Sierra de Arcos	Informática	25 a 44	Hombres	15
27	Andorra-Sierra de Arcos	Informática	45 a 64	Hombres	2
27	Andorra-Sierra de Arcos	Ingenierías	25 a 44	Mujeres	10
27	Andorra-Sierra de Arcos	Ingenierías	45 a 64	Mujeres	1
27	Andorra-Sierra de Arcos	Ingenierías	25 a 44	Hombres	41
27	Andorra-Sierra de Arcos	Ingenierías	45 a 64	Hombres	25
27	Andorra-Sierra de Arcos	Ingenierías	65 y más	Hombres	2
27	Andorra-Sierra de Arcos	Formación Técnica e Industrial	25 a 44	Mujeres	79
27	Andorra-Sierra de Arcos	Formación Técnica e Industrial	45 a 64	Mujeres	4
27	Andorra-Sierra de Arcos	Formación Técnica e Industrial	25 a 44	Hombres	305
27	Andorra-Sierra de Arcos	Formación Técnica e Industrial	45 a 64	Hombres	79
27	Andorra-Sierra de Arcos	Formación Técnica e Industrial	65 y más	Hombres	1
27	Andorra-Sierra de Arcos	Ciencias	25 a 44	Mujeres	11
27	Andorra-Sierra de Arcos	Ciencias	45 a 64	Mujeres	3
27	Andorra-Sierra de Arcos	Ciencias	25 a 44	Hombres	11
27	Andorra-Sierra de Arcos	Ciencias	45 a 64	Hombres	6
27	Andorra-Sierra de Arcos	Arquitectura o Construcción	25 a 44	Mujeres	3
27	Andorra-Sierra de Arcos	Arquitectura o Construcción	25 a 44	Hombres	6
27	Andorra-Sierra de Arcos	Arquitectura o Construcción	45 a 64	Hombres	1
27	Andorra-Sierra de Arcos	Agricultura, Veterinaria,...	25 a 44	Mujeres	3
27	Andorra-Sierra de Arcos	Agricultura, Veterinaria,...	25 a 44	Hombres	17
27	Andorra-Sierra de Arcos	Agricultura, Veterinaria,...	45 a 64	Hombres	3
27	Andorra-Sierra de Arcos	Salud, Servicios Sociales	25 a 44	Mujeres	86
27	Andorra-Sierra de Arcos	Salud, Servicios Sociales	45 a 64	Mujeres	16
27	Andorra-Sierra de Arcos	Salud, Servicios Sociales	25 a 44	Hombres	23
27	Andorra-Sierra de Arcos	Salud, Servicios Sociales	45 a 64	Hombres	13
27	Andorra-Sierra de Arcos	Salud, Servicios Sociales	65 y más	Hombres	2
27	Andorra-Sierra de Arcos	Otros Servicios	25 a 44	Mujeres	34
27	Andorra-Sierra de Arcos	Otros Servicios	45 a 64	Mujeres	3
27	Andorra-Sierra de Arcos	Otros Servicios	65 y más	Mujeres	1
27	Andorra-Sierra de Arcos	Otros Servicios	25 a 44	Hombres	10
27	Andorra-Sierra de Arcos	Otros Servicios	45 a 64	Hombres	5
27	Andorra-Sierra de Arcos	Otros Servicios	65 y más	Hombres	1
28	Bajo Aragón	Derecho	25 a 44	Mujeres	56
28	Bajo Aragón	Derecho	45 a 64	Mujeres	3
28	Bajo Aragón	Derecho	65 y más	Mujeres	1
28	Bajo Aragón	Derecho	25 a 44	Hombres	33
28	Bajo Aragón	Derecho	45 a 64	Hombres	13
28	Bajo Aragón	Derecho	65 y más	Hombres	6
28	Bajo Aragón	Magisterio, Educación infantil...	25 a 44	Mujeres	182
28	Bajo Aragón	Magisterio, Educación infantil...	45 a 64	Mujeres	70
28	Bajo Aragón	Magisterio, Educación infantil...	65 y más	Mujeres	20
28	Bajo Aragón	Magisterio, Educación infantil...	25 a 44	Hombres	61
28	Bajo Aragón	Magisterio, Educación infantil...	45 a 64	Hombres	56
28	Bajo Aragón	Magisterio, Educación infantil...	65 y más	Hombres	5
28	Bajo Aragón	Ciencias Sociales	25 a 44	Mujeres	332
28	Bajo Aragón	Ciencias Sociales	45 a 64	Mujeres	20
28	Bajo Aragón	Ciencias Sociales	65 y más	Mujeres	6
28	Bajo Aragón	Ciencias Sociales	25 a 44	Hombres	140
28	Bajo Aragón	Ciencias Sociales	45 a 64	Hombres	26
28	Bajo Aragón	Ciencias Sociales	65 y más	Hombres	13
28	Bajo Aragón	Artes y Humanidades	25 a 44	Mujeres	100
28	Bajo Aragón	Artes y Humanidades	45 a 64	Mujeres	9
28	Bajo Aragón	Artes y Humanidades	65 y más	Mujeres	6
28	Bajo Aragón	Artes y Humanidades	25 a 44	Hombres	83
28	Bajo Aragón	Artes y Humanidades	45 a 64	Hombres	19
28	Bajo Aragón	Artes y Humanidades	65 y más	Hombres	5
28	Bajo Aragón	Informática	25 a 44	Mujeres	53
28	Bajo Aragón	Informática	45 a 64	Mujeres	1
28	Bajo Aragón	Informática	25 a 44	Hombres	28
28	Bajo Aragón	Informática	45 a 64	Hombres	5
28	Bajo Aragón	Ingenierías	25 a 44	Mujeres	25
28	Bajo Aragón	Ingenierías	65 y más	Mujeres	1
28	Bajo Aragón	Ingenierías	25 a 44	Hombres	97
28	Bajo Aragón	Ingenierías	45 a 64	Hombres	17
28	Bajo Aragón	Ingenierías	65 y más	Hombres	4
28	Bajo Aragón	Formación Técnica e Industrial	25 a 44	Mujeres	121
28	Bajo Aragón	Formación Técnica e Industrial	45 a 64	Mujeres	17
28	Bajo Aragón	Formación Técnica e Industrial	65 y más	Mujeres	1
28	Bajo Aragón	Formación Técnica e Industrial	25 a 44	Hombres	440
28	Bajo Aragón	Formación Técnica e Industrial	45 a 64	Hombres	90
28	Bajo Aragón	Formación Técnica e Industrial	65 y más	Hombres	9
28	Bajo Aragón	Ciencias	25 a 44	Mujeres	52
28	Bajo Aragón	Ciencias	45 a 64	Mujeres	8
28	Bajo Aragón	Ciencias	65 y más	Mujeres	1
28	Bajo Aragón	Ciencias	25 a 44	Hombres	47
28	Bajo Aragón	Ciencias	45 a 64	Hombres	12
28	Bajo Aragón	Arquitectura o Construcción	25 a 44	Mujeres	12
28	Bajo Aragón	Arquitectura o Construcción	45 a 64	Mujeres	1
28	Bajo Aragón	Arquitectura o Construcción	25 a 44	Hombres	14
28	Bajo Aragón	Arquitectura o Construcción	45 a 64	Hombres	16
28	Bajo Aragón	Arquitectura o Construcción	65 y más	Hombres	2
28	Bajo Aragón	Agricultura, Veterinaria,...	25 a 44	Mujeres	21
28	Bajo Aragón	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
28	Bajo Aragón	Agricultura, Veterinaria,...	65 y más	Mujeres	1
28	Bajo Aragón	Agricultura, Veterinaria,...	25 a 44	Hombres	55
28	Bajo Aragón	Agricultura, Veterinaria,...	45 a 64	Hombres	10
28	Bajo Aragón	Agricultura, Veterinaria,...	65 y más	Hombres	6
28	Bajo Aragón	Salud, Servicios Sociales	25 a 44	Mujeres	295
28	Bajo Aragón	Salud, Servicios Sociales	45 a 64	Mujeres	65
28	Bajo Aragón	Salud, Servicios Sociales	65 y más	Mujeres	6
28	Bajo Aragón	Salud, Servicios Sociales	25 a 44	Hombres	64
28	Bajo Aragón	Salud, Servicios Sociales	45 a 64	Hombres	44
28	Bajo Aragón	Salud, Servicios Sociales	65 y más	Hombres	9
28	Bajo Aragón	Otros Servicios	25 a 44	Mujeres	53
28	Bajo Aragón	Otros Servicios	45 a 64	Mujeres	13
28	Bajo Aragón	Otros Servicios	25 a 44	Hombres	32
28	Bajo Aragón	Otros Servicios	45 a 64	Hombres	7
29	Comunidad de Teruel	Derecho	25 a 44	Mujeres	180
29	Comunidad de Teruel	Derecho	45 a 64	Mujeres	18
29	Comunidad de Teruel	Derecho	65 y más	Mujeres	2
29	Comunidad de Teruel	Derecho	25 a 44	Hombres	190
29	Comunidad de Teruel	Derecho	45 a 64	Hombres	68
29	Comunidad de Teruel	Derecho	65 y más	Hombres	17
29	Comunidad de Teruel	Magisterio, Educación infantil...	25 a 44	Mujeres	437
29	Comunidad de Teruel	Magisterio, Educación infantil...	45 a 64	Mujeres	232
29	Comunidad de Teruel	Magisterio, Educación infantil...	65 y más	Mujeres	105
29	Comunidad de Teruel	Magisterio, Educación infantil...	25 a 44	Hombres	187
29	Comunidad de Teruel	Magisterio, Educación infantil...	45 a 64	Hombres	165
29	Comunidad de Teruel	Magisterio, Educación infantil...	65 y más	Hombres	37
29	Comunidad de Teruel	Ciencias Sociales	25 a 44	Mujeres	692
29	Comunidad de Teruel	Ciencias Sociales	45 a 64	Mujeres	65
29	Comunidad de Teruel	Ciencias Sociales	65 y más	Mujeres	7
29	Comunidad de Teruel	Ciencias Sociales	25 a 44	Hombres	285
29	Comunidad de Teruel	Ciencias Sociales	45 a 64	Hombres	98
29	Comunidad de Teruel	Ciencias Sociales	65 y más	Hombres	37
29	Comunidad de Teruel	Artes y Humanidades	25 a 44	Mujeres	266
29	Comunidad de Teruel	Artes y Humanidades	45 a 64	Mujeres	65
29	Comunidad de Teruel	Artes y Humanidades	65 y más	Mujeres	8
29	Comunidad de Teruel	Artes y Humanidades	25 a 44	Hombres	135
29	Comunidad de Teruel	Artes y Humanidades	45 a 64	Hombres	67
29	Comunidad de Teruel	Artes y Humanidades	65 y más	Hombres	17
29	Comunidad de Teruel	Informática	25 a 44	Mujeres	34
29	Comunidad de Teruel	Informática	45 a 64	Mujeres	1
29	Comunidad de Teruel	Informática	25 a 44	Hombres	58
29	Comunidad de Teruel	Informática	45 a 64	Hombres	3
29	Comunidad de Teruel	Ingenierías	25 a 44	Mujeres	52
29	Comunidad de Teruel	Ingenierías	45 a 64	Mujeres	9
29	Comunidad de Teruel	Ingenierías	65 y más	Mujeres	2
29	Comunidad de Teruel	Ingenierías	25 a 44	Hombres	223
29	Comunidad de Teruel	Ingenierías	45 a 64	Hombres	69
29	Comunidad de Teruel	Ingenierías	65 y más	Hombres	19
29	Comunidad de Teruel	Formación Técnica e Industrial	25 a 44	Mujeres	210
29	Comunidad de Teruel	Formación Técnica e Industrial	45 a 64	Mujeres	38
29	Comunidad de Teruel	Formación Técnica e Industrial	65 y más	Mujeres	4
29	Comunidad de Teruel	Formación Técnica e Industrial	25 a 44	Hombres	827
29	Comunidad de Teruel	Formación Técnica e Industrial	45 a 64	Hombres	212
29	Comunidad de Teruel	Formación Técnica e Industrial	65 y más	Hombres	18
29	Comunidad de Teruel	Ciencias	25 a 44	Mujeres	66
29	Comunidad de Teruel	Ciencias	45 a 64	Mujeres	19
29	Comunidad de Teruel	Ciencias	65 y más	Mujeres	1
29	Comunidad de Teruel	Ciencias	25 a 44	Hombres	74
29	Comunidad de Teruel	Ciencias	45 a 64	Hombres	41
29	Comunidad de Teruel	Ciencias	65 y más	Hombres	4
29	Comunidad de Teruel	Arquitectura o Construcción	25 a 44	Mujeres	29
29	Comunidad de Teruel	Arquitectura o Construcción	45 a 64	Mujeres	3
29	Comunidad de Teruel	Arquitectura o Construcción	25 a 44	Hombres	54
29	Comunidad de Teruel	Arquitectura o Construcción	45 a 64	Hombres	29
29	Comunidad de Teruel	Arquitectura o Construcción	65 y más	Hombres	4
29	Comunidad de Teruel	Agricultura, Veterinaria,...	25 a 44	Mujeres	24
29	Comunidad de Teruel	Agricultura, Veterinaria,...	45 a 64	Mujeres	5
29	Comunidad de Teruel	Agricultura, Veterinaria,...	65 y más	Mujeres	2
29	Comunidad de Teruel	Agricultura, Veterinaria,...	25 a 44	Hombres	140
29	Comunidad de Teruel	Agricultura, Veterinaria,...	45 a 64	Hombres	30
29	Comunidad de Teruel	Agricultura, Veterinaria,...	65 y más	Hombres	12
29	Comunidad de Teruel	Salud, Servicios Sociales	25 a 44	Mujeres	834
29	Comunidad de Teruel	Salud, Servicios Sociales	45 a 64	Mujeres	210
29	Comunidad de Teruel	Salud, Servicios Sociales	65 y más	Mujeres	30
29	Comunidad de Teruel	Salud, Servicios Sociales	25 a 44	Hombres	170
29	Comunidad de Teruel	Salud, Servicios Sociales	45 a 64	Hombres	94
29	Comunidad de Teruel	Salud, Servicios Sociales	65 y más	Hombres	26
29	Comunidad de Teruel	Otros Servicios	25 a 44	Mujeres	127
29	Comunidad de Teruel	Otros Servicios	45 a 64	Mujeres	29
29	Comunidad de Teruel	Otros Servicios	65 y más	Mujeres	3
29	Comunidad de Teruel	Otros Servicios	25 a 44	Hombres	51
29	Comunidad de Teruel	Otros Servicios	45 a 64	Hombres	23
29	Comunidad de Teruel	Otros Servicios	65 y más	Hombres	6
30	Maestrazgo	Derecho	25 a 44	Mujeres	8
30	Maestrazgo	Derecho	25 a 44	Hombres	7
30	Maestrazgo	Magisterio, Educación infantil...	25 a 44	Mujeres	20
30	Maestrazgo	Magisterio, Educación infantil...	45 a 64	Mujeres	6
30	Maestrazgo	Magisterio, Educación infantil...	65 y más	Mujeres	3
30	Maestrazgo	Magisterio, Educación infantil...	25 a 44	Hombres	11
30	Maestrazgo	Magisterio, Educación infantil...	45 a 64	Hombres	6
30	Maestrazgo	Magisterio, Educación infantil...	65 y más	Hombres	3
30	Maestrazgo	Ciencias Sociales	25 a 44	Mujeres	15
30	Maestrazgo	Ciencias Sociales	45 a 64	Mujeres	2
30	Maestrazgo	Ciencias Sociales	25 a 44	Hombres	17
30	Maestrazgo	Ciencias Sociales	45 a 64	Hombres	2
30	Maestrazgo	Artes y Humanidades	25 a 44	Mujeres	2
30	Maestrazgo	Artes y Humanidades	25 a 44	Hombres	1
30	Maestrazgo	Artes y Humanidades	45 a 64	Hombres	4
30	Maestrazgo	Informática	25 a 44	Mujeres	2
30	Maestrazgo	Informática	25 a 44	Hombres	1
30	Maestrazgo	Ingenierías	25 a 44	Mujeres	4
30	Maestrazgo	Ingenierías	25 a 44	Hombres	7
30	Maestrazgo	Ingenierías	45 a 64	Hombres	3
30	Maestrazgo	Formación Técnica e Industrial	25 a 44	Mujeres	3
30	Maestrazgo	Formación Técnica e Industrial	25 a 44	Hombres	31
30	Maestrazgo	Formación Técnica e Industrial	45 a 64	Hombres	4
30	Maestrazgo	Formación Técnica e Industrial	65 y más	Hombres	1
30	Maestrazgo	Ciencias	25 a 44	Mujeres	5
30	Maestrazgo	Ciencias	45 a 64	Mujeres	3
30	Maestrazgo	Ciencias	25 a 44	Hombres	2
30	Maestrazgo	Ciencias	45 a 64	Hombres	1
30	Maestrazgo	Arquitectura o Construcción	25 a 44	Mujeres	1
30	Maestrazgo	Arquitectura o Construcción	25 a 44	Hombres	4
30	Maestrazgo	Arquitectura o Construcción	65 y más	Hombres	1
30	Maestrazgo	Agricultura, Veterinaria,...	25 a 44	Mujeres	4
30	Maestrazgo	Agricultura, Veterinaria,...	65 y más	Mujeres	1
30	Maestrazgo	Agricultura, Veterinaria,...	25 a 44	Hombres	5
30	Maestrazgo	Agricultura, Veterinaria,...	45 a 64	Hombres	3
30	Maestrazgo	Salud, Servicios Sociales	25 a 44	Mujeres	15
30	Maestrazgo	Salud, Servicios Sociales	45 a 64	Mujeres	5
30	Maestrazgo	Salud, Servicios Sociales	25 a 44	Hombres	9
30	Maestrazgo	Salud, Servicios Sociales	45 a 64	Hombres	5
30	Maestrazgo	Salud, Servicios Sociales	65 y más	Hombres	1
30	Maestrazgo	Otros Servicios	25 a 44	Mujeres	8
30	Maestrazgo	Otros Servicios	25 a 44	Hombres	3
30	Maestrazgo	Otros Servicios	45 a 64	Hombres	4
30	Maestrazgo	Otros Servicios	65 y más	Hombres	1
31	Sierra de Albarracín	Derecho	25 a 44	Mujeres	6
31	Sierra de Albarracín	Derecho	25 a 44	Hombres	4
31	Sierra de Albarracín	Derecho	45 a 64	Hombres	1
31	Sierra de Albarracín	Derecho	65 y más	Hombres	1
31	Sierra de Albarracín	Magisterio, Educación infantil...	25 a 44	Mujeres	26
31	Sierra de Albarracín	Magisterio, Educación infantil...	45 a 64	Mujeres	16
31	Sierra de Albarracín	Magisterio, Educación infantil...	65 y más	Mujeres	5
31	Sierra de Albarracín	Magisterio, Educación infantil...	25 a 44	Hombres	20
31	Sierra de Albarracín	Magisterio, Educación infantil...	45 a 64	Hombres	18
31	Sierra de Albarracín	Magisterio, Educación infantil...	65 y más	Hombres	3
31	Sierra de Albarracín	Ciencias Sociales	25 a 44	Mujeres	27
31	Sierra de Albarracín	Ciencias Sociales	45 a 64	Mujeres	3
31	Sierra de Albarracín	Ciencias Sociales	25 a 44	Hombres	20
31	Sierra de Albarracín	Ciencias Sociales	45 a 64	Hombres	5
31	Sierra de Albarracín	Artes y Humanidades	25 a 44	Mujeres	14
31	Sierra de Albarracín	Artes y Humanidades	25 a 44	Hombres	8
31	Sierra de Albarracín	Artes y Humanidades	45 a 64	Hombres	9
31	Sierra de Albarracín	Artes y Humanidades	65 y más	Hombres	2
31	Sierra de Albarracín	Informática	25 a 44	Hombres	2
31	Sierra de Albarracín	Ingenierías	25 a 44	Mujeres	6
31	Sierra de Albarracín	Ingenierías	25 a 44	Hombres	11
31	Sierra de Albarracín	Ingenierías	45 a 64	Hombres	1
31	Sierra de Albarracín	Formación Técnica e Industrial	25 a 44	Mujeres	17
31	Sierra de Albarracín	Formación Técnica e Industrial	45 a 64	Mujeres	2
31	Sierra de Albarracín	Formación Técnica e Industrial	25 a 44	Hombres	77
31	Sierra de Albarracín	Formación Técnica e Industrial	45 a 64	Hombres	14
31	Sierra de Albarracín	Ciencias	25 a 44	Mujeres	5
31	Sierra de Albarracín	Ciencias	25 a 44	Hombres	13
31	Sierra de Albarracín	Ciencias	45 a 64	Hombres	1
31	Sierra de Albarracín	Arquitectura o Construcción	25 a 44	Mujeres	3
31	Sierra de Albarracín	Arquitectura o Construcción	25 a 44	Hombres	5
31	Sierra de Albarracín	Arquitectura o Construcción	45 a 64	Hombres	2
31	Sierra de Albarracín	Agricultura, Veterinaria,...	25 a 44	Mujeres	1
31	Sierra de Albarracín	Agricultura, Veterinaria,...	25 a 44	Hombres	5
31	Sierra de Albarracín	Agricultura, Veterinaria,...	65 y más	Hombres	1
31	Sierra de Albarracín	Salud, Servicios Sociales	25 a 44	Mujeres	42
31	Sierra de Albarracín	Salud, Servicios Sociales	45 a 64	Mujeres	2
31	Sierra de Albarracín	Salud, Servicios Sociales	25 a 44	Hombres	11
31	Sierra de Albarracín	Salud, Servicios Sociales	45 a 64	Hombres	4
31	Sierra de Albarracín	Salud, Servicios Sociales	65 y más	Hombres	1
31	Sierra de Albarracín	Otros Servicios	25 a 44	Mujeres	6
31	Sierra de Albarracín	Otros Servicios	45 a 64	Mujeres	1
31	Sierra de Albarracín	Otros Servicios	25 a 44	Hombres	3
31	Sierra de Albarracín	Otros Servicios	45 a 64	Hombres	2
32	Gúdar-Javalambre	Derecho	25 a 44	Mujeres	11
32	Gúdar-Javalambre	Derecho	25 a 44	Hombres	21
32	Gúdar-Javalambre	Derecho	45 a 64	Hombres	4
32	Gúdar-Javalambre	Magisterio, Educación infantil...	25 a 44	Mujeres	41
32	Gúdar-Javalambre	Magisterio, Educación infantil...	45 a 64	Mujeres	12
32	Gúdar-Javalambre	Magisterio, Educación infantil...	65 y más	Mujeres	5
32	Gúdar-Javalambre	Magisterio, Educación infantil...	25 a 44	Hombres	25
32	Gúdar-Javalambre	Magisterio, Educación infantil...	45 a 64	Hombres	11
32	Gúdar-Javalambre	Magisterio, Educación infantil...	65 y más	Hombres	3
32	Gúdar-Javalambre	Ciencias Sociales	25 a 44	Mujeres	83
32	Gúdar-Javalambre	Ciencias Sociales	45 a 64	Mujeres	7
32	Gúdar-Javalambre	Ciencias Sociales	25 a 44	Hombres	34
32	Gúdar-Javalambre	Ciencias Sociales	45 a 64	Hombres	3
32	Gúdar-Javalambre	Ciencias Sociales	65 y más	Hombres	1
32	Gúdar-Javalambre	Artes y Humanidades	25 a 44	Mujeres	15
32	Gúdar-Javalambre	Artes y Humanidades	45 a 64	Mujeres	3
32	Gúdar-Javalambre	Artes y Humanidades	65 y más	Mujeres	1
32	Gúdar-Javalambre	Artes y Humanidades	25 a 44	Hombres	9
32	Gúdar-Javalambre	Artes y Humanidades	45 a 64	Hombres	3
32	Gúdar-Javalambre	Artes y Humanidades	65 y más	Hombres	3
32	Gúdar-Javalambre	Informática	25 a 44	Mujeres	9
32	Gúdar-Javalambre	Informática	65 y más	Mujeres	1
32	Gúdar-Javalambre	Informática	25 a 44	Hombres	5
32	Gúdar-Javalambre	Informática	45 a 64	Hombres	1
32	Gúdar-Javalambre	Ingenierías	25 a 44	Mujeres	5
32	Gúdar-Javalambre	Ingenierías	45 a 64	Mujeres	1
32	Gúdar-Javalambre	Ingenierías	25 a 44	Hombres	15
32	Gúdar-Javalambre	Ingenierías	45 a 64	Hombres	6
32	Gúdar-Javalambre	Ingenierías	65 y más	Hombres	2
32	Gúdar-Javalambre	Formación Técnica e Industrial	25 a 44	Mujeres	41
32	Gúdar-Javalambre	Formación Técnica e Industrial	45 a 64	Mujeres	3
32	Gúdar-Javalambre	Formación Técnica e Industrial	25 a 44	Hombres	140
32	Gúdar-Javalambre	Formación Técnica e Industrial	45 a 64	Hombres	16
32	Gúdar-Javalambre	Formación Técnica e Industrial	65 y más	Hombres	1
32	Gúdar-Javalambre	Ciencias	25 a 44	Mujeres	8
32	Gúdar-Javalambre	Ciencias	45 a 64	Mujeres	1
32	Gúdar-Javalambre	Ciencias	25 a 44	Hombres	12
32	Gúdar-Javalambre	Ciencias	45 a 64	Hombres	2
32	Gúdar-Javalambre	Ciencias	65 y más	Hombres	1
32	Gúdar-Javalambre	Arquitectura o Construcción	25 a 44	Mujeres	10
32	Gúdar-Javalambre	Arquitectura o Construcción	25 a 44	Hombres	8
32	Gúdar-Javalambre	Arquitectura o Construcción	45 a 64	Hombres	3
32	Gúdar-Javalambre	Agricultura, Veterinaria,...	25 a 44	Mujeres	10
32	Gúdar-Javalambre	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
32	Gúdar-Javalambre	Agricultura, Veterinaria,...	25 a 44	Hombres	19
32	Gúdar-Javalambre	Agricultura, Veterinaria,...	45 a 64	Hombres	5
32	Gúdar-Javalambre	Salud, Servicios Sociales	25 a 44	Mujeres	57
32	Gúdar-Javalambre	Salud, Servicios Sociales	45 a 64	Mujeres	8
32	Gúdar-Javalambre	Salud, Servicios Sociales	65 y más	Mujeres	1
32	Gúdar-Javalambre	Salud, Servicios Sociales	25 a 44	Hombres	17
32	Gúdar-Javalambre	Salud, Servicios Sociales	45 a 64	Hombres	16
32	Gúdar-Javalambre	Salud, Servicios Sociales	65 y más	Hombres	2
32	Gúdar-Javalambre	Otros Servicios	25 a 44	Mujeres	24
32	Gúdar-Javalambre	Otros Servicios	45 a 64	Mujeres	5
32	Gúdar-Javalambre	Otros Servicios	25 a 44	Hombres	9
32	Gúdar-Javalambre	Otros Servicios	45 a 64	Hombres	3
33	Matarraña / Matarranya	Derecho	25 a 44	Mujeres	8
33	Matarraña / Matarranya	Derecho	45 a 64	Mujeres	1
33	Matarraña / Matarranya	Derecho	65 y más	Mujeres	2
33	Matarraña / Matarranya	Derecho	25 a 44	Hombres	11
33	Matarraña / Matarranya	Derecho	45 a 64	Hombres	3
33	Matarraña / Matarranya	Magisterio, Educación infantil...	25 a 44	Mujeres	47
33	Matarraña / Matarranya	Magisterio, Educación infantil...	45 a 64	Mujeres	16
33	Matarraña / Matarranya	Magisterio, Educación infantil...	65 y más	Mujeres	3
33	Matarraña / Matarranya	Magisterio, Educación infantil...	25 a 44	Hombres	12
33	Matarraña / Matarranya	Magisterio, Educación infantil...	45 a 64	Hombres	7
33	Matarraña / Matarranya	Magisterio, Educación infantil...	65 y más	Hombres	4
33	Matarraña / Matarranya	Ciencias Sociales	25 a 44	Mujeres	110
33	Matarraña / Matarranya	Ciencias Sociales	45 a 64	Mujeres	8
33	Matarraña / Matarranya	Ciencias Sociales	25 a 44	Hombres	29
33	Matarraña / Matarranya	Ciencias Sociales	45 a 64	Hombres	10
33	Matarraña / Matarranya	Ciencias Sociales	65 y más	Hombres	2
33	Matarraña / Matarranya	Artes y Humanidades	25 a 44	Mujeres	15
33	Matarraña / Matarranya	Artes y Humanidades	45 a 64	Mujeres	7
33	Matarraña / Matarranya	Artes y Humanidades	65 y más	Mujeres	1
33	Matarraña / Matarranya	Artes y Humanidades	25 a 44	Hombres	9
33	Matarraña / Matarranya	Artes y Humanidades	45 a 64	Hombres	3
33	Matarraña / Matarranya	Artes y Humanidades	65 y más	Hombres	1
33	Matarraña / Matarranya	Informática	25 a 44	Mujeres	4
33	Matarraña / Matarranya	Informática	25 a 44	Hombres	5
33	Matarraña / Matarranya	Informática	45 a 64	Hombres	1
33	Matarraña / Matarranya	Ingenierías	25 a 44	Mujeres	6
33	Matarraña / Matarranya	Ingenierías	25 a 44	Hombres	19
33	Matarraña / Matarranya	Ingenierías	45 a 64	Hombres	4
