Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Septiembre 2015	50	Zaragoza	50-54	Mujeres	3458
Septiembre 2015	50	Zaragoza	55-59	Hombres	5716
Septiembre 2015	50	Zaragoza	55-59	Mujeres	3012
Septiembre 2015	50	Zaragoza	60-64	Hombres	4049
Septiembre 2015	50	Zaragoza	60-64	Mujeres	2174
Septiembre 2015	50	Zaragoza	65-69	Hombres	817
Septiembre 2015	50	Zaragoza	65-69	Mujeres	541
Septiembre 2015	50	Zaragoza	Más de 69	Hombres	248
Septiembre 2015	50	Zaragoza	Más de 69	Mujeres	200
Septiembre 2015	50	Zaragoza	Sin clasificar	Hombres	1
Septiembre 2015	50	Zaragoza	Sin clasificar	Mujeres	3
Junio 2015	22	Huesca	16-19	Hombres	28
Junio 2015	22	Huesca	16-19	Mujeres	13
Junio 2015	22	Huesca	20-24	Hombres	323
Junio 2015	22	Huesca	20-24	Mujeres	133
Junio 2015	22	Huesca	25-29	Hombres	734
Junio 2015	22	Huesca	25-29	Mujeres	401
Junio 2015	22	Huesca	30-34	Hombres	1284
Junio 2015	22	Huesca	30-34	Mujeres	599
Junio 2015	22	Huesca	35-39	Hombres	1966
Junio 2015	22	Huesca	35-39	Mujeres	885
Junio 2015	22	Huesca	40-44	Hombres	2196
Junio 2015	22	Huesca	40-44	Mujeres	1080
Junio 2015	22	Huesca	45-49	Hombres	2378
Junio 2015	22	Huesca	45-49	Mujeres	1107
Junio 2015	22	Huesca	50-54	Hombres	2405
Junio 2015	22	Huesca	50-54	Mujeres	1187
Junio 2015	22	Huesca	55-59	Hombres	2142
Junio 2015	22	Huesca	55-59	Mujeres	1007
Junio 2015	22	Huesca	60-64	Hombres	1589
Junio 2015	22	Huesca	60-64	Mujeres	847
Junio 2015	22	Huesca	65-69	Hombres	394
Junio 2015	22	Huesca	65-69	Mujeres	212
Junio 2015	22	Huesca	Más de 69	Hombres	121
Junio 2015	22	Huesca	Más de 69	Mujeres	49
Junio 2015	44	Teruel	16-19	Hombres	28
Junio 2015	44	Teruel	16-19	Mujeres	11
Junio 2015	44	Teruel	20-24	Hombres	272
Junio 2015	44	Teruel	20-24	Mujeres	96
Junio 2015	44	Teruel	25-29	Hombres	502
Junio 2015	44	Teruel	25-29	Mujeres	278
Junio 2015	44	Teruel	30-34	Hombres	732
Junio 2015	44	Teruel	30-34	Mujeres	378
Junio 2015	44	Teruel	35-39	Hombres	1048
Junio 2015	44	Teruel	35-39	Mujeres	447
Junio 2015	44	Teruel	40-44	Hombres	1266
Junio 2015	44	Teruel	40-44	Mujeres	591
Junio 2015	44	Teruel	45-49	Hombres	1452
Junio 2015	44	Teruel	45-49	Mujeres	747
Junio 2015	44	Teruel	50-54	Hombres	1583
Junio 2015	44	Teruel	50-54	Mujeres	789
Junio 2015	44	Teruel	55-59	Hombres	1354
Junio 2015	44	Teruel	55-59	Mujeres	733
Junio 2015	44	Teruel	60-64	Hombres	940
Junio 2015	44	Teruel	60-64	Mujeres	634
Junio 2015	44	Teruel	65-69	Hombres	102
Junio 2015	44	Teruel	65-69	Mujeres	89
Junio 2015	44	Teruel	Más de 69	Hombres	22
Junio 2015	44	Teruel	Más de 69	Mujeres	15
Junio 2015	50	Zaragoza	16-19	Hombres	155
Junio 2015	50	Zaragoza	16-19	Mujeres	71
Junio 2015	50	Zaragoza	20-24	Hombres	1042
Junio 2015	50	Zaragoza	20-24	Mujeres	547
Junio 2015	50	Zaragoza	25-29	Hombres	2170
Junio 2015	50	Zaragoza	25-29	Mujeres	1411
Junio 2015	50	Zaragoza	30-34	Hombres	3727
Junio 2015	50	Zaragoza	30-34	Mujeres	2231
Junio 2015	50	Zaragoza	35-39	Hombres	5909
Junio 2015	50	Zaragoza	35-39	Mujeres	3064
Junio 2015	50	Zaragoza	40-44	Hombres	7073
Junio 2015	50	Zaragoza	40-44	Mujeres	3698
Junio 2015	50	Zaragoza	45-49	Hombres	7211
Junio 2015	50	Zaragoza	45-49	Mujeres	3748
Junio 2015	50	Zaragoza	50-54	Hombres	7063
Junio 2015	50	Zaragoza	50-54	Mujeres	3474
Junio 2015	50	Zaragoza	55-59	Hombres	5650
Junio 2015	50	Zaragoza	55-59	Mujeres	2972
Junio 2015	50	Zaragoza	60-64	Hombres	4020
Junio 2015	50	Zaragoza	60-64	Mujeres	2145
Junio 2015	50	Zaragoza	65-69	Hombres	795
Junio 2015	50	Zaragoza	65-69	Mujeres	526
Junio 2015	50	Zaragoza	Más de 69	Hombres	240
Junio 2015	50	Zaragoza	Más de 69	Mujeres	196
Junio 2015	50	Zaragoza	Sin clasificar	Hombres	1
Junio 2015	50	Zaragoza	Sin clasificar	Mujeres	3
Marzo 2015	22	Huesca	16-19	Hombres	21
Marzo 2015	22	Huesca	16-19	Mujeres	8
Marzo 2015	22	Huesca	20-24	Hombres	309
Marzo 2015	22	Huesca	20-24	Mujeres	130
Marzo 2015	22	Huesca	25-29	Hombres	723
Marzo 2015	22	Huesca	25-29	Mujeres	386
Marzo 2015	22	Huesca	30-34	Hombres	1329
Marzo 2015	22	Huesca	30-34	Mujeres	614
Marzo 2015	22	Huesca	35-39	Hombres	1946
Marzo 2015	22	Huesca	35-39	Mujeres	863
Marzo 2015	22	Huesca	40-44	Hombres	2189
Marzo 2015	22	Huesca	40-44	Mujeres	1056
Marzo 2015	22	Huesca	45-49	Hombres	2340
Marzo 2015	22	Huesca	45-49	Mujeres	1097
Marzo 2015	22	Huesca	50-54	Hombres	2420
Marzo 2015	22	Huesca	50-54	Mujeres	1159
Marzo 2015	22	Huesca	55-59	Hombres	2106
Marzo 2015	22	Huesca	55-59	Mujeres	1016
Marzo 2015	22	Huesca	60-64	Hombres	1574
Marzo 2015	22	Huesca	60-64	Mujeres	840
Marzo 2015	22	Huesca	65-69	Hombres	392
Marzo 2015	22	Huesca	65-69	Mujeres	221
Marzo 2015	22	Huesca	Más de 69	Hombres	120
Marzo 2015	22	Huesca	Más de 69	Mujeres	44
Marzo 2015	44	Teruel	16-19	Hombres	28
Marzo 2015	44	Teruel	16-19	Mujeres	12
Marzo 2015	44	Teruel	20-24	Hombres	270
Marzo 2015	44	Teruel	20-24	Mujeres	96
Marzo 2015	44	Teruel	25-29	Hombres	480
Marzo 2015	44	Teruel	25-29	Mujeres	275
Marzo 2015	44	Teruel	30-34	Hombres	724
Marzo 2015	44	Teruel	30-34	Mujeres	372
Marzo 2015	44	Teruel	35-39	Hombres	1044
Marzo 2015	44	Teruel	35-39	Mujeres	431
Marzo 2015	44	Teruel	40-44	Hombres	1244
Marzo 2015	44	Teruel	40-44	Mujeres	590
Marzo 2015	44	Teruel	45-49	Hombres	1451
Marzo 2015	44	Teruel	45-49	Mujeres	736
Marzo 2015	44	Teruel	50-54	Hombres	1561
Marzo 2015	44	Teruel	50-54	Mujeres	795
Marzo 2015	44	Teruel	55-59	Hombres	1342
Marzo 2015	44	Teruel	55-59	Mujeres	720
Marzo 2015	44	Teruel	60-64	Hombres	936
Marzo 2015	44	Teruel	60-64	Mujeres	631
Marzo 2015	44	Teruel	65-69	Hombres	91
Marzo 2015	44	Teruel	65-69	Mujeres	82
Marzo 2015	44	Teruel	Más de 69	Hombres	21
Marzo 2015	44	Teruel	Más de 69	Mujeres	17
Marzo 2015	50	Zaragoza	16-19	Hombres	138
Marzo 2015	50	Zaragoza	16-19	Mujeres	61
Marzo 2015	50	Zaragoza	20-24	Hombres	1016
Marzo 2015	50	Zaragoza	20-24	Mujeres	531
Marzo 2015	50	Zaragoza	25-29	Hombres	2199
Marzo 2015	50	Zaragoza	25-29	Mujeres	1378
Marzo 2015	50	Zaragoza	30-34	Hombres	3673
Marzo 2015	50	Zaragoza	30-34	Mujeres	2179
Marzo 2015	50	Zaragoza	35-39	Hombres	5909
Marzo 2015	50	Zaragoza	35-39	Mujeres	3010
Marzo 2015	50	Zaragoza	40-44	Hombres	7021
Marzo 2015	50	Zaragoza	40-44	Mujeres	3643
Marzo 2015	50	Zaragoza	45-49	Hombres	7107
Marzo 2015	50	Zaragoza	45-49	Mujeres	3708
Marzo 2015	50	Zaragoza	50-54	Hombres	6974
Marzo 2015	50	Zaragoza	50-54	Mujeres	3400
Marzo 2015	50	Zaragoza	55-59	Hombres	5558
Marzo 2015	50	Zaragoza	55-59	Mujeres	2952
Marzo 2015	50	Zaragoza	60-64	Hombres	3969
Marzo 2015	50	Zaragoza	60-64	Mujeres	2104
Marzo 2015	50	Zaragoza	65-69	Hombres	783
Marzo 2015	50	Zaragoza	65-69	Mujeres	536
Marzo 2015	50	Zaragoza	Más de 69	Hombres	233
Marzo 2015	50	Zaragoza	Más de 69	Mujeres	187
Marzo 2015	50	Zaragoza	Sin clasificar	Hombres	1
Marzo 2015	50	Zaragoza	Sin clasificar	Mujeres	3
Diciembre 2014	22	Huesca	16-19	Hombres	21
Diciembre 2014	22	Huesca	16-19	Mujeres	11
Diciembre 2014	22	Huesca	20-24	Hombres	316
Diciembre 2014	22	Huesca	20-24	Mujeres	145
Diciembre 2014	22	Huesca	25-29	Hombres	742
Diciembre 2014	22	Huesca	25-29	Mujeres	392
Diciembre 2014	22	Huesca	30-34	Hombres	1332
Diciembre 2014	22	Huesca	30-34	Mujeres	627
Diciembre 2014	22	Huesca	35-39	Hombres	1961
Diciembre 2014	22	Huesca	35-39	Mujeres	871
Diciembre 2014	22	Huesca	40-44	Hombres	2183
Diciembre 2014	22	Huesca	40-44	Mujeres	1075
Diciembre 2014	22	Huesca	45-49	Hombres	2321
Diciembre 2014	22	Huesca	45-49	Mujeres	1098
Diciembre 2014	22	Huesca	50-54	Hombres	2417
Diciembre 2014	22	Huesca	50-54	Mujeres	1155
Diciembre 2014	22	Huesca	55-59	Hombres	2121
Diciembre 2014	22	Huesca	55-59	Mujeres	1020
Diciembre 2014	22	Huesca	60-64	Hombres	1565
Diciembre 2014	22	Huesca	60-64	Mujeres	820
Diciembre 2014	22	Huesca	65-69	Hombres	384
Diciembre 2014	22	Huesca	65-69	Mujeres	211
Diciembre 2014	22	Huesca	Más de 69	Hombres	117
Diciembre 2014	22	Huesca	Más de 69	Mujeres	45
Diciembre 2014	44	Teruel	16-19	Hombres	27
Diciembre 2014	44	Teruel	16-19	Mujeres	12
Diciembre 2014	44	Teruel	20-24	Hombres	261
Diciembre 2014	44	Teruel	20-24	Mujeres	104
Diciembre 2014	44	Teruel	25-29	Hombres	499
Diciembre 2014	44	Teruel	25-29	Mujeres	277
Diciembre 2014	44	Teruel	30-34	Hombres	716
Diciembre 2014	44	Teruel	30-34	Mujeres	377
Diciembre 2014	44	Teruel	35-39	Hombres	1056
Diciembre 2014	44	Teruel	35-39	Mujeres	442
Diciembre 2014	44	Teruel	40-44	Hombres	1242
Diciembre 2014	44	Teruel	40-44	Mujeres	589
Diciembre 2014	44	Teruel	45-49	Hombres	1500
Diciembre 2014	44	Teruel	45-49	Mujeres	733
Diciembre 2014	44	Teruel	50-54	Hombres	1572
Diciembre 2014	44	Teruel	50-54	Mujeres	794
Diciembre 2014	44	Teruel	55-59	Hombres	1312
Diciembre 2014	44	Teruel	55-59	Mujeres	723
Diciembre 2014	44	Teruel	60-64	Hombres	934
Diciembre 2014	44	Teruel	60-64	Mujeres	634
Diciembre 2014	44	Teruel	65-69	Hombres	90
Diciembre 2014	44	Teruel	65-69	Mujeres	74
Diciembre 2014	44	Teruel	Más de 69	Hombres	22
Diciembre 2014	44	Teruel	Más de 69	Mujeres	16
Diciembre 2014	50	Zaragoza	16-19	Hombres	144
Diciembre 2014	50	Zaragoza	16-19	Mujeres	76
Diciembre 2014	50	Zaragoza	20-24	Hombres	1053
Diciembre 2014	50	Zaragoza	20-24	Mujeres	558
Diciembre 2014	50	Zaragoza	25-29	Hombres	2177
Diciembre 2014	50	Zaragoza	25-29	Mujeres	1466
Diciembre 2014	50	Zaragoza	30-34	Hombres	3779
Diciembre 2014	50	Zaragoza	30-34	Mujeres	2214
Diciembre 2014	50	Zaragoza	35-39	Hombres	6024
Diciembre 2014	50	Zaragoza	35-39	Mujeres	3089
Diciembre 2014	50	Zaragoza	40-44	Hombres	7067
Diciembre 2014	50	Zaragoza	40-44	Mujeres	3677
Diciembre 2014	50	Zaragoza	45-49	Hombres	7035
Diciembre 2014	50	Zaragoza	45-49	Mujeres	3724
Diciembre 2014	50	Zaragoza	50-54	Hombres	6932
Diciembre 2014	50	Zaragoza	50-54	Mujeres	3426
Diciembre 2014	50	Zaragoza	55-59	Hombres	5574
Diciembre 2014	50	Zaragoza	55-59	Mujeres	2945
Diciembre 2014	50	Zaragoza	60-64	Hombres	3949
Diciembre 2014	50	Zaragoza	60-64	Mujeres	2090
Diciembre 2014	50	Zaragoza	65-69	Hombres	781
Diciembre 2014	50	Zaragoza	65-69	Mujeres	540
Diciembre 2014	50	Zaragoza	Más de 69	Hombres	225
Diciembre 2014	50	Zaragoza	Más de 69	Mujeres	187
Diciembre 2014	50	Zaragoza	Sin clasificar	Hombres	1
Diciembre 2014	50	Zaragoza	Sin clasificar	Mujeres	2
Septiembre 2014	22	Huesca	16-19	Hombres	26
Septiembre 2014	22	Huesca	16-19	Mujeres	16
Septiembre 2014	22	Huesca	20-24	Hombres	335
Septiembre 2014	22	Huesca	20-24	Mujeres	146
Septiembre 2014	22	Huesca	25-29	Hombres	762
Septiembre 2014	22	Huesca	25-29	Mujeres	398
Septiembre 2014	22	Huesca	30-34	Hombres	1371
Septiembre 2014	22	Huesca	30-34	Mujeres	609
Septiembre 2014	22	Huesca	35-39	Hombres	1963
Septiembre 2014	22	Huesca	35-39	Mujeres	848
Septiembre 2014	22	Huesca	40-44	Hombres	2168
Septiembre 2014	22	Huesca	40-44	Mujeres	1058
Septiembre 2014	22	Huesca	45-49	Hombres	2359
Septiembre 2014	22	Huesca	45-49	Mujeres	1083
Septiembre 2014	22	Huesca	50-54	Hombres	2398
Septiembre 2014	22	Huesca	50-54	Mujeres	1148
Septiembre 2014	22	Huesca	55-59	Hombres	2131
Septiembre 2014	22	Huesca	55-59	Mujeres	991
Septiembre 2014	22	Huesca	60-64	Hombres	1558
Septiembre 2014	22	Huesca	60-64	Mujeres	834
Septiembre 2014	22	Huesca	65-69	Hombres	354
Septiembre 2014	22	Huesca	65-69	Mujeres	200
Septiembre 2014	22	Huesca	Más de 69	Hombres	113
Septiembre 2014	22	Huesca	Más de 69	Mujeres	42
Septiembre 2014	44	Teruel	16-19	Hombres	34
Septiembre 2014	44	Teruel	16-19	Mujeres	15
Septiembre 2014	44	Teruel	20-24	Hombres	288
Septiembre 2014	44	Teruel	20-24	Mujeres	98
Septiembre 2014	44	Teruel	25-29	Hombres	488
Septiembre 2014	44	Teruel	25-29	Mujeres	272
Septiembre 2014	44	Teruel	30-34	Hombres	731
Septiembre 2014	44	Teruel	30-34	Mujeres	369
Septiembre 2014	44	Teruel	35-39	Hombres	1077
Septiembre 2014	44	Teruel	35-39	Mujeres	440
Septiembre 2014	44	Teruel	40-44	Hombres	1234
Septiembre 2014	44	Teruel	40-44	Mujeres	589
Septiembre 2014	44	Teruel	45-49	Hombres	1530
Septiembre 2014	44	Teruel	45-49	Mujeres	738
Septiembre 2014	44	Teruel	50-54	Hombres	1560
Septiembre 2014	44	Teruel	50-54	Mujeres	797
Septiembre 2014	44	Teruel	55-59	Hombres	1297
Septiembre 2014	44	Teruel	55-59	Mujeres	702
Septiembre 2014	44	Teruel	60-64	Hombres	932
Septiembre 2014	44	Teruel	60-64	Mujeres	642
Septiembre 2014	44	Teruel	65-69	Hombres	92
Septiembre 2014	44	Teruel	65-69	Mujeres	78
Septiembre 2014	44	Teruel	Más de 69	Hombres	19
Septiembre 2014	44	Teruel	Más de 69	Mujeres	14
Septiembre 2014	50	Zaragoza	16-19	Hombres	154
Septiembre 2014	50	Zaragoza	16-19	Mujeres	78
Septiembre 2014	50	Zaragoza	20-24	Hombres	1067
Septiembre 2014	50	Zaragoza	20-24	Mujeres	569
Septiembre 2014	50	Zaragoza	25-29	Hombres	2191
Septiembre 2014	50	Zaragoza	25-29	Mujeres	1455
Septiembre 2014	50	Zaragoza	30-34	Hombres	3807
Septiembre 2014	50	Zaragoza	30-34	Mujeres	2192
Septiembre 2014	50	Zaragoza	35-39	Hombres	6028
Septiembre 2014	50	Zaragoza	35-39	Mujeres	3047
Septiembre 2014	50	Zaragoza	40-44	Hombres	7014
Septiembre 2014	50	Zaragoza	40-44	Mujeres	3629
Septiembre 2014	50	Zaragoza	45-49	Hombres	7028
Septiembre 2014	50	Zaragoza	45-49	Mujeres	3713
Septiembre 2014	50	Zaragoza	50-54	Hombres	6867
Septiembre 2014	50	Zaragoza	50-54	Mujeres	3341
Septiembre 2014	50	Zaragoza	55-59	Hombres	5487
Septiembre 2014	50	Zaragoza	55-59	Mujeres	2884
Septiembre 2014	50	Zaragoza	60-64	Hombres	3961
Septiembre 2014	50	Zaragoza	60-64	Mujeres	2098
Septiembre 2014	50	Zaragoza	65-69	Hombres	756
Septiembre 2014	50	Zaragoza	65-69	Mujeres	515
Septiembre 2014	50	Zaragoza	Más de 69	Hombres	213
Septiembre 2014	50	Zaragoza	Más de 69	Mujeres	178
Septiembre 2014	50	Zaragoza	Sin clasificar	Hombres	1
Septiembre 2014	50	Zaragoza	Sin clasificar	Mujeres	2
Junio 2014	22	Huesca	16-19	Hombres	33
Junio 2014	22	Huesca	16-19	Mujeres	13
Junio 2014	22	Huesca	20-24	Hombres	343
Junio 2014	22	Huesca	20-24	Mujeres	148
Junio 2014	22	Huesca	25-29	Hombres	783
Junio 2014	22	Huesca	25-29	Mujeres	388
Junio 2014	22	Huesca	30-34	Hombres	1414
Junio 2014	22	Huesca	30-34	Mujeres	603
Junio 2014	22	Huesca	35-39	Hombres	1995
Junio 2014	22	Huesca	35-39	Mujeres	864
Junio 2014	22	Huesca	40-44	Hombres	2212
Junio 2014	22	Huesca	40-44	Mujeres	1051
Junio 2014	22	Huesca	45-49	Hombres	2349
Junio 2014	22	Huesca	45-49	Mujeres	1106
Junio 2014	22	Huesca	50-54	Hombres	2370
Junio 2014	22	Huesca	50-54	Mujeres	1145
Junio 2014	22	Huesca	55-59	Hombres	2104
Junio 2014	22	Huesca	55-59	Mujeres	977
Junio 2014	22	Huesca	60-64	Hombres	1572
Junio 2014	22	Huesca	60-64	Mujeres	852
Junio 2014	22	Huesca	65-69	Hombres	331
Junio 2014	22	Huesca	65-69	Mujeres	194
Junio 2014	22	Huesca	Más de 69	Hombres	104
Junio 2014	22	Huesca	Más de 69	Mujeres	45
Junio 2014	44	Teruel	16-19	Hombres	35
Junio 2014	44	Teruel	16-19	Mujeres	11
Junio 2014	44	Teruel	20-24	Hombres	285
Junio 2014	44	Teruel	20-24	Mujeres	108
Junio 2014	44	Teruel	25-29	Hombres	473
Junio 2014	44	Teruel	25-29	Mujeres	273
Junio 2014	44	Teruel	30-34	Hombres	757
Junio 2014	44	Teruel	30-34	Mujeres	366
Junio 2014	44	Teruel	35-39	Hombres	1088
Junio 2014	44	Teruel	35-39	Mujeres	453
Junio 2014	44	Teruel	40-44	Hombres	1242
Junio 2014	44	Teruel	40-44	Mujeres	599
Junio 2014	44	Teruel	45-49	Hombres	1524
Junio 2014	44	Teruel	45-49	Mujeres	757
Junio 2014	44	Teruel	50-54	Hombres	1569
Junio 2014	44	Teruel	50-54	Mujeres	792
Junio 2014	44	Teruel	55-59	Hombres	1288
Junio 2014	44	Teruel	55-59	Mujeres	683
Junio 2014	44	Teruel	60-64	Hombres	923
Junio 2014	44	Teruel	60-64	Mujeres	654
Junio 2014	44	Teruel	65-69	Hombres	89
Junio 2014	44	Teruel	65-69	Mujeres	73
Junio 2014	44	Teruel	Más de 69	Hombres	18
Junio 2014	44	Teruel	Más de 69	Mujeres	13
Junio 2014	50	Zaragoza	16-19	Hombres	148
Junio 2014	50	Zaragoza	16-19	Mujeres	86
Junio 2014	50	Zaragoza	20-24	Hombres	1052
Junio 2014	50	Zaragoza	20-24	Mujeres	544
Junio 2014	50	Zaragoza	25-29	Hombres	2212
Junio 2014	50	Zaragoza	25-29	Mujeres	1441
Junio 2014	50	Zaragoza	30-34	Hombres	3838
Junio 2014	50	Zaragoza	30-34	Mujeres	2207
Junio 2014	50	Zaragoza	35-39	Hombres	6057
Junio 2014	50	Zaragoza	35-39	Mujeres	3075
Junio 2014	50	Zaragoza	40-44	Hombres	7014
Junio 2014	50	Zaragoza	40-44	Mujeres	3631
Junio 2014	50	Zaragoza	45-49	Hombres	7008
Junio 2014	50	Zaragoza	45-49	Mujeres	3643
Junio 2014	50	Zaragoza	50-54	Hombres	6835
Junio 2014	50	Zaragoza	50-54	Mujeres	3357
Junio 2014	50	Zaragoza	55-59	Hombres	5430
Junio 2014	50	Zaragoza	55-59	Mujeres	2836
Junio 2014	50	Zaragoza	60-64	Hombres	3961
Junio 2014	50	Zaragoza	60-64	Mujeres	2097
Junio 2014	50	Zaragoza	65-69	Hombres	744
Junio 2014	50	Zaragoza	65-69	Mujeres	494
Junio 2014	50	Zaragoza	Más de 69	Hombres	207
Junio 2014	50	Zaragoza	Más de 69	Mujeres	174
Junio 2014	50	Zaragoza	Sin clasificar	Hombres	1
Junio 2014	50	Zaragoza	Sin clasificar	Mujeres	1
Marzo 2014	22	Huesca	16-19	Hombres	23
Marzo 2014	22	Huesca	16-19	Mujeres	9
Marzo 2014	22	Huesca	20-24	Hombres	344
Marzo 2014	22	Huesca	20-24	Mujeres	131
Marzo 2014	22	Huesca	25-29	Hombres	765
Marzo 2014	22	Huesca	25-29	Mujeres	365
Marzo 2014	22	Huesca	30-34	Hombres	1400
Marzo 2014	22	Huesca	30-34	Mujeres	590
Marzo 2014	22	Huesca	35-39	Hombres	1980
Marzo 2014	22	Huesca	35-39	Mujeres	866
Marzo 2014	22	Huesca	40-44	Hombres	2201
Marzo 2014	22	Huesca	40-44	Mujeres	1044
Marzo 2014	22	Huesca	45-49	Hombres	2330
Marzo 2014	22	Huesca	45-49	Mujeres	1084
Marzo 2014	22	Huesca	50-54	Hombres	2385
Marzo 2014	22	Huesca	50-54	Mujeres	1127
Marzo 2014	22	Huesca	55-59	Hombres	2084
Marzo 2014	22	Huesca	55-59	Mujeres	970
Marzo 2014	22	Huesca	60-64	Hombres	1564
Marzo 2014	22	Huesca	60-64	Mujeres	828
Marzo 2014	22	Huesca	65-69	Hombres	308
Marzo 2014	22	Huesca	65-69	Mujeres	210
Marzo 2014	22	Huesca	Más de 69	Hombres	96
Marzo 2014	22	Huesca	Más de 69	Mujeres	39
Marzo 2014	44	Teruel	16-19	Hombres	34
Marzo 2014	44	Teruel	16-19	Mujeres	10
Marzo 2014	44	Teruel	20-24	Hombres	262
Marzo 2014	44	Teruel	20-24	Mujeres	99
Marzo 2014	44	Teruel	25-29	Hombres	471
Marzo 2014	44	Teruel	25-29	Mujeres	257
Marzo 2014	44	Teruel	30-34	Hombres	744
Marzo 2014	44	Teruel	30-34	Mujeres	343
Marzo 2014	44	Teruel	35-39	Hombres	1084
Marzo 2014	44	Teruel	35-39	Mujeres	457
Marzo 2014	44	Teruel	40-44	Hombres	1214
Marzo 2014	44	Teruel	40-44	Mujeres	599
Marzo 2014	44	Teruel	45-49	Hombres	1543
Marzo 2014	44	Teruel	45-49	Mujeres	764
Marzo 2014	44	Teruel	50-54	Hombres	1527
Marzo 2014	44	Teruel	50-54	Mujeres	764
Marzo 2014	44	Teruel	55-59	Hombres	1287
Marzo 2014	44	Teruel	55-59	Mujeres	689
Marzo 2014	44	Teruel	60-64	Hombres	919
Marzo 2014	44	Teruel	60-64	Mujeres	650
Marzo 2014	44	Teruel	65-69	Hombres	91
Marzo 2014	44	Teruel	65-69	Mujeres	58
Marzo 2014	44	Teruel	Más de 69	Hombres	18
Marzo 2014	44	Teruel	Más de 69	Mujeres	14
Marzo 2014	50	Zaragoza	16-19	Hombres	115
Marzo 2014	50	Zaragoza	16-19	Mujeres	72
Marzo 2014	50	Zaragoza	20-24	Hombres	999
Marzo 2014	50	Zaragoza	20-24	Mujeres	510
Marzo 2014	50	Zaragoza	25-29	Hombres	2149
Marzo 2014	50	Zaragoza	25-29	Mujeres	1372
Marzo 2014	50	Zaragoza	30-34	Hombres	3739
Marzo 2014	50	Zaragoza	30-34	Mujeres	2156
Marzo 2014	50	Zaragoza	35-39	Hombres	6007
Marzo 2014	50	Zaragoza	35-39	Mujeres	2990
Marzo 2014	50	Zaragoza	40-44	Hombres	6921
Marzo 2014	50	Zaragoza	40-44	Mujeres	3551
Marzo 2014	50	Zaragoza	45-49	Hombres	6896
Marzo 2014	50	Zaragoza	45-49	Mujeres	3590
Marzo 2014	50	Zaragoza	50-54	Hombres	6756
Marzo 2014	50	Zaragoza	50-54	Mujeres	3299
Marzo 2014	50	Zaragoza	55-59	Hombres	5358
Marzo 2014	50	Zaragoza	55-59	Mujeres	2810
Marzo 2014	50	Zaragoza	60-64	Hombres	3966
Marzo 2014	50	Zaragoza	60-64	Mujeres	2057
Marzo 2014	50	Zaragoza	65-69	Hombres	711
Marzo 2014	50	Zaragoza	65-69	Mujeres	499
Marzo 2014	50	Zaragoza	Más de 69	Hombres	204
Marzo 2014	50	Zaragoza	Más de 69	Mujeres	171
Marzo 2014	50	Zaragoza	Sin clasificar	Hombres	1
Marzo 2014	50	Zaragoza	Sin clasificar	Mujeres	1
Diciembre 2013	22	Huesca	16-19	Hombres	26
Diciembre 2013	22	Huesca	16-19	Mujeres	14
Diciembre 2013	22	Huesca	20-24	Hombres	349
Diciembre 2013	22	Huesca	20-24	Mujeres	125
Diciembre 2013	22	Huesca	25-29	Hombres	772
Diciembre 2013	22	Huesca	25-29	Mujeres	367
Diciembre 2013	22	Huesca	30-34	Hombres	1415
Diciembre 2013	22	Huesca	30-34	Mujeres	591
Diciembre 2013	22	Huesca	35-39	Hombres	2009
Diciembre 2013	22	Huesca	35-39	Mujeres	876
Diciembre 2013	22	Huesca	40-44	Hombres	2213
Diciembre 2013	22	Huesca	40-44	Mujeres	1067
Diciembre 2013	22	Huesca	45-49	Hombres	2338
Diciembre 2013	22	Huesca	45-49	Mujeres	1081
Diciembre 2013	22	Huesca	50-54	Hombres	2378
Diciembre 2013	22	Huesca	50-54	Mujeres	1134
Diciembre 2013	22	Huesca	55-59	Hombres	2054
Diciembre 2013	22	Huesca	55-59	Mujeres	963
Diciembre 2013	22	Huesca	60-64	Hombres	1573
Diciembre 2013	22	Huesca	60-64	Mujeres	824
Diciembre 2013	22	Huesca	65-69	Hombres	295
Diciembre 2013	22	Huesca	65-69	Mujeres	198
Diciembre 2013	22	Huesca	Más de 69	Hombres	93
Diciembre 2013	22	Huesca	Más de 69	Mujeres	40
Diciembre 2013	44	Teruel	16-19	Hombres	36
Diciembre 2013	44	Teruel	16-19	Mujeres	9
Diciembre 2013	44	Teruel	20-24	Hombres	265
Diciembre 2013	44	Teruel	20-24	Mujeres	97
Diciembre 2013	44	Teruel	25-29	Hombres	479
Diciembre 2013	44	Teruel	25-29	Mujeres	255
Diciembre 2013	44	Teruel	30-34	Hombres	746
Diciembre 2013	44	Teruel	30-34	Mujeres	353
Diciembre 2013	44	Teruel	35-39	Hombres	1082
Diciembre 2013	44	Teruel	35-39	Mujeres	460
Diciembre 2013	44	Teruel	40-44	Hombres	1232
Diciembre 2013	44	Teruel	40-44	Mujeres	603
Diciembre 2013	44	Teruel	45-49	Hombres	1571
Diciembre 2013	44	Teruel	45-49	Mujeres	759
Diciembre 2013	44	Teruel	50-54	Hombres	1499
Diciembre 2013	44	Teruel	50-54	Mujeres	755
Diciembre 2013	44	Teruel	55-59	Hombres	1287
Diciembre 2013	44	Teruel	55-59	Mujeres	691
Diciembre 2013	44	Teruel	60-64	Hombres	925
