Año	Residencia comarca código	Residencia comarca nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
1999	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	2
1999	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
1999	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
1999	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Hombres	1
1999	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Mujeres	2
1999	29	Comunidad de Teruel	4 - Distinta CA	Hombres	4
1999	29	Comunidad de Teruel	4 - Distinta CA	Mujeres	6
1999	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Hombres	47
1999	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Mujeres	55
1999	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
1999	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
1999	30	Maestrazgo	5 - Nacidos en el extranjero	Hombres	2
1999	30	Maestrazgo	5 - Nacidos en el extranjero	Mujeres	3
1999	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
1999	31	Sierra de Albarracín	4 - Distinta CA	Mujeres	1
1999	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Hombres	20
1999	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Mujeres	7
1999	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Hombres	2
1999	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
1999	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
1999	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
1999	32	Gúdar-Javalambre	4 - Distinta CA	Hombres	2
1999	32	Gúdar-Javalambre	4 - Distinta CA	Mujeres	1
1999	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Hombres	23
1999	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Mujeres	31
1999	33	Matarraña / Matarranya	4 - Distinta CA	Hombres	1
1999	33	Matarraña / Matarranya	4 - Distinta CA	Mujeres	1
1999	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Hombres	32
1999	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Mujeres	17
2000	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2000	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2
2000	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2000	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2000	01	La Jacetania	3 - Misma CA y distinta provincia	Hombres	5
2000	01	La Jacetania	4 - Distinta CA	Hombres	2
2000	01	La Jacetania	4 - Distinta CA	Mujeres	4
2000	01	La Jacetania	5 - Nacidos en el extranjero	Hombres	68
2000	01	La Jacetania	5 - Nacidos en el extranjero	Mujeres	96
2000	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	02	Alto Gállego	5 - Nacidos en el extranjero	Hombres	31
2000	02	Alto Gállego	5 - Nacidos en el extranjero	Mujeres	41
2000	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	42
2000	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	29
2000	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2000	04	La Ribagorza	4 - Distinta CA	Hombres	1
2000	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	66
2000	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	55
2000	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2000	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	8
2000	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2000	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2000	05	Cinco Villas	4 - Distinta CA	Hombres	1
2000	05	Cinco Villas	4 - Distinta CA	Mujeres	1
2000	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	91
2000	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	45
2000	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	16
2000	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	6
2000	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	1
2000	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Hombres	2
2000	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Mujeres	2
2000	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Hombres	201
2000	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Mujeres	222
2000	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Hombres	12
2000	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	12
2000	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Hombres	1
2000	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Mujeres	2
2000	07	Somontano de Barbastro	4 - Distinta CA	Hombres	6
2000	07	Somontano de Barbastro	4 - Distinta CA	Mujeres	3
2000	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Hombres	144
2000	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Mujeres	132
2000	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2000	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2000	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2000	08	Cinca Medio	4 - Distinta CA	Hombres	2
2000	08	Cinca Medio	4 - Distinta CA	Mujeres	5
2000	08	Cinca Medio	5 - Nacidos en el extranjero	Hombres	205
2000	08	Cinca Medio	5 - Nacidos en el extranjero	Mujeres	86
2000	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Hombres	9
2000	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Mujeres	5
2000	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2000	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2000	09	La Litera / La Llitera	4 - Distinta CA	Hombres	9
2000	09	La Litera / La Llitera	4 - Distinta CA	Mujeres	4
2000	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Hombres	173
2000	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Mujeres	83
2000	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2000	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2000	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	10	Los Monegros	4 - Distinta CA	Mujeres	1
2000	10	Los Monegros	5 - Nacidos en el extranjero	Hombres	70
2000	10	Los Monegros	5 - Nacidos en el extranjero	Mujeres	69
2000	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Hombres	1
2000	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Hombres	163
2000	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Mujeres	59
2000	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Hombres	38
2000	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Mujeres	26
2000	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	13	Campo de Borja	4 - Distinta CA	Hombres	1
2000	13	Campo de Borja	4 - Distinta CA	Mujeres	1
2000	13	Campo de Borja	5 - Nacidos en el extranjero	Hombres	53
2000	13	Campo de Borja	5 - Nacidos en el extranjero	Mujeres	37
2000	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2000	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2000	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	14	Aranda	4 - Distinta CA	Hombres	2
2000	14	Aranda	4 - Distinta CA	Mujeres	2
2000	14	Aranda	5 - Nacidos en el extranjero	Hombres	60
2000	14	Aranda	5 - Nacidos en el extranjero	Mujeres	19
2000	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	15	Ribera Alta del Ebro	4 - Distinta CA	Mujeres	1
2000	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Hombres	97
2000	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Mujeres	74
2000	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2000	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2000	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2000	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2000	16	Valdejalón	4 - Distinta CA	Hombres	2
2000	16	Valdejalón	5 - Nacidos en el extranjero	Hombres	262
2000	16	Valdejalón	5 - Nacidos en el extranjero	Mujeres	96
2000	17	Central	1 - Misma CA, misma provincia y mismo municipio	Hombres	166
2000	17	Central	1 - Misma CA, misma provincia y mismo municipio	Mujeres	162
2000	17	Central	2 - Misma CA, misma provincia y distinto municipio	Hombres	35
2000	17	Central	2 - Misma CA, misma provincia y distinto municipio	Mujeres	39
2000	17	Central	3 - Misma CA y distinta provincia	Hombres	10
2000	17	Central	3 - Misma CA y distinta provincia	Mujeres	5
2000	17	Central	4 - Distinta CA	Hombres	62
2000	17	Central	4 - Distinta CA	Mujeres	69
2000	17	Central	5 - Nacidos en el extranjero	Hombres	3430
2000	17	Central	5 - Nacidos en el extranjero	Mujeres	3211
2000	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	9
2000	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Hombres	26
2000	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Mujeres	24
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Mujeres	1
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Hombres	37
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Mujeres	39
2000	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2000	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2000	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	20	Comunidad de Calatayud	4 - Distinta CA	Mujeres	1
2000	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Hombres	200
2000	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Mujeres	135
2000	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Hombres	5
2000	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2000	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2000	21	Campo de Cariñena	4 - Distinta CA	Mujeres	1
2000	21	Campo de Cariñena	5 - Nacidos en el extranjero	Hombres	192
2000	21	Campo de Cariñena	5 - Nacidos en el extranjero	Mujeres	46
2000	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2
2000	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	22	Campo de Belchite	5 - Nacidos en el extranjero	Hombres	8
2000	22	Campo de Belchite	5 - Nacidos en el extranjero	Mujeres	6
2000	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	23	Bajo Martín	4 - Distinta CA	Mujeres	1
2000	23	Bajo Martín	5 - Nacidos en el extranjero	Hombres	26
2000	23	Bajo Martín	5 - Nacidos en el extranjero	Mujeres	10
2000	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2000	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2000	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	9
2000	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	7
2000	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	19
2000	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	8
2000	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	1
2000	25	Jiloca	4 - Distinta CA	Hombres	2
2000	25	Jiloca	4 - Distinta CA	Mujeres	1
2000	25	Jiloca	5 - Nacidos en el extranjero	Hombres	25
2000	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	33
2000	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	7
2000	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2000	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2000	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Hombres	14
2000	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Mujeres	2
2000	26	Cuencas Mineras	4 - Distinta CA	Hombres	1
2000	26	Cuencas Mineras	4 - Distinta CA	Mujeres	1
2000	26	Cuencas Mineras	5 - Nacidos en el extranjero	Hombres	64
2000	26	Cuencas Mineras	5 - Nacidos en el extranjero	Mujeres	19
2000	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Hombres	11
2000	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Mujeres	3
2000	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Hombres	9
2000	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Mujeres	2
2000	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Hombres	10
2000	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2000	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2000	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	28	Bajo Aragón	4 - Distinta CA	Hombres	1
2000	28	Bajo Aragón	4 - Distinta CA	Mujeres	3
2000	28	Bajo Aragón	5 - Nacidos en el extranjero	Hombres	120
2000	28	Bajo Aragón	5 - Nacidos en el extranjero	Mujeres	97
2000	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2000	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2
2000	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2000	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	29	Comunidad de Teruel	4 - Distinta CA	Hombres	2
2000	29	Comunidad de Teruel	4 - Distinta CA	Mujeres	5
2000	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Hombres	75
2000	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Mujeres	65
2000	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2000	30	Maestrazgo	5 - Nacidos en el extranjero	Hombres	10
2000	30	Maestrazgo	5 - Nacidos en el extranjero	Mujeres	4
2000	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2000	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2000	31	Sierra de Albarracín	4 - Distinta CA	Hombres	2
2000	31	Sierra de Albarracín	4 - Distinta CA	Mujeres	1
2000	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Hombres	33
2000	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Mujeres	12
2000	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2000	32	Gúdar-Javalambre	4 - Distinta CA	Hombres	2
2000	32	Gúdar-Javalambre	4 - Distinta CA	Mujeres	2
2000	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Hombres	45
2000	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Mujeres	42
2000	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2000	33	Matarraña / Matarranya	4 - Distinta CA	Hombres	1
2000	33	Matarraña / Matarranya	4 - Distinta CA	Mujeres	1
2000	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Hombres	43
2000	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Mujeres	19
2001	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2001	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2001	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2001	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2001	01	La Jacetania	3 - Misma CA y distinta provincia	Hombres	5
2001	01	La Jacetania	4 - Distinta CA	Hombres	2
2001	01	La Jacetania	4 - Distinta CA	Mujeres	4
2001	01	La Jacetania	5 - Nacidos en el extranjero	Hombres	118
2001	01	La Jacetania	5 - Nacidos en el extranjero	Mujeres	174
2001	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2001	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2001	02	Alto Gállego	5 - Nacidos en el extranjero	Hombres	34
2001	02	Alto Gállego	5 - Nacidos en el extranjero	Mujeres	47
2001	03	Sobrarbe	3 - Misma CA y distinta provincia	Mujeres	1
2001	03	Sobrarbe	4 - Distinta CA	Hombres	1
2001	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	49
2001	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	41
2001	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2001	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2001	04	La Ribagorza	4 - Distinta CA	Hombres	1
2001	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	95
2001	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	94
2001	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	2
2001	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2001	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2001	05	Cinco Villas	3 - Misma CA y distinta provincia	Mujeres	2
2001	05	Cinco Villas	4 - Distinta CA	Hombres	1
2001	05	Cinco Villas	4 - Distinta CA	Mujeres	1
2001	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	541
2001	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	181
2001	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	22
2001	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	9
2001	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2001	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2001	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	2
