Mes y año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Nº parados
Diciembre 2018	50	Zaragoza	3	Construcción	Mujeres	455
Diciembre 2018	50	Zaragoza	4	Servicios	Hombres	11889
Diciembre 2018	50	Zaragoza	4	Servicios	Mujeres	23062
Diciembre 2018	50	Zaragoza		Sin empleo anterior	Hombres	1441
Diciembre 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3192
Noviembre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	542
Noviembre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	288
Noviembre 2018	22	Huesca	2	Industria y energía	Hombres	485
Noviembre 2018	22	Huesca	2	Industria y energía	Mujeres	274
Noviembre 2018	22	Huesca	3	Construcción	Hombres	509
Noviembre 2018	22	Huesca	3	Construcción	Mujeres	76
Noviembre 2018	22	Huesca	4	Servicios	Hombres	1888
Noviembre 2018	22	Huesca	4	Servicios	Mujeres	4109
Noviembre 2018	22	Huesca		Sin empleo anterior	Hombres	215
Noviembre 2018	22	Huesca		Sin empleo anterior	Mujeres	490
Noviembre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	253
Noviembre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	148
Noviembre 2018	44	Teruel	2	Industria y energía	Hombres	408
Noviembre 2018	44	Teruel	2	Industria y energía	Mujeres	314
Noviembre 2018	44	Teruel	3	Construcción	Hombres	320
Noviembre 2018	44	Teruel	3	Construcción	Mujeres	49
Noviembre 2018	44	Teruel	4	Servicios	Hombres	1191
Noviembre 2018	44	Teruel	4	Servicios	Mujeres	2577
Noviembre 2018	44	Teruel		Sin empleo anterior	Hombres	96
Noviembre 2018	44	Teruel		Sin empleo anterior	Mujeres	331
Noviembre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1966
Noviembre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1053
Noviembre 2018	50	Zaragoza	2	Industria y energía	Hombres	3009
Noviembre 2018	50	Zaragoza	2	Industria y energía	Mujeres	3073
Noviembre 2018	50	Zaragoza	3	Construcción	Hombres	2569
Noviembre 2018	50	Zaragoza	3	Construcción	Mujeres	459
Noviembre 2018	50	Zaragoza	4	Servicios	Hombres	11434
Noviembre 2018	50	Zaragoza	4	Servicios	Mujeres	23499
Noviembre 2018	50	Zaragoza		Sin empleo anterior	Hombres	1524
Noviembre 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3335
Octubre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	579
Octubre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	276
Octubre 2018	22	Huesca	2	Industria y energía	Hombres	474
Octubre 2018	22	Huesca	2	Industria y energía	Mujeres	285
Octubre 2018	22	Huesca	3	Construcción	Hombres	477
Octubre 2018	22	Huesca	3	Construcción	Mujeres	75
Octubre 2018	22	Huesca	4	Servicios	Hombres	1927
Octubre 2018	22	Huesca	4	Servicios	Mujeres	4106
Octubre 2018	22	Huesca		Sin empleo anterior	Hombres	210
Octubre 2018	22	Huesca		Sin empleo anterior	Mujeres	484
Octubre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	228
Octubre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	124
Octubre 2018	44	Teruel	2	Industria y energía	Hombres	406
Octubre 2018	44	Teruel	2	Industria y energía	Mujeres	314
Octubre 2018	44	Teruel	3	Construcción	Hombres	315
Octubre 2018	44	Teruel	3	Construcción	Mujeres	51
Octubre 2018	44	Teruel	4	Servicios	Hombres	1185
Octubre 2018	44	Teruel	4	Servicios	Mujeres	2502
Octubre 2018	44	Teruel		Sin empleo anterior	Hombres	93
Octubre 2018	44	Teruel		Sin empleo anterior	Mujeres	323
Octubre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1908
Octubre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	947
Octubre 2018	50	Zaragoza	2	Industria y energía	Hombres	3012
Octubre 2018	50	Zaragoza	2	Industria y energía	Mujeres	2979
Octubre 2018	50	Zaragoza	3	Construcción	Hombres	2553
Octubre 2018	50	Zaragoza	3	Construcción	Mujeres	466
Octubre 2018	50	Zaragoza	4	Servicios	Hombres	11313
Octubre 2018	50	Zaragoza	4	Servicios	Mujeres	23358
Octubre 2018	50	Zaragoza		Sin empleo anterior	Hombres	1532
Octubre 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3342
Septiembre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	562
Septiembre 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	247
Septiembre 2018	22	Huesca	2	Industria y energía	Hombres	479
Septiembre 2018	22	Huesca	2	Industria y energía	Mujeres	291
Septiembre 2018	22	Huesca	3	Construcción	Hombres	478
Septiembre 2018	22	Huesca	3	Construcción	Mujeres	78
Septiembre 2018	22	Huesca	4	Servicios	Hombres	1831
Septiembre 2018	22	Huesca	4	Servicios	Mujeres	3776
Septiembre 2018	22	Huesca		Sin empleo anterior	Hombres	218
Septiembre 2018	22	Huesca		Sin empleo anterior	Mujeres	460
Septiembre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	195
Septiembre 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	100
Septiembre 2018	44	Teruel	2	Industria y energía	Hombres	403
Septiembre 2018	44	Teruel	2	Industria y energía	Mujeres	298
Septiembre 2018	44	Teruel	3	Construcción	Hombres	313
Septiembre 2018	44	Teruel	3	Construcción	Mujeres	52
Septiembre 2018	44	Teruel	4	Servicios	Hombres	1061
Septiembre 2018	44	Teruel	4	Servicios	Mujeres	2313
Septiembre 2018	44	Teruel		Sin empleo anterior	Hombres	104
Septiembre 2018	44	Teruel		Sin empleo anterior	Mujeres	335
Septiembre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1568
Septiembre 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	815
Septiembre 2018	50	Zaragoza	2	Industria y energía	Hombres	2895
Septiembre 2018	50	Zaragoza	2	Industria y energía	Mujeres	2916
Septiembre 2018	50	Zaragoza	3	Construcción	Hombres	2581
Septiembre 2018	50	Zaragoza	3	Construcción	Mujeres	457
Septiembre 2018	50	Zaragoza	4	Servicios	Hombres	11017
Septiembre 2018	50	Zaragoza	4	Servicios	Mujeres	22906
Septiembre 2018	50	Zaragoza		Sin empleo anterior	Hombres	1579
Septiembre 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3343
Agosto 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	452
Agosto 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	188
Agosto 2018	22	Huesca	2	Industria y energía	Hombres	484
Agosto 2018	22	Huesca	2	Industria y energía	Mujeres	298
Agosto 2018	22	Huesca	3	Construcción	Hombres	479
Agosto 2018	22	Huesca	3	Construcción	Mujeres	74
Agosto 2018	22	Huesca	4	Servicios	Hombres	1595
Agosto 2018	22	Huesca	4	Servicios	Mujeres	3619
Agosto 2018	22	Huesca		Sin empleo anterior	Hombres	234
Agosto 2018	22	Huesca		Sin empleo anterior	Mujeres	451
Agosto 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	199
Agosto 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	101
Agosto 2018	44	Teruel	2	Industria y energía	Hombres	394
Agosto 2018	44	Teruel	2	Industria y energía	Mujeres	310
Agosto 2018	44	Teruel	3	Construcción	Hombres	313
Agosto 2018	44	Teruel	3	Construcción	Mujeres	55
Agosto 2018	44	Teruel	4	Servicios	Hombres	1037
Agosto 2018	44	Teruel	4	Servicios	Mujeres	2256
Agosto 2018	44	Teruel		Sin empleo anterior	Hombres	123
Agosto 2018	44	Teruel		Sin empleo anterior	Mujeres	313
Agosto 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1488
Agosto 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	766
Agosto 2018	50	Zaragoza	2	Industria y energía	Hombres	2938
Agosto 2018	50	Zaragoza	2	Industria y energía	Mujeres	2862
Agosto 2018	50	Zaragoza	3	Construcción	Hombres	2546
Agosto 2018	50	Zaragoza	3	Construcción	Mujeres	469
Agosto 2018	50	Zaragoza	4	Servicios	Hombres	10924
Agosto 2018	50	Zaragoza	4	Servicios	Mujeres	22776
Agosto 2018	50	Zaragoza		Sin empleo anterior	Hombres	1505
Agosto 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3221
Julio 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	425
Julio 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	178
Julio 2018	22	Huesca	2	Industria y energía	Hombres	457
Julio 2018	22	Huesca	2	Industria y energía	Mujeres	286
Julio 2018	22	Huesca	3	Construcción	Hombres	478
Julio 2018	22	Huesca	3	Construcción	Mujeres	74
Julio 2018	22	Huesca	4	Servicios	Hombres	1559
Julio 2018	22	Huesca	4	Servicios	Mujeres	3497
Julio 2018	22	Huesca		Sin empleo anterior	Hombres	257
Julio 2018	22	Huesca		Sin empleo anterior	Mujeres	470
Julio 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	186
Julio 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	87
Julio 2018	44	Teruel	2	Industria y energía	Hombres	390
Julio 2018	44	Teruel	2	Industria y energía	Mujeres	302
Julio 2018	44	Teruel	3	Construcción	Hombres	303
Julio 2018	44	Teruel	3	Construcción	Mujeres	58
Julio 2018	44	Teruel	4	Servicios	Hombres	986
Julio 2018	44	Teruel	4	Servicios	Mujeres	2223
Julio 2018	44	Teruel		Sin empleo anterior	Hombres	119
Julio 2018	44	Teruel		Sin empleo anterior	Mujeres	327
Julio 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1412
Julio 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	733
Julio 2018	50	Zaragoza	2	Industria y energía	Hombres	2748
Julio 2018	50	Zaragoza	2	Industria y energía	Mujeres	2818
Julio 2018	50	Zaragoza	3	Construcción	Hombres	2453
Julio 2018	50	Zaragoza	3	Construcción	Mujeres	462
Julio 2018	50	Zaragoza	4	Servicios	Hombres	10342
Julio 2018	50	Zaragoza	4	Servicios	Mujeres	22325
Julio 2018	50	Zaragoza		Sin empleo anterior	Hombres	1561
Julio 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3290
Junio 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	360
Junio 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	162
Junio 2018	22	Huesca	2	Industria y energía	Hombres	450
Junio 2018	22	Huesca	2	Industria y energía	Mujeres	292
Junio 2018	22	Huesca	3	Construcción	Hombres	509
Junio 2018	22	Huesca	3	Construcción	Mujeres	74
Junio 2018	22	Huesca	4	Servicios	Hombres	1648
Junio 2018	22	Huesca	4	Servicios	Mujeres	3504
Junio 2018	22	Huesca		Sin empleo anterior	Hombres	259
Junio 2018	22	Huesca		Sin empleo anterior	Mujeres	474
Junio 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	168
Junio 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	90
Junio 2018	44	Teruel	2	Industria y energía	Hombres	391
Junio 2018	44	Teruel	2	Industria y energía	Mujeres	317
Junio 2018	44	Teruel	3	Construcción	Hombres	327
Junio 2018	44	Teruel	3	Construcción	Mujeres	55
Junio 2018	44	Teruel	4	Servicios	Hombres	1011
Junio 2018	44	Teruel	4	Servicios	Mujeres	2351
Junio 2018	44	Teruel		Sin empleo anterior	Hombres	135
Junio 2018	44	Teruel		Sin empleo anterior	Mujeres	335
Junio 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1237
Junio 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	672
Junio 2018	50	Zaragoza	2	Industria y energía	Hombres	2724
Junio 2018	50	Zaragoza	2	Industria y energía	Mujeres	2834
Junio 2018	50	Zaragoza	3	Construcción	Hombres	2524
Junio 2018	50	Zaragoza	3	Construcción	Mujeres	463
Junio 2018	50	Zaragoza	4	Servicios	Hombres	10273
Junio 2018	50	Zaragoza	4	Servicios	Mujeres	22509
Junio 2018	50	Zaragoza		Sin empleo anterior	Hombres	1582
Junio 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3314
Mayo 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	418
Mayo 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	205
Mayo 2018	22	Huesca	2	Industria y energía	Hombres	448
Mayo 2018	22	Huesca	2	Industria y energía	Mujeres	307
Mayo 2018	22	Huesca	3	Construcción	Hombres	542
Mayo 2018	22	Huesca	3	Construcción	Mujeres	79
Mayo 2018	22	Huesca	4	Servicios	Hombres	1829
Mayo 2018	22	Huesca	4	Servicios	Mujeres	3745
Mayo 2018	22	Huesca		Sin empleo anterior	Hombres	244
Mayo 2018	22	Huesca		Sin empleo anterior	Mujeres	482
Mayo 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	181
Mayo 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	107
Mayo 2018	44	Teruel	2	Industria y energía	Hombres	419
Mayo 2018	44	Teruel	2	Industria y energía	Mujeres	321
Mayo 2018	44	Teruel	3	Construcción	Hombres	361
Mayo 2018	44	Teruel	3	Construcción	Mujeres	58
Mayo 2018	44	Teruel	4	Servicios	Hombres	1088
Mayo 2018	44	Teruel	4	Servicios	Mujeres	2446
Mayo 2018	44	Teruel		Sin empleo anterior	Hombres	121
Mayo 2018	44	Teruel		Sin empleo anterior	Mujeres	335
Mayo 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1445
Mayo 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	732
Mayo 2018	50	Zaragoza	2	Industria y energía	Hombres	2892
Mayo 2018	50	Zaragoza	2	Industria y energía	Mujeres	2978
Mayo 2018	50	Zaragoza	3	Construcción	Hombres	2655
Mayo 2018	50	Zaragoza	3	Construcción	Mujeres	483
Mayo 2018	50	Zaragoza	4	Servicios	Hombres	11017
Mayo 2018	50	Zaragoza	4	Servicios	Mujeres	23201
Mayo 2018	50	Zaragoza		Sin empleo anterior	Hombres	1606
Mayo 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3461
Abril 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	554
Abril 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	259
Abril 2018	22	Huesca	2	Industria y energía	Hombres	479
Abril 2018	22	Huesca	2	Industria y energía	Mujeres	320
Abril 2018	22	Huesca	3	Construcción	Hombres	600
Abril 2018	22	Huesca	3	Construcción	Mujeres	81
Abril 2018	22	Huesca	4	Servicios	Hombres	1900
Abril 2018	22	Huesca	4	Servicios	Mujeres	3976
Abril 2018	22	Huesca		Sin empleo anterior	Hombres	240
Abril 2018	22	Huesca		Sin empleo anterior	Mujeres	473
Abril 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	235
Abril 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	154
Abril 2018	44	Teruel	2	Industria y energía	Hombres	444
Abril 2018	44	Teruel	2	Industria y energía	Mujeres	314
Abril 2018	44	Teruel	3	Construcción	Hombres	396
Abril 2018	44	Teruel	3	Construcción	Mujeres	56
Abril 2018	44	Teruel	4	Servicios	Hombres	1162
Abril 2018	44	Teruel	4	Servicios	Mujeres	2535
Abril 2018	44	Teruel		Sin empleo anterior	Hombres	121
Abril 2018	44	Teruel		Sin empleo anterior	Mujeres	347
Abril 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2004
Abril 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	890
Abril 2018	50	Zaragoza	2	Industria y energía	Hombres	3085
Abril 2018	50	Zaragoza	2	Industria y energía	Mujeres	3128
Abril 2018	50	Zaragoza	3	Construcción	Hombres	2898
Abril 2018	50	Zaragoza	3	Construcción	Mujeres	495
Abril 2018	50	Zaragoza	4	Servicios	Hombres	11649
Abril 2018	50	Zaragoza	4	Servicios	Mujeres	24061
Abril 2018	50	Zaragoza		Sin empleo anterior	Hombres	1689
Abril 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3569
Marzo 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	599
Marzo 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	290
Marzo 2018	22	Huesca	2	Industria y energía	Hombres	507
Marzo 2018	22	Huesca	2	Industria y energía	Mujeres	325
Marzo 2018	22	Huesca	3	Construcción	Hombres	659
Marzo 2018	22	Huesca	3	Construcción	Mujeres	76
Marzo 2018	22	Huesca	4	Servicios	Hombres	1815
Marzo 2018	22	Huesca	4	Servicios	Mujeres	3870
Marzo 2018	22	Huesca		Sin empleo anterior	Hombres	242
Marzo 2018	22	Huesca		Sin empleo anterior	Mujeres	467
Marzo 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	272
Marzo 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	146
Marzo 2018	44	Teruel	2	Industria y energía	Hombres	463
Marzo 2018	44	Teruel	2	Industria y energía	Mujeres	320
Marzo 2018	44	Teruel	3	Construcción	Hombres	428
Marzo 2018	44	Teruel	3	Construcción	Mujeres	59
Marzo 2018	44	Teruel	4	Servicios	Hombres	1186
Marzo 2018	44	Teruel	4	Servicios	Mujeres	2575
Marzo 2018	44	Teruel		Sin empleo anterior	Hombres	124
Marzo 2018	44	Teruel		Sin empleo anterior	Mujeres	349
Marzo 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2157
Marzo 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1001
Marzo 2018	50	Zaragoza	2	Industria y energía	Hombres	3051
Marzo 2018	50	Zaragoza	2	Industria y energía	Mujeres	3149
Marzo 2018	50	Zaragoza	3	Construcción	Hombres	3053
Marzo 2018	50	Zaragoza	3	Construcción	Mujeres	510
Marzo 2018	50	Zaragoza	4	Servicios	Hombres	12129
Marzo 2018	50	Zaragoza	4	Servicios	Mujeres	24583
Marzo 2018	50	Zaragoza		Sin empleo anterior	Hombres	1699
Marzo 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3603
Febrero 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	578
Febrero 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	300
Febrero 2018	22	Huesca	2	Industria y energía	Hombres	490
Febrero 2018	22	Huesca	2	Industria y energía	Mujeres	344
Febrero 2018	22	Huesca	3	Construcción	Hombres	648
Febrero 2018	22	Huesca	3	Construcción	Mujeres	84
Febrero 2018	22	Huesca	4	Servicios	Hombres	1901
Febrero 2018	22	Huesca	4	Servicios	Mujeres	4013
Febrero 2018	22	Huesca		Sin empleo anterior	Hombres	246
Febrero 2018	22	Huesca		Sin empleo anterior	Mujeres	458
Febrero 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	257
Febrero 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	150
Febrero 2018	44	Teruel	2	Industria y energía	Hombres	462
Febrero 2018	44	Teruel	2	Industria y energía	Mujeres	347
Febrero 2018	44	Teruel	3	Construcción	Hombres	454
Febrero 2018	44	Teruel	3	Construcción	Mujeres	62
Febrero 2018	44	Teruel	4	Servicios	Hombres	1262
Febrero 2018	44	Teruel	4	Servicios	Mujeres	2712
Febrero 2018	44	Teruel		Sin empleo anterior	Hombres	128
Febrero 2018	44	Teruel		Sin empleo anterior	Mujeres	355
Febrero 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2087
Febrero 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	984
Febrero 2018	50	Zaragoza	2	Industria y energía	Hombres	3035
Febrero 2018	50	Zaragoza	2	Industria y energía	Mujeres	3125
Febrero 2018	50	Zaragoza	3	Construcción	Hombres	3034
Febrero 2018	50	Zaragoza	3	Construcción	Mujeres	506
Febrero 2018	50	Zaragoza	4	Servicios	Hombres	12205
Febrero 2018	50	Zaragoza	4	Servicios	Mujeres	24897
Febrero 2018	50	Zaragoza		Sin empleo anterior	Hombres	1679
Febrero 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3553
Enero 2018	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	583
Enero 2018	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	303
Enero 2018	22	Huesca	2	Industria y energía	Hombres	513
Enero 2018	22	Huesca	2	Industria y energía	Mujeres	346
Enero 2018	22	Huesca	3	Construcción	Hombres	704
Enero 2018	22	Huesca	3	Construcción	Mujeres	88
Enero 2018	22	Huesca	4	Servicios	Hombres	2084
Enero 2018	22	Huesca	4	Servicios	Mujeres	4140
Enero 2018	22	Huesca		Sin empleo anterior	Hombres	255
Enero 2018	22	Huesca		Sin empleo anterior	Mujeres	460
Enero 2018	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	299
Enero 2018	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	156
Enero 2018	44	Teruel	2	Industria y energía	Hombres	477
Enero 2018	44	Teruel	2	Industria y energía	Mujeres	367
Enero 2018	44	Teruel	3	Construcción	Hombres	487
Enero 2018	44	Teruel	3	Construcción	Mujeres	65
Enero 2018	44	Teruel	4	Servicios	Hombres	1353
Enero 2018	44	Teruel	4	Servicios	Mujeres	2848
Enero 2018	44	Teruel		Sin empleo anterior	Hombres	127
Enero 2018	44	Teruel		Sin empleo anterior	Mujeres	356
Enero 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2090
Enero 2018	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1023
Enero 2018	50	Zaragoza	2	Industria y energía	Hombres	3118
Enero 2018	50	Zaragoza	2	Industria y energía	Mujeres	3192
Enero 2018	50	Zaragoza	3	Construcción	Hombres	3134
Enero 2018	50	Zaragoza	3	Construcción	Mujeres	531
Enero 2018	50	Zaragoza	4	Servicios	Hombres	12530
Enero 2018	50	Zaragoza	4	Servicios	Mujeres	25223
Enero 2018	50	Zaragoza		Sin empleo anterior	Hombres	1694
Enero 2018	50	Zaragoza		Sin empleo anterior	Mujeres	3535
Diciembre 2017	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	589
Diciembre 2017	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	309
Diciembre 2017	22	Huesca	2	Industria y energía	Hombres	507
Diciembre 2017	22	Huesca	2	Industria y energía	Mujeres	348
Diciembre 2017	22	Huesca	3	Construcción	Hombres	660
Diciembre 2017	22	Huesca	3	Construcción	Mujeres	83
Diciembre 2017	22	Huesca	4	Servicios	Hombres	2043
Diciembre 2017	22	Huesca	4	Servicios	Mujeres	3991
Diciembre 2017	22	Huesca		Sin empleo anterior	Hombres	243
Diciembre 2017	22	Huesca		Sin empleo anterior	Mujeres	473
Diciembre 2017	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	298
Diciembre 2017	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	170
Diciembre 2017	44	Teruel	2	Industria y energía	Hombres	451
Diciembre 2017	44	Teruel	2	Industria y energía	Mujeres	352
Diciembre 2017	44	Teruel	3	Construcción	Hombres	439
Diciembre 2017	44	Teruel	3	Construcción	Mujeres	65
Diciembre 2017	44	Teruel	4	Servicios	Hombres	1345
Diciembre 2017	44	Teruel	4	Servicios	Mujeres	2724
Diciembre 2017	44	Teruel		Sin empleo anterior	Hombres	124
Diciembre 2017	44	Teruel		Sin empleo anterior	Mujeres	335
Diciembre 2017	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2183
Diciembre 2017	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1053
Diciembre 2017	50	Zaragoza	2	Industria y energía	Hombres	3195
Diciembre 2017	50	Zaragoza	2	Industria y energía	Mujeres	3164
Diciembre 2017	50	Zaragoza	3	Construcción	Hombres	3230
Diciembre 2017	50	Zaragoza	3	Construcción	Mujeres	526
Diciembre 2017	50	Zaragoza	4	Servicios	Hombres	12461
Diciembre 2017	50	Zaragoza	4	Servicios	Mujeres	24206
