Año	Residencia provincia código	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Personas
2011	50	Zaragoza	65 a 69	Hombres	22220
2011	50	Zaragoza	70 a 74	Hombres	17336
2011	50	Zaragoza	75 a 79	Hombres	17734
2011	50	Zaragoza	80 a 84	Hombres	12398
2011	50	Zaragoza	85 a 89	Hombres	6643
2011	50	Zaragoza	90 a 94	Hombres	1945
2011	50	Zaragoza	95 y más	Hombres	466
2012	22	Huesca	00 a 04	Hombres	5300
2012	22	Huesca	05 a 09	Hombres	5148
2012	22	Huesca	10 a 14	Hombres	5014
2012	22	Huesca	15 a 19	Hombres	5233
2012	22	Huesca	20 a 24	Hombres	5825
2012	22	Huesca	25 a 29	Hombres	7173
2012	22	Huesca	30 a 34	Hombres	9353
2012	22	Huesca	35 a 39	Hombres	9732
2012	22	Huesca	40 a 44	Hombres	9279
2012	22	Huesca	45 a 49	Hombres	9381
2012	22	Huesca	50 a 54	Hombres	8595
2012	22	Huesca	55 a 59	Hombres	7276
2012	22	Huesca	60 a 64	Hombres	6229
2012	22	Huesca	65 a 69	Hombres	5457
2012	22	Huesca	70 a 74	Hombres	4129
2012	22	Huesca	75 a 79	Hombres	5019
2012	22	Huesca	80 a 84	Hombres	3963
2012	22	Huesca	85 a 89	Hombres	2460
2012	22	Huesca	90 a 94	Hombres	772
2012	22	Huesca	95 y más	Hombres	174
2012	44	Teruel	00 a 04	Hombres	3169
2012	44	Teruel	05 a 09	Hombres	3088
2012	44	Teruel	10 a 14	Hombres	3232
2012	44	Teruel	15 a 19	Hombres	3445
2012	44	Teruel	20 a 24	Hombres	3954
2012	44	Teruel	25 a 29	Hombres	4617
2012	44	Teruel	30 a 34	Hombres	5501
2012	44	Teruel	35 a 39	Hombres	5604
2012	44	Teruel	40 a 44	Hombres	5541
2012	44	Teruel	45 a 49	Hombres	5939
2012	44	Teruel	50 a 54	Hombres	5726
2012	44	Teruel	55 a 59	Hombres	4524
2012	44	Teruel	60 a 64	Hombres	3841
2012	44	Teruel	65 a 69	Hombres	3341
2012	44	Teruel	70 a 74	Hombres	2823
2012	44	Teruel	75 a 79	Hombres	3620
2012	44	Teruel	80 a 84	Hombres	3151
2012	44	Teruel	85 a 89	Hombres	1725
2012	44	Teruel	90 a 94	Hombres	524
2012	44	Teruel	95 y más	Hombres	113
2012	50	Zaragoza	00 a 04	Hombres	25130
2012	50	Zaragoza	05 a 09	Hombres	23934
2012	50	Zaragoza	10 a 14	Hombres	22103
2012	50	Zaragoza	15 a 19	Hombres	21665
2012	50	Zaragoza	20 a 24	Hombres	24996
2012	50	Zaragoza	25 a 29	Hombres	31392
2012	50	Zaragoza	30 a 34	Hombres	40645
2012	50	Zaragoza	35 a 39	Hombres	44643
2012	50	Zaragoza	40 a 44	Hombres	41444
2012	50	Zaragoza	45 a 49	Hombres	38203
2012	50	Zaragoza	50 a 54	Hombres	34276
2012	50	Zaragoza	55 a 59	Hombres	28918
2012	50	Zaragoza	60 a 64	Hombres	25792
2012	50	Zaragoza	65 a 69	Hombres	22960
2012	50	Zaragoza	70 a 74	Hombres	16900
2012	50	Zaragoza	75 a 79	Hombres	17603
2012	50	Zaragoza	80 a 84	Hombres	12892
2012	50	Zaragoza	85 a 89	Hombres	6797
2012	50	Zaragoza	90 a 94	Hombres	2158
2012	50	Zaragoza	95 y más	Hombres	457
2013	22	Huesca	00 a 04	Hombres	5248
2013	22	Huesca	05 a 09	Hombres	5260
2013	22	Huesca	10 a 14	Hombres	5056
2013	22	Huesca	15 a 19	Hombres	5141
2013	22	Huesca	20 a 24	Hombres	5695
2013	22	Huesca	25 a 29	Hombres	6739
2013	22	Huesca	30 a 34	Hombres	8795
2013	22	Huesca	35 a 39	Hombres	9746
2013	22	Huesca	40 a 44	Hombres	9346
2013	22	Huesca	45 a 49	Hombres	9292
2013	22	Huesca	50 a 54	Hombres	8683
2013	22	Huesca	55 a 59	Hombres	7491
2013	22	Huesca	60 a 64	Hombres	6317
2013	22	Huesca	65 a 69	Hombres	5643
2013	22	Huesca	70 a 74	Hombres	3949
2013	22	Huesca	75 a 79	Hombres	4873
2013	22	Huesca	80 a 84	Hombres	3965
2013	22	Huesca	85 a 89	Hombres	2501
2013	22	Huesca	90 a 94	Hombres	873
2013	22	Huesca	95 y más	Hombres	168
2013	44	Teruel	00 a 04	Hombres	3106
2013	44	Teruel	05 a 09	Hombres	3141
2013	44	Teruel	10 a 14	Hombres	3158
2013	44	Teruel	15 a 19	Hombres	3350
2013	44	Teruel	20 a 24	Hombres	3741
2013	44	Teruel	25 a 29	Hombres	4428
2013	44	Teruel	30 a 34	Hombres	5243
2013	44	Teruel	35 a 39	Hombres	5579
2013	44	Teruel	40 a 44	Hombres	5407
2013	44	Teruel	45 a 49	Hombres	5923
2013	44	Teruel	50 a 54	Hombres	5712
2013	44	Teruel	55 a 59	Hombres	4692
2013	44	Teruel	60 a 64	Hombres	3907
2013	44	Teruel	65 a 69	Hombres	3437
2013	44	Teruel	70 a 74	Hombres	2659
2013	44	Teruel	75 a 79	Hombres	3424
2013	44	Teruel	80 a 84	Hombres	3124
2013	44	Teruel	85 a 89	Hombres	1821
2013	44	Teruel	90 a 94	Hombres	573
2013	44	Teruel	95 y más	Hombres	104
2013	50	Zaragoza	00 a 04	Hombres	24364
2013	50	Zaragoza	05 a 09	Hombres	24517
2013	50	Zaragoza	10 a 14	Hombres	22509
2013	50	Zaragoza	15 a 19	Hombres	21625
2013	50	Zaragoza	20 a 24	Hombres	24297
2013	50	Zaragoza	25 a 29	Hombres	30030
2013	50	Zaragoza	30 a 34	Hombres	38646
2013	50	Zaragoza	35 a 39	Hombres	44521
2013	50	Zaragoza	40 a 44	Hombres	41971
2013	50	Zaragoza	45 a 49	Hombres	38647
2013	50	Zaragoza	50 a 54	Hombres	34919
2013	50	Zaragoza	55 a 59	Hombres	29559
2013	50	Zaragoza	60 a 64	Hombres	26193
2013	50	Zaragoza	65 a 69	Hombres	23424
2013	50	Zaragoza	70 a 74	Hombres	17541
2013	50	Zaragoza	75 a 79	Hombres	16748
2013	50	Zaragoza	80 a 84	Hombres	13333
2013	50	Zaragoza	85 a 89	Hombres	6978
2013	50	Zaragoza	90 a 94	Hombres	2380
2013	50	Zaragoza	95 y más	Hombres	475
2014	22	Huesca	00 a 04	Hombres	5066
2014	22	Huesca	05 a 09	Hombres	5422
2014	22	Huesca	10 a 14	Hombres	5012
2014	22	Huesca	15 a 19	Hombres	5156
2014	22	Huesca	20 a 24	Hombres	5522
2014	22	Huesca	25 a 29	Hombres	6433
2014	22	Huesca	30 a 34	Hombres	8251
2014	22	Huesca	35 a 39	Hombres	9681
2014	22	Huesca	40 a 44	Hombres	9281
2014	22	Huesca	45 a 49	Hombres	9131
2014	22	Huesca	50 a 54	Hombres	8675
2014	22	Huesca	55 a 59	Hombres	7679
2014	22	Huesca	60 a 64	Hombres	6404
2014	22	Huesca	65 a 69	Hombres	5767
2014	22	Huesca	70 a 74	Hombres	4162
2014	22	Huesca	75 a 79	Hombres	4563
2014	22	Huesca	80 a 84	Hombres	4006
2014	22	Huesca	85 a 89	Hombres	2487
2014	22	Huesca	90 a 94	Hombres	960
2014	22	Huesca	95 y más	Hombres	182
2014	44	Teruel	00 a 04	Hombres	3047
2014	44	Teruel	05 a 09	Hombres	3216
2014	44	Teruel	10 a 14	Hombres	3046
2014	44	Teruel	15 a 19	Hombres	3255
2014	44	Teruel	20 a 24	Hombres	3645
2014	44	Teruel	25 a 29	Hombres	4239
2014	44	Teruel	30 a 34	Hombres	4958
2014	44	Teruel	35 a 39	Hombres	5412
2014	44	Teruel	40 a 44	Hombres	5286
2014	44	Teruel	45 a 49	Hombres	5696
2014	44	Teruel	50 a 54	Hombres	5707
2014	44	Teruel	55 a 59	Hombres	4826
2014	44	Teruel	60 a 64	Hombres	3987
2014	44	Teruel	65 a 69	Hombres	3505
2014	44	Teruel	70 a 74	Hombres	2768
2014	44	Teruel	75 a 79	Hombres	3078
2014	44	Teruel	80 a 84	Hombres	3152
2014	44	Teruel	85 a 89	Hombres	1903
2014	44	Teruel	90 a 94	Hombres	613
2014	44	Teruel	95 y más	Hombres	110
2014	50	Zaragoza	00 a 04	Hombres	23368
2014	50	Zaragoza	05 a 09	Hombres	24640
2014	50	Zaragoza	10 a 14	Hombres	22603
2014	50	Zaragoza	15 a 19	Hombres	21259
2014	50	Zaragoza	20 a 24	Hombres	23071
2014	50	Zaragoza	25 a 29	Hombres	27586
2014	50	Zaragoza	30 a 34	Hombres	34820
2014	50	Zaragoza	35 a 39	Hombres	42621
2014	50	Zaragoza	40 a 44	Hombres	40960
2014	50	Zaragoza	45 a 49	Hombres	38105
2014	50	Zaragoza	50 a 54	Hombres	34862
2014	50	Zaragoza	55 a 59	Hombres	30109
2014	50	Zaragoza	60 a 64	Hombres	25665
2014	50	Zaragoza	65 a 69	Hombres	23917
2014	50	Zaragoza	70 a 74	Hombres	18536
2014	50	Zaragoza	75 a 79	Hombres	15674
2014	50	Zaragoza	80 a 84	Hombres	13646
2014	50	Zaragoza	85 a 89	Hombres	7163
2014	50	Zaragoza	90 a 94	Hombres	2595
2014	50	Zaragoza	95 y más	Hombres	475
2015	22	Huesca	00 a 04	Hombres	4850
2015	22	Huesca	05 a 09	Hombres	5442
2015	22	Huesca	10 a 14	Hombres	5037
2015	22	Huesca	15 a 19	Hombres	5104
2015	22	Huesca	20 a 24	Hombres	5419
2015	22	Huesca	25 a 29	Hombres	6184
2015	22	Huesca	30 a 34	Hombres	7689
2015	22	Huesca	35 a 39	Hombres	9448
2015	22	Huesca	40 a 44	Hombres	9177
2015	22	Huesca	45 a 49	Hombres	8979
2015	22	Huesca	50 a 54	Hombres	8729
2015	22	Huesca	55 a 59	Hombres	7934
2015	22	Huesca	60 a 64	Hombres	6422
2015	22	Huesca	65 a 69	Hombres	5867
2015	22	Huesca	70 a 74	Hombres	4554
2015	22	Huesca	75 a 79	Hombres	4078
2015	22	Huesca	80 a 84	Hombres	3991
2015	22	Huesca	85 a 89	Hombres	2468
2015	22	Huesca	90 a 94	Hombres	1070
2015	22	Huesca	95 y más	Hombres	184
2015	44	Teruel	00 a 04	Hombres	3002
2015	44	Teruel	05 a 09	Hombres	3181
2015	44	Teruel	10 a 14	Hombres	3098
2015	44	Teruel	15 a 19	Hombres	3133
2015	44	Teruel	20 a 24	Hombres	3537
2015	44	Teruel	25 a 29	Hombres	4010
2015	44	Teruel	30 a 34	Hombres	4692
2015	44	Teruel	35 a 39	Hombres	5332
2015	44	Teruel	40 a 44	Hombres	5263
2015	44	Teruel	45 a 49	Hombres	5511
2015	44	Teruel	50 a 54	Hombres	5685
2015	44	Teruel	55 a 59	Hombres	5088
2015	44	Teruel	60 a 64	Hombres	4010
2015	44	Teruel	65 a 69	Hombres	3536
2015	44	Teruel	70 a 74	Hombres	2995
2015	44	Teruel	75 a 79	Hombres	2697
2015	44	Teruel	80 a 84	Hombres	3052
2015	44	Teruel	85 a 89	Hombres	1972
2015	44	Teruel	90 a 94	Hombres	692
2015	44	Teruel	95 y más	Hombres	119
2015	50	Zaragoza	00 a 04	Hombres	22925
2015	50	Zaragoza	05 a 09	Hombres	24855
2015	50	Zaragoza	10 a 14	Hombres	22847
2015	50	Zaragoza	15 a 19	Hombres	21317
2015	50	Zaragoza	20 a 24	Hombres	22371
2015	50	Zaragoza	25 a 29	Hombres	26399
2015	50	Zaragoza	30 a 34	Hombres	32988
2015	50	Zaragoza	35 a 39	Hombres	41229
2015	50	Zaragoza	40 a 44	Hombres	41187
2015	50	Zaragoza	45 a 49	Hombres	37981
2015	50	Zaragoza	50 a 54	Hombres	35472
2015	50	Zaragoza	55 a 59	Hombres	31105
2015	50	Zaragoza	60 a 64	Hombres	25715
2015	50	Zaragoza	65 a 69	Hombres	24065
2015	50	Zaragoza	70 a 74	Hombres	19851
2015	50	Zaragoza	75 a 79	Hombres	14718
2015	50	Zaragoza	80 a 84	Hombres	13696
2015	50	Zaragoza	85 a 89	Hombres	7491
2015	50	Zaragoza	90 a 94	Hombres	2768
2015	50	Zaragoza	95 y más	Hombres	476
2016	22	Huesca	00 a 04	Hombres	4788
2016	22	Huesca	05 a 09	Hombres	5386
2016	22	Huesca	10 a 14	Hombres	5074
2016	22	Huesca	15 a 19	Hombres	5058
2016	22	Huesca	20 a 24	Hombres	5374
2016	22	Huesca	25 a 29	Hombres	5872
2016	22	Huesca	30 a 34	Hombres	7226
2016	22	Huesca	35 a 39	Hombres	9193
2016	22	Huesca	40 a 44	Hombres	9188
2016	22	Huesca	45 a 49	Hombres	8923
2016	22	Huesca	50 a 54	Hombres	8787
2016	22	Huesca	55 a 59	Hombres	8000
2016	22	Huesca	60 a 64	Hombres	6601
2016	22	Huesca	65 a 69	Hombres	5903
2016	22	Huesca	70 a 74	Hombres	4673
2016	22	Huesca	75 a 79	Hombres	3818
2016	22	Huesca	80 a 84	Hombres	3972
2016	22	Huesca	85 a 89	Hombres	2477
2016	22	Huesca	90 a 94	Hombres	1093
2016	22	Huesca	95 y más	Hombres	191
2016	44	Teruel	00 a 04	Hombres	2860
2016	44	Teruel	05 a 09	Hombres	3134
2016	44	Teruel	10 a 14	Hombres	3042
2016	44	Teruel	15 a 19	Hombres	3153
2016	44	Teruel	20 a 24	Hombres	3396
2016	44	Teruel	25 a 29	Hombres	3856
2016	44	Teruel	30 a 34	Hombres	4357
2016	44	Teruel	35 a 39	Hombres	5215
2016	44	Teruel	40 a 44	Hombres	5247
2016	44	Teruel	45 a 49	Hombres	5282
2016	44	Teruel	50 a 54	Hombres	5617
2016	44	Teruel	55 a 59	Hombres	5313
2016	44	Teruel	60 a 64	Hombres	4111
2016	44	Teruel	65 a 69	Hombres	3515
2016	44	Teruel	70 a 74	Hombres	2952
2016	44	Teruel	75 a 79	Hombres	2604
2016	44	Teruel	80 a 84	Hombres	2940
2016	44	Teruel	85 a 89	Hombres	2036
2016	44	Teruel	90 a 94	Hombres	746
2016	44	Teruel	95 y más	Hombres	128
2016	50	Zaragoza	00 a 04	Hombres	22366
2016	50	Zaragoza	05 a 09	Hombres	24975
2016	50	Zaragoza	10 a 14	Hombres	23089
2016	50	Zaragoza	15 a 19	Hombres	21681
2016	50	Zaragoza	20 a 24	Hombres	21997
2016	50	Zaragoza	25 a 29	Hombres	25064
2016	50	Zaragoza	30 a 34	Hombres	30638
2016	50	Zaragoza	35 a 39	Hombres	39237
2016	50	Zaragoza	40 a 44	Hombres	40986
2016	50	Zaragoza	45 a 49	Hombres	38429
2016	50	Zaragoza	50 a 54	Hombres	35732
2016	50	Zaragoza	55 a 59	Hombres	31728
2016	50	Zaragoza	60 a 64	Hombres	26330
2016	50	Zaragoza	65 a 69	Hombres	23888
2016	50	Zaragoza	70 a 74	Hombres	20256
2016	50	Zaragoza	75 a 79	Hombres	14857
2016	50	Zaragoza	80 a 84	Hombres	13689
2016	50	Zaragoza	85 a 89	Hombres	7691
2016	50	Zaragoza	90 a 94	Hombres	2947
2016	50	Zaragoza	95 y más	Hombres	525
2017	22	Huesca	00 a 04	Hombres	4740
2017	22	Huesca	05 a 09	Hombres	5321
2017	22	Huesca	10 a 14	Hombres	5128
2017	22	Huesca	15 a 19	Hombres	5057
2017	22	Huesca	20 a 24	Hombres	5377
2017	22	Huesca	25 a 29	Hombres	5703
2017	22	Huesca	30 a 34	Hombres	6840
2017	22	Huesca	35 a 39	Hombres	8810
2017	22	Huesca	40 a 44	Hombres	9122
2017	22	Huesca	45 a 49	Hombres	8795
2017	22	Huesca	50 a 54	Hombres	8866
2017	22	Huesca	55 a 59	Hombres	8134
2017	22	Huesca	60 a 64	Hombres	6866
2017	22	Huesca	65 a 69	Hombres	5775
2017	22	Huesca	70 a 74	Hombres	4960
2017	22	Huesca	75 a 79	Hombres	3576
2017	22	Huesca	80 a 84	Hombres	3911
2017	22	Huesca	85 a 89	Hombres	2523
2017	22	Huesca	90 a 94	Hombres	1113
2017	22	Huesca	95 y más	Hombres	237
2017	44	Teruel	00 a 04	Hombres	2809
2017	44	Teruel	05 a 09	Hombres	3112
2017	44	Teruel	10 a 14	Hombres	3015
2017	44	Teruel	15 a 19	Hombres	3120
2017	44	Teruel	20 a 24	Hombres	3354
2017	44	Teruel	25 a 29	Hombres	3641
2017	44	Teruel	30 a 34	Hombres	4146
2017	44	Teruel	35 a 39	Hombres	5027
2017	44	Teruel	40 a 44	Hombres	5169
2017	44	Teruel	45 a 49	Hombres	5132
2017	44	Teruel	50 a 54	Hombres	5630
2017	44	Teruel	55 a 59	Hombres	5403
2017	44	Teruel	60 a 64	Hombres	4249
2017	44	Teruel	65 a 69	Hombres	3584
2017	44	Teruel	70 a 74	Hombres	3015
2017	44	Teruel	75 a 79	Hombres	2421
2017	44	Teruel	80 a 84	Hombres	2821
2017	44	Teruel	85 a 89	Hombres	2081
2017	44	Teruel	90 a 94	Hombres	805
2017	44	Teruel	95 y más	Hombres	150
2017	50	Zaragoza	00 a 04	Hombres	22022
2017	50	Zaragoza	05 a 09	Hombres	25009
2017	50	Zaragoza	10 a 14	Hombres	23719
2017	50	Zaragoza	15 a 19	Hombres	22226
2017	50	Zaragoza	20 a 24	Hombres	22220
2017	50	Zaragoza	25 a 29	Hombres	24448
2017	50	Zaragoza	30 a 34	Hombres	29249
2017	50	Zaragoza	35 a 39	Hombres	37309
2017	50	Zaragoza	40 a 44	Hombres	41463
2017	50	Zaragoza	45 a 49	Hombres	38469
2017	50	Zaragoza	50 a 54	Hombres	36257
2017	50	Zaragoza	55 a 59	Hombres	32238
2017	50	Zaragoza	60 a 64	Hombres	27016
2017	50	Zaragoza	65 a 69	Hombres	23927
2017	50	Zaragoza	70 a 74	Hombres	20840
2017	50	Zaragoza	75 a 79	Hombres	14525
2017	50	Zaragoza	80 a 84	Hombres	13737
2017	50	Zaragoza	85 a 89	Hombres	8088
2017	50	Zaragoza	90 a 94	Hombres	3017
2017	50	Zaragoza	95 y más	Hombres	578
2018	22	Huesca	00 a 04	Hombres	4662
2018	22	Huesca	05 a 09	Hombres	5248
2018	22	Huesca	10 a 14	Hombres	5273
2018	22	Huesca	15 a 19	Hombres	5107
2018	22	Huesca	20 a 24	Hombres	5364
2018	22	Huesca	25 a 29	Hombres	5670
2018	22	Huesca	30 a 34	Hombres	6476
2018	22	Huesca	35 a 39	Hombres	8346
2018	22	Huesca	40 a 44	Hombres	9180
2018	22	Huesca	45 a 49	Hombres	8857
2018	22	Huesca	50 a 54	Hombres	8847
2018	22	Huesca	55 a 59	Hombres	8286
2018	22	Huesca	60 a 64	Hombres	7055
2018	22	Huesca	65 a 69	Hombres	5888
2018	22	Huesca	70 a 74	Hombres	5155
2018	22	Huesca	75 a 79	Hombres	3429
2018	22	Huesca	80 a 84	Hombres	3846
2018	22	Huesca	85 a 89	Hombres	2537
2018	22	Huesca	90 a 94	Hombres	1136
2018	22	Huesca	95 y más	Hombres	237
2018	44	Teruel	00 a 04	Hombres	2735
2018	44	Teruel	05 a 09	Hombres	3060
2018	44	Teruel	10 a 14	Hombres	3071
2018	44	Teruel	15 a 19	Hombres	3077
2018	44	Teruel	20 a 24	Hombres	3285
2018	44	Teruel	25 a 29	Hombres	3510
2018	44	Teruel	30 a 34	Hombres	3995
2018	44	Teruel	35 a 39	Hombres	4813
2018	44	Teruel	40 a 44	Hombres	5181
2018	44	Teruel	45 a 49	Hombres	5057
2018	44	Teruel	50 a 54	Hombres	5618
2018	44	Teruel	55 a 59	Hombres	5405
2018	44	Teruel	60 a 64	Hombres	4427
2018	44	Teruel	65 a 69	Hombres	3670
2018	44	Teruel	70 a 74	Hombres	3098
2018	44	Teruel	75 a 79	Hombres	2297
2018	44	Teruel	80 a 84	Hombres	2653
2018	44	Teruel	85 a 89	Hombres	2081
2018	44	Teruel	90 a 94	Hombres	840
2018	44	Teruel	95 y más	Hombres	187
2018	50	Zaragoza	00 a 04	Hombres	21594
2018	50	Zaragoza	05 a 09	Hombres	24628
2018	50	Zaragoza	10 a 14	Hombres	24463
2018	50	Zaragoza	15 a 19	Hombres	22736
2018	50	Zaragoza	20 a 24	Hombres	22579
2018	50	Zaragoza	25 a 29	Hombres	24357
2018	50	Zaragoza	30 a 34	Hombres	28142
2018	50	Zaragoza	35 a 39	Hombres	35476
2018	50	Zaragoza	40 a 44	Hombres	41280
2018	50	Zaragoza	45 a 49	Hombres	38934
2018	50	Zaragoza	50 a 54	Hombres	36316
2018	50	Zaragoza	55 a 59	Hombres	32817
2018	50	Zaragoza	60 a 64	Hombres	27611
2018	50	Zaragoza	65 a 69	Hombres	24280
2018	50	Zaragoza	70 a 74	Hombres	21282
2018	50	Zaragoza	75 a 79	Hombres	15131
2018	50	Zaragoza	80 a 84	Hombres	13075
2018	50	Zaragoza	85 a 89	Hombres	8393
2018	50	Zaragoza	90 a 94	Hombres	3082
2018	50	Zaragoza	95 y más	Hombres	663
2019	22	Huesca	00 a 04	Hombres	4638
2019	22	Huesca	05 a 09	Hombres	5232
2019	22	Huesca	10 a 14	Hombres	5466
2019	22	Huesca	15 a 19	Hombres	5115
2019	22	Huesca	20 a 24	Hombres	5509
2019	22	Huesca	25 a 29	Hombres	5639
2019	22	Huesca	30 a 34	Hombres	6454
2019	22	Huesca	35 a 39	Hombres	8016
2019	22	Huesca	40 a 44	Hombres	9326
2019	22	Huesca	45 a 49	Hombres	8956
2019	22	Huesca	50 a 54	Hombres	8765
2019	22	Huesca	55 a 59	Hombres	8378
2019	22	Huesca	60 a 64	Hombres	7316
2019	22	Huesca	65 a 69	Hombres	5994
2019	22	Huesca	70 a 74	Hombres	5284
2019	22	Huesca	75 a 79	Hombres	3625
2019	22	Huesca	80 a 84	Hombres	3573
2019	22	Huesca	85 a 89	Hombres	2576
2019	22	Huesca	90 a 94	Hombres	1094
2019	22	Huesca	95 y más	Hombres	272
2019	44	Teruel	00 a 04	Hombres	2655
2019	44	Teruel	05 a 09	Hombres	3057
2019	44	Teruel	10 a 14	Hombres	3151
2019	44	Teruel	15 a 19	Hombres	3085
2019	44	Teruel	20 a 24	Hombres	3305
2019	44	Teruel	25 a 29	Hombres	3483
2019	44	Teruel	30 a 34	Hombres	3921
2019	44	Teruel	35 a 39	Hombres	4688
2019	44	Teruel	40 a 44	Hombres	5138
2019	44	Teruel	45 a 49	Hombres	5058
2019	44	Teruel	50 a 54	Hombres	5472
2019	44	Teruel	55 a 59	Hombres	5448
2019	44	Teruel	60 a 64	Hombres	4626
2019	44	Teruel	65 a 69	Hombres	3772
2019	44	Teruel	70 a 74	Hombres	3179
2019	44	Teruel	75 a 79	Hombres	2375
2019	44	Teruel	80 a 84	Hombres	2375
2019	44	Teruel	85 a 89	Hombres	2085
2019	44	Teruel	90 a 94	Hombres	843
2019	44	Teruel	95 y más	Hombres	211
2019	50	Zaragoza	00 a 04	Hombres	21316
2019	50	Zaragoza	05 a 09	Hombres	24133
2019	50	Zaragoza	10 a 14	Hombres	25178
2019	50	Zaragoza	15 a 19	Hombres	23713
2019	50	Zaragoza	20 a 24	Hombres	23139
2019	50	Zaragoza	25 a 29	Hombres	24482
2019	50	Zaragoza	30 a 34	Hombres	28018
2019	50	Zaragoza	35 a 39	Hombres	34124
2019	50	Zaragoza	40 a 44	Hombres	41436
2019	50	Zaragoza	45 a 49	Hombres	39757
2019	50	Zaragoza	50 a 54	Hombres	36950
2019	50	Zaragoza	55 a 59	Hombres	33629
2019	50	Zaragoza	60 a 64	Hombres	28687
2019	50	Zaragoza	65 a 69	Hombres	24110
2019	50	Zaragoza	70 a 74	Hombres	21849
2019	50	Zaragoza	75 a 79	Hombres	16112
2019	50	Zaragoza	80 a 84	Hombres	12259
2019	50	Zaragoza	85 a 89	Hombres	8742
2019	50	Zaragoza	90 a 94	Hombres	3154
2019	50	Zaragoza	95 y más	Hombres	751
2020	22	Huesca	00 a 04	Hombres	4683
2020	22	Huesca	05 a 09	Hombres	5156
2020	22	Huesca	10 a 14	Hombres	5597
2020	22	Huesca	15 a 19	Hombres	5305
2020	22	Huesca	20 a 24	Hombres	5688
2020	22	Huesca	25 a 29	Hombres	5765
2020	22	Huesca	30 a 34	Hombres	6493
2020	22	Huesca	35 a 39	Hombres	7802
2020	22	Huesca	40 a 44	Hombres	9362
2020	22	Huesca	45 a 49	Hombres	9061
2020	22	Huesca	50 a 54	Hombres	8826
2020	22	Huesca	55 a 59	Hombres	8552
2020	22	Huesca	60 a 64	Hombres	7592
2020	22	Huesca	65 a 69	Hombres	6012
2020	22	Huesca	70 a 74	Hombres	5399
2020	22	Huesca	75 a 79	Hombres	3982
2020	22	Huesca	80 a 84	Hombres	3179
2020	22	Huesca	85 a 89	Hombres	2592
2020	22	Huesca	90 a 94	Hombres	1131
2020	22	Huesca	95 y más	Hombres	302
2020	44	Teruel	00 a 04	Hombres	2552
2020	44	Teruel	05 a 09	Hombres	3090
2020	44	Teruel	10 a 14	Hombres	3150
2020	44	Teruel	15 a 19	Hombres	3210
2020	44	Teruel	20 a 24	Hombres	3250
2020	44	Teruel	25 a 29	Hombres	3519
2020	44	Teruel	30 a 34	Hombres	3886
2020	44	Teruel	35 a 39	Hombres	4511
2020	44	Teruel	40 a 44	Hombres	5108
2020	44	Teruel	45 a 49	Hombres	5150
2020	44	Teruel	50 a 54	Hombres	5317
2020	44	Teruel	55 a 59	Hombres	5507
2020	44	Teruel	60 a 64	Hombres	4923
2020	44	Teruel	65 a 69	Hombres	3807
2020	44	Teruel	70 a 74	Hombres	3223
2020	44	Teruel	75 a 79	Hombres	2599
2020	44	Teruel	80 a 84	Hombres	2086
2020	44	Teruel	85 a 89	Hombres	1989
2020	44	Teruel	90 a 94	Hombres	885
2020	44	Teruel	95 y más	Hombres	213
2020	50	Zaragoza	00 a 04	Hombres	20517
2020	50	Zaragoza	05 a 09	Hombres	24050
2020	50	Zaragoza	10 a 14	Hombres	25659
2020	50	Zaragoza	15 a 19	Hombres	24450
2020	50	Zaragoza	20 a 24	Hombres	23859
2020	50	Zaragoza	25 a 29	Hombres	24757
2020	50	Zaragoza	30 a 34	Hombres	27799
2020	50	Zaragoza	35 a 39	Hombres	33223
2020	50	Zaragoza	40 a 44	Hombres	40868
2020	50	Zaragoza	45 a 49	Hombres	40623
2020	50	Zaragoza	50 a 54	Hombres	37231
2020	50	Zaragoza	55 a 59	Hombres	34500
2020	50	Zaragoza	60 a 64	Hombres	29863
2020	50	Zaragoza	65 a 69	Hombres	24313
2020	50	Zaragoza	70 a 74	Hombres	22080
2020	50	Zaragoza	75 a 79	Hombres	17281
2020	50	Zaragoza	80 a 84	Hombres	11557
2020	50	Zaragoza	85 a 89	Hombres	8850
2020	50	Zaragoza	90 a 94	Hombres	3319
2020	50	Zaragoza	95 y más	Hombres	803
