Municipio código	Municipio nombre	Tipo local	Actividad del local	Número de locales
22080	Capella	No aplicable	Inactivo	2
22080	Capella	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22080	Capella	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22080	Capella	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22080	Capella	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22080	Capella	Local comercial	Activo	2
22080	Capella	Oficinas(incluye también el resto de servicios)	Activo	2
22080	Capella	Local industrial	Activo	4
22081	Casbas de Huesca	No aplicable	Inactivo	1
22081	Casbas de Huesca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22081	Casbas de Huesca	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
22081	Casbas de Huesca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22081	Casbas de Huesca	Oficinas(incluye también el resto de servicios)	Activo	10
22081	Casbas de Huesca	Local industrial	Activo	1
22082	Castejón del Puente	No aplicable	Inactivo	2
22082	Castejón del Puente	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22082	Castejón del Puente	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22082	Castejón del Puente	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22082	Castejón del Puente	Local comercial	Activo	6
22082	Castejón del Puente	Oficinas(incluye también el resto de servicios)	Activo	2
22082	Castejón del Puente	Local industrial	Activo	1
22083	Castejón de Monegros	No aplicable	Inactivo	3
22083	Castejón de Monegros	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22083	Castejón de Monegros	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22083	Castejón de Monegros	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22083	Castejón de Monegros	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22083	Castejón de Monegros	Local comercial	Activo	16
22083	Castejón de Monegros	Oficinas(incluye también el resto de servicios)	Activo	9
22083	Castejón de Monegros	Local agrario	Activo	1
22084	Castejón de Sos	No aplicable	Inactivo	1
22084	Castejón de Sos	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	3
22084	Castejón de Sos	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22084	Castejón de Sos	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22084	Castejón de Sos	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
22084	Castejón de Sos	Local comercial	Activo	24
22084	Castejón de Sos	Oficinas(incluye también el resto de servicios)	Activo	13
22084	Castejón de Sos	Local industrial	Activo	1
22085	Castelflorite	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22085	Castelflorite	Oficinas(incluye también el resto de servicios)	Activo	11
22085	Castelflorite	Local agrario	Activo	1
22086	Castiello de Jaca	No aplicable	Inactivo	1
22086	Castiello de Jaca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22086	Castiello de Jaca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22086	Castiello de Jaca	Local comercial	Activo	7
22086	Castiello de Jaca	Oficinas(incluye también el resto de servicios)	Activo	7
22086	Castiello de Jaca	Local industrial	Activo	1
22086	Castiello de Jaca	Local agrario	Activo	1
22087	Castigaleu	No aplicable	Inactivo	1
22087	Castigaleu	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22087	Castigaleu	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22087	Castigaleu	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22087	Castigaleu	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22087	Castigaleu	Local comercial	Activo	2
22087	Castigaleu	Oficinas(incluye también el resto de servicios)	Activo	1
22088	Castillazuelo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22088	Castillazuelo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22088	Castillazuelo	Local comercial	Activo	1
22088	Castillazuelo	Oficinas(incluye también el resto de servicios)	Activo	1
22089	Castillonroy	No aplicable	Inactivo	8
22089	Castillonroy	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22089	Castillonroy	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22089	Castillonroy	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22089	Castillonroy	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22089	Castillonroy	Local comercial	Activo	10
22089	Castillonroy	Oficinas(incluye también el resto de servicios)	Activo	1
22089	Castillonroy	Local industrial	Activo	3
22090	Colungo	No aplicable	Inactivo	8
22090	Colungo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22090	Colungo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22090	Colungo	Local comercial	Activo	6
22094	Chalamera	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22094	Chalamera	Local comercial	Activo	5
22094	Chalamera	Oficinas(incluye también el resto de servicios)	Activo	5
22095	Chía	No aplicable	Inactivo	4
22095	Chía	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22095	Chía	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22095	Chía	Local comercial	Activo	4
22095	Chía	Oficinas(incluye también el resto de servicios)	Activo	2
22096	Chimillas	Local comercial	Activo	1
22096	Chimillas	Local agrario	Activo	1
22099	Esplús	No aplicable	Inactivo	4
22099	Esplús	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22099	Esplús	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22099	Esplús	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22099	Esplús	Local comercial	Activo	6
22099	Esplús	Oficinas(incluye también el resto de servicios)	Activo	4
22099	Esplús	Local industrial	Activo	4
22102	Estada	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22102	Estada	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22102	Estada	Local comercial	Activo	2
22102	Estada	Oficinas(incluye también el resto de servicios)	Activo	1
22103	Estadilla	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22103	Estadilla	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22103	Estadilla	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22103	Estadilla	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22103	Estadilla	Local comercial	Activo	7
22103	Estadilla	Oficinas(incluye también el resto de servicios)	Activo	4
22103	Estadilla	Local industrial	Activo	3
22105	Estopiñán del Castillo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22105	Estopiñán del Castillo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22105	Estopiñán del Castillo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22105	Estopiñán del Castillo	Local comercial	Activo	4
22105	Estopiñán del Castillo	Local agrario	Activo	1
22106	Fago	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22106	Fago	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22106	Fago	Oficinas(incluye también el resto de servicios)	Activo	4
22107	Fanlo	No aplicable	Inactivo	2
22107	Fanlo	Local comercial	Activo	5
22107	Fanlo	Oficinas(incluye también el resto de servicios)	Activo	2
22107	Fanlo	Local industrial	Activo	2
22109	Fiscal	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22109	Fiscal	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22109	Fiscal	Local comercial	Activo	18
22109	Fiscal	Oficinas(incluye también el resto de servicios)	Activo	12
22110	Fonz	No aplicable	Inactivo	1
22110	Fonz	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22110	Fonz	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22110	Fonz	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22110	Fonz	Local comercial	Activo	27
22110	Fonz	Oficinas(incluye también el resto de servicios)	Activo	4
22110	Fonz	Local industrial	Activo	4
22110	Fonz	Local agrario	Activo	1
22111	Foradada del Toscar	No aplicable	Inactivo	2
22111	Foradada del Toscar	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	8
22111	Foradada del Toscar	Local comercial	Activo	3
22111	Foradada del Toscar	Oficinas(incluye también el resto de servicios)	Activo	1
22112	Fraga	No aplicable	Inactivo	114
22112	Fraga	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	8
22112	Fraga	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	12
22112	Fraga	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	8
22112	Fraga	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	8
22112	Fraga	Local comercial	Activo	308
22112	Fraga	Oficinas(incluye también el resto de servicios)	Activo	312
22112	Fraga	Local industrial	Activo	23
22112	Fraga	Local agrario	Activo	1
22113	Fueva (La)	No aplicable	Inactivo	6
22113	Fueva (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22113	Fueva (La)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	28
22113	Fueva (La)	Local comercial	Activo	17
22113	Fueva (La)	Oficinas(incluye también el resto de servicios)	Activo	6
22113	Fueva (La)	Local industrial	Activo	2
22114	Gistaín	No aplicable	Inactivo	1
22114	Gistaín	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22114	Gistaín	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22114	Gistaín	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22114	Gistaín	Local comercial	Activo	6
22114	Gistaín	Local industrial	Activo	1
22115	Grado (El)	No aplicable	Inactivo	3
22115	Grado (El)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22115	Grado (El)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22115	Grado (El)	Local comercial	Activo	8
22115	Grado (El)	Oficinas(incluye también el resto de servicios)	Activo	3
22115	Grado (El)	Local industrial	Activo	4
22116	Grañén	No aplicable	Inactivo	14
22116	Grañén	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
22116	Grañén	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	5
22116	Grañén	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	6
22116	Grañén	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22116	Grañén	Local comercial	Activo	31
22116	Grañén	Oficinas(incluye también el resto de servicios)	Activo	40
22116	Grañén	Local industrial	Activo	5
22117	Graus	No aplicable	Inactivo	52
22117	Graus	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22117	Graus	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	8
22117	Graus	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	25
22117	Graus	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	14
22117	Graus	Local comercial	Activo	166
22117	Graus	Oficinas(incluye también el resto de servicios)	Activo	21
22117	Graus	Local industrial	Activo	8
22119	Gurrea de Gállego	No aplicable	Inactivo	6
22119	Gurrea de Gállego	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22119	Gurrea de Gállego	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	5
22119	Gurrea de Gállego	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22119	Gurrea de Gállego	Local comercial	Activo	21
22119	Gurrea de Gállego	Oficinas(incluye también el resto de servicios)	Activo	80
22119	Gurrea de Gállego	Local industrial	Activo	6
22119	Gurrea de Gállego	Local agrario	Activo	2
22122	Hoz de Jaca	No aplicable	Inactivo	3
22122	Hoz de Jaca	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22122	Hoz de Jaca	Local comercial	Activo	3
22122	Hoz de Jaca	Oficinas(incluye también el resto de servicios)	Activo	2
22122	Hoz de Jaca	Local industrial	Activo	3
22122	Hoz de Jaca	Local agrario	Activo	31
22124	Huerto	No aplicable	Inactivo	2
22124	Huerto	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22124	Huerto	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22124	Huerto	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22124	Huerto	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22124	Huerto	Local comercial	Activo	3
22124	Huerto	Oficinas(incluye también el resto de servicios)	Activo	7
22124	Huerto	Local industrial	Activo	3
22125	Huesca	No aplicable	Inactivo	790
22125	Huesca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	126
