Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2018	Mujeres	50-54	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	Mujeres	55-59	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	Mujeres	60-64	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	Mujeres	Más de 64	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	Mujeres	16-19	1	20	Comunidad de Calatayud
2018	Mujeres	20-24	10	20	Comunidad de Calatayud
2018	Mujeres	25-29	9	20	Comunidad de Calatayud
2018	Mujeres	30-34	8	20	Comunidad de Calatayud
2018	Mujeres	35-39	15	20	Comunidad de Calatayud
2018	Mujeres	40-44	15	20	Comunidad de Calatayud
2018	Mujeres	45-49	13	20	Comunidad de Calatayud
2018	Mujeres	50-54	20	20	Comunidad de Calatayud
2018	Mujeres	55-59	13	20	Comunidad de Calatayud
2018	Mujeres	60-64	5	20	Comunidad de Calatayud
2018	Mujeres	Más de 64	1	20	Comunidad de Calatayud
2018	Mujeres	16-19	1	21	Campo de Cariñena
2018	Mujeres	20-24	1	21	Campo de Cariñena
2018	Mujeres	25-29	4	21	Campo de Cariñena
2018	Mujeres	30-34	3	21	Campo de Cariñena
2018	Mujeres	35-39	2	21	Campo de Cariñena
2018	Mujeres	40-44	3	21	Campo de Cariñena
2018	Mujeres	45-49	5	21	Campo de Cariñena
2018	Mujeres	50-54	4	21	Campo de Cariñena
2018	Mujeres	55-59	5	21	Campo de Cariñena
2018	Mujeres	60-64	1	21	Campo de Cariñena
2018	Mujeres	45-49	1	22	Campo de Belchite
2018	Mujeres	50-54	1	22	Campo de Belchite
2018	Mujeres	55-59	1	22	Campo de Belchite
2018	Mujeres	60-64	1	22	Campo de Belchite
2018	Mujeres	25-29	1	23	Bajo Martín
2018	Mujeres	30-34	2	23	Bajo Martín
2018	Mujeres	35-39	4	23	Bajo Martín
2018	Mujeres	40-44	2	23	Bajo Martín
2018	Mujeres	50-54	2	23	Bajo Martín
2018	Mujeres	60-64	1	23	Bajo Martín
2018	Mujeres	30-34	2	24	Campo de Daroca
2018	Mujeres	35-39	2	24	Campo de Daroca
2018	Mujeres	40-44	5	24	Campo de Daroca
2018	Mujeres	45-49	1	24	Campo de Daroca
2018	Mujeres	50-54	4	24	Campo de Daroca
2018	Mujeres	16-19	1	25	Jiloca
2018	Mujeres	20-24	2	25	Jiloca
2018	Mujeres	25-29	3	25	Jiloca
2018	Mujeres	30-34	2	25	Jiloca
2018	Mujeres	35-39	6	25	Jiloca
2018	Mujeres	40-44	1	25	Jiloca
2018	Mujeres	45-49	10	25	Jiloca
2018	Mujeres	50-54	5	25	Jiloca
2018	Mujeres	55-59	1	25	Jiloca
2018	Mujeres	60-64	3	25	Jiloca
2018	Mujeres	Más de 64	1	25	Jiloca
2018	Mujeres	20-24	2	26	Cuencas Mineras
2018	Mujeres	25-29	1	26	Cuencas Mineras
2018	Mujeres	30-34	2	26	Cuencas Mineras
2018	Mujeres	35-39	2	26	Cuencas Mineras
2018	Mujeres	40-44	9	26	Cuencas Mineras
2018	Mujeres	45-49	8	26	Cuencas Mineras
2018	Mujeres	50-54	3	26	Cuencas Mineras
2018	Mujeres	55-59	2	26	Cuencas Mineras
2018	Mujeres	60-64	1	26	Cuencas Mineras
2018	Mujeres	20-24	1	27	Andorra-Sierra de Arcos
2018	Mujeres	25-29	2	27	Andorra-Sierra de Arcos
2018	Mujeres	30-34	1	27	Andorra-Sierra de Arcos
2018	Mujeres	35-39	4	27	Andorra-Sierra de Arcos
2018	Mujeres	40-44	4	27	Andorra-Sierra de Arcos
2018	Mujeres	45-49	4	27	Andorra-Sierra de Arcos
2018	Mujeres	50-54	2	27	Andorra-Sierra de Arcos
2018	Mujeres	55-59	2	27	Andorra-Sierra de Arcos
2018	Mujeres	20-24	3	28	Bajo Aragón
2018	Mujeres	25-29	2	28	Bajo Aragón
2018	Mujeres	30-34	5	28	Bajo Aragón
2018	Mujeres	35-39	7	28	Bajo Aragón
2018	Mujeres	40-44	7	28	Bajo Aragón
2018	Mujeres	45-49	15	28	Bajo Aragón
2018	Mujeres	50-54	10	28	Bajo Aragón
2018	Mujeres	55-59	11	28	Bajo Aragón
2018	Mujeres	60-64	3	28	Bajo Aragón
2018	Mujeres	16-19	2	29	Comunidad de Teruel
2018	Mujeres	20-24	5	29	Comunidad de Teruel
2018	Mujeres	25-29	9	29	Comunidad de Teruel
2018	Mujeres	30-34	16	29	Comunidad de Teruel
2018	Mujeres	35-39	25	29	Comunidad de Teruel
2018	Mujeres	40-44	36	29	Comunidad de Teruel
2018	Mujeres	45-49	27	29	Comunidad de Teruel
2018	Mujeres	50-54	30	29	Comunidad de Teruel
2018	Mujeres	55-59	26	29	Comunidad de Teruel
2018	Mujeres	60-64	6	29	Comunidad de Teruel
2018	Mujeres	50-54	1	30	Maestrazgo
2018	Mujeres	20-24	1	31	Sierra de Albarracín
2018	Mujeres	35-39	2	31	Sierra de Albarracín
2018	Mujeres	40-44	1	31	Sierra de Albarracín
2018	Mujeres	45-49	2	31	Sierra de Albarracín
2018	Mujeres	50-54	3	31	Sierra de Albarracín
2018	Mujeres	55-59	2	31	Sierra de Albarracín
2018	Mujeres	60-64	1	31	Sierra de Albarracín
2018	Mujeres	16-19	2	32	Gúdar-Javalambre
2018	Mujeres	20-24	1	32	Gúdar-Javalambre
2018	Mujeres	25-29	2	32	Gúdar-Javalambre
2018	Mujeres	30-34	3	32	Gúdar-Javalambre
2018	Mujeres	40-44	3	32	Gúdar-Javalambre
2018	Mujeres	45-49	2	32	Gúdar-Javalambre
2018	Mujeres	50-54	3	32	Gúdar-Javalambre
2018	Mujeres	55-59	3	32	Gúdar-Javalambre
2018	Mujeres	20-24	2	33	Matarraña / Matarranya
2018	Mujeres	25-29	2	33	Matarraña / Matarranya
2018	Mujeres	30-34	4	33	Matarraña / Matarranya
2018	Mujeres	35-39	1	33	Matarraña / Matarranya
2018	Mujeres	40-44	3	33	Matarraña / Matarranya
2018	Mujeres	45-49	4	33	Matarraña / Matarranya
2018	Mujeres	50-54	2	33	Matarraña / Matarranya
2018	Mujeres	55-59	2	33	Matarraña / Matarranya
2018	Mujeres	20-24	3	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	25-29	2	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	30-34	2	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	35-39	3	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	40-44	3	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	45-49	3	NC	Municipio del centro de trabajo fuera de Aragón
2018	Mujeres	50-54	1	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	16-19	3	01	La Jacetania
2017	Hombres	20-24	4	01	La Jacetania
2017	Hombres	25-29	9	01	La Jacetania
2017	Hombres	30-34	11	01	La Jacetania
2017	Hombres	35-39	17	01	La Jacetania
2017	Hombres	40-44	19	01	La Jacetania
2017	Hombres	45-49	19	01	La Jacetania
2017	Hombres	50-54	20	01	La Jacetania
2017	Hombres	55-59	12	01	La Jacetania
2017	Hombres	60-64	6	01	La Jacetania
2017	Hombres	16-19	1	02	Alto Gállego
2017	Hombres	20-24	5	02	Alto Gállego
2017	Hombres	25-29	8	02	Alto Gállego
2017	Hombres	30-34	19	02	Alto Gállego
2017	Hombres	35-39	18	02	Alto Gállego
2017	Hombres	40-44	12	02	Alto Gállego
2017	Hombres	45-49	7	02	Alto Gállego
2017	Hombres	50-54	19	02	Alto Gállego
2017	Hombres	55-59	8	02	Alto Gállego
2017	Hombres	16-19	1	03	Sobrarbe
2017	Hombres	20-24	1	03	Sobrarbe
2017	Hombres	25-29	3	03	Sobrarbe
2017	Hombres	30-34	2	03	Sobrarbe
2017	Hombres	35-39	2	03	Sobrarbe
2017	Hombres	40-44	7	03	Sobrarbe
2017	Hombres	45-49	3	03	Sobrarbe
2017	Hombres	50-54	4	03	Sobrarbe
2017	Hombres	55-59	3	03	Sobrarbe
2017	Hombres	60-64	3	03	Sobrarbe
2017	Hombres	Más de 64	1	03	Sobrarbe
2017	Hombres	16-19	1	04	La Ribagorza
2017	Hombres	20-24	5	04	La Ribagorza
2017	Hombres	25-29	10	04	La Ribagorza
2017	Hombres	30-34	10	04	La Ribagorza
2017	Hombres	35-39	11	04	La Ribagorza
2017	Hombres	40-44	15	04	La Ribagorza
2017	Hombres	45-49	19	04	La Ribagorza
2017	Hombres	50-54	10	04	La Ribagorza
2017	Hombres	55-59	7	04	La Ribagorza
2017	Hombres	60-64	4	04	La Ribagorza
2017	Hombres	16-19	4	05	Cinco Villas
2017	Hombres	20-24	26	05	Cinco Villas
2017	Hombres	25-29	38	05	Cinco Villas
2017	Hombres	30-34	46	05	Cinco Villas
2017	Hombres	35-39	58	05	Cinco Villas
2017	Hombres	40-44	53	05	Cinco Villas
2017	Hombres	45-49	48	05	Cinco Villas
2017	Hombres	50-54	38	05	Cinco Villas
2017	Hombres	55-59	31	05	Cinco Villas
2017	Hombres	60-64	16	05	Cinco Villas
2017	Hombres	16-19	7	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	20-24	38	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	25-29	61	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	30-34	64	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	35-39	90	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	40-44	94	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	45-49	87	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	50-54	71	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	55-59	50	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	60-64	25	06	Hoya de Huesca / Plana de Uesca
2017	Hombres	16-19	1	07	Somontano de Barbastro
2017	Hombres	20-24	13	07	Somontano de Barbastro
2017	Hombres	25-29	16	07	Somontano de Barbastro
2017	Hombres	30-34	20	07	Somontano de Barbastro
2017	Hombres	35-39	23	07	Somontano de Barbastro
2017	Hombres	40-44	23	07	Somontano de Barbastro
2017	Hombres	45-49	28	07	Somontano de Barbastro
2017	Hombres	50-54	24	07	Somontano de Barbastro
2017	Hombres	55-59	11	07	Somontano de Barbastro
2017	Hombres	60-64	8	07	Somontano de Barbastro
2017	Hombres	16-19	3	08	Cinca Medio
2017	Hombres	20-24	27	08	Cinca Medio
2017	Hombres	25-29	46	08	Cinca Medio
2017	Hombres	30-34	37	08	Cinca Medio
2017	Hombres	35-39	64	08	Cinca Medio
2017	Hombres	40-44	57	08	Cinca Medio
2017	Hombres	45-49	46	08	Cinca Medio
2017	Hombres	50-54	35	08	Cinca Medio
2017	Hombres	55-59	18	08	Cinca Medio
2017	Hombres	60-64	9	08	Cinca Medio
2017	Hombres	16-19	5	09	La Litera / La Llitera
2017	Hombres	20-24	15	09	La Litera / La Llitera
2017	Hombres	25-29	29	09	La Litera / La Llitera
2017	Hombres	30-34	21	09	La Litera / La Llitera
2017	Hombres	35-39	28	09	La Litera / La Llitera
2017	Hombres	40-44	31	09	La Litera / La Llitera
2017	Hombres	45-49	29	09	La Litera / La Llitera
2017	Hombres	50-54	29	09	La Litera / La Llitera
2017	Hombres	55-59	17	09	La Litera / La Llitera
2017	Hombres	60-64	6	09	La Litera / La Llitera
2017	Hombres	16-19	2	10	Los Monegros
2017	Hombres	20-24	15	10	Los Monegros
2017	Hombres	25-29	15	10	Los Monegros
2017	Hombres	30-34	18	10	Los Monegros
2017	Hombres	35-39	24	10	Los Monegros
2017	Hombres	40-44	24	10	Los Monegros
2017	Hombres	45-49	17	10	Los Monegros
2017	Hombres	50-54	13	10	Los Monegros
2017	Hombres	55-59	17	10	Los Monegros
2017	Hombres	60-64	7	10	Los Monegros
2017	Hombres	16-19	3	11	Bajo Cinca / Baix Cinca
2017	Hombres	20-24	23	11	Bajo Cinca / Baix Cinca
2017	Hombres	25-29	27	11	Bajo Cinca / Baix Cinca
2017	Hombres	30-34	57	11	Bajo Cinca / Baix Cinca
2017	Hombres	35-39	58	11	Bajo Cinca / Baix Cinca
2017	Hombres	40-44	56	11	Bajo Cinca / Baix Cinca
2017	Hombres	45-49	36	11	Bajo Cinca / Baix Cinca
2017	Hombres	50-54	27	11	Bajo Cinca / Baix Cinca
2017	Hombres	55-59	19	11	Bajo Cinca / Baix Cinca
2017	Hombres	60-64	8	11	Bajo Cinca / Baix Cinca
2017	Hombres	20-24	6	12	Tarazona y el Moncayo
2017	Hombres	25-29	7	12	Tarazona y el Moncayo
2017	Hombres	30-34	6	12	Tarazona y el Moncayo
2017	Hombres	35-39	14	12	Tarazona y el Moncayo
2017	Hombres	40-44	17	12	Tarazona y el Moncayo
2017	Hombres	45-49	10	12	Tarazona y el Moncayo
2017	Hombres	50-54	5	12	Tarazona y el Moncayo
2017	Hombres	55-59	4	12	Tarazona y el Moncayo
2017	Hombres	60-64	1	12	Tarazona y el Moncayo
2017	Hombres	Más de 64	1	12	Tarazona y el Moncayo
2017	Hombres	16-19	2	13	Campo de Borja
2017	Hombres	20-24	14	13	Campo de Borja
2017	Hombres	25-29	14	13	Campo de Borja
2017	Hombres	30-34	14	13	Campo de Borja
2017	Hombres	35-39	18	13	Campo de Borja
2017	Hombres	40-44	21	13	Campo de Borja
2017	Hombres	45-49	26	13	Campo de Borja
2017	Hombres	50-54	23	13	Campo de Borja
2017	Hombres	55-59	14	13	Campo de Borja
2017	Hombres	60-64	2	13	Campo de Borja
2017	Hombres	Más de 64	1	13	Campo de Borja
2017	Hombres	20-24	2	14	Aranda
2017	Hombres	25-29	1	14	Aranda
2017	Hombres	30-34	1	14	Aranda
2017	Hombres	35-39	1	14	Aranda
2017	Hombres	40-44	5	14	Aranda
2017	Hombres	45-49	3	14	Aranda
2017	Hombres	55-59	7	14	Aranda
2017	Hombres	60-64	2	14	Aranda
2017	Hombres	16-19	9	15	Ribera Alta del Ebro
2017	Hombres	20-24	40	15	Ribera Alta del Ebro
2017	Hombres	25-29	66	15	Ribera Alta del Ebro
2017	Hombres	30-34	79	15	Ribera Alta del Ebro
2017	Hombres	35-39	70	15	Ribera Alta del Ebro
2017	Hombres	40-44	92	15	Ribera Alta del Ebro
2017	Hombres	45-49	76	15	Ribera Alta del Ebro
2017	Hombres	50-54	62	15	Ribera Alta del Ebro
2017	Hombres	55-59	42	15	Ribera Alta del Ebro
2017	Hombres	60-64	22	15	Ribera Alta del Ebro
2017	Hombres	Más de 64	1	15	Ribera Alta del Ebro
2017	Hombres	16-19	10	16	Valdejalón
2017	Hombres	20-24	25	16	Valdejalón
2017	Hombres	25-29	53	16	Valdejalón
2017	Hombres	30-34	56	16	Valdejalón
2017	Hombres	35-39	89	16	Valdejalón
2017	Hombres	40-44	81	16	Valdejalón
2017	Hombres	45-49	61	16	Valdejalón
2017	Hombres	50-54	38	16	Valdejalón
2017	Hombres	55-59	26	16	Valdejalón
2017	Hombres	60-64	9	16	Valdejalón
2017	Hombres	16-19	48	17	D.C. Zaragoza
2017	Hombres	20-24	293	17	D.C. Zaragoza
2017	Hombres	25-29	458	17	D.C. Zaragoza
2017	Hombres	30-34	646	17	D.C. Zaragoza
2017	Hombres	35-39	837	17	D.C. Zaragoza
2017	Hombres	40-44	872	17	D.C. Zaragoza
2017	Hombres	45-49	684	17	D.C. Zaragoza
2017	Hombres	50-54	592	17	D.C. Zaragoza
2017	Hombres	55-59	413	17	D.C. Zaragoza
2017	Hombres	60-64	196	17	D.C. Zaragoza
2017	Hombres	Más de 64	7	17	D.C. Zaragoza
2017	Hombres	16-19	1	18	Ribera Baja del Ebro
2017	Hombres	20-24	3	18	Ribera Baja del Ebro
2017	Hombres	25-29	9	18	Ribera Baja del Ebro
2017	Hombres	30-34	9	18	Ribera Baja del Ebro
2017	Hombres	35-39	13	18	Ribera Baja del Ebro
2017	Hombres	40-44	10	18	Ribera Baja del Ebro
2017	Hombres	45-49	11	18	Ribera Baja del Ebro
2017	Hombres	50-54	9	18	Ribera Baja del Ebro
2017	Hombres	55-59	9	18	Ribera Baja del Ebro
2017	Hombres	60-64	2	18	Ribera Baja del Ebro
2017	Hombres	16-19	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	20-24	11	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	25-29	14	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	30-34	17	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	35-39	23	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	40-44	17	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	45-49	19	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	50-54	14	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	55-59	12	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	60-64	6	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	Hombres	16-19	5	20	Comunidad de Calatayud
2017	Hombres	20-24	9	20	Comunidad de Calatayud
2017	Hombres	25-29	19	20	Comunidad de Calatayud
2017	Hombres	30-34	10	20	Comunidad de Calatayud
2017	Hombres	35-39	20	20	Comunidad de Calatayud
2017	Hombres	40-44	33	20	Comunidad de Calatayud
2017	Hombres	45-49	35	20	Comunidad de Calatayud
2017	Hombres	50-54	40	20	Comunidad de Calatayud
2017	Hombres	55-59	20	20	Comunidad de Calatayud
2017	Hombres	60-64	8	20	Comunidad de Calatayud
2017	Hombres	Más de 64	1	20	Comunidad de Calatayud
2017	Hombres	16-19	3	21	Campo de Cariñena
2017	Hombres	20-24	9	21	Campo de Cariñena
2017	Hombres	25-29	12	21	Campo de Cariñena
2017	Hombres	30-34	21	21	Campo de Cariñena
2017	Hombres	35-39	26	21	Campo de Cariñena
2017	Hombres	40-44	15	21	Campo de Cariñena
2017	Hombres	45-49	12	21	Campo de Cariñena
2017	Hombres	50-54	13	21	Campo de Cariñena
2017	Hombres	55-59	7	21	Campo de Cariñena
2017	Hombres	60-64	3	21	Campo de Cariñena
2017	Hombres	20-24	2	22	Campo de Belchite
2017	Hombres	25-29	1	22	Campo de Belchite
2017	Hombres	35-39	2	22	Campo de Belchite
2017	Hombres	40-44	1	22	Campo de Belchite
2017	Hombres	45-49	2	22	Campo de Belchite
2017	Hombres	50-54	2	22	Campo de Belchite
2017	Hombres	20-24	4	23	Bajo Martín
2017	Hombres	25-29	8	23	Bajo Martín
2017	Hombres	30-34	10	23	Bajo Martín
2017	Hombres	35-39	5	23	Bajo Martín
2017	Hombres	40-44	9	23	Bajo Martín
2017	Hombres	45-49	10	23	Bajo Martín
2017	Hombres	50-54	4	23	Bajo Martín
2017	Hombres	55-59	6	23	Bajo Martín
2017	Hombres	60-64	3	23	Bajo Martín
2017	Hombres	16-19	1	24	Campo de Daroca
2017	Hombres	20-24	2	24	Campo de Daroca
2017	Hombres	25-29	5	24	Campo de Daroca
2017	Hombres	30-34	5	24	Campo de Daroca
2017	Hombres	35-39	7	24	Campo de Daroca
2017	Hombres	40-44	7	24	Campo de Daroca
2017	Hombres	45-49	6	24	Campo de Daroca
2017	Hombres	50-54	8	24	Campo de Daroca
2017	Hombres	55-59	3	24	Campo de Daroca
2017	Hombres	60-64	1	24	Campo de Daroca
2017	Hombres	20-24	3	25	Jiloca
2017	Hombres	25-29	13	25	Jiloca
2017	Hombres	30-34	7	25	Jiloca
2017	Hombres	35-39	13	25	Jiloca
2017	Hombres	40-44	10	25	Jiloca
2017	Hombres	45-49	8	25	Jiloca
2017	Hombres	50-54	10	25	Jiloca
2017	Hombres	55-59	7	25	Jiloca
2017	Hombres	60-64	2	25	Jiloca
2017	Hombres	16-19	2	26	Cuencas Mineras
2017	Hombres	20-24	6	26	Cuencas Mineras
2017	Hombres	25-29	9	26	Cuencas Mineras
2017	Hombres	30-34	8	26	Cuencas Mineras
2017	Hombres	35-39	21	26	Cuencas Mineras
2017	Hombres	40-44	13	26	Cuencas Mineras
2017	Hombres	45-49	8	26	Cuencas Mineras
2017	Hombres	50-54	8	26	Cuencas Mineras
2017	Hombres	55-59	4	26	Cuencas Mineras
2017	Hombres	60-64	2	26	Cuencas Mineras
2017	Hombres	20-24	3	27	Andorra-Sierra de Arcos
2017	Hombres	25-29	6	27	Andorra-Sierra de Arcos
2017	Hombres	30-34	4	27	Andorra-Sierra de Arcos
2017	Hombres	35-39	11	27	Andorra-Sierra de Arcos
2017	Hombres	40-44	7	27	Andorra-Sierra de Arcos
2017	Hombres	45-49	7	27	Andorra-Sierra de Arcos
2017	Hombres	50-54	9	27	Andorra-Sierra de Arcos
2017	Hombres	55-59	6	27	Andorra-Sierra de Arcos
2017	Hombres	60-64	2	27	Andorra-Sierra de Arcos
2017	Hombres	16-19	2	28	Bajo Aragón
2017	Hombres	20-24	8	28	Bajo Aragón
2017	Hombres	25-29	18	28	Bajo Aragón
2017	Hombres	30-34	26	28	Bajo Aragón
2017	Hombres	35-39	27	28	Bajo Aragón
2017	Hombres	40-44	41	28	Bajo Aragón
2017	Hombres	45-49	27	28	Bajo Aragón
2017	Hombres	50-54	23	28	Bajo Aragón
2017	Hombres	55-59	18	28	Bajo Aragón
2017	Hombres	60-64	8	28	Bajo Aragón
2017	Hombres	16-19	3	29	Comunidad de Teruel
2017	Hombres	20-24	30	29	Comunidad de Teruel
2017	Hombres	25-29	34	29	Comunidad de Teruel
2017	Hombres	30-34	46	29	Comunidad de Teruel
2017	Hombres	35-39	62	29	Comunidad de Teruel
2017	Hombres	40-44	70	29	Comunidad de Teruel
2017	Hombres	45-49	52	29	Comunidad de Teruel
2017	Hombres	50-54	59	29	Comunidad de Teruel
2017	Hombres	55-59	31	29	Comunidad de Teruel
2017	Hombres	60-64	17	29	Comunidad de Teruel
2017	Hombres	25-29	1	30	Maestrazgo
2017	Hombres	30-34	1	30	Maestrazgo
2017	Hombres	35-39	2	30	Maestrazgo
2017	Hombres	45-49	2	30	Maestrazgo
2017	Hombres	50-54	1	30	Maestrazgo
2017	Hombres	55-59	1	30	Maestrazgo
2017	Hombres	16-19	1	31	Sierra de Albarracín
2017	Hombres	20-24	2	31	Sierra de Albarracín
2017	Hombres	25-29	1	31	Sierra de Albarracín
2017	Hombres	30-34	4	31	Sierra de Albarracín
2017	Hombres	35-39	1	31	Sierra de Albarracín
2017	Hombres	40-44	2	31	Sierra de Albarracín
2017	Hombres	45-49	7	31	Sierra de Albarracín
2017	Hombres	50-54	1	31	Sierra de Albarracín
2017	Hombres	55-59	1	31	Sierra de Albarracín
2017	Hombres	60-64	2	31	Sierra de Albarracín
2017	Hombres	20-24	5	32	Gúdar-Javalambre
2017	Hombres	25-29	5	32	Gúdar-Javalambre
2017	Hombres	30-34	6	32	Gúdar-Javalambre
2017	Hombres	35-39	10	32	Gúdar-Javalambre
2017	Hombres	40-44	10	32	Gúdar-Javalambre
2017	Hombres	45-49	11	32	Gúdar-Javalambre
2017	Hombres	50-54	7	32	Gúdar-Javalambre
2017	Hombres	55-59	6	32	Gúdar-Javalambre
2017	Hombres	60-64	6	32	Gúdar-Javalambre
2017	Hombres	16-19	2	33	Matarraña / Matarranya
2017	Hombres	20-24	3	33	Matarraña / Matarranya
2017	Hombres	25-29	8	33	Matarraña / Matarranya
2017	Hombres	30-34	7	33	Matarraña / Matarranya
2017	Hombres	35-39	11	33	Matarraña / Matarranya
2017	Hombres	40-44	7	33	Matarraña / Matarranya
2017	Hombres	45-49	7	33	Matarraña / Matarranya
2017	Hombres	50-54	3	33	Matarraña / Matarranya
2017	Hombres	55-59	6	33	Matarraña / Matarranya
2017	Hombres	60-64	2	33	Matarraña / Matarranya
2017	Hombres	Más de 64	1	33	Matarraña / Matarranya
2017	Hombres	16-19	3	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	20-24	7	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	25-29	10	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	30-34	9	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	35-39	19	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	40-44	18	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	45-49	11	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	50-54	11	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	55-59	11	NC	Municipio del centro de trabajo fuera de Aragón
2017	Hombres	60-64	4	NC	Municipio del centro de trabajo fuera de Aragón
2017	Mujeres	16-19	3	01	La Jacetania
2017	Mujeres	20-24	7	01	La Jacetania
2017	Mujeres	25-29	3	01	La Jacetania
2017	Mujeres	30-34	8	01	La Jacetania
2017	Mujeres	35-39	7	01	La Jacetania
2017	Mujeres	40-44	9	01	La Jacetania
2017	Mujeres	45-49	6	01	La Jacetania
2017	Mujeres	50-54	6	01	La Jacetania
2017	Mujeres	55-59	1	01	La Jacetania
2017	Mujeres	60-64	4	01	La Jacetania
2017	Mujeres	20-24	2	02	Alto Gállego
2017	Mujeres	25-29	3	02	Alto Gállego
2017	Mujeres	30-34	7	02	Alto Gállego
2017	Mujeres	35-39	6	02	Alto Gállego
2017	Mujeres	40-44	8	02	Alto Gállego
2017	Mujeres	45-49	4	02	Alto Gállego
2017	Mujeres	50-54	2	02	Alto Gállego
2017	Mujeres	55-59	9	02	Alto Gállego
2017	Mujeres	60-64	1	02	Alto Gállego
2017	Mujeres	20-24	1	03	Sobrarbe
2017	Mujeres	25-29	1	03	Sobrarbe
2017	Mujeres	30-34	1	03	Sobrarbe
2017	Mujeres	40-44	2	03	Sobrarbe
2017	Mujeres	45-49	3	03	Sobrarbe
2017	Mujeres	50-54	1	03	Sobrarbe
2017	Mujeres	55-59	3	03	Sobrarbe
2017	Mujeres	60-64	1	03	Sobrarbe
2017	Mujeres	16-19	1	04	La Ribagorza
2017	Mujeres	20-24	2	04	La Ribagorza
2017	Mujeres	25-29	5	04	La Ribagorza
2017	Mujeres	30-34	1	04	La Ribagorza
2017	Mujeres	35-39	9	04	La Ribagorza
2017	Mujeres	40-44	5	04	La Ribagorza
2017	Mujeres	45-49	9	04	La Ribagorza
2017	Mujeres	50-54	5	04	La Ribagorza
2017	Mujeres	55-59	3	04	La Ribagorza
2017	Mujeres	16-19	2	05	Cinco Villas
2017	Mujeres	20-24	4	05	Cinco Villas
2017	Mujeres	25-29	11	05	Cinco Villas
2017	Mujeres	30-34	8	05	Cinco Villas
2017	Mujeres	35-39	9	05	Cinco Villas
2017	Mujeres	40-44	10	05	Cinco Villas
2017	Mujeres	45-49	10	05	Cinco Villas
2017	Mujeres	50-54	13	05	Cinco Villas
2017	Mujeres	55-59	7	05	Cinco Villas
2017	Mujeres	60-64	7	05	Cinco Villas
2017	Mujeres	Más de 64	1	05	Cinco Villas
2017	Mujeres	16-19	2	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	20-24	7	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	25-29	15	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	30-34	14	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	35-39	17	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	40-44	31	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	45-49	23	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	50-54	36	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	55-59	28	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	60-64	17	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	Más de 64	2	06	Hoya de Huesca / Plana de Uesca
2017	Mujeres	16-19	1	07	Somontano de Barbastro
