Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Octubre 2009	200910	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Octubre 2009	200910	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3832	Aragón
Octubre 2009	200910	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Octubre 2009	200910	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13879	Aragón
Octubre 2009	200910	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1400	Aragón
Octubre 2009	200910	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	380	Aragón
Octubre 2009	200910	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Octubre 2009	200910	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1843	Aragón
Octubre 2009	200910	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Septiembre 2009	200909	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12730	Aragón
Septiembre 2009	200909	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3127	Aragón
Septiembre 2009	200909	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	537	Aragón
Septiembre 2009	200909	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	3	Aragón
Septiembre 2009	200909	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4844	Aragón
Septiembre 2009	200909	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13869	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2080	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	466	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Septiembre 2009	200909	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1969	Aragón
Septiembre 2009	200909	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Agosto 2009	200908	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8449	Aragón
Agosto 2009	200908	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2238	Aragón
Agosto 2009	200908	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	396	Aragón
Agosto 2009	200908	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Agosto 2009	200908	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4508	Aragón
Agosto 2009	200908	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Agosto 2009	200908	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8147	Aragón
Agosto 2009	200908	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1603	Aragón
Agosto 2009	200908	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	395	Aragón
Agosto 2009	200908	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1855	Aragón
Agosto 2009	200908	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Julio 2009	200907	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13526	Aragón
Julio 2009	200907	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2121	Aragón
Julio 2009	200907	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	582	Aragón
Julio 2009	200907	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Julio 2009	200907	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4626	Aragón
Julio 2009	200907	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13369	Aragón
Julio 2009	200907	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1834	Aragón
Julio 2009	200907	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	510	Aragón
Julio 2009	200907	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2158	Aragón
Julio 2009	200907	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Junio 2009	200906	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13141	Aragón
Junio 2009	200906	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2773	Aragón
Junio 2009	200906	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	543	Aragón
Junio 2009	200906	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Junio 2009	200906	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5254	Aragón
Junio 2009	200906	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Junio 2009	200906	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12987	Aragón
Junio 2009	200906	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2401	Aragón
Junio 2009	200906	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	575	Aragón
Junio 2009	200906	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Junio 2009	200906	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1977	Aragón
Junio 2009	200906	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Mayo 2009	200905	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10246	Aragón
Mayo 2009	200905	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2725	Aragón
Mayo 2009	200905	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	592	Aragón
Mayo 2009	200905	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Mayo 2009	200905	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5618	Aragón
Mayo 2009	200905	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9782	Aragón
Mayo 2009	200905	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2325	Aragón
Mayo 2009	200905	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	515	Aragón
Mayo 2009	200905	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Mayo 2009	200905	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1638	Aragón
Mayo 2009	200905	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Abril 2009	200904	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8370	Aragón
Abril 2009	200904	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1404	Aragón
Abril 2009	200904	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	470	Aragón
Abril 2009	200904	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Abril 2009	200904	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3449	Aragón
Abril 2009	200904	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Abril 2009	200904	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9028	Aragón
Abril 2009	200904	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1120	Aragón
Abril 2009	200904	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	265	Aragón
Abril 2009	200904	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Abril 2009	200904	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1528	Aragón
Marzo 2009	200903	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8262	Aragón
Marzo 2009	200903	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1477	Aragón
Marzo 2009	200903	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	346	Aragón
Marzo 2009	200903	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Marzo 2009	200903	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3302	Aragón
Marzo 2009	200903	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Marzo 2009	200903	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9552	Aragón
Marzo 2009	200903	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	951	Aragón
Marzo 2009	200903	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	227	Aragón
Marzo 2009	200903	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1396	Aragón
Marzo 2009	200903	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Febrero 2009	200902	Hombres	Españoles	Españoles	Españoles	ESPAÑA	7617	Aragón
Febrero 2009	200902	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1390	Aragón
Febrero 2009	200902	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	341	Aragón
Febrero 2009	200902	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3001	Aragón
Febrero 2009	200902	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Febrero 2009	200902	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8721	Aragón
Febrero 2009	200902	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	918	Aragón
Febrero 2009	200902	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	183	Aragón
Febrero 2009	200902	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1426	Aragón
Febrero 2009	200902	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Enero 2009	200901	Hombres	Españoles	Españoles	Españoles	ESPAÑA	7857	Aragón
Enero 2009	200901	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1447	Aragón
Enero 2009	200901	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	482	Aragón
Enero 2009	200901	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3017	Aragón
Enero 2009	200901	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Enero 2009	200901	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10043	Aragón
Enero 2009	200901	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	907	Aragón
Enero 2009	200901	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	231	Aragón
Enero 2009	200901	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1642	Aragón
Enero 2009	200901	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Diciembre 2008	200812	Hombres	Españoles	Españoles	Españoles	ESPAÑA	7562	Aragón
Diciembre 2008	200812	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	911	Aragón
Diciembre 2008	200812	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	352	Aragón
Diciembre 2008	200812	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2626	Aragón
Diciembre 2008	200812	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Diciembre 2008	200812	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10655	Aragón
Diciembre 2008	200812	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	748	Aragón
Diciembre 2008	200812	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	243	Aragón
Diciembre 2008	200812	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1676	Aragón
Diciembre 2008	200812	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2008	200811	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8847	Aragón
Noviembre 2008	200811	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1341	Aragón
Noviembre 2008	200811	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	462	Aragón
Noviembre 2008	200811	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3424	Aragón
Noviembre 2008	200811	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Noviembre 2008	200811	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11729	Aragón
Noviembre 2008	200811	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	820	Aragón
Noviembre 2008	200811	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	300	Aragón
Noviembre 2008	200811	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1805	Aragón
Octubre 2008	200810	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12287	Aragón
Octubre 2008	200810	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2083	Aragón
Octubre 2008	200810	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	652	Aragón
Octubre 2008	200810	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Octubre 2008	200810	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5288	Aragón
Octubre 2008	200810	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Octubre 2008	200810	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15864	Aragón
Octubre 2008	200810	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1275	Aragón
Octubre 2008	200810	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	470	Aragón
Octubre 2008	200810	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Octubre 2008	200810	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2392	Aragón
Octubre 2008	200810	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Septiembre 2008	200809	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12978	Aragón
Septiembre 2008	200809	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2342	Aragón
Septiembre 2008	200809	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	740	Aragón
Septiembre 2008	200809	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6545	Aragón
Septiembre 2008	200809	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Septiembre 2008	200809	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16467	Aragón
Septiembre 2008	200809	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1601	Aragón
Septiembre 2008	200809	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	647	Aragón
Septiembre 2008	200809	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2661	Aragón
Septiembre 2008	200809	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Agosto 2008	200808	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9133	Aragón
Agosto 2008	200808	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1558	Aragón
Agosto 2008	200808	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	693	Aragón
Agosto 2008	200808	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5563	Aragón
Agosto 2008	200808	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Agosto 2008	200808	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9902	Aragón
Agosto 2008	200808	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1262	Aragón
Agosto 2008	200808	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	712	Aragón
Agosto 2008	200808	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2396	Aragón
Agosto 2008	200808	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Julio 2008	200807	Hombres	Españoles	Españoles	Españoles	ESPAÑA	16260	Aragón
Julio 2008	200807	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1952	Aragón
Julio 2008	200807	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	897	Aragón
Julio 2008	200807	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6474	Aragón
Julio 2008	200807	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Julio 2008	200807	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17628	Aragón
Julio 2008	200807	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1546	Aragón
Julio 2008	200807	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	864	Aragón
Julio 2008	200807	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Julio 2008	200807	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2833	Aragón
Junio 2008	200806	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14912	Aragón
Junio 2008	200806	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2262	Aragón
Junio 2008	200806	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	930	Aragón
Junio 2008	200806	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	7133	Aragón
Junio 2008	200806	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Junio 2008	200806	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16838	Aragón
Junio 2008	200806	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1811	Aragón
Junio 2008	200806	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	833	Aragón
Junio 2008	200806	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Junio 2008	200806	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3245	Aragón
Junio 2008	200806	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Mayo 2008	200805	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13285	Aragón
Mayo 2008	200805	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2494	Aragón
Mayo 2008	200805	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1070	Aragón
Mayo 2008	200805	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	8432	Aragón
Mayo 2008	200805	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Mayo 2008	200805	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14946	Aragón
Mayo 2008	200805	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2213	Aragón
Mayo 2008	200805	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	887	Aragón
Mayo 2008	200805	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2879	Aragón
Mayo 2008	200805	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Abril 2008	200804	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12675	Aragón
Abril 2008	200804	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2094	Aragón
Abril 2008	200804	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1132	Aragón
Abril 2008	200804	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6656	Aragón
Abril 2008	200804	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Abril 2008	200804	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13585	Aragón
Abril 2008	200804	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1376	Aragón
Abril 2008	200804	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	447	Aragón
Abril 2008	200804	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2424	Aragón
Abril 2008	200804	Mujeres	No consta	No consta	No consta	No consta	8	Aragón
Marzo 2008	200803	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11209	Aragón
