Municipio código	Municipio nombre	Estructura hogar	Número hogares
22032	Aragüés del Puerto	Un hombre de 16 a 64 años	8
22032	Aragüés del Puerto	Una mujer de 65 o más años	6
22032	Aragüés del Puerto	Un hombre de 65 o más años	5
22032	Aragüés del Puerto	Dos adultos de 16 a 64 años, sin menores	6
22032	Aragüés del Puerto	Dos adultos, uno al menos de 65 años o más, sin menores	10
22032	Aragüés del Puerto	Dos adultos y un menor	2
22032	Aragüés del Puerto	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22032	Aragüés del Puerto	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22032	Aragüés del Puerto	Otro hogar de tres adultos, con o sin menores	4
22032	Aragüés del Puerto	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22032	Aragüés del Puerto	Otro hogar de cuatro adultos, con o sin menores	3
22032	Aragüés del Puerto	Cinco o más adultos, con o sin menores	8
22035	Arén	Una mujer de 16 a 64 años	3
22035	Arén	Un hombre de 16 a 64 años	11
22035	Arén	Una mujer de 65 o más años	16
22035	Arén	Un hombre de 65 o más años	16
22035	Arén	Una mujer adulta con uno o más menores	2
22035	Arén	Dos adultos de 16 a 64 años, sin menores	12
22035	Arén	Dos adultos, uno al menos de 65 años o más, sin menores	22
22035	Arén	Dos adultos y un menor	4
22035	Arén	Dos adultos y dos menores	11
22035	Arén	Dos adultos y tres o más menores	1
22035	Arén	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	9
22035	Arén	Otro hogar de tres adultos, con o sin menores	11
22035	Arén	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22035	Arén	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22035	Arén	Otro hogar de cuatro adultos, con o sin menores	7
22035	Arén	Cinco o más adultos, con o sin menores	12
22036	Argavieso	Un hombre de 16 a 64 años	2
22036	Argavieso	Una mujer de 65 o más años	2
22036	Argavieso	Un hombre de 65 o más años	3
22036	Argavieso	Una mujer adulta con uno o más menores	1
22036	Argavieso	Dos adultos de 16 a 64 años, sin menores	1
22036	Argavieso	Dos adultos, uno al menos de 65 años o más, sin menores	8
22036	Argavieso	Dos adultos y un menor	1
22036	Argavieso	Dos adultos y dos menores	3
22036	Argavieso	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22036	Argavieso	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22036	Argavieso	Otro hogar de tres adultos, con o sin menores	4
22036	Argavieso	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22036	Argavieso	Otro hogar de cuatro adultos, con o sin menores	8
22036	Argavieso	Cinco o más adultos, con o sin menores	4
22037	Arguis	Una mujer de 16 a 64 años	4
22037	Arguis	Un hombre de 16 a 64 años	7
22037	Arguis	Dos adultos de 16 a 64 años, sin menores	1
22037	Arguis	Dos adultos, uno al menos de 65 años o más, sin menores	8
22037	Arguis	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22037	Arguis	Otro hogar de tres adultos, con o sin menores	2
22037	Arguis	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22037	Arguis	Otro hogar de cuatro adultos, con o sin menores	2
22037	Arguis	Cinco o más adultos, con o sin menores	2
22039	Ayerbe	Una mujer de 16 a 64 años	14
22039	Ayerbe	Un hombre de 16 a 64 años	30
22039	Ayerbe	Una mujer de 65 o más años	62
22039	Ayerbe	Un hombre de 65 o más años	27
22039	Ayerbe	Una mujer adulta con uno o más menores	2
22039	Ayerbe	Un hombre adulto con  uno o más menores	1
22039	Ayerbe	Dos adultos de 16 a 64 años, sin menores	34
22039	Ayerbe	Dos adultos, uno al menos de 65 años o más, sin menores	94
22039	Ayerbe	Dos adultos y un menor	22
22039	Ayerbe	Dos adultos y dos menores	20
22039	Ayerbe	Dos adultos y tres o más menores	1
22039	Ayerbe	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	34
22039	Ayerbe	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22039	Ayerbe	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
22039	Ayerbe	Otro hogar de tres adultos, con o sin menores	33
22039	Ayerbe	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	18
22039	Ayerbe	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22039	Ayerbe	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
22039	Ayerbe	Otro hogar de cuatro adultos, con o sin menores	21
22039	Ayerbe	Cinco o más adultos, con o sin menores	26
22040	Azanuy-Alins	Una mujer de 16 a 64 años	1
22040	Azanuy-Alins	Un hombre de 16 a 64 años	3
22040	Azanuy-Alins	Una mujer de 65 o más años	12
22040	Azanuy-Alins	Un hombre de 65 o más años	10
22040	Azanuy-Alins	Una mujer adulta con uno o más menores	1
22040	Azanuy-Alins	Dos adultos de 16 a 64 años, sin menores	6
22040	Azanuy-Alins	Dos adultos, uno al menos de 65 años o más, sin menores	18
22040	Azanuy-Alins	Dos adultos y un menor	2
22040	Azanuy-Alins	Dos adultos y dos menores	1
22040	Azanuy-Alins	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
22040	Azanuy-Alins	Otro hogar de tres adultos, con o sin menores	4
22040	Azanuy-Alins	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22040	Azanuy-Alins	Otro hogar de cuatro adultos, con o sin menores	5
22040	Azanuy-Alins	Cinco o más adultos, con o sin menores	7
22041	Azara	Un hombre de 16 a 64 años	4
22041	Azara	Una mujer de 65 o más años	7
22041	Azara	Un hombre de 65 o más años	4
22041	Azara	Dos adultos de 16 a 64 años, sin menores	2
22041	Azara	Dos adultos, uno al menos de 65 años o más, sin menores	13
22041	Azara	Dos adultos y un menor	2
22041	Azara	Dos adultos y dos menores	4
22041	Azara	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
22041	Azara	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22041	Azara	Otro hogar de tres adultos, con o sin menores	8
22041	Azara	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	7
22041	Azara	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22041	Azara	Otro hogar de cuatro adultos, con o sin menores	9
22041	Azara	Cinco o más adultos, con o sin menores	5
22042	Azlor	Un hombre de 16 a 64 años	3
22042	Azlor	Una mujer de 65 o más años	5
22042	Azlor	Un hombre de 65 o más años	6
22042	Azlor	Dos adultos de 16 a 64 años, sin menores	2
22042	Azlor	Dos adultos, uno al menos de 65 años o más, sin menores	17
22042	Azlor	Dos adultos y un menor	3
22042	Azlor	Dos adultos y dos menores	1
22042	Azlor	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	6
22042	Azlor	Otro hogar de tres adultos, con o sin menores	1
22042	Azlor	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22042	Azlor	Otro hogar de cuatro adultos, con o sin menores	2
22042	Azlor	Cinco o más adultos, con o sin menores	11
22043	Baells	Una mujer de 16 a 64 años	1
22043	Baells	Un hombre de 16 a 64 años	4
22043	Baells	Una mujer de 65 o más años	10
22043	Baells	Un hombre de 65 o más años	10
22043	Baells	Dos adultos de 16 a 64 años, sin menores	1
22043	Baells	Dos adultos, uno al menos de 65 años o más, sin menores	11
22043	Baells	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22043	Baells	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22043	Baells	Otro hogar de tres adultos, con o sin menores	11
22043	Baells	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22043	Baells	Otro hogar de cuatro adultos, con o sin menores	2
22043	Baells	Cinco o más adultos, con o sin menores	5
22044	Bailo	Una mujer de 16 a 64 años	3
22044	Bailo	Un hombre de 16 a 64 años	12
22044	Bailo	Una mujer de 65 o más años	8
22044	Bailo	Un hombre de 65 o más años	10
22044	Bailo	Una mujer adulta con uno o más menores	1
22044	Bailo	Un hombre adulto con  uno o más menores	1
22044	Bailo	Dos adultos de 16 a 64 años, sin menores	4
22044	Bailo	Dos adultos, uno al menos de 65 años o más, sin menores	17
22044	Bailo	Dos adultos y un menor	2
22044	Bailo	Dos adultos y dos menores	3
22044	Bailo	Dos adultos y tres o más menores	1
22044	Bailo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
22044	Bailo	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22044	Bailo	Otro hogar de tres adultos, con o sin menores	15
22044	Bailo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	9
22044	Bailo	Otro hogar de cuatro adultos, con o sin menores	8
22044	Bailo	Cinco o más adultos, con o sin menores	10
22045	Baldellou	Un hombre de 16 a 64 años	3
22045	Baldellou	Una mujer de 65 o más años	9
22045	Baldellou	Un hombre de 65 o más años	8
22045	Baldellou	Dos adultos de 16 a 64 años, sin menores	3
22045	Baldellou	Dos adultos, uno al menos de 65 años o más, sin menores	12
22045	Baldellou	Dos adultos y dos menores	1
22045	Baldellou	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22045	Baldellou	Otro hogar de tres adultos, con o sin menores	4
22045	Baldellou	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22045	Baldellou	Otro hogar de cuatro adultos, con o sin menores	7
22045	Baldellou	Cinco o más adultos, con o sin menores	3
22046	Ballobar	Una mujer de 16 a 64 años	3
22046	Ballobar	Un hombre de 16 a 64 años	18
22046	Ballobar	Una mujer de 65 o más años	25
22046	Ballobar	Un hombre de 65 o más años	18
22046	Ballobar	Una mujer adulta con uno o más menores	2
22046	Ballobar	Dos adultos de 16 a 64 años, sin menores	17
22046	Ballobar	Dos adultos, uno al menos de 65 años o más, sin menores	67
22046	Ballobar	Dos adultos y un menor	8
22046	Ballobar	Dos adultos y dos menores	20
22046	Ballobar	Dos adultos y tres o más menores	1
22046	Ballobar	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	18
22046	Ballobar	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	12
22046	Ballobar	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
22046	Ballobar	Otro hogar de tres adultos, con o sin menores	27
22046	Ballobar	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	23
22046	Ballobar	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	5
22046	Ballobar	Otro hogar de cuatro adultos, con o sin menores	24
22046	Ballobar	Cinco o más adultos, con o sin menores	39
22047	Banastás	Una mujer de 16 a 64 años	2
22047	Banastás	Un hombre de 16 a 64 años	7
22047	Banastás	Una mujer de 65 o más años	3
22047	Banastás	Un hombre de 65 o más años	2
22047	Banastás	Un hombre adulto con  uno o más menores	2
22047	Banastás	Dos adultos de 16 a 64 años, sin menores	2
22047	Banastás	Dos adultos, uno al menos de 65 años o más, sin menores	3
22047	Banastás	Dos adultos y un menor	4
22047	Banastás	Dos adultos y dos menores	7
22047	Banastás	Dos adultos y tres o más menores	1
22047	Banastás	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
22047	Banastás	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22047	Banastás	Otro hogar de tres adultos, con o sin menores	2
22047	Banastás	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	7
22047	Banastás	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22047	Banastás	Otro hogar de cuatro adultos, con o sin menores	4
22047	Banastás	Cinco o más adultos, con o sin menores	5
22048	Barbastro	Una mujer de 16 a 64 años	240
22048	Barbastro	Un hombre de 16 a 64 años	296
22048	Barbastro	Una mujer de 65 o más años	465
22048	Barbastro	Un hombre de 65 o más años	150
22048	Barbastro	Una mujer adulta con uno o más menores	129
22048	Barbastro	Un hombre adulto con  uno o más menores	43
22048	Barbastro	Dos adultos de 16 a 64 años, sin menores	492
22048	Barbastro	Dos adultos, uno al menos de 65 años o más, sin menores	724
22048	Barbastro	Dos adultos y un menor	430
22048	Barbastro	Dos adultos y dos menores	405
22048	Barbastro	Dos adultos y tres o más menores	62
22048	Barbastro	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	444
22048	Barbastro	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	206
22048	Barbastro	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	30
22048	Barbastro	Otro hogar de tres adultos, con o sin menores	315
22048	Barbastro	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	362
22048	Barbastro	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	58
22048	Barbastro	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	19
22048	Barbastro	Otro hogar de cuatro adultos, con o sin menores	198
22048	Barbastro	Cinco o más adultos, con o sin menores	243
22049	Barbués	Un hombre de 16 a 64 años	4
22049	Barbués	Una mujer de 65 o más años	3
22049	Barbués	Dos adultos, uno al menos de 65 años o más, sin menores	12
22049	Barbués	Dos adultos y dos menores	1
22049	Barbués	Dos adultos y tres o más menores	1
22049	Barbués	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22049	Barbués	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22049	Barbués	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22049	Barbués	Otro hogar de tres adultos, con o sin menores	5
22049	Barbués	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22049	Barbués	Otro hogar de cuatro adultos, con o sin menores	4
22049	Barbués	Cinco o más adultos, con o sin menores	2
22050	Barbuñales	Una mujer de 16 a 64 años	1
22050	Barbuñales	Un hombre de 16 a 64 años	8
22050	Barbuñales	Una mujer de 65 o más años	8
22050	Barbuñales	Un hombre de 65 o más años	5
22050	Barbuñales	Una mujer adulta con uno o más menores	2
22050	Barbuñales	Dos adultos de 16 a 64 años, sin menores	2
22050	Barbuñales	Dos adultos, uno al menos de 65 años o más, sin menores	9
22050	Barbuñales	Dos adultos y un menor	1
22050	Barbuñales	Dos adultos y dos menores	2
22050	Barbuñales	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22050	Barbuñales	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
22050	Barbuñales	Otro hogar de tres adultos, con o sin menores	7
22050	Barbuñales	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22050	Barbuñales	Otro hogar de cuatro adultos, con o sin menores	1
22050	Barbuñales	Cinco o más adultos, con o sin menores	1
22051	Bárcabo	Una mujer de 16 a 64 años	3
22051	Bárcabo	Un hombre de 16 a 64 años	11
22051	Bárcabo	Una mujer de 65 o más años	2
22051	Bárcabo	Un hombre de 65 o más años	6
22051	Bárcabo	Un hombre adulto con  uno o más menores	1
22051	Bárcabo	Dos adultos de 16 a 64 años, sin menores	6
22051	Bárcabo	Dos adultos, uno al menos de 65 años o más, sin menores	5
22051	Bárcabo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22051	Bárcabo	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22051	Bárcabo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22051	Bárcabo	Otro hogar de cuatro adultos, con o sin menores	5
22051	Bárcabo	Cinco o más adultos, con o sin menores	4
22052	Belver de Cinca	Una mujer de 16 a 64 años	9
22052	Belver de Cinca	Un hombre de 16 a 64 años	25
22052	Belver de Cinca	Una mujer de 65 o más años	26
22052	Belver de Cinca	Un hombre de 65 o más años	25
22052	Belver de Cinca	Una mujer adulta con uno o más menores	2
22052	Belver de Cinca	Un hombre adulto con  uno o más menores	4
22052	Belver de Cinca	Dos adultos de 16 a 64 años, sin menores	39
22052	Belver de Cinca	Dos adultos, uno al menos de 65 años o más, sin menores	79
22052	Belver de Cinca	Dos adultos y un menor	15
22052	Belver de Cinca	Dos adultos y dos menores	22
22052	Belver de Cinca	Dos adultos y tres o más menores	3
22052	Belver de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	34
22052	Belver de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	10
22052	Belver de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	4
22052	Belver de Cinca	Otro hogar de tres adultos, con o sin menores	49
22052	Belver de Cinca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	27
22052	Belver de Cinca	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22052	Belver de Cinca	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	2
22052	Belver de Cinca	Otro hogar de cuatro adultos, con o sin menores	25
22052	Belver de Cinca	Cinco o más adultos, con o sin menores	46
22053	Benabarre	Una mujer de 16 a 64 años	15
22053	Benabarre	Un hombre de 16 a 64 años	38
22053	Benabarre	Una mujer de 65 o más años	51
22053	Benabarre	Un hombre de 65 o más años	25
