Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	781	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	96	5126	53,39583333333333333333333333333333333333
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	437	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	85	2609	30,69411764705882352941176470588235294118
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1091	37366	34,24931255728689275893675527039413382218
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	734	26755	36,45095367847411444141689373297002724796
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	56	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	19	558	29,36842105263157894736842105263157894737
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	146	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	81	3454	42,64197530864197530864197530864197530864
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1409	1409
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	2	1769	884,5
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	2134	1067
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	1	695	695
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	14	2880	205,714285714285714285714285714285714286
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	10	1980	198
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	10084	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1832	45808	25,00436681222707423580786026200873362445
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4685	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1429	33325	23,32050384884534639608117564730580825752
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	6	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	11336	371327	32,75643966125617501764290755116443189838
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	6	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	8424	305840	36,30579297245963912630579297245963912631
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	606	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	253	11792	46,6086956521739130434782608695652173913
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1403	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1236	26159	21,16423948220064724919093851132686084142
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	28	10078	359,928571428571428571428571428571428571
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	24	8638	359,916666666666666666666666666666666667
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	41	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	49	62205	1269,489795918367346938775510204081632653
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	15	18121	1208,066666666666666666666666666666666667
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	4	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	19	25516	1342,947368421052631578947368421052631579
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	10	10801	1080,1
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	21	6852	326,285714285714285714285714285714285714
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	194	47669	245,716494845360824742268041237113402062
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	28	8834	315,5
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	107	26033	243,299065420560747663551401869158878505
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	6	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	13	2521	193,923076923076923076923076923076923077
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	6	1620	270
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	8	1470	183,75
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	540	270
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4321	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	173	4793	27,70520231213872832369942196531791907514
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1575	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	134	1624	12,1194029850746268656716417910447761194
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1760	60328	34,27727272727272727272727272727272727273
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1635	43597	26,66483180428134556574923547400611620795
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	94	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	19	959	50,47368421052631578947368421052631578947
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	228	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	159	3398	21,3710691823899371069182389937106918239
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	8	2880	360
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1441	360,25
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	5	6676	1335,2
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	5	5009	1001,8
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	6	6169	1028,166666666666666666666666666666666667
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	7	6307	901
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	360	360
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	10	1800	180
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	360	360
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	15	3171	211,4
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	1	2	2
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	842	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	47	2913	61,97872340425531914893617021276595744681
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	498	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	42	1354	32,23809523809523809523809523809523809524
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1087	31430	28,91444342226310947562097516099356025759
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	816	22296	27,32352941176470588235294117647058823529
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	73	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	14	912	65,14285714285714285714285714285714285714
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	131	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	72	3162	43,91666666666666666666666666666666666667
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	7	7763	1109
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	5	6038	1207,6
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	1	1440	1440
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	180	180
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	540	180
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	8253	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2216	47652	21,50361010830324909747292418772563176895
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4508	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1497	29394	19,63527054108216432865731462925851703407
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	9	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	10373	324754	31,30762556637424081750698929914200327774
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	7	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	7729	269901	34,92055893388536680036227196273774097555
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	628	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	203	8784	43,2709359605911330049261083743842364532
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1523	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1235	24147	19,55222672064777327935222672064777327935
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	31	11162	360,064516129032258064516129032258064516
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	18	6480	360
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	26	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	43	56987	1325,27906976744186046511627906976744186
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	27	30945	1146,111111111111111111111111111111111111
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	17	22697	1335,117647058823529411764705882352941176
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	14	14535	1038,214285714285714285714285714285714286
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	12	3813	317,75
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	75	19430	259,066666666666666666666666666666666667
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	14	4320	308,571428571428571428571428571428571429
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	68	19066	280,382352941176470588235294117647058824
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	4	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	16	2256	141
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	5	900	180
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	9	1500	166,666666666666666666666666666666666667
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	9	1801	200,111111111111111111111111111111111111
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1543	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	91	5160	56,7032967032967032967032967032967032967
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	688	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	55	2523	45,87272727272727272727272727272727272727
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1401	59465	42,44468236973590292648108493932905067809
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1357	50872	37,4885777450257921886514369933677229182
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	86	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	36	1166	32,38888888888888888888888888888888888889
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	232	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	148	3092	20,89189189189189189189189189189189189189
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	6	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	8	10186	1273,25
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	8	8287	1035,875
