Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
04	La Ribagorza	Mujeres	40 a 44	Segundo grado	216
04	La Ribagorza	Mujeres	40 a 44	Tercer grado	105
04	La Ribagorza	Mujeres	45 a 49	Analfabetos	2
04	La Ribagorza	Mujeres	45 a 49	Sin estudios	6
04	La Ribagorza	Mujeres	45 a 49	Primer grado	67
04	La Ribagorza	Mujeres	45 a 49	Segundo grado	167
04	La Ribagorza	Mujeres	45 a 49	Tercer grado	46
04	La Ribagorza	Mujeres	50 a 54	Analfabetos	1
04	La Ribagorza	Mujeres	50 a 54	Sin estudios	20
04	La Ribagorza	Mujeres	50 a 54	Primer grado	123
04	La Ribagorza	Mujeres	50 a 54	Segundo grado	153
04	La Ribagorza	Mujeres	50 a 54	Tercer grado	33
04	La Ribagorza	Mujeres	55 a 59	Analfabetos	2
04	La Ribagorza	Mujeres	55 a 59	Sin estudios	18
04	La Ribagorza	Mujeres	55 a 59	Primer grado	138
04	La Ribagorza	Mujeres	55 a 59	Segundo grado	87
04	La Ribagorza	Mujeres	55 a 59	Tercer grado	16
04	La Ribagorza	Mujeres	60 a 64	Analfabetos	1
04	La Ribagorza	Mujeres	60 a 64	Sin estudios	41
04	La Ribagorza	Mujeres	60 a 64	Primer grado	150
04	La Ribagorza	Mujeres	60 a 64	Segundo grado	63
04	La Ribagorza	Mujeres	60 a 64	Tercer grado	8
04	La Ribagorza	Mujeres	65 a 69	Analfabetos	6
04	La Ribagorza	Mujeres	65 a 69	Sin estudios	83
04	La Ribagorza	Mujeres	65 a 69	Primer grado	241
04	La Ribagorza	Mujeres	65 a 69	Segundo grado	60
04	La Ribagorza	Mujeres	65 a 69	Tercer grado	16
04	La Ribagorza	Mujeres	70 a 74	Analfabetos	4
04	La Ribagorza	Mujeres	70 a 74	Sin estudios	134
04	La Ribagorza	Mujeres	70 a 74	Primer grado	232
04	La Ribagorza	Mujeres	70 a 74	Segundo grado	38
04	La Ribagorza	Mujeres	70 a 74	Tercer grado	10
04	La Ribagorza	Mujeres	75 a 79	Analfabetos	13
04	La Ribagorza	Mujeres	75 a 79	Sin estudios	156
04	La Ribagorza	Mujeres	75 a 79	Primer grado	182
04	La Ribagorza	Mujeres	75 a 79	Segundo grado	22
04	La Ribagorza	Mujeres	75 a 79	Tercer grado	2
04	La Ribagorza	Mujeres	80 a 84	Analfabetos	2
04	La Ribagorza	Mujeres	80 a 84	Sin estudios	127
04	La Ribagorza	Mujeres	80 a 84	Primer grado	142
04	La Ribagorza	Mujeres	80 a 84	Segundo grado	23
04	La Ribagorza	Mujeres	80 a 84	Tercer grado	2
04	La Ribagorza	Mujeres	85 a 90	Analfabetos	9
04	La Ribagorza	Mujeres	85 a 90	Sin estudios	90
04	La Ribagorza	Mujeres	85 a 90	Primer grado	68
04	La Ribagorza	Mujeres	85 a 90	Segundo grado	10
04	La Ribagorza	Mujeres	90 ó más	Analfabetos	12
04	La Ribagorza	Mujeres	90 ó más	Sin estudios	40
04	La Ribagorza	Mujeres	90 ó más	Primer grado	29
04	La Ribagorza	Mujeres	90 ó más	Segundo grado	1
04	La Ribagorza	Hombres	16 a 19	Analfabetos	1
04	La Ribagorza	Hombres	16 a 19	Sin estudios	1
04	La Ribagorza	Hombres	16 a 19	Primer grado	34
04	La Ribagorza	Hombres	16 a 19	Segundo grado	166
04	La Ribagorza	Hombres	20 a 24	Analfabetos	1
04	La Ribagorza	Hombres	20 a 24	Sin estudios	3
04	La Ribagorza	Hombres	20 a 24	Primer grado	18
04	La Ribagorza	Hombres	20 a 24	Segundo grado	250
04	La Ribagorza	Hombres	20 a 24	Tercer grado	32
04	La Ribagorza	Hombres	25 a 29	Analfabetos	3
04	La Ribagorza	Hombres	25 a 29	Sin estudios	3
04	La Ribagorza	Hombres	25 a 29	Primer grado	27
04	La Ribagorza	Hombres	25 a 29	Segundo grado	290
04	La Ribagorza	Hombres	25 a 29	Tercer grado	102
04	La Ribagorza	Hombres	30 a 34	Analfabetos	1
04	La Ribagorza	Hombres	30 a 34	Primer grado	32
04	La Ribagorza	Hombres	30 a 34	Segundo grado	330
04	La Ribagorza	Hombres	30 a 34	Tercer grado	85
04	La Ribagorza	Hombres	35 a 39	Analfabetos	2
04	La Ribagorza	Hombres	35 a 39	Sin estudios	7
04	La Ribagorza	Hombres	35 a 39	Primer grado	54
04	La Ribagorza	Hombres	35 a 39	Segundo grado	358
04	La Ribagorza	Hombres	35 a 39	Tercer grado	95
04	La Ribagorza	Hombres	40 a 44	Analfabetos	2
04	La Ribagorza	Hombres	40 a 44	Sin estudios	5
04	La Ribagorza	Hombres	40 a 44	Primer grado	64
04	La Ribagorza	Hombres	40 a 44	Segundo grado	340
04	La Ribagorza	Hombres	40 a 44	Tercer grado	61
04	La Ribagorza	Hombres	45 a 49	Analfabetos	1
04	La Ribagorza	Hombres	45 a 49	Sin estudios	12
04	La Ribagorza	Hombres	45 a 49	Primer grado	106
04	La Ribagorza	Hombres	45 a 49	Segundo grado	229
04	La Ribagorza	Hombres	45 a 49	Tercer grado	53
04	La Ribagorza	Hombres	50 a 54	Sin estudios	13
04	La Ribagorza	Hombres	50 a 54	Primer grado	135
04	La Ribagorza	Hombres	50 a 54	Segundo grado	195
04	La Ribagorza	Hombres	50 a 54	Tercer grado	36
04	La Ribagorza	Hombres	55 a 59	Analfabetos	2
04	La Ribagorza	Hombres	55 a 59	Sin estudios	20
04	La Ribagorza	Hombres	55 a 59	Primer grado	140
04	La Ribagorza	Hombres	55 a 59	Segundo grado	112
04	La Ribagorza	Hombres	55 a 59	Tercer grado	22
04	La Ribagorza	Hombres	60 a 64	Analfabetos	2
04	La Ribagorza	Hombres	60 a 64	Sin estudios	37
04	La Ribagorza	Hombres	60 a 64	Primer grado	147
04	La Ribagorza	Hombres	60 a 64	Segundo grado	77
04	La Ribagorza	Hombres	60 a 64	Tercer grado	10
04	La Ribagorza	Hombres	65 a 69	Analfabetos	6
04	La Ribagorza	Hombres	65 a 69	Sin estudios	72
04	La Ribagorza	Hombres	65 a 69	Primer grado	215
04	La Ribagorza	Hombres	65 a 69	Segundo grado	83
04	La Ribagorza	Hombres	65 a 69	Tercer grado	18
04	La Ribagorza	Hombres	70 a 74	Analfabetos	3
04	La Ribagorza	Hombres	70 a 74	Sin estudios	93
04	La Ribagorza	Hombres	70 a 74	Primer grado	229
04	La Ribagorza	Hombres	70 a 74	Segundo grado	39
04	La Ribagorza	Hombres	70 a 74	Tercer grado	7
04	La Ribagorza	Hombres	75 a 79	Analfabetos	5
04	La Ribagorza	Hombres	75 a 79	Sin estudios	138
04	La Ribagorza	Hombres	75 a 79	Primer grado	214
04	La Ribagorza	Hombres	75 a 79	Segundo grado	35
04	La Ribagorza	Hombres	75 a 79	Tercer grado	5
04	La Ribagorza	Hombres	80 a 84	Analfabetos	5
04	La Ribagorza	Hombres	80 a 84	Sin estudios	98
04	La Ribagorza	Hombres	80 a 84	Primer grado	119
04	La Ribagorza	Hombres	80 a 84	Segundo grado	18
04	La Ribagorza	Hombres	80 a 84	Tercer grado	2
04	La Ribagorza	Hombres	85 a 90	Analfabetos	2
04	La Ribagorza	Hombres	85 a 90	Sin estudios	67
04	La Ribagorza	Hombres	85 a 90	Primer grado	58
04	La Ribagorza	Hombres	85 a 90	Segundo grado	10
04	La Ribagorza	Hombres	85 a 90	Tercer grado	2
04	La Ribagorza	Hombres	90 ó más	Analfabetos	1
04	La Ribagorza	Hombres	90 ó más	Sin estudios	31
04	La Ribagorza	Hombres	90 ó más	Primer grado	16
04	La Ribagorza	Hombres	90 ó más	Segundo grado	2
04	La Ribagorza	Hombres	90 ó más	Tercer grado	1
05	Cinco Villas	Mujeres	16 a 19	Sin estudios	14
05	Cinco Villas	Mujeres	16 a 19	Primer grado	109
05	Cinco Villas	Mujeres	16 a 19	Segundo grado	526
05	Cinco Villas	Mujeres	20 a 24	Analfabetos	5
05	Cinco Villas	Mujeres	20 a 24	Sin estudios	14
05	Cinco Villas	Mujeres	20 a 24	Primer grado	63
05	Cinco Villas	Mujeres	20 a 24	Segundo grado	726
05	Cinco Villas	Mujeres	20 a 24	Tercer grado	205
05	Cinco Villas	Mujeres	25 a 29	Analfabetos	2
05	Cinco Villas	Mujeres	25 a 29	Sin estudios	20
05	Cinco Villas	Mujeres	25 a 29	Primer grado	68
05	Cinco Villas	Mujeres	25 a 29	Segundo grado	647
05	Cinco Villas	Mujeres	25 a 29	Tercer grado	331
05	Cinco Villas	Mujeres	30 a 34	Analfabetos	2
05	Cinco Villas	Mujeres	30 a 34	Sin estudios	22
05	Cinco Villas	Mujeres	30 a 34	Primer grado	93
05	Cinco Villas	Mujeres	30 a 34	Segundo grado	707
05	Cinco Villas	Mujeres	30 a 34	Tercer grado	273
05	Cinco Villas	Mujeres	35 a 39	Analfabetos	11
05	Cinco Villas	Mujeres	35 a 39	Sin estudios	24
05	Cinco Villas	Mujeres	35 a 39	Primer grado	168
05	Cinco Villas	Mujeres	35 a 39	Segundo grado	791
05	Cinco Villas	Mujeres	35 a 39	Tercer grado	191
05	Cinco Villas	Mujeres	40 a 44	Analfabetos	6
05	Cinco Villas	Mujeres	40 a 44	Sin estudios	34
05	Cinco Villas	Mujeres	40 a 44	Primer grado	230
05	Cinco Villas	Mujeres	40 a 44	Segundo grado	675
05	Cinco Villas	Mujeres	40 a 44	Tercer grado	159
05	Cinco Villas	Mujeres	45 a 49	Analfabetos	8
05	Cinco Villas	Mujeres	45 a 49	Sin estudios	39
05	Cinco Villas	Mujeres	45 a 49	Primer grado	293
05	Cinco Villas	Mujeres	45 a 49	Segundo grado	453
05	Cinco Villas	Mujeres	45 a 49	Tercer grado	77
05	Cinco Villas	Mujeres	50 a 54	Analfabetos	8
05	Cinco Villas	Mujeres	50 a 54	Sin estudios	51
05	Cinco Villas	Mujeres	50 a 54	Primer grado	354
05	Cinco Villas	Mujeres	50 a 54	Segundo grado	361
05	Cinco Villas	Mujeres	50 a 54	Tercer grado	50
05	Cinco Villas	Mujeres	55 a 59	Analfabetos	10
05	Cinco Villas	Mujeres	55 a 59	Sin estudios	95
05	Cinco Villas	Mujeres	55 a 59	Primer grado	394
05	Cinco Villas	Mujeres	55 a 59	Segundo grado	283
05	Cinco Villas	Mujeres	55 a 59	Tercer grado	24
05	Cinco Villas	Mujeres	60 a 64	Analfabetos	14
05	Cinco Villas	Mujeres	60 a 64	Sin estudios	137
05	Cinco Villas	Mujeres	60 a 64	Primer grado	408
05	Cinco Villas	Mujeres	60 a 64	Segundo grado	163
05	Cinco Villas	Mujeres	60 a 64	Tercer grado	14
05	Cinco Villas	Mujeres	65 a 69	Analfabetos	22
05	Cinco Villas	Mujeres	65 a 69	Sin estudios	244
05	Cinco Villas	Mujeres	65 a 69	Primer grado	641
05	Cinco Villas	Mujeres	65 a 69	Segundo grado	168
05	Cinco Villas	Mujeres	65 a 69	Tercer grado	15
05	Cinco Villas	Mujeres	70 a 74	Analfabetos	30
05	Cinco Villas	Mujeres	70 a 74	Sin estudios	274
05	Cinco Villas	Mujeres	70 a 74	Primer grado	563
05	Cinco Villas	Mujeres	70 a 74	Segundo grado	126
05	Cinco Villas	Mujeres	70 a 74	Tercer grado	10
05	Cinco Villas	Mujeres	75 a 79	Analfabetos	12
05	Cinco Villas	Mujeres	75 a 79	Sin estudios	263
05	Cinco Villas	Mujeres	75 a 79	Primer grado	467
05	Cinco Villas	Mujeres	75 a 79	Segundo grado	86
05	Cinco Villas	Mujeres	75 a 79	Tercer grado	8
05	Cinco Villas	Mujeres	80 a 84	Analfabetos	24
05	Cinco Villas	Mujeres	80 a 84	Sin estudios	207
05	Cinco Villas	Mujeres	80 a 84	Primer grado	328
05	Cinco Villas	Mujeres	80 a 84	Segundo grado	70
05	Cinco Villas	Mujeres	80 a 84	Tercer grado	7
05	Cinco Villas	Mujeres	85 a 90	Analfabetos	25
05	Cinco Villas	Mujeres	85 a 90	Sin estudios	121
05	Cinco Villas	Mujeres	85 a 90	Primer grado	122
05	Cinco Villas	Mujeres	85 a 90	Segundo grado	30
05	Cinco Villas	Mujeres	85 a 90	Tercer grado	2
05	Cinco Villas	Mujeres	90 ó más	Analfabetos	13
05	Cinco Villas	Mujeres	90 ó más	Sin estudios	61
05	Cinco Villas	Mujeres	90 ó más	Primer grado	66
05	Cinco Villas	Mujeres	90 ó más	Segundo grado	13
05	Cinco Villas	Mujeres	90 ó más	Tercer grado	1
05	Cinco Villas	Hombres	16 a 19	Analfabetos	1
05	Cinco Villas	Hombres	16 a 19	Sin estudios	10
05	Cinco Villas	Hombres	16 a 19	Primer grado	196
05	Cinco Villas	Hombres	16 a 19	Segundo grado	480
05	Cinco Villas	Hombres	20 a 24	Analfabetos	6
05	Cinco Villas	Hombres	20 a 24	Sin estudios	13
05	Cinco Villas	Hombres	20 a 24	Primer grado	127
05	Cinco Villas	Hombres	20 a 24	Segundo grado	833
05	Cinco Villas	Hombres	20 a 24	Tercer grado	87
05	Cinco Villas	Hombres	25 a 29	Analfabetos	10
05	Cinco Villas	Hombres	25 a 29	Sin estudios	26
05	Cinco Villas	Hombres	25 a 29	Primer grado	148
05	Cinco Villas	Hombres	25 a 29	Segundo grado	908
05	Cinco Villas	Hombres	25 a 29	Tercer grado	212
05	Cinco Villas	Hombres	30 a 34	Analfabetos	11
05	Cinco Villas	Hombres	30 a 34	Sin estudios	33
05	Cinco Villas	Hombres	30 a 34	Primer grado	200
05	Cinco Villas	Hombres	30 a 34	Segundo grado	931
05	Cinco Villas	Hombres	30 a 34	Tercer grado	164
05	Cinco Villas	Hombres	35 a 39	Analfabetos	13
05	Cinco Villas	Hombres	35 a 39	Sin estudios	30
05	Cinco Villas	Hombres	35 a 39	Primer grado	283
05	Cinco Villas	Hombres	35 a 39	Segundo grado	952
05	Cinco Villas	Hombres	35 a 39	Tercer grado	160
05	Cinco Villas	Hombres	40 a 44	Analfabetos	8
05	Cinco Villas	Hombres	40 a 44	Sin estudios	39
05	Cinco Villas	Hombres	40 a 44	Primer grado	312
05	Cinco Villas	Hombres	40 a 44	Segundo grado	848
05	Cinco Villas	Hombres	40 a 44	Tercer grado	113
05	Cinco Villas	Hombres	45 a 49	Analfabetos	10
05	Cinco Villas	Hombres	45 a 49	Sin estudios	47
05	Cinco Villas	Hombres	45 a 49	Primer grado	350
05	Cinco Villas	Hombres	45 a 49	Segundo grado	603
05	Cinco Villas	Hombres	45 a 49	Tercer grado	94
05	Cinco Villas	Hombres	50 a 54	Analfabetos	15
05	Cinco Villas	Hombres	50 a 54	Sin estudios	65
05	Cinco Villas	Hombres	50 a 54	Primer grado	391
05	Cinco Villas	Hombres	50 a 54	Segundo grado	412
05	Cinco Villas	Hombres	50 a 54	Tercer grado	64
05	Cinco Villas	Hombres	55 a 59	Analfabetos	13
05	Cinco Villas	Hombres	55 a 59	Sin estudios	98
05	Cinco Villas	Hombres	55 a 59	Primer grado	375
05	Cinco Villas	Hombres	55 a 59	Segundo grado	349
05	Cinco Villas	Hombres	55 a 59	Tercer grado	38
05	Cinco Villas	Hombres	60 a 64	Analfabetos	10
05	Cinco Villas	Hombres	60 a 64	Sin estudios	126
05	Cinco Villas	Hombres	60 a 64	Primer grado	388
05	Cinco Villas	Hombres	60 a 64	Segundo grado	210
05	Cinco Villas	Hombres	60 a 64	Tercer grado	13
05	Cinco Villas	Hombres	65 a 69	Analfabetos	13
05	Cinco Villas	Hombres	65 a 69	Sin estudios	233
05	Cinco Villas	Hombres	65 a 69	Primer grado	543
05	Cinco Villas	Hombres	65 a 69	Segundo grado	204
05	Cinco Villas	Hombres	65 a 69	Tercer grado	25
05	Cinco Villas	Hombres	70 a 74	Analfabetos	22
05	Cinco Villas	Hombres	70 a 74	Sin estudios	276
05	Cinco Villas	Hombres	70 a 74	Primer grado	497
05	Cinco Villas	Hombres	70 a 74	Segundo grado	135
05	Cinco Villas	Hombres	70 a 74	Tercer grado	16
05	Cinco Villas	Hombres	75 a 79	Analfabetos	17
05	Cinco Villas	Hombres	75 a 79	Sin estudios	271
05	Cinco Villas	Hombres	75 a 79	Primer grado	366
05	Cinco Villas	Hombres	75 a 79	Segundo grado	72
05	Cinco Villas	Hombres	75 a 79	Tercer grado	14
05	Cinco Villas	Hombres	80 a 84	Analfabetos	13
05	Cinco Villas	Hombres	80 a 84	Sin estudios	169
05	Cinco Villas	Hombres	80 a 84	Primer grado	203
05	Cinco Villas	Hombres	80 a 84	Segundo grado	51
05	Cinco Villas	Hombres	80 a 84	Tercer grado	6
05	Cinco Villas	Hombres	85 a 90	Analfabetos	4
05	Cinco Villas	Hombres	85 a 90	Sin estudios	68
05	Cinco Villas	Hombres	85 a 90	Primer grado	68
05	Cinco Villas	Hombres	85 a 90	Segundo grado	13
05	Cinco Villas	Hombres	85 a 90	Tercer grado	2
05	Cinco Villas	Hombres	90 ó más	Analfabetos	1
05	Cinco Villas	Hombres	90 ó más	Sin estudios	29
05	Cinco Villas	Hombres	90 ó más	Primer grado	33
05	Cinco Villas	Hombres	90 ó más	Segundo grado	4
05	Cinco Villas	Hombres	90 ó más	Tercer grado	2
06	Hoya de Huesca / Plana de Uesca	Mujeres	16 a 19	Analfabetos	4
06	Hoya de Huesca / Plana de Uesca	Mujeres	16 a 19	Sin estudios	10
06	Hoya de Huesca / Plana de Uesca	Mujeres	16 a 19	Primer grado	160
06	Hoya de Huesca / Plana de Uesca	Mujeres	16 a 19	Segundo grado	1033
06	Hoya de Huesca / Plana de Uesca	Mujeres	20 a 24	Analfabetos	4
06	Hoya de Huesca / Plana de Uesca	Mujeres	20 a 24	Sin estudios	19
06	Hoya de Huesca / Plana de Uesca	Mujeres	20 a 24	Primer grado	100
06	Hoya de Huesca / Plana de Uesca	Mujeres	20 a 24	Segundo grado	1265
06	Hoya de Huesca / Plana de Uesca	Mujeres	20 a 24	Tercer grado	625
06	Hoya de Huesca / Plana de Uesca	Mujeres	25 a 29	Analfabetos	7
06	Hoya de Huesca / Plana de Uesca	Mujeres	25 a 29	Sin estudios	28
06	Hoya de Huesca / Plana de Uesca	Mujeres	25 a 29	Primer grado	98
06	Hoya de Huesca / Plana de Uesca	Mujeres	25 a 29	Segundo grado	994
06	Hoya de Huesca / Plana de Uesca	Mujeres	25 a 29	Tercer grado	1025
06	Hoya de Huesca / Plana de Uesca	Mujeres	30 a 34	Analfabetos	8
06	Hoya de Huesca / Plana de Uesca	Mujeres	30 a 34	Sin estudios	27
06	Hoya de Huesca / Plana de Uesca	Mujeres	30 a 34	Primer grado	147
06	Hoya de Huesca / Plana de Uesca	Mujeres	30 a 34	Segundo grado	1199
06	Hoya de Huesca / Plana de Uesca	Mujeres	30 a 34	Tercer grado	760
06	Hoya de Huesca / Plana de Uesca	Mujeres	35 a 39	Analfabetos	7
06	Hoya de Huesca / Plana de Uesca	Mujeres	35 a 39	Sin estudios	25
06	Hoya de Huesca / Plana de Uesca	Mujeres	35 a 39	Primer grado	174
06	Hoya de Huesca / Plana de Uesca	Mujeres	35 a 39	Segundo grado	1307
06	Hoya de Huesca / Plana de Uesca	Mujeres	35 a 39	Tercer grado	751
06	Hoya de Huesca / Plana de Uesca	Mujeres	40 a 44	Analfabetos	9
06	Hoya de Huesca / Plana de Uesca	Mujeres	40 a 44	Sin estudios	35
06	Hoya de Huesca / Plana de Uesca	Mujeres	40 a 44	Primer grado	306
06	Hoya de Huesca / Plana de Uesca	Mujeres	40 a 44	Segundo grado	1284
06	Hoya de Huesca / Plana de Uesca	Mujeres	40 a 44	Tercer grado	660
06	Hoya de Huesca / Plana de Uesca	Mujeres	45 a 49	Analfabetos	17
06	Hoya de Huesca / Plana de Uesca	Mujeres	45 a 49	Sin estudios	44
06	Hoya de Huesca / Plana de Uesca	Mujeres	45 a 49	Primer grado	406
06	Hoya de Huesca / Plana de Uesca	Mujeres	45 a 49	Segundo grado	1213
06	Hoya de Huesca / Plana de Uesca	Mujeres	45 a 49	Tercer grado	464
06	Hoya de Huesca / Plana de Uesca	Mujeres	50 a 54	Analfabetos	13
06	Hoya de Huesca / Plana de Uesca	Mujeres	50 a 54	Sin estudios	62
06	Hoya de Huesca / Plana de Uesca	Mujeres	50 a 54	Primer grado	517
06	Hoya de Huesca / Plana de Uesca	Mujeres	50 a 54	Segundo grado	895
06	Hoya de Huesca / Plana de Uesca	Mujeres	50 a 54	Tercer grado	325
06	Hoya de Huesca / Plana de Uesca	Mujeres	55 a 59	Analfabetos	19
06	Hoya de Huesca / Plana de Uesca	Mujeres	55 a 59	Sin estudios	102
06	Hoya de Huesca / Plana de Uesca	Mujeres	55 a 59	Primer grado	663
06	Hoya de Huesca / Plana de Uesca	Mujeres	55 a 59	Segundo grado	715
06	Hoya de Huesca / Plana de Uesca	Mujeres	55 a 59	Tercer grado	215
06	Hoya de Huesca / Plana de Uesca	Mujeres	60 a 64	Analfabetos	16
06	Hoya de Huesca / Plana de Uesca	Mujeres	60 a 64	Sin estudios	137
06	Hoya de Huesca / Plana de Uesca	Mujeres	60 a 64	Primer grado	636
06	Hoya de Huesca / Plana de Uesca	Mujeres	60 a 64	Segundo grado	339
06	Hoya de Huesca / Plana de Uesca	Mujeres	60 a 64	Tercer grado	102
06	Hoya de Huesca / Plana de Uesca	Mujeres	65 a 69	Analfabetos	29
06	Hoya de Huesca / Plana de Uesca	Mujeres	65 a 69	Sin estudios	281
06	Hoya de Huesca / Plana de Uesca	Mujeres	65 a 69	Primer grado	934
06	Hoya de Huesca / Plana de Uesca	Mujeres	65 a 69	Segundo grado	325
06	Hoya de Huesca / Plana de Uesca	Mujeres	65 a 69	Tercer grado	108
06	Hoya de Huesca / Plana de Uesca	Mujeres	70 a 74	Analfabetos	28
06	Hoya de Huesca / Plana de Uesca	Mujeres	70 a 74	Sin estudios	356
06	Hoya de Huesca / Plana de Uesca	Mujeres	70 a 74	Primer grado	963
06	Hoya de Huesca / Plana de Uesca	Mujeres	70 a 74	Segundo grado	233
06	Hoya de Huesca / Plana de Uesca	Mujeres	70 a 74	Tercer grado	114
06	Hoya de Huesca / Plana de Uesca	Mujeres	75 a 79	Analfabetos	32
06	Hoya de Huesca / Plana de Uesca	Mujeres	75 a 79	Sin estudios	399
06	Hoya de Huesca / Plana de Uesca	Mujeres	75 a 79	Primer grado	861
06	Hoya de Huesca / Plana de Uesca	Mujeres	75 a 79	Segundo grado	175
06	Hoya de Huesca / Plana de Uesca	Mujeres	75 a 79	Tercer grado	75
06	Hoya de Huesca / Plana de Uesca	Mujeres	80 a 84	Analfabetos	41
06	Hoya de Huesca / Plana de Uesca	Mujeres	80 a 84	Sin estudios	306
06	Hoya de Huesca / Plana de Uesca	Mujeres	80 a 84	Primer grado	578
06	Hoya de Huesca / Plana de Uesca	Mujeres	80 a 84	Segundo grado	86
06	Hoya de Huesca / Plana de Uesca	Mujeres	80 a 84	Tercer grado	29
06	Hoya de Huesca / Plana de Uesca	Mujeres	85 a 90	Analfabetos	15
06	Hoya de Huesca / Plana de Uesca	Mujeres	85 a 90	Sin estudios	215
06	Hoya de Huesca / Plana de Uesca	Mujeres	85 a 90	Primer grado	327
06	Hoya de Huesca / Plana de Uesca	Mujeres	85 a 90	Segundo grado	40
06	Hoya de Huesca / Plana de Uesca	Mujeres	85 a 90	Tercer grado	23
06	Hoya de Huesca / Plana de Uesca	Mujeres	90 ó más	Analfabetos	23
06	Hoya de Huesca / Plana de Uesca	Mujeres	90 ó más	Sin estudios	101
06	Hoya de Huesca / Plana de Uesca	Mujeres	90 ó más	Primer grado	119
06	Hoya de Huesca / Plana de Uesca	Mujeres	90 ó más	Segundo grado	12
06	Hoya de Huesca / Plana de Uesca	Mujeres	90 ó más	Tercer grado	8
06	Hoya de Huesca / Plana de Uesca	Hombres	16 a 19	Analfabetos	3
06	Hoya de Huesca / Plana de Uesca	Hombres	16 a 19	Sin estudios	29
06	Hoya de Huesca / Plana de Uesca	Hombres	16 a 19	Primer grado	269
06	Hoya de Huesca / Plana de Uesca	Hombres	16 a 19	Segundo grado	1076
06	Hoya de Huesca / Plana de Uesca	Hombres	20 a 24	Analfabetos	10
06	Hoya de Huesca / Plana de Uesca	Hombres	20 a 24	Sin estudios	38
06	Hoya de Huesca / Plana de Uesca	Hombres	20 a 24	Primer grado	165
06	Hoya de Huesca / Plana de Uesca	Hombres	20 a 24	Segundo grado	1582
06	Hoya de Huesca / Plana de Uesca	Hombres	20 a 24	Tercer grado	341
06	Hoya de Huesca / Plana de Uesca	Hombres	25 a 29	Analfabetos	14
06	Hoya de Huesca / Plana de Uesca	Hombres	25 a 29	Sin estudios	56
06	Hoya de Huesca / Plana de Uesca	Hombres	25 a 29	Primer grado	165
06	Hoya de Huesca / Plana de Uesca	Hombres	25 a 29	Segundo grado	1358
06	Hoya de Huesca / Plana de Uesca	Hombres	25 a 29	Tercer grado	688
06	Hoya de Huesca / Plana de Uesca	Hombres	30 a 34	Analfabetos	9
06	Hoya de Huesca / Plana de Uesca	Hombres	30 a 34	Sin estudios	40
06	Hoya de Huesca / Plana de Uesca	Hombres	30 a 34	Primer grado	197
06	Hoya de Huesca / Plana de Uesca	Hombres	30 a 34	Segundo grado	1371
06	Hoya de Huesca / Plana de Uesca	Hombres	30 a 34	Tercer grado	601
06	Hoya de Huesca / Plana de Uesca	Hombres	35 a 39	Analfabetos	9
06	Hoya de Huesca / Plana de Uesca	Hombres	35 a 39	Sin estudios	56
06	Hoya de Huesca / Plana de Uesca	Hombres	35 a 39	Primer grado	252
06	Hoya de Huesca / Plana de Uesca	Hombres	35 a 39	Segundo grado	1517
06	Hoya de Huesca / Plana de Uesca	Hombres	35 a 39	Tercer grado	534
06	Hoya de Huesca / Plana de Uesca	Hombres	40 a 44	Analfabetos	11
06	Hoya de Huesca / Plana de Uesca	Hombres	40 a 44	Sin estudios	49
06	Hoya de Huesca / Plana de Uesca	Hombres	40 a 44	Primer grado	312
06	Hoya de Huesca / Plana de Uesca	Hombres	40 a 44	Segundo grado	1342
06	Hoya de Huesca / Plana de Uesca	Hombres	40 a 44	Tercer grado	556
06	Hoya de Huesca / Plana de Uesca	Hombres	45 a 49	Analfabetos	8
06	Hoya de Huesca / Plana de Uesca	Hombres	45 a 49	Sin estudios	40
06	Hoya de Huesca / Plana de Uesca	Hombres	45 a 49	Primer grado	407
06	Hoya de Huesca / Plana de Uesca	Hombres	45 a 49	Segundo grado	1179
06	Hoya de Huesca / Plana de Uesca	Hombres	45 a 49	Tercer grado	408
06	Hoya de Huesca / Plana de Uesca	Hombres	50 a 54	Analfabetos	5
06	Hoya de Huesca / Plana de Uesca	Hombres	50 a 54	Sin estudios	60
06	Hoya de Huesca / Plana de Uesca	Hombres	50 a 54	Primer grado	473
06	Hoya de Huesca / Plana de Uesca	Hombres	50 a 54	Segundo grado	995
06	Hoya de Huesca / Plana de Uesca	Hombres	50 a 54	Tercer grado	387
06	Hoya de Huesca / Plana de Uesca	Hombres	55 a 59	Analfabetos	10
06	Hoya de Huesca / Plana de Uesca	Hombres	55 a 59	Sin estudios	77
06	Hoya de Huesca / Plana de Uesca	Hombres	55 a 59	Primer grado	569
06	Hoya de Huesca / Plana de Uesca	Hombres	55 a 59	Segundo grado	784
06	Hoya de Huesca / Plana de Uesca	Hombres	55 a 59	Tercer grado	245
06	Hoya de Huesca / Plana de Uesca	Hombres	60 a 64	Analfabetos	9
06	Hoya de Huesca / Plana de Uesca	Hombres	60 a 64	Sin estudios	116
