Comarca código	Comarca nombre	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Saldo migratorio
10	Los Monegros	Hombres	4	Asia	2012	5
10	Los Monegros	Mujeres	1	Europa	2012	-146
10	Los Monegros	Mujeres	2	África	2012	2
10	Los Monegros	Mujeres	3	América	2012	9
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2012	63
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2012	55
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2012	1
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2012	5
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2012	92
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2012	22
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2012	5
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2012	-5
12	Tarazona y el Moncayo	Hombres	1	Europa	2012	-22
12	Tarazona y el Moncayo	Hombres	2	África	2012	-5
12	Tarazona y el Moncayo	Hombres	3	América	2012	2
12	Tarazona y el Moncayo	Hombres	4	Asia	2012	10
12	Tarazona y el Moncayo	Mujeres	1	Europa	2012	-49
12	Tarazona y el Moncayo	Mujeres	2	África	2012	-2
12	Tarazona y el Moncayo	Mujeres	3	América	2012	2
12	Tarazona y el Moncayo	Mujeres	4	Asia	2012	3
13	Campo de Borja	Hombres	1	Europa	2012	-123
13	Campo de Borja	Hombres	2	África	2012	-19
13	Campo de Borja	Hombres	3	América	2012	-4
13	Campo de Borja	Hombres	4	Asia	2012	2
13	Campo de Borja	Mujeres	1	Europa	2012	-79
13	Campo de Borja	Mujeres	2	África	2012	-1
13	Campo de Borja	Mujeres	3	América	2012	1
14	Aranda	Hombres	1	Europa	2012	-35
14	Aranda	Hombres	2	África	2012	2
14	Aranda	Hombres	3	América	2012	2
14	Aranda	Hombres	4	Asia	2012	1
14	Aranda	Mujeres	1	Europa	2012	-37
14	Aranda	Mujeres	2	África	2012	-8
14	Aranda	Mujeres	3	América	2012	0
15	Ribera Alta del Ebro	Hombres	1	Europa	2012	-113
15	Ribera Alta del Ebro	Hombres	2	África	2012	0
15	Ribera Alta del Ebro	Hombres	3	América	2012	-25
15	Ribera Alta del Ebro	Hombres	4	Asia	2012	-3
15	Ribera Alta del Ebro	Mujeres	1	Europa	2012	-17
15	Ribera Alta del Ebro	Mujeres	2	África	2012	4
15	Ribera Alta del Ebro	Mujeres	3	América	2012	-24
15	Ribera Alta del Ebro	Mujeres	4	Asia	2012	4
16	Valdejalón	Hombres	1	Europa	2012	-144
16	Valdejalón	Hombres	2	África	2012	-8
16	Valdejalón	Hombres	3	América	2012	-25
16	Valdejalón	Hombres	4	Asia	2012	-4
16	Valdejalón	Mujeres	1	Europa	2012	-67
16	Valdejalón	Mujeres	2	África	2012	2
16	Valdejalón	Mujeres	3	América	2012	-3
16	Valdejalón	Mujeres	4	Asia	2012	4
17	Central	Hombres	1	Europa	2012	203
17	Central	Hombres	2	África	2012	-32
17	Central	Hombres	3	América	2012	-3
17	Central	Hombres	4	Asia	2012	256
17	Central	Hombres	5	Otros continentes	2012	0
17	Central	Mujeres	1	Europa	2012	745
17	Central	Mujeres	2	África	2012	85
17	Central	Mujeres	3	América	2012	315
17	Central	Mujeres	4	Asia	2012	106
17	Central	Mujeres	5	Otros continentes	2012	-2
18	Ribera Baja del Ebro	Hombres	1	Europa	2012	-42
18	Ribera Baja del Ebro	Hombres	2	África	2012	3
18	Ribera Baja del Ebro	Hombres	3	América	2012	3
18	Ribera Baja del Ebro	Hombres	4	Asia	2012	1
18	Ribera Baja del Ebro	Mujeres	1	Europa	2012	-43
18	Ribera Baja del Ebro	Mujeres	2	África	2012	-2
18	Ribera Baja del Ebro	Mujeres	3	América	2012	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2012	-111
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2012	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2012	-5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2012	53
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2012	-40
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2012	27
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2012	-9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2012	8
20	Comunidad de Calatayud	Hombres	1	Europa	2012	-88
20	Comunidad de Calatayud	Hombres	2	África	2012	-18
20	Comunidad de Calatayud	Hombres	3	América	2012	-3
20	Comunidad de Calatayud	Hombres	4	Asia	2012	7
20	Comunidad de Calatayud	Mujeres	1	Europa	2012	-126
20	Comunidad de Calatayud	Mujeres	2	África	2012	1
20	Comunidad de Calatayud	Mujeres	3	América	2012	10
20	Comunidad de Calatayud	Mujeres	4	Asia	2012	-1
21	Campo de Cariñena	Hombres	1	Europa	2012	-57
21	Campo de Cariñena	Hombres	2	África	2012	35
21	Campo de Cariñena	Hombres	3	América	2012	-6
21	Campo de Cariñena	Hombres	4	Asia	2012	2
21	Campo de Cariñena	Mujeres	1	Europa	2012	-25
21	Campo de Cariñena	Mujeres	2	África	2012	2
21	Campo de Cariñena	Mujeres	3	América	2012	-2
21	Campo de Cariñena	Mujeres	4	Asia	2012	2
22	Campo de Belchite	Hombres	1	Europa	2012	-10
22	Campo de Belchite	Hombres	2	África	2012	3
22	Campo de Belchite	Hombres	3	América	2012	2
22	Campo de Belchite	Mujeres	1	Europa	2012	-10
22	Campo de Belchite	Mujeres	2	África	2012	0
22	Campo de Belchite	Mujeres	3	América	2012	1
23	Bajo Martín	Hombres	1	Europa	2012	-32
23	Bajo Martín	Hombres	2	África	2012	-1
23	Bajo Martín	Hombres	3	América	2012	-2
23	Bajo Martín	Hombres	4	Asia	2012	2
23	Bajo Martín	Mujeres	1	Europa	2012	-42
23	Bajo Martín	Mujeres	2	África	2012	2
23	Bajo Martín	Mujeres	3	América	2012	3
23	Bajo Martín	Mujeres	4	Asia	2012	0
24	Campo de Daroca	Hombres	1	Europa	2012	3
24	Campo de Daroca	Hombres	2	África	2012	18
24	Campo de Daroca	Hombres	3	América	2012	4
24	Campo de Daroca	Hombres	4	Asia	2012	2
24	Campo de Daroca	Mujeres	1	Europa	2012	-24
24	Campo de Daroca	Mujeres	2	África	2012	11
24	Campo de Daroca	Mujeres	3	América	2012	2
24	Campo de Daroca	Mujeres	4	Asia	2012	2
25	Jiloca	Hombres	1	Europa	2012	-55
25	Jiloca	Hombres	2	África	2012	-17
25	Jiloca	Hombres	3	América	2012	-4
25	Jiloca	Hombres	4	Asia	2012	4
25	Jiloca	Mujeres	1	Europa	2012	-51
25	Jiloca	Mujeres	2	África	2012	6
25	Jiloca	Mujeres	3	América	2012	0
25	Jiloca	Mujeres	4	Asia	2012	-1
25	Jiloca	Mujeres	5	Otros continentes	2012	-1
26	Cuencas Mineras	Hombres	1	Europa	2012	-24
26	Cuencas Mineras	Hombres	2	África	2012	4
26	Cuencas Mineras	Hombres	3	América	2012	2
26	Cuencas Mineras	Hombres	4	Asia	2012	11
26	Cuencas Mineras	Mujeres	1	Europa	2012	-29
26	Cuencas Mineras	Mujeres	2	África	2012	13
26	Cuencas Mineras	Mujeres	3	América	2012	1
26	Cuencas Mineras	Mujeres	4	Asia	2012	8
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2012	-16
27	Andorra-Sierra de Arcos	Hombres	2	África	2012	5
27	Andorra-Sierra de Arcos	Hombres	3	América	2012	-3
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2012	8
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2012	3
27	Andorra-Sierra de Arcos	Mujeres	2	África	2012	-8
27	Andorra-Sierra de Arcos	Mujeres	3	América	2012	5
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2012	7
28	Bajo Aragón	Hombres	1	Europa	2012	-63
28	Bajo Aragón	Hombres	2	África	2012	-25
28	Bajo Aragón	Hombres	3	América	2012	-14
28	Bajo Aragón	Hombres	4	Asia	2012	6
28	Bajo Aragón	Mujeres	1	Europa	2012	-17
28	Bajo Aragón	Mujeres	2	África	2012	5
28	Bajo Aragón	Mujeres	3	América	2012	-9
28	Bajo Aragón	Mujeres	4	Asia	2012	2
29	Comunidad de Teruel	Hombres	1	Europa	2012	-77
29	Comunidad de Teruel	Hombres	2	África	2012	-25
29	Comunidad de Teruel	Hombres	3	América	2012	-115
29	Comunidad de Teruel	Hombres	4	Asia	2012	-11
29	Comunidad de Teruel	Hombres	5	Otros continentes	2012	-1
29	Comunidad de Teruel	Mujeres	1	Europa	2012	-34
29	Comunidad de Teruel	Mujeres	2	África	2012	13
29	Comunidad de Teruel	Mujeres	3	América	2012	-60
29	Comunidad de Teruel	Mujeres	4	Asia	2012	-10
30	Maestrazgo	Hombres	1	Europa	2012	-35
30	Maestrazgo	Hombres	2	África	2012	-6
30	Maestrazgo	Hombres	3	América	2012	1
30	Maestrazgo	Hombres	4	Asia	2012	-11
30	Maestrazgo	Mujeres	1	Europa	2012	-36
30	Maestrazgo	Mujeres	2	África	2012	3
30	Maestrazgo	Mujeres	3	América	2012	2
30	Maestrazgo	Mujeres	4	Asia	2012	2
31	Sierra de Albarracín	Hombres	1	Europa	2012	-16
31	Sierra de Albarracín	Hombres	2	África	2012	-9
31	Sierra de Albarracín	Hombres	3	América	2012	-4
31	Sierra de Albarracín	Mujeres	1	Europa	2012	-49
31	Sierra de Albarracín	Mujeres	2	África	2012	-3
31	Sierra de Albarracín	Mujeres	3	América	2012	4
32	Gúdar-Javalambre	Hombres	1	Europa	2012	-48
32	Gúdar-Javalambre	Hombres	2	África	2012	-25
32	Gúdar-Javalambre	Hombres	3	América	2012	-15
32	Gúdar-Javalambre	Hombres	4	Asia	2012	2
32	Gúdar-Javalambre	Mujeres	1	Europa	2012	-83
32	Gúdar-Javalambre	Mujeres	2	África	2012	11
32	Gúdar-Javalambre	Mujeres	3	América	2012	-13
32	Gúdar-Javalambre	Mujeres	4	Asia	2012	-3
33	Matarraña / Matarranya	Hombres	1	Europa	2012	-22
33	Matarraña / Matarranya	Hombres	2	África	2012	-22
33	Matarraña / Matarranya	Hombres	3	América	2012	-1
33	Matarraña / Matarranya	Hombres	4	Asia	2012	4
33	Matarraña / Matarranya	Mujeres	1	Europa	2012	0
33	Matarraña / Matarranya	Mujeres	2	África	2012	2
33	Matarraña / Matarranya	Mujeres	3	América	2012	-5
33	Matarraña / Matarranya	Mujeres	4	Asia	2012	2
33	Matarraña / Matarranya	Mujeres	5	Otros continentes	2012	0
01	La Jacetania	Hombres	1	Europa	2011	-48
01	La Jacetania	Hombres	2	África	2011	-7
01	La Jacetania	Hombres	3	América	2011	-2
01	La Jacetania	Hombres	4	Asia	2011	-1
01	La Jacetania	Mujeres	1	Europa	2011	-52
01	La Jacetania	Mujeres	2	África	2011	-6
01	La Jacetania	Mujeres	3	América	2011	-1
01	La Jacetania	Mujeres	4	Asia	2011	3
02	Alto Gállego	Hombres	1	Europa	2011	-24
02	Alto Gállego	Hombres	2	África	2011	-9
02	Alto Gállego	Hombres	3	América	2011	2
02	Alto Gállego	Hombres	4	Asia	2011	7
02	Alto Gállego	Mujeres	1	Europa	2011	-37
02	Alto Gállego	Mujeres	2	África	2011	-8
02	Alto Gállego	Mujeres	3	América	2011	1
02	Alto Gállego	Mujeres	4	Asia	2011	8
03	Sobrarbe	Hombres	1	Europa	2011	3
03	Sobrarbe	Hombres	2	África	2011	2
03	Sobrarbe	Hombres	3	América	2011	-3
03	Sobrarbe	Mujeres	1	Europa	2011	31
03	Sobrarbe	Mujeres	2	África	2011	-3
03	Sobrarbe	Mujeres	3	América	2011	6
03	Sobrarbe	Mujeres	4	Asia	2011	-1
04	La Ribagorza	Hombres	1	Europa	2011	-62
04	La Ribagorza	Hombres	2	África	2011	-5
04	La Ribagorza	Hombres	3	América	2011	-10
04	La Ribagorza	Hombres	4	Asia	2011	0
04	La Ribagorza	Hombres	5	Otros continentes	2011	0
04	La Ribagorza	Mujeres	1	Europa	2011	-50
04	La Ribagorza	Mujeres	2	África	2011	0
04	La Ribagorza	Mujeres	3	América	2011	2
04	La Ribagorza	Mujeres	4	Asia	2011	-1
04	La Ribagorza	Mujeres	5	Otros continentes	2011	0
05	Cinco Villas	Hombres	1	Europa	2011	-170
05	Cinco Villas	Hombres	2	África	2011	-39
05	Cinco Villas	Hombres	3	América	2011	-7
05	Cinco Villas	Hombres	4	Asia	2011	12
05	Cinco Villas	Mujeres	1	Europa	2011	-153
05	Cinco Villas	Mujeres	2	África	2011	0
05	Cinco Villas	Mujeres	3	América	2011	9
05	Cinco Villas	Mujeres	4	Asia	2011	-3
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2011	-127
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2011	-85
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2011	-12
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2011	-37
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2011	0
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2011	-12
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2011	17
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2011	10
07	Somontano de Barbastro	Hombres	1	Europa	2011	22
07	Somontano de Barbastro	Hombres	2	África	2011	-21
07	Somontano de Barbastro	Hombres	3	América	2011	29
07	Somontano de Barbastro	Hombres	4	Asia	2011	6
07	Somontano de Barbastro	Mujeres	1	Europa	2011	60
07	Somontano de Barbastro	Mujeres	2	África	2011	6
07	Somontano de Barbastro	Mujeres	3	América	2011	60
07	Somontano de Barbastro	Mujeres	4	Asia	2011	0
08	Cinca Medio	Hombres	1	Europa	2011	14
08	Cinca Medio	Hombres	2	África	2011	-56
08	Cinca Medio	Hombres	3	América	2011	-4
08	Cinca Medio	Hombres	4	Asia	2011	5
08	Cinca Medio	Mujeres	1	Europa	2011	-14
08	Cinca Medio	Mujeres	2	África	2011	-24
08	Cinca Medio	Mujeres	3	América	2011	6
08	Cinca Medio	Mujeres	4	Asia	2011	4
09	La Litera / La Llitera	Hombres	1	Europa	2011	-58
09	La Litera / La Llitera	Hombres	2	África	2011	-14
09	La Litera / La Llitera	Hombres	3	América	2011	-13
09	La Litera / La Llitera	Hombres	4	Asia	2011	0
09	La Litera / La Llitera	Mujeres	1	Europa	2011	-45
09	La Litera / La Llitera	Mujeres	2	África	2011	-4
09	La Litera / La Llitera	Mujeres	3	América	2011	4
09	La Litera / La Llitera	Mujeres	4	Asia	2011	2
10	Los Monegros	Hombres	1	Europa	2011	-22
10	Los Monegros	Hombres	2	África	2011	4
10	Los Monegros	Hombres	3	América	2011	4
10	Los Monegros	Hombres	4	Asia	2011	5
10	Los Monegros	Mujeres	1	Europa	2011	-49
10	Los Monegros	Mujeres	2	África	2011	3
10	Los Monegros	Mujeres	3	América	2011	-5
10	Los Monegros	Mujeres	4	Asia	2011	-2
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2011	115
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2011	2
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2011	-1
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2011	-3
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2011	84
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2011	17
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2011	-5
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2011	1
12	Tarazona y el Moncayo	Hombres	1	Europa	2011	-31
12	Tarazona y el Moncayo	Hombres	2	África	2011	-31
12	Tarazona y el Moncayo	Hombres	3	América	2011	-30
12	Tarazona y el Moncayo	Hombres	4	Asia	2011	-2
12	Tarazona y el Moncayo	Mujeres	1	Europa	2011	-40
12	Tarazona y el Moncayo	Mujeres	2	África	2011	-3
12	Tarazona y el Moncayo	Mujeres	3	América	2011	-38
12	Tarazona y el Moncayo	Mujeres	4	Asia	2011	0
13	Campo de Borja	Hombres	1	Europa	2011	4
13	Campo de Borja	Hombres	2	África	2011	13
13	Campo de Borja	Hombres	3	América	2011	3
13	Campo de Borja	Mujeres	1	Europa	2011	-12
13	Campo de Borja	Mujeres	2	África	2011	9
13	Campo de Borja	Mujeres	3	América	2011	5
14	Aranda	Hombres	1	Europa	2011	-11
14	Aranda	Hombres	2	África	2011	-1
14	Aranda	Hombres	3	América	2011	1
14	Aranda	Mujeres	1	Europa	2011	-30
14	Aranda	Mujeres	2	África	2011	6
14	Aranda	Mujeres	3	América	2011	-3
15	Ribera Alta del Ebro	Hombres	1	Europa	2011	92
15	Ribera Alta del Ebro	Hombres	2	África	2011	-7
15	Ribera Alta del Ebro	Hombres	3	América	2011	-9
15	Ribera Alta del Ebro	Hombres	4	Asia	2011	26
15	Ribera Alta del Ebro	Hombres	5	Otros continentes	2011	1
15	Ribera Alta del Ebro	Mujeres	1	Europa	2011	84
15	Ribera Alta del Ebro	Mujeres	2	África	2011	9
15	Ribera Alta del Ebro	Mujeres	3	América	2011	3
15	Ribera Alta del Ebro	Mujeres	4	Asia	2011	3
16	Valdejalón	Hombres	1	Europa	2011	-103
16	Valdejalón	Hombres	2	África	2011	68
16	Valdejalón	Hombres	3	América	2011	3
16	Valdejalón	Hombres	4	Asia	2011	8
16	Valdejalón	Mujeres	1	Europa	2011	-118
16	Valdejalón	Mujeres	2	África	2011	17
16	Valdejalón	Mujeres	3	América	2011	20
16	Valdejalón	Mujeres	4	Asia	2011	4
17	Central	Hombres	1	Europa	2011	1242
17	Central	Hombres	2	África	2011	97
17	Central	Hombres	3	América	2011	382
17	Central	Hombres	4	Asia	2011	204
17	Central	Hombres	5	Otros continentes	2011	2
17	Central	Mujeres	1	Europa	2011	2337
17	Central	Mujeres	2	África	2011	201
17	Central	Mujeres	3	América	2011	911
17	Central	Mujeres	4	Asia	2011	137
18	Ribera Baja del Ebro	Hombres	1	Europa	2011	-13
18	Ribera Baja del Ebro	Hombres	2	África	2011	-10
18	Ribera Baja del Ebro	Hombres	3	América	2011	13
18	Ribera Baja del Ebro	Hombres	4	Asia	2011	8
18	Ribera Baja del Ebro	Mujeres	1	Europa	2011	-16
18	Ribera Baja del Ebro	Mujeres	2	África	2011	-8
18	Ribera Baja del Ebro	Mujeres	3	América	2011	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2011	-17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2011	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2011	-3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2011	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2011	-14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2011	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2011	-7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2011	0
20	Comunidad de Calatayud	Hombres	1	Europa	2011	198
20	Comunidad de Calatayud	Hombres	2	África	2011	12
20	Comunidad de Calatayud	Hombres	3	América	2011	-6
20	Comunidad de Calatayud	Hombres	4	Asia	2011	6
20	Comunidad de Calatayud	Mujeres	1	Europa	2011	-60
20	Comunidad de Calatayud	Mujeres	2	África	2011	8
20	Comunidad de Calatayud	Mujeres	3	América	2011	10
20	Comunidad de Calatayud	Mujeres	4	Asia	2011	0
21	Campo de Cariñena	Hombres	1	Europa	2011	-87
21	Campo de Cariñena	Hombres	2	África	2011	2
21	Campo de Cariñena	Hombres	3	América	2011	-4
21	Campo de Cariñena	Mujeres	1	Europa	2011	-132
21	Campo de Cariñena	Mujeres	2	África	2011	0
21	Campo de Cariñena	Mujeres	3	América	2011	3
22	Campo de Belchite	Hombres	1	Europa	2011	-5
22	Campo de Belchite	Hombres	2	África	2011	4
22	Campo de Belchite	Hombres	3	América	2011	-1
22	Campo de Belchite	Mujeres	1	Europa	2011	-38
22	Campo de Belchite	Mujeres	2	África	2011	1
22	Campo de Belchite	Mujeres	3	América	2011	2
23	Bajo Martín	Hombres	1	Europa	2011	-18
23	Bajo Martín	Hombres	2	África	2011	7
23	Bajo Martín	Hombres	3	América	2011	-9
23	Bajo Martín	Hombres	4	Asia	2011	1
23	Bajo Martín	Mujeres	1	Europa	2011	-33
23	Bajo Martín	Mujeres	2	África	2011	8
23	Bajo Martín	Mujeres	3	América	2011	0
24	Campo de Daroca	Hombres	1	Europa	2011	-1
24	Campo de Daroca	Hombres	2	África	2011	5
24	Campo de Daroca	Hombres	3	América	2011	3
24	Campo de Daroca	Hombres	4	Asia	2011	0
24	Campo de Daroca	Mujeres	1	Europa	2011	-28
24	Campo de Daroca	Mujeres	2	África	2011	4
24	Campo de Daroca	Mujeres	3	América	2011	-9
24	Campo de Daroca	Mujeres	4	Asia	2011	-1
25	Jiloca	Hombres	1	Europa	2011	-45
25	Jiloca	Hombres	2	África	2011	-30
25	Jiloca	Hombres	3	América	2011	-13
25	Jiloca	Hombres	4	Asia	2011	4
25	Jiloca	Mujeres	1	Europa	2011	-88
25	Jiloca	Mujeres	2	África	2011	-11
25	Jiloca	Mujeres	3	América	2011	-3
25	Jiloca	Mujeres	4	Asia	2011	6
25	Jiloca	Mujeres	5	Otros continentes	2011	1
26	Cuencas Mineras	Hombres	1	Europa	2011	-31
26	Cuencas Mineras	Hombres	2	África	2011	2
26	Cuencas Mineras	Hombres	3	América	2011	1
26	Cuencas Mineras	Hombres	4	Asia	2011	-1
26	Cuencas Mineras	Mujeres	1	Europa	2011	-65
26	Cuencas Mineras	Mujeres	2	África	2011	13
26	Cuencas Mineras	Mujeres	3	América	2011	-2
26	Cuencas Mineras	Mujeres	4	Asia	2011	-3
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2011	-23
27	Andorra-Sierra de Arcos	Hombres	2	África	2011	-8
27	Andorra-Sierra de Arcos	Hombres	3	América	2011	-4
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2011	15
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2011	-50
27	Andorra-Sierra de Arcos	Mujeres	2	África	2011	-2
27	Andorra-Sierra de Arcos	Mujeres	3	América	2011	-5
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2011	5
28	Bajo Aragón	Hombres	1	Europa	2011	-92
28	Bajo Aragón	Hombres	2	África	2011	20
28	Bajo Aragón	Hombres	3	América	2011	-24
28	Bajo Aragón	Hombres	4	Asia	2011	-5
28	Bajo Aragón	Mujeres	1	Europa	2011	-83
28	Bajo Aragón	Mujeres	2	África	2011	19
28	Bajo Aragón	Mujeres	3	América	2011	-20
28	Bajo Aragón	Mujeres	4	Asia	2011	-2
29	Comunidad de Teruel	Hombres	1	Europa	2011	45
29	Comunidad de Teruel	Hombres	2	África	2011	-36
29	Comunidad de Teruel	Hombres	3	América	2011	7
29	Comunidad de Teruel	Hombres	4	Asia	2011	-2
29	Comunidad de Teruel	Mujeres	1	Europa	2011	18
29	Comunidad de Teruel	Mujeres	2	África	2011	23
29	Comunidad de Teruel	Mujeres	3	América	2011	21
29	Comunidad de Teruel	Mujeres	4	Asia	2011	-2
30	Maestrazgo	Hombres	1	Europa	2011	-27
30	Maestrazgo	Hombres	2	África	2011	2
30	Maestrazgo	Hombres	3	América	2011	5
30	Maestrazgo	Hombres	4	Asia	2011	1
30	Maestrazgo	Mujeres	1	Europa	2011	-23
30	Maestrazgo	Mujeres	2	África	2011	3
30	Maestrazgo	Mujeres	3	América	2011	2
30	Maestrazgo	Mujeres	4	Asia	2011	1
31	Sierra de Albarracín	Hombres	1	Europa	2011	3
31	Sierra de Albarracín	Hombres	2	África	2011	-5
31	Sierra de Albarracín	Hombres	3	América	2011	-16
31	Sierra de Albarracín	Mujeres	1	Europa	2011	-12
31	Sierra de Albarracín	Mujeres	2	África	2011	6
31	Sierra de Albarracín	Mujeres	3	América	2011	-12
32	Gúdar-Javalambre	Hombres	1	Europa	2011	-43
32	Gúdar-Javalambre	Hombres	2	África	2011	-11
32	Gúdar-Javalambre	Hombres	3	América	2011	-31
32	Gúdar-Javalambre	Hombres	4	Asia	2011	-2
32	Gúdar-Javalambre	Mujeres	1	Europa	2011	-30
32	Gúdar-Javalambre	Mujeres	2	África	2011	5
32	Gúdar-Javalambre	Mujeres	3	América	2011	-19
32	Gúdar-Javalambre	Mujeres	4	Asia	2011	0
33	Matarraña / Matarranya	Hombres	1	Europa	2011	-29
33	Matarraña / Matarranya	Hombres	2	África	2011	-41
33	Matarraña / Matarranya	Hombres	3	América	2011	1
33	Matarraña / Matarranya	Hombres	4	Asia	2011	1
33	Matarraña / Matarranya	Mujeres	1	Europa	2011	36
33	Matarraña / Matarranya	Mujeres	2	África	2011	-2
33	Matarraña / Matarranya	Mujeres	3	América	2011	4
33	Matarraña / Matarranya	Mujeres	4	Asia	2011	1
01	La Jacetania	Hombres	1	Europa	2010	34
01	La Jacetania	Hombres	2	África	2010	-8
01	La Jacetania	Hombres	3	América	2010	1
01	La Jacetania	Hombres	4	Asia	2010	4
01	La Jacetania	Mujeres	1	Europa	2010	7
01	La Jacetania	Mujeres	2	África	2010	-4
01	La Jacetania	Mujeres	3	América	2010	1
01	La Jacetania	Mujeres	4	Asia	2010	4
02	Alto Gállego	Hombres	1	Europa	2010	5
02	Alto Gállego	Hombres	2	África	2010	-40
02	Alto Gállego	Hombres	3	América	2010	-16
02	Alto Gállego	Hombres	4	Asia	2010	1
02	Alto Gállego	Hombres	5	Otros continentes	2010	-1
02	Alto Gállego	Mujeres	1	Europa	2010	-16
02	Alto Gállego	Mujeres	2	África	2010	3
02	Alto Gállego	Mujeres	3	América	2010	-12
02	Alto Gállego	Mujeres	4	Asia	2010	2
03	Sobrarbe	Hombres	1	Europa	2010	32
03	Sobrarbe	Hombres	2	África	2010	-6
03	Sobrarbe	Hombres	3	América	2010	6
03	Sobrarbe	Mujeres	1	Europa	2010	37
03	Sobrarbe	Mujeres	2	África	2010	2
03	Sobrarbe	Mujeres	3	América	2010	16
03	Sobrarbe	Mujeres	5	Otros continentes	2010	1
04	La Ribagorza	Hombres	1	Europa	2010	18
04	La Ribagorza	Hombres	2	África	2010	-4
04	La Ribagorza	Hombres	3	América	2010	-12
04	La Ribagorza	Hombres	4	Asia	2010	1
04	La Ribagorza	Hombres	5	Otros continentes	2010	2
04	La Ribagorza	Mujeres	1	Europa	2010	22
04	La Ribagorza	Mujeres	2	África	2010	-1
04	La Ribagorza	Mujeres	3	América	2010	6
04	La Ribagorza	Mujeres	4	Asia	2010	-1
05	Cinco Villas	Hombres	1	Europa	2010	-56
05	Cinco Villas	Hombres	2	África	2010	-1
05	Cinco Villas	Hombres	3	América	2010	-12
05	Cinco Villas	Hombres	4	Asia	2010	2
05	Cinco Villas	Mujeres	1	Europa	2010	-100
05	Cinco Villas	Mujeres	2	África	2010	-12
05	Cinco Villas	Mujeres	3	América	2010	-11
05	Cinco Villas	Mujeres	4	Asia	2010	9
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2010	90
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2010	-85
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2010	12
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2010	29
06	Hoya de Huesca / Plana de Uesca	Hombres	5	Otros continentes	2010	-1
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2010	157
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2010	-16
